Date,fee_to_reward30rocUSD
2010/11/06,0
2010/11/07,0
2010/11/08,0
2010/11/09,0
2010/11/10,-100
2010/11/11,0
2010/11/12,-100
2010/11/13,0
2010/11/14,0
2010/11/15,0
2010/11/16,0
2010/11/17,-100
2010/11/18,0
2010/11/19,0
2010/11/20,13752
2010/11/21,0
2010/11/22,1416
2010/11/23,0
2010/11/24,0
2010/11/25,0
2010/11/26,0
2010/11/27,0
2010/11/28,0
2010/11/29,0
2010/11/30,0
2010/12/01,0
2010/12/02,0
2010/12/03,0
2010/12/04,0
2010/12/05,0
2010/12/06,0
2010/12/07,0
2010/12/08,-95.237
2010/12/09,0
2010/12/10,0
2010/12/11,0
2010/12/12,0
2010/12/13,0
2010/12/14,0
2010/12/15,-80.212
2010/12/16,0
2010/12/17,0
2010/12/18,0
2010/12/19,74.171
2010/12/20,-94.176
2010/12/21,-89.146
2010/12/22,-77.445
2010/12/23,-90.127
2010/12/24,-34.747
2010/12/25,0
2010/12/26,-60.783
2010/12/27,261.563
2010/12/28,0
2010/12/29,355.939
2010/12/30,757.228
2010/12/31,-39.458
2011/01/01,25.814
2011/01/02,594.425
2011/01/03,5042
2011/01/04,-7.198
2011/01/05,75.587
2011/01/06,25.413
2011/01/07,26.096
2011/01/08,-61.862
2011/01/09,26.089
2011/01/10,-50.66
2011/01/11,-76.654
2011/01/12,-28.084
2011/01/13,-59.807
2011/01/14,-15.422
2011/01/15,-10.046
2011/01/16,-72.333
2011/01/17,83.063
2011/01/18,-65.778
2011/01/19,-28.603
2011/01/20,-3.366
2011/01/21,-76.9
2011/01/22,460.232
2011/01/23,241.704
2011/01/24,161.273
2011/01/25,14.345
2011/01/26,10.35
2011/01/27,453.999
2011/01/28,-63.327
2011/01/29,307.765
2011/01/30,9349
2011/01/31,649.787
2011/02/01,695.378
2011/02/02,-92.907
2011/02/03,408.58
2011/02/04,17.017
2011/02/05,52.331
2011/02/06,118.51
2011/02/07,1608
2011/02/08,32.937
2011/02/09,-16.561
2011/02/10,1769
2011/02/11,43.363
2011/02/12,2607
2011/02/13,224.669
2011/02/14,1839
2011/02/15,97.405
2011/02/16,156.113
2011/02/17,84.445
2011/02/18,668.476
2011/02/19,372.581
2011/02/20,229.861
2011/02/21,-27.131
2011/02/22,-48.646
2011/02/23,22.094
2011/02/24,-10.473
2011/02/25,175.433
2011/02/26,-48.059
2011/02/27,1015
2011/02/28,21.312
2011/03/01,-82.274
2011/03/02,-49.929
2011/03/03,600.336
2011/03/04,855.242
2011/03/05,660.747
2011/03/06,2643
2011/03/07,2722
2011/03/08,2577
2011/03/09,1005
2011/03/10,1546
2011/03/11,13329
2011/03/12,124.511
2011/03/13,438.053
2011/03/14,292.631
2011/03/15,1150
2011/03/16,-10.263
2011/03/17,754.152
2011/03/18,314.587
2011/03/19,1744
2011/03/20,573.715
2011/03/21,1507
2011/03/22,8192
2011/03/23,4973
2011/03/24,4442
2011/03/25,1781
2011/03/26,3710
2011/03/27,2186
2011/03/28,1077
2011/03/29,349.9
2011/03/30,667.999
2011/03/31,532.429
2011/04/01,752.447
2011/04/02,-57.968
2011/04/03,632.22
2011/04/04,244.326
2011/04/05,36.267
2011/04/06,12.815
2011/04/07,-2.04
2011/04/08,23.165
2011/04/09,36.681
2011/04/10,-37.986
2011/04/11,152.051
2011/04/12,99.3
2011/04/13,37.618
2011/04/14,451.751
2011/04/15,41.761
2011/04/16,123.669
2011/04/17,10.055
2011/04/18,111.717
2011/04/19,104.003
2011/04/20,-13.199
2011/04/21,-73.365
2011/04/22,-72.43
2011/04/23,-43.389
2011/04/24,34.783
2011/04/25,43.085
2011/04/26,-40.685
2011/04/27,88.2
2011/04/28,91.4
2011/04/29,35.317
2011/04/30,164.592
2011/05/01,204.731
2011/05/02,53.97
2011/05/03,-2.07
2011/05/04,0.537
2011/05/05,54.635
2011/05/06,3.849
2011/05/07,47.575
2011/05/08,33.948
2011/05/09,64.759
2011/05/10,40.405
2011/05/11,52.472
2011/05/12,44.127
2011/05/13,157.509
2011/05/14,-32.483
2011/05/15,264.426
2011/05/16,172.987
2011/05/17,335.579
2011/05/18,208.991
2011/05/19,156.56
2011/05/20,59.257
2011/05/21,302.927
2011/05/22,138.812
2011/05/23,98.684
2011/05/24,68.151
2011/05/25,45.599
2011/05/26,168.684
2011/05/27,63.56
2011/05/28,117.083
2011/05/29,102.409
2011/05/30,118.552
2011/05/31,105.401
2011/06/01,404.581
2011/06/02,385.264
2011/06/03,282.573
2011/06/04,217.992
2011/06/05,212.537
2011/06/06,290.796
2011/06/07,373.613
2011/06/08,396.79
2011/06/09,318.637
2011/06/10,292.894
2011/06/11,218.083
2011/06/12,229.021
2011/06/13,158.59
2011/06/14,107.261
2011/06/15,133.26
2011/06/16,214.928
2011/06/17,134.461
2011/06/18,48.428
2011/06/19,42.396
2011/06/20,-11.76
2011/06/21,-7.386
2011/06/22,5.894
2011/06/23,-16.588
2011/06/24,8.488
2011/06/25,121.729
2011/06/26,100.143
2011/06/27,71.249
2011/06/28,57.905
2011/06/29,-5.432
2011/06/30,-30.626
2011/07/01,-16.841
2011/07/02,-30.38
2011/07/03,-37.982
2011/07/04,-34.927
2011/07/05,17.727
2011/07/06,-14.628
2011/07/07,-37.648
2011/07/08,-66.364
2011/07/09,-55.268
2011/07/10,-47.08
2011/07/11,-33.008
2011/07/12,-52.286
2011/07/13,-51.299
2011/07/14,-36.577
2011/07/15,-30.036
2011/07/16,-59.675
2011/07/17,-56.822
2011/07/18,-46.908
2011/07/19,-10.281
2011/07/20,-18.417
2011/07/21,-16.889
2011/07/22,30.769
2011/07/23,-13.172
2011/07/24,-18.987
2011/07/25,-54.988
2011/07/26,-73.507
2011/07/27,-67.135
2011/07/28,-60.562
2011/07/29,-62.402
2011/07/30,-59.204
2011/07/31,-63.74
2011/08/01,-46.513
2011/08/02,-40.459
2011/08/03,-44.35
2011/08/04,-55.366
2011/08/05,-57.719
2011/08/06,84.951
2011/08/07,-35.253
2011/08/08,-32.871
2011/08/09,-12.356
2011/08/10,-25.052
2011/08/11,-42.675
2011/08/12,-40.774
2011/08/13,-42.885
2011/08/14,-22.473
2011/08/15,6.097
2011/08/16,-5.819
2011/08/17,-34.927
2011/08/18,-60.486
2011/08/19,-16.393
2011/08/20,-39.64
2011/08/21,-60.153
2011/08/22,-15.184
2011/08/23,-26.793
2011/08/24,-11.477
2011/08/25,-0.437
2011/08/26,-37.669
2011/08/27,-15.251
2011/08/28,-10.463
2011/08/29,2.452
2011/08/30,72.531
2011/08/31,-18.08
2011/09/01,-9.795
2011/09/02,-15.875
2011/09/03,-55.768
2011/09/04,61.547
2011/09/05,-76.552
2011/09/06,-16.689
2011/09/07,2.487
2011/09/08,-54.568
2011/09/09,-29.306
2011/09/10,-21.943
2011/09/11,-12.055
2011/09/12,-23.561
2011/09/13,-62.342
2011/09/14,-65.396
2011/09/15,-29.877
2011/09/16,-15.614
2011/09/17,-5.862
2011/09/18,-42.02
2011/09/19,30.661
2011/09/20,31.49
2011/09/21,-20.855
2011/09/22,-42.912
2011/09/23,-50.819
2011/09/24,17.63
2011/09/25,-22.597
2011/09/26,-46.483
2011/09/27,-9.482
2011/09/28,-22.627
2011/09/29,-59.337
2011/09/30,-22.533
2011/10/01,-40.906
2011/10/02,-39.895
2011/10/03,135.388
2011/10/04,-55.405
2011/10/05,-40.331
2011/10/06,46.559
2011/10/07,-47.713
2011/10/08,-22.85
2011/10/09,-53.427
2011/10/10,-32.639
2011/10/11,37.543
2011/10/12,-4.543
2011/10/13,46.072
2011/10/14,-5.393
2011/10/15,-46.304
2011/10/16,-35.079
2011/10/17,-5.799
2011/10/18,-29.041
2011/10/19,-47.06
2011/10/20,12.247
2011/10/21,-37.312
2011/10/22,11.731
2011/10/23,-9.284
2011/10/24,-47.269
2011/10/25,-13.494
2011/10/26,20.046
2011/10/27,-23.7
2011/10/28,-3.076
2011/10/29,12.622
2011/10/30,0.196
2011/10/31,-6.547
2011/11/01,24.613
2011/11/02,-65.495
2011/11/03,-28.983
2011/11/04,-21.822
2011/11/05,-60.591
2011/11/06,-46.936
2011/11/07,-5.148
2011/11/08,21.087
2011/11/09,-24.735
2011/11/10,-57.684
2011/11/11,-54.279
2011/11/12,-59.332
2011/11/13,-19.159
2011/11/14,-23.543
2011/11/15,-34.987
2011/11/16,-23.139
2011/11/17,-15.009
2011/11/18,2.893
2011/11/19,-51.224
2011/11/20,24.982
2011/11/21,-17.711
2011/11/22,-26.399
2011/11/23,-4.323
2011/11/24,66.154
2011/11/25,20.603
2011/11/26,-11.662
2011/11/27,-22.651
2011/11/28,-21.937
2011/11/29,7.219
2011/11/30,-5.489
2011/12/01,-24.388
2011/12/02,46.522
2011/12/03,32.475
2011/12/04,-2.151
2011/12/05,-23.346
2011/12/06,50.115
2011/12/07,6.185
2011/12/08,-40.076
2011/12/09,0.605
2011/12/10,-14.942
2011/12/11,7955
2011/12/12,7743
2011/12/13,55.201
2011/12/14,31.477
2011/12/15,298.08
2011/12/16,-17.953
2011/12/17,17.895
2011/12/18,-14.195
2011/12/19,2.863
2011/12/20,59.039
2011/12/21,21.961
2011/12/22,10.397
2011/12/23,-28.64
2011/12/24,-55.829
2011/12/25,-46.579
2011/12/26,-21.608
2011/12/27,-7.118
2011/12/28,-14.373
2011/12/29,-4.551
2011/12/30,4.688
2011/12/31,6.106
2012/01/01,-25.612
2012/01/02,20.224
2012/01/03,61.362
2012/01/04,400.975
2012/01/05,55.874
2012/01/06,35.757
2012/01/07,46.213
2012/01/08,11.439
2012/01/09,93.876
2012/01/10,-97.553
2012/01/11,-97.269
2012/01/12,760.559
2012/01/13,174.889
2012/01/14,21.76
2012/01/15,320.941
2012/01/16,816.242
2012/01/17,124.344
2012/01/18,221.017
2012/01/19,315.128
2012/01/20,492.375
2012/01/21,24.71
2012/01/22,19.64
2012/01/23,87.694
2012/01/24,310.967
2012/01/25,178.057
2012/01/26,211.395
2012/01/27,693.359
2012/01/28,107.365
2012/01/29,5360
2012/01/30,545.103
2012/01/31,104.215
2012/02/01,-8.956
2012/02/02,115.156
2012/02/03,-54.243
2012/02/04,42.763
2012/02/05,-21.312
2012/02/06,19.776
2012/02/07,110.81
2012/02/08,-9.751
2012/02/09,47.025
2012/02/10,-19.242
2012/02/11,-90.182
2012/02/12,-64.89
2012/02/13,-55.197
2012/02/14,15.153
2012/02/15,-79.725
2012/02/16,48.205
2012/02/17,-71.791
2012/02/18,-89.249
2012/02/19,-90.091
2012/02/20,0.733
2012/02/21,18.282
2012/02/22,-26.832
2012/02/23,-56.879
2012/02/24,-42.691
2012/02/25,-70.64
2012/02/26,-85.905
2012/02/27,-41.411
2012/02/28,-98.135
2012/02/29,-88.754
2012/03/01,-7.062
2012/03/02,-0.628
2012/03/03,-70.063
2012/03/04,-19.516
2012/03/05,-35.352
2012/03/06,17.952
2012/03/07,-11.204
2012/03/08,-45.879
2012/03/09,-29.808
2012/03/10,-47.459
2012/03/11,-27.646
2012/03/12,-12.352
2012/03/13,188.447
2012/03/14,-1.135
2012/03/15,-73.18
2012/03/16,27.635
2012/03/17,-70.941
2012/03/18,-14.842
2012/03/19,50.249
2012/03/20,78.86
2012/03/21,-27.256
2012/03/22,-19.076
2012/03/23,55.974
2012/03/24,170.433
2012/03/25,48.989
2012/03/26,21.254
2012/03/27,19.513
2012/03/28,-10.598
2012/03/29,30.996
2012/03/30,49.518
2012/03/31,-39.936
2012/04/01,-19.354
2012/04/02,64.9
2012/04/03,7.956
2012/04/04,0.468
2012/04/05,17.274
2012/04/06,35.191
2012/04/07,9.827
2012/04/08,5.327
2012/04/09,-1.653
2012/04/10,117.445
2012/04/11,62.47
2012/04/12,-30.608
2012/04/13,-11.907
2012/04/14,46.2
2012/04/15,-40.506
2012/04/16,88.823
2012/04/17,144.349
2012/04/18,60.701
2012/04/19,23.217
2012/04/20,118.305
2012/04/21,49.083
2012/04/22,3.76
2012/04/23,-61.215
2012/04/24,7.226
2012/04/25,87.777
2012/04/26,189.804
2012/04/27,54.487
2012/04/28,42.86
2012/04/29,-20.44
2012/04/30,7.012
2012/05/01,45.853
2012/05/02,27.628
2012/05/03,87.197
2012/05/04,78.841
2012/05/05,12.591
2012/05/06,26.047
2012/05/07,172.482
2012/05/08,166.521
2012/05/09,218.606
2012/05/10,42.943
2012/05/11,128.35
2012/05/12,71.412
2012/05/13,150.347
2012/05/14,349.912
2012/05/15,349.058
2012/05/16,166.441
2012/05/17,100.511
2012/05/18,144.566
2012/05/19,462.686
2012/05/20,204.168
2012/05/21,375.345
2012/05/22,213.44
2012/05/23,355.617
2012/05/24,222.034
2012/05/25,260.518
2012/05/26,35.807
2012/05/27,113.575
2012/05/28,198.505
2012/05/29,481.069
2012/05/30,394.08
2012/05/31,126.742
2012/06/01,131.145
2012/06/02,-37.899
2012/06/03,92.361
2012/06/04,288.887
2012/06/05,350.063
2012/06/06,-7.133
2012/06/07,117.457
2012/06/08,36.833
2012/06/09,92.643
2012/06/10,76.76
2012/06/11,52.076
2012/06/12,-14.47
2012/06/13,26.004
2012/06/14,57.357
2012/06/15,95.191
2012/06/16,74.37
2012/06/17,36.419
2012/06/18,-25.349
2012/06/19,18.305
2012/06/20,-3.572
2012/06/21,107.857
2012/06/22,2.223
2012/06/23,-30.167
2012/06/24,-29.657
2012/06/25,-4.684
2012/06/26,10.893
2012/06/27,-18.661
2012/06/28,-14.452
2012/06/29,-43.57
2012/06/30,16.221
2012/07/01,-36.893
2012/07/02,168.814
2012/07/03,-38.485
2012/07/04,-52.024
2012/07/05,-56.902
2012/07/06,42.919
2012/07/07,67.692
2012/07/08,-35.589
2012/07/09,-26.419
2012/07/10,4.972
2012/07/11,9.734
2012/07/12,24.623
2012/07/13,-64.822
2012/07/14,-61.361
2012/07/15,-40.187
2012/07/16,-19.658
2012/07/17,-27.422
2012/07/18,6.937
2012/07/19,-12.8
2012/07/20,68.742
2012/07/21,-38.575
2012/07/22,-22.193
2012/07/23,41.908
2012/07/24,-11.156
2012/07/25,-9.83
2012/07/26,-12.222
2012/07/27,-13.294
2012/07/28,16.633
2012/07/29,36.907
2012/07/30,7.385
2012/07/31,137.179
2012/08/01,23.363
2012/08/02,55.08
2012/08/03,72.447
2012/08/04,19.188
2012/08/05,74.066
2012/08/06,-30.914
2012/08/07,53.139
2012/08/08,222.561
2012/08/09,-36.014
2012/08/10,99.172
2012/08/11,26.092
2012/08/12,22.301
2012/08/13,66.947
2012/08/14,4.65
2012/08/15,42.958
2012/08/16,56.715
2012/08/17,30.948
2012/08/18,-19.418
2012/08/19,-52.584
2012/08/20,11.608
2012/08/21,21.45
2012/08/22,-4.955
2012/08/23,27.02
2012/08/24,37.533
2012/08/25,60.608
2012/08/26,18.977
2012/08/27,47.7
2012/08/28,49.309
2012/08/29,26.555
2012/08/30,16.559
2012/08/31,45.398
2012/09/01,82.189
2012/09/02,21.545
2012/09/03,104.503
2012/09/04,4.91
2012/09/05,-18.395
2012/09/06,29.172
2012/09/07,-62.299
2012/09/08,49.727
2012/09/09,-51.264
2012/09/10,40.581
2012/09/11,95.501
2012/09/12,-16.94
2012/09/13,14.923
2012/09/14,-38.473
2012/09/15,-44.214
2012/09/16,-58.793
2012/09/17,-27.5
2012/09/18,12.126
2012/09/19,-4.006
2012/09/20,-16.546
2012/09/21,18.575
2012/09/22,-22.947
2012/09/23,-11.402
2012/09/24,6.581
2012/09/25,-10.052
2012/09/26,-29.658
2012/09/27,-39.67
2012/09/28,160.207
2012/09/29,-54.756
2012/09/30,-66.674
2012/10/01,-42.105
2012/10/02,11.895
2012/10/03,-35.605
2012/10/04,408.862
2012/10/05,39.178
2012/10/06,-3.49
2012/10/07,77.343
2012/10/08,-0.233
2012/10/09,30.387
2012/10/10,-1.875
2012/10/11,-22.92
2012/10/12,3.71
2012/10/13,-6.073
2012/10/14,7.969
2012/10/15,25.601
2012/10/16,75.483
2012/10/17,434.679
2012/10/18,-19.055
2012/10/19,-23.066
2012/10/20,-3.883
2012/10/21,-11.348
2012/10/22,64.779
2012/10/23,40.052
2012/10/24,-28.662
2012/10/25,12.621
2012/10/26,-20.507
2012/10/27,-27.98
2012/10/28,-79.42
2012/10/29,29.198
2012/10/30,128.752
2012/10/31,25.799
2012/11/01,-29.083
2012/11/02,36.753
2012/11/03,-86.935
2012/11/04,-38.513
2012/11/05,11.732
2012/11/06,-9.914
2012/11/07,21.588
2012/11/08,-9.501
2012/11/09,-18.714
2012/11/10,-8.312
2012/11/11,-13.448
2012/11/12,-4.794
2012/11/13,8.873
2012/11/14,25.021
2012/11/15,43.857
2012/11/16,-52.967
2012/11/17,68.152
2012/11/18,59.05
2012/11/19,67.858
2012/11/20,24.182
2012/11/21,25.998
2012/11/22,-5.844
2012/11/23,24.01
2012/11/24,23.515
2012/11/25,81.801
2012/11/26,133.538
2012/11/27,614.19
2012/11/28,176.354
2012/11/29,114.898
2012/11/30,124.965
2012/12/01,113.708
2012/12/02,12.574
2012/12/03,93.401
2012/12/04,300.371
2012/12/05,175.217
2012/12/06,137.619
2012/12/07,101.675
2012/12/08,126.96
2012/12/09,200.26
2012/12/10,185.725
2012/12/11,265.577
2012/12/12,223.159
2012/12/13,363.75
2012/12/14,272.37
2012/12/15,79.7
2012/12/16,126.246
2012/12/17,169.104
2012/12/18,240.111
2012/12/19,155.797
2012/12/20,204.728
2012/12/21,187.03
2012/12/22,248.527
2012/12/23,213.192
2012/12/24,192.778
2012/12/25,85.426
2012/12/26,123.983
2012/12/27,-14.565
2012/12/28,44.113
2012/12/29,15.912
2012/12/30,16.907
2012/12/31,-2.359
2013/01/01,46.846
2013/01/02,67.403
2013/01/03,-7.412
2013/01/04,12.593
2013/01/05,-2.204
2013/01/06,27.268
2013/01/07,14.366
2013/01/08,25.915
2013/01/09,16.853
2013/01/10,361.425
2013/01/11,63.899
2013/01/12,-12.655
2013/01/13,-2.74
2013/01/14,5.817
2013/01/15,10.525
2013/01/16,26.501
2013/01/17,6.464
2013/01/18,25.696
2013/01/19,39.589
2013/01/20,-13.299
2013/01/21,-15.945
2013/01/22,-10.525
2013/01/23,64.84
2013/01/24,49.399
2013/01/25,58.283
2013/01/26,29.275
2013/01/27,42.177
2013/01/28,40.836
2013/01/29,48.07
2013/01/30,46.891
2013/01/31,57.122
2013/02/01,68.486
2013/02/02,105.449
2013/02/03,11.073
2013/02/04,23.678
2013/02/05,5.297
2013/02/06,3.127
2013/02/07,28.929
2013/02/08,28.91
2013/02/09,-68.885
2013/02/10,-22.458
2013/02/11,2.081
2013/02/12,18.126
2013/02/13,47.031
2013/02/14,3.706
2013/02/15,1.796
2013/02/16,-20.925
2013/02/17,-19.573
2013/02/18,-31.738
2013/02/19,14.832
2013/02/20,15.178
2013/02/21,26.648
2013/02/22,-10.982
2013/02/23,4
2013/02/24,-4.486
2013/02/25,6.27
2013/02/26,8.373
2013/02/27,-3.642
2013/02/28,14.82
2013/03/01,94.237
2013/03/02,41.722
2013/03/03,-21.197
2013/03/04,-35.655
2013/03/05,31.557
2013/03/06,257.316
2013/03/07,51.05
2013/03/08,34.281
2013/03/09,-2.129
2013/03/10,2.645
2013/03/11,-3.51
2013/03/12,74.34
2013/03/13,9.267
2013/03/14,-15.517
2013/03/15,14.921
2013/03/16,-37.169
2013/03/17,-52.181
2013/03/18,-25.628
2013/03/19,21.737
2013/03/20,-36.886
2013/03/21,-20.2
2013/03/22,14.306
2013/03/23,-16.909
2013/03/24,-31.042
2013/03/25,4.834
2013/03/26,4.006
2013/03/27,39.5
2013/03/28,-2.461
2013/03/29,23.114
2013/03/30,2.483
2013/03/31,-38.846
2013/04/01,-37.847
2013/04/02,20.765
2013/04/03,30.544
2013/04/04,33.318
2013/04/05,-63.371
2013/04/06,-37.746
2013/04/07,10.376
2013/04/08,-3.21
2013/04/09,-16.234
2013/04/10,11.106
2013/04/11,-19.506
2013/04/12,-2.784
2013/04/13,-17.75
2013/04/14,-7.597
2013/04/15,148.853
2013/04/16,92.103
2013/04/17,136.381
2013/04/18,-4.762
2013/04/19,127.24
2013/04/20,28.842
2013/04/21,-36.523
2013/04/22,24.883
2013/04/23,68.407
2013/04/24,24.754
2013/04/25,17.018
2013/04/26,-47.703
2013/04/27,-20.34
2013/04/28,-46.488
2013/04/29,-28.72
2013/04/30,12.921
2013/05/01,23.88
2013/05/02,15.691
2013/05/03,-17.724
2013/05/04,-41.496
2013/05/05,-38.443
2013/05/06,33.375
2013/05/07,-15.285
2013/05/08,5.587
2013/05/09,42.798
2013/05/10,10.172
2013/05/11,-14.201
2013/05/12,3.177
2013/05/13,38.878
2013/05/14,6.667
2013/05/15,-5.266
2013/05/16,76.199
2013/05/17,-27.425
2013/05/18,-8.174
2013/05/19,-24.823
2013/05/20,12.011
2013/05/21,63.719
2013/05/22,5.211
2013/05/23,-10.822
2013/05/24,-25.528
2013/05/25,-18.387
2013/05/26,-18.313
2013/05/27,4.6
2013/05/28,85.708
2013/05/29,17.875
2013/05/30,-13.465
2013/05/31,-4.806
2013/06/01,-50.155
2013/06/02,-25.703
2013/06/03,-3.645
2013/06/04,14.75
2013/06/05,2.439
2013/06/06,-17.824
2013/06/07,-22.615
2013/06/08,-36.187
2013/06/09,-38.912
2013/06/10,-41.14
2013/06/11,-21.053
2013/06/12,-37.257
2013/06/13,-40.547
2013/06/14,-52.471
2013/06/15,-62.922
2013/06/16,-50.436
2013/06/17,-4.213
2013/06/18,-10.627
2013/06/19,-18.126
2013/06/20,46.517
2013/06/21,-19.733
2013/06/22,-2.539
2013/06/23,-29.959
2013/06/24,-8.702
2013/06/25,11.136
2013/06/26,-16.437
2013/06/27,-46.52
2013/06/28,-8.208
2013/06/29,-45.254
2013/06/30,-25.818
2013/07/01,-20.511
2013/07/02,-5.179
2013/07/03,-44.262
2013/07/04,-44.138
2013/07/05,-46.163
2013/07/06,-29.714
2013/07/07,-58.925
2013/07/08,-32.586
2013/07/09,-16.944
2013/07/10,-31.429
2013/07/11,-23.13
2013/07/12,-4.722
2013/07/13,-2.595
2013/07/14,-33.656
2013/07/15,-28.517
2013/07/16,29.083
2013/07/17,-27.671
2013/07/18,-13.719
2013/07/19,-54.748
2013/07/20,-72.35
2013/07/21,-51.425
2013/07/22,-36.81
2013/07/23,-23.606
2013/07/24,-14.101
2013/07/25,7.419
2013/07/26,-46.227
2013/07/27,-3.394
2013/07/28,-49.831
2013/07/29,18.226
2013/07/30,0.509
2013/07/31,67.918
2013/08/01,-6.836
2013/08/02,-1.056
2013/08/03,9.804
2013/08/04,0.748
2013/08/05,-7.708
2013/08/06,119.864
2013/08/07,-0.857
2013/08/08,27.147
2013/08/09,65.479
2013/08/10,-30.278
2013/08/11,-23.592
2013/08/12,-44.909
2013/08/13,21.605
2013/08/14,92.031
2013/08/15,68.967
2013/08/16,51.74
2013/08/17,-34.282
2013/08/18,90.674
2013/08/19,120.486
2013/08/20,45.061
2013/08/21,-17.37
2013/08/22,17.819
2013/08/23,-22.728
2013/08/24,-34.3
2013/08/25,61.111
2013/08/26,37.788
2013/08/27,65.36
2013/08/28,714.411
2013/08/29,-25.141
2013/08/30,-17.256
2013/08/31,-35.08
2013/09/01,-25.393
2013/09/02,41.492
2013/09/03,-8.528
2013/09/04,12.519
2013/09/05,-16.845
2013/09/06,6.638
2013/09/07,-29.325
2013/09/08,-25.884
2013/09/09,6.44
2013/09/10,-12.228
2013/09/11,-3.99
2013/09/12,-12.238
2013/09/13,-60.647
2013/09/14,-74.738
2013/09/15,-45.01
2013/09/16,74.884
2013/09/17,574.565
2013/09/18,133.629
2013/09/19,165.297
2013/09/20,-17.561
2013/09/21,-20.986
2013/09/22,-24.886
2013/09/23,23.829
2013/09/24,-27.696
2013/09/25,-38.374
2013/09/26,-28.51
2013/09/27,-67.042
2013/09/28,3.094
2013/09/29,-28.788
2013/09/30,12.606
2013/10/01,84.402
2013/10/02,-5.262
2013/10/03,14.104
2013/10/04,-16.977
2013/10/05,-34.414
2013/10/06,-36.577
2013/10/07,23.488
2013/10/08,-35.929
2013/10/09,12.743
2013/10/10,20.888
2013/10/11,9.039
2013/10/12,5.441
2013/10/13,35.41
2013/10/14,42.033
2013/10/15,-2.553
2013/10/16,-15.749
2013/10/17,-86.301
2013/10/18,-68.772
2013/10/19,-65.865
2013/10/20,6.036
2013/10/21,25.897
2013/10/22,31.118
2013/10/23,10.199
2013/10/24,62.667
2013/10/25,43.792
2013/10/26,15.527
2013/10/27,-30.081
2013/10/28,20.67
2013/10/29,41.157
2013/10/30,-3.445
2013/10/31,-31.912
2013/11/01,-19.237
2013/11/02,-36.382
2013/11/03,54.529
2013/11/04,121.923
2013/11/05,135.885
2013/11/06,316.254
2013/11/07,712.148
2013/11/08,357.738
2013/11/09,131.969
2013/11/10,116.389
2013/11/11,119.666
2013/11/12,-19.632
2013/11/13,3.588
2013/11/14,-15.024
2013/11/15,-53.43
2013/11/16,-66.159
2013/11/17,-53.799
2013/11/18,7.079
2013/11/19,36.498
2013/11/20,-13.682
2013/11/21,3.872
2013/11/22,-34.537
2013/11/23,-47.462
2013/11/24,-51.821
2013/11/25,-41.549
2013/11/26,-50.589
2013/11/27,-1.493
2013/11/28,-21.099
2013/11/29,-1.257
2013/11/30,-19.31
2013/12/01,-42.408
2013/12/02,13.7
2013/12/03,-51.999
2013/12/04,-54
2013/12/05,-50.987
2013/12/06,-89.337
2013/12/07,-77.844
2013/12/08,-92.445
2013/12/09,-74.143
2013/12/10,-65.757
2013/12/11,-67.962
2013/12/12,-21.416
2013/12/13,-36.438
2013/12/14,-50.288
2013/12/15,-37.471
2013/12/16,6.108
