Date,fee_to_reward7wmaUSD
2010/10/27,0
2010/10/28,0
2010/10/29,0
2010/10/30,0
2010/10/31,0
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,0
2010/11/07,0
2010/11/08,0.003
2010/11/09,0.003
2010/11/10,0.002
2010/11/11,0.002
2010/11/12,0.001
2010/11/13,0.001
2010/11/14,0
2010/11/15,0.001
2010/11/16,0.001
2010/11/17,0.001
2010/11/18,0.001
2010/11/19,0.001
2010/11/20,0.005
2010/11/21,0.008
2010/11/22,0.01
2010/11/23,0.011
2010/11/24,0.009
2010/11/25,0.007
2010/11/26,0.006
2010/11/27,0.004
2010/11/28,0.002
2010/11/29,0.001
2010/11/30,0.001
2010/12/01,0.001
2010/12/02,0.001
2010/12/03,0
2010/12/04,0
2010/12/05,0
2010/12/06,0.001
2010/12/07,0.001
2010/12/08,0.001
2010/12/09,0.001
2010/12/10,0.001
2010/12/11,0.001
2010/12/12,0.002
2010/12/13,0.003
2010/12/14,0.002
2010/12/15,0.002
2010/12/16,0.002
2010/12/17,0.003
2010/12/18,0.002
2010/12/19,0.002
2010/12/20,0.002
2010/12/21,0.002
2010/12/22,0.002
2010/12/23,0.002
2010/12/24,0.002
2010/12/25,0.002
2010/12/26,0.002
2010/12/27,0.002
2010/12/28,0.002
2010/12/29,0.002
2010/12/30,0.002
2010/12/31,0.001
2011/01/01,0.001
2011/01/02,0.001
2011/01/03,0.004
2011/01/04,0.003
2011/01/05,0.003
2011/01/06,0.003
2011/01/07,0.002
2011/01/08,0.002
2011/01/09,0.001
2011/01/10,0.001
2011/01/11,0.001
2011/01/12,0.002
2011/01/13,0.001
2011/01/14,0.001
2011/01/15,0.001
2011/01/16,0.001
2011/01/17,0.002
2011/01/18,0.001
2011/01/19,0.001
2011/01/20,0.001
2011/01/21,0.001
2011/01/22,0.002
2011/01/23,0.003
2011/01/24,0.003
2011/01/25,0.003
2011/01/26,0.003
2011/01/27,0.004
2011/01/28,0.004
2011/01/29,0.004
2011/01/30,0.013
2011/01/31,0.013
2011/02/01,0.014
2011/02/02,0.011
2011/02/03,0.009
2011/02/04,0.007
2011/02/05,0.005
2011/02/06,0.003
2011/02/07,0.003
2011/02/08,0.003
2011/02/09,0.002
2011/02/10,0.004
2011/02/11,0.005
2011/02/12,0.006
2011/02/13,0.005
2011/02/14,0.012
2011/02/15,0.01
2011/02/16,0.01
2011/02/17,0.007
2011/02/18,0.007
2011/02/19,0.007
2011/02/20,0.005
2011/02/21,0.004
2011/02/22,0.004
2011/02/23,0.004
2011/02/24,0.003
2011/02/25,0.003
2011/02/26,0.004
2011/02/27,0.005
2011/02/28,0.006
2011/03/01,0.006
2011/03/02,0.006
2011/03/03,0.025
2011/03/04,0.023
2011/03/05,0.023
2011/03/06,0.029
2011/03/07,0.039
2011/03/08,0.042
2011/03/09,0.044
2011/03/10,0.044
2011/03/11,0.062
2011/03/12,0.054
2011/03/13,0.049
2011/03/14,0.044
2011/03/15,0.041
2011/03/16,0.036
2011/03/17,0.031
2011/03/18,0.027
2011/03/19,0.025
2011/03/20,0.028
2011/03/21,0.051
2011/03/22,0.087
2011/03/23,0.131
2011/03/24,0.137
2011/03/25,0.127
2011/03/26,0.116
2011/03/27,0.11
2011/03/28,0.092
2011/03/29,0.073
2011/03/30,0.064
2011/03/31,0.056
2011/04/01,0.052
2011/04/02,0.046
2011/04/03,0.046
2011/04/04,0.051
2011/04/05,0.054
2011/04/06,0.059
2011/04/07,0.057
2011/04/08,0.057
2011/04/09,0.058
2011/04/10,0.06
2011/04/11,0.059
2011/04/12,0.06
2011/04/13,0.057
2011/04/14,0.09
2011/04/15,0.08
2011/04/16,0.073
2011/04/17,0.062
2011/04/18,0.057
2011/04/19,0.06
2011/04/20,0.069
2011/04/21,0.063
2011/04/22,0.065
2011/04/23,0.067
2011/04/24,0.073
2011/04/25,0.08
2011/04/26,0.074
2011/04/27,0.082
2011/04/28,0.084
2011/04/29,0.084
2011/04/30,0.092
2011/05/01,0.102
2011/05/02,0.092
2011/05/03,0.083
2011/05/04,0.078
2011/05/05,0.08
2011/05/06,0.077
2011/05/07,0.073
2011/05/08,0.072
2011/05/09,0.079
2011/05/10,0.084
2011/05/11,0.086
2011/05/12,0.088
2011/05/13,0.096
2011/05/14,0.105
2011/05/15,0.117
2011/05/16,0.121
2011/05/17,0.121
2011/05/18,0.128
2011/05/19,0.147
2011/05/20,0.154
2011/05/21,0.168
2011/05/22,0.168
2011/05/23,0.161
2011/05/24,0.159
2011/05/25,0.154
2011/05/26,0.15
2011/05/27,0.154
2011/05/28,0.161
2011/05/29,0.162
2011/05/30,0.186
2011/05/31,0.21
2011/06/01,0.229
2011/06/02,0.241
2011/06/03,0.252
2011/06/04,0.266
2011/06/05,0.262
2011/06/06,0.26
2011/06/07,0.282
2011/06/08,0.334
2011/06/09,0.357
2011/06/10,0.363
2011/06/11,0.351
2011/06/12,0.363
2011/06/13,0.355
2011/06/14,0.338
2011/06/15,0.321
2011/06/16,0.327
2011/06/17,0.329
2011/06/18,0.32
2011/06/19,0.297
2011/06/20,0.265
2011/06/21,0.23
2011/06/22,0.199
2011/06/23,0.17
2011/06/24,0.157
2011/06/25,0.195
2011/06/26,0.234
2011/06/27,0.263
2011/06/28,0.27
2011/06/29,0.269
2011/06/30,0.254
2011/07/01,0.244
2011/07/02,0.221
2011/07/03,0.2
2011/07/04,0.192
2011/07/05,0.21
2011/07/06,0.213
2011/07/07,0.216
2011/07/08,0.204
2011/07/09,0.198
2011/07/10,0.194
2011/07/11,0.191
2011/07/12,0.186
2011/07/13,0.178
2011/07/14,0.18
2011/07/15,0.187
2011/07/16,0.177
2011/07/17,0.168
2011/07/18,0.163
2011/07/19,0.174
2011/07/20,0.167
2011/07/21,0.154
2011/07/22,0.16
2011/07/23,0.147
2011/07/24,0.14
2011/07/25,0.14
2011/07/26,0.126
2011/07/27,0.119
2011/07/28,0.112
2011/07/29,0.104
2011/07/30,0.096
2011/07/31,0.089
2011/08/01,0.089
2011/08/02,0.09
2011/08/03,0.094
2011/08/04,0.102
2011/08/05,0.101
2011/08/06,0.177
2011/08/07,0.168
2011/08/08,0.161
2011/08/09,0.165
2011/08/10,0.161
2011/08/11,0.146
2011/08/12,0.13
2011/08/13,0.116
2011/08/14,0.126
2011/08/15,0.132
2011/08/16,0.134
2011/08/17,0.127
2011/08/18,0.117
2011/08/19,0.117
2011/08/20,0.105
2011/08/21,0.093
2011/08/22,0.09
2011/08/23,0.088
2011/08/24,0.099
2011/08/25,0.098
2011/08/26,0.09
2011/08/27,0.089
2011/08/28,0.086
2011/08/29,0.083
2011/08/30,0.095
2011/08/31,0.091
2011/09/01,0.091
2011/09/02,0.092
2011/09/03,0.083
2011/09/04,0.099
2011/09/05,0.098
2011/09/06,0.095
2011/09/07,0.103
2011/09/08,0.097
2011/09/09,0.098
2011/09/10,0.094
2011/09/11,0.09
2011/09/12,0.087
2011/09/13,0.08
2011/09/14,0.071
2011/09/15,0.076
2011/09/16,0.078
2011/09/17,0.078
2011/09/18,0.076
2011/09/19,0.081
2011/09/20,0.086
2011/09/21,0.083
2011/09/22,0.075
2011/09/23,0.072
2011/09/24,0.08
2011/09/25,0.072
2011/09/26,0.064
2011/09/27,0.065
2011/09/28,0.064
2011/09/29,0.062
2011/09/30,0.06
2011/10/01,0.057
2011/10/02,0.057
2011/10/03,0.074
2011/10/04,0.074
2011/10/05,0.071
2011/10/06,0.086
2011/10/07,0.082
2011/10/08,0.077
2011/10/09,0.069
2011/10/10,0.064
2011/10/11,0.075
2011/10/12,0.076
2011/10/13,0.078
2011/10/14,0.073
2011/10/15,0.068
2011/10/16,0.065
2011/10/17,0.066
2011/10/18,0.06
2011/10/19,0.057
2011/10/20,0.068
2011/10/21,0.064
2011/10/22,0.063
2011/10/23,0.062
2011/10/24,0.06
2011/10/25,0.056
2011/10/26,0.055
2011/10/27,0.053
2011/10/28,0.055
2011/10/29,0.057
2011/10/30,0.058
2011/10/31,0.056
2011/11/01,0.059
2011/11/02,0.056
2011/11/03,0.053
2011/11/04,0.05
2011/11/05,0.05
2011/11/06,0.045
2011/11/07,0.047
2011/11/08,0.049
2011/11/09,0.047
2011/11/10,0.048
2011/11/11,0.045
2011/11/12,0.042
2011/11/13,0.042
2011/11/14,0.04
2011/11/15,0.039
2011/11/16,0.043
2011/11/17,0.043
2011/11/18,0.046
2011/11/19,0.048
2011/11/20,0.051
2011/11/21,0.051
2011/11/22,0.049
2011/11/23,0.05
2011/11/24,0.056
2011/11/25,0.059
2011/11/26,0.057
2011/11/27,0.054
2011/11/28,0.053
2011/11/29,0.056
2011/11/30,0.053
2011/12/01,0.052
2011/12/02,0.055
2011/12/03,0.057
2011/12/04,0.054
2011/12/05,0.05
2011/12/06,0.05
2011/12/07,0.051
2011/12/08,0.047
2011/12/09,0.045
2011/12/10,0.043
2011/12/11,0.757
2011/12/12,1.341
2011/12/13,1.145
2011/12/14,0.947
2011/12/15,0.771
2011/12/16,0.568
2011/12/17,0.365
2011/12/18,0.16
2011/12/19,0.06
2011/12/20,0.066
2011/12/21,0.064
2011/12/22,0.058
2011/12/23,0.054
2011/12/24,0.048
2011/12/25,0.044
2011/12/26,0.041
2011/12/27,0.039
2011/12/28,0.039
2011/12/29,0.045
2011/12/30,0.047
2011/12/31,0.049
2012/01/01,0.05
2012/01/02,0.057
2012/01/03,0.061
2012/01/04,0.095
2012/01/05,0.095
2012/01/06,0.095
2012/01/07,0.086
2012/01/08,0.076
2012/01/09,0.075
2012/01/10,0.071
2012/01/11,0.069
2012/01/12,0.187
2012/01/13,0.189
2012/01/14,0.197
2012/01/15,0.205
2012/01/16,0.273
2012/01/17,0.239
2012/01/18,0.222
2012/01/19,0.252
2012/01/20,0.281
2012/01/21,0.231
2012/01/22,0.182
2012/01/23,0.141
2012/01/24,0.135
2012/01/25,0.119
2012/01/26,0.111
2012/01/27,0.163
2012/01/28,0.163
2012/01/29,0.789
2012/01/30,0.75
2012/01/31,0.637
2012/02/01,0.52
2012/02/02,0.423
2012/02/03,0.311
2012/02/04,0.213
2012/02/05,0.103
2012/02/06,0.085
2012/02/07,0.087
2012/02/08,0.082
2012/02/09,0.086
2012/02/10,0.08
2012/02/11,0.072
2012/02/12,0.067
2012/02/13,0.068
2012/02/14,0.107
2012/02/15,0.107
2012/02/16,0.12
2012/02/17,0.107
2012/02/18,0.092
2012/02/19,0.076
2012/02/20,0.067
2012/02/21,0.057
2012/02/22,0.051
2012/02/23,0.051
2012/02/24,0.054
2012/02/25,0.051
2012/02/26,0.05
2012/02/27,0.056
2012/02/28,0.055
2012/02/29,0.051
2012/03/01,0.061
2012/03/02,0.063
2012/03/03,0.06
2012/03/04,0.063
2012/03/05,0.066
2012/03/06,0.068
2012/03/07,0.065
2012/03/08,0.061
2012/03/09,0.059
2012/03/10,0.057
2012/03/11,0.053
2012/03/12,0.05
2012/03/13,0.073
2012/03/14,0.076
2012/03/15,0.075
2012/03/16,0.087
2012/03/17,0.078
2012/03/18,0.07
2012/03/19,0.066
2012/03/20,0.062
2012/03/21,0.056
2012/03/22,0.052
2012/03/23,0.054
2012/03/24,0.083
2012/03/25,0.088
2012/03/26,0.081
2012/03/27,0.076
2012/03/28,0.074
2012/03/29,0.071
2012/03/30,0.066
2012/03/31,0.06
2012/04/01,0.058
2012/04/02,0.062
2012/04/03,0.066
2012/04/04,0.068
2012/04/05,0.073
2012/04/06,0.074
2012/04/07,0.071
2012/04/08,0.067
2012/04/09,0.063
2012/04/10,0.07
2012/04/11,0.071
2012/04/12,0.079
2012/04/13,0.077
2012/04/14,0.082
2012/04/15,0.08
2012/04/16,0.08
2012/04/17,0.085
2012/04/18,0.088
2012/04/19,0.086
2012/04/20,0.089
2012/04/21,0.083
2012/04/22,0.08
2012/04/23,0.075
2012/04/24,0.079
2012/04/25,0.081
2012/04/26,0.102
2012/04/27,0.105
2012/04/28,0.104
2012/04/29,0.092
2012/04/30,0.083
2012/05/01,0.08
2012/05/02,0.081
2012/05/03,0.094
2012/05/04,0.105
2012/05/05,0.106
2012/05/06,0.105
2012/05/07,0.12
2012/05/08,0.127
2012/05/09,0.14
2012/05/10,0.141
2012/05/11,0.151
2012/05/12,0.159
2012/05/13,0.164
2012/05/14,0.224
2012/05/15,0.254
2012/05/16,0.253
2012/05/17,0.247
2012/05/18,0.248
2012/05/19,0.293
2012/05/20,0.295
2012/05/21,0.299
2012/05/22,0.283
2012/05/23,0.288
2012/05/24,0.295
2012/05/25,0.3
2012/05/26,0.278
2012/05/27,0.263
2012/05/28,0.264
2012/05/29,0.264
2012/05/30,0.268
2012/05/31,0.246
2012/06/01,0.237
2012/06/02,0.199
2012/06/03,0.207
2012/06/04,0.244
2012/06/05,0.286
2012/06/06,0.259
2012/06/07,0.276
2012/06/08,0.271
2012/06/09,0.273
2012/06/10,0.278
2012/06/11,0.27
2012/06/12,0.237
2012/06/13,0.304
2012/06/14,0.355
2012/06/15,0.382
2012/06/16,0.385
2012/06/17,0.377
2012/06/18,0.367
2012/06/19,0.361
2012/06/20,0.337
2012/06/21,0.362
2012/06/22,0.347
2012/06/23,0.315
2012/06/24,0.291
2012/06/25,0.266
2012/06/26,0.254
2012/06/27,0.24
2012/06/28,0.23
2012/06/29,0.212
2012/06/30,0.21
2012/07/01,0.191
2012/07/02,0.201
2012/07/03,0.187
2012/07/04,0.183
2012/07/05,0.18
2012/07/06,0.188
2012/07/07,0.271
2012/07/08,0.251
2012/07/09,0.241
2012/07/10,0.265
2012/07/11,0.274
2012/07/12,0.253
2012/07/13,0.23
2012/07/14,0.213
2012/07/15,0.222
2012/07/16,0.236
2012/07/17,0.234
2012/07/18,0.262
2012/07/19,0.278
2012/07/20,0.34
2012/07/21,0.336
2012/07/22,0.316
2012/07/23,0.315
2012/07/24,0.286
2012/07/25,0.256
2012/07/26,0.238
2012/07/27,0.217
2012/07/28,0.226
2012/07/29,0.225
2012/07/30,0.224
2012/07/31,0.251
2012/08/01,0.267
2012/08/02,0.265
2012/08/03,0.278
2012/08/04,0.263
2012/08/05,0.29
2012/08/06,0.309
2012/08/07,0.291
2012/08/08,0.377
2012/08/09,0.345
2012/08/10,0.405
2012/08/11,0.37
2012/08/12,0.332
2012/08/13,0.324
2012/08/14,0.304
2012/08/15,0.319
2012/08/16,0.332
2012/08/17,0.359
2012/08/18,0.339
2012/08/19,0.318
2012/08/20,0.316
2012/08/21,0.305
2012/08/22,0.296
2012/08/23,0.281
2012/08/24,0.272
2012/08/25,0.291
2012/08/26,0.278
2012/08/27,0.306
2012/08/28,0.316
2012/08/29,0.312
2012/08/30,0.331
2012/08/31,0.36
2012/09/01,0.384
2012/09/02,0.388
2012/09/03,0.401
2012/09/04,0.402
2012/09/05,0.378
2012/09/06,0.355
2012/09/07,0.32
2012/09/08,0.309
2012/09/09,0.295
2012/09/10,0.296
2012/09/11,0.326
2012/09/12,0.315
2012/09/13,0.315
2012/09/14,0.301
2012/09/15,0.275
2012/09/16,0.248
2012/09/17,0.222
2012/09/18,0.225
2012/09/19,0.242
2012/09/20,0.241
2012/09/21,0.27
2012/09/22,0.257
2012/09/23,0.254
2012/09/24,0.283
2012/09/25,0.265
2012/09/26,0.268
2012/09/27,0.251
2012/09/28,0.373
2012/09/29,0.336
2012/09/30,0.294
2012/10/01,0.281
2012/10/02,0.314
2012/10/03,0.304
2012/10/04,0.718
2012/10/05,0.677
2012/10/06,0.619
2012/10/07,0.59
2012/10/08,0.523
2012/10/09,0.467
2012/10/10,0.402
2012/10/11,0.338
2012/10/12,0.32
2012/10/13,0.309
2012/10/14,0.295
2012/10/15,0.283
2012/10/16,0.289
2012/10/17,0.45
2012/10/18,0.409
2012/10/19,0.376
2012/10/20,0.342
2012/10/21,0.331
2012/10/22,0.322
2012/10/23,0.311
2012/10/24,0.286
2012/10/25,0.276
2012/10/26,0.264
2012/10/27,0.232
2012/10/28,0.206
2012/10/29,0.201
2012/10/30,0.228
2012/10/31,0.252
2012/11/01,0.268
2012/11/02,0.303
2012/11/03,0.301
2012/11/04,0.293
2012/11/05,0.301
2012/11/06,0.319
2012/11/07,0.333
2012/11/08,0.335
2012/11/09,0.317
2012/11/10,0.315
2012/11/11,0.295
2012/11/12,0.284
2012/11/13,0.281
2012/11/14,0.288
2012/11/15,0.333
2012/11/16,0.366
2012/11/17,0.374
2012/11/18,0.382
2012/11/19,0.387
2012/11/20,0.388
2012/11/21,0.392
2012/11/22,0.368
2012/11/23,0.355
2012/11/24,0.336
2012/11/25,0.349
2012/11/26,0.345
2012/11/27,0.533
2012/11/28,0.572
2012/11/29,0.63
2012/11/30,0.674
2012/12/01,0.683
2012/12/02,0.629
2012/12/03,0.591
2012/12/04,0.673
2012/12/05,0.731
2012/12/06,0.783
2012/12/07,0.79
2012/12/08,0.794
2012/12/09,0.8
2012/12/10,0.816
2012/12/11,0.822
2012/12/12,0.834
2012/12/13,0.969
2012/12/14,1.047
2012/12/15,1.017
2012/12/16,1.024
2012/12/17,1.02
2012/12/18,1.082
2012/12/19,1.059
2012/12/20,1.078
2012/12/21,1.103
2012/12/22,1.104
2012/12/23,1.088
2012/12/24,1.027
2012/12/25,0.946
2012/12/26,0.886
2012/12/27,0.879
2012/12/28,0.866
2012/12/29,0.849
2012/12/30,0.844
2012/12/31,0.79
2013/01/01,0.746
2013/01/02,0.758
2013/01/03,0.791
2013/01/04,0.842
2013/01/05,0.861
2013/01/06,0.896
2013/01/07,0.9
2013/01/08,0.925
2013/01/09,0.946
2013/01/10,1.715
2013/01/11,1.728
2013/01/12,1.665
2013/01/13,1.584
2013/01/14,1.426
2013/01/15,1.32
2013/01/16,1.246
2013/01/17,1.189
2013/01/18,1.197
2013/01/19,1.313
2013/01/20,1.257
2013/01/21,1.178
2013/01/22,1.106
2013/01/23,1.159
2013/01/24,1.138
2013/01/25,1.145
2013/01/26,1.158
2013/01/27,1.194
2013/01/28,1.2
2013/01/29,1.216
2013/01/30,1.136
2013/01/31,1.093
2013/02/01,1.16
2013/02/02,1.343
2013/02/03,1.304
2013/02/04,1.266
2013/02/05,1.209
2013/02/06,1.129
2013/02/07,1.142
2013/02/08,1.156
2013/02/09,1.163
2013/02/10,1.16
2013/02/11,1.183
2013/02/12,1.242
2013/02/13,1.267
2013/02/14,1.239
2013/02/15,1.245
2013/02/16,1.202
2013/02/17,1.147
2013/02/18,1.126
2013/02/19,1.121
2013/02/20,1.09
2013/02/21,1.103
2013/02/22,1.136
2013/02/23,1.15
2013/02/24,1.155
2013/02/25,1.193
2013/02/26,1.24
2013/02/27,1.22
2013/02/28,1.275
2013/03/01,1.403
2013/03/02,1.42
2013/03/03,1.358
2013/03/04,1.326
2013/03/05,1.355
2013/03/06,1.993
2013/03/07,1.935
2013/03/08,1.788
2013/03/09,1.672
2013/03/10,1.588
2013/03/11,1.467
2013/03/12,1.53
2013/03/13,1.423
2013/03/14,1.366
2013/03/15,1.405
2013/03/16,1.239
2013/03/17,1.063
2013/03/18,0.959
2013/03/19,0.973
2013/03/20,0.887
2013/03/21,0.879
2013/03/22,0.943
2013/03/23,0.965
2013/03/24,0.952
2013/03/25,1.021
2013/03/26,1.067
2013/03/27,1.267
2013/03/28,1.307
2013/03/29,1.347
2013/03/30,1.401
2013/03/31,1.341
2013/04/01,1.22
2013/04/02,1.229
2013/04/03,1.297
2013/04/04,1.461
2013/04/05,1.474
2013/04/06,1.363
2013/04/07,1.36
2013/04/08,1.319
2013/04/09,1.248
2013/04/10,1.244
2013/04/11,1.304
2013/04/12,1.309
2013/04/13,1.237
2013/04/14,1.269
2013/04/15,1.4
2013/04/16,1.355
2013/04/17,1.485
2013/04/18,1.414
2013/04/19,1.47
2013/04/20,1.414
2013/04/21,1.238
2013/04/22,1.2
2013/04/23,1.241
2013/04/24,1.293
2013/04/25,1.326
2013/04/26,1.237
2013/04/27,1.199
2013/04/28,1.087
2013/04/29,1.052
2013/04/30,1.065
2013/05/01,1.051
2013/05/02,1.172
2013/05/03,1.228
2013/05/04,1.228
2013/05/05,1.16
2013/05/06,1.182
2013/05/07,1.156
2013/05/08,1.171
2013/05/09,1.264
2013/05/10,1.329
2013/05/11,1.353
2013/05/12,1.368
2013/05/13,1.367
2013/05/14,1.399
2013/05/15,1.472
2013/05/16,1.62
2013/05/17,1.578
2013/05/18,1.464
2013/05/19,1.396
2013/05/20,1.366
2013/05/21,1.308
2013/05/22,1.271
2013/05/23,1.253
2013/05/24,1.226
2013/05/25,1.206
2013/05/26,1.093
2013/05/27,1.078
2013/05/28,1.138
2013/05/29,1.157
2013/05/30,1.134
2013/05/31,1.111
2013/06/01,1.029
2013/06/02,1.012
2013/06/03,1.017
2013/06/04,1.001
2013/06/05,1.069
2013/06/06,1.038
2013/06/07,1.026
2013/06/08,1.029
2013/06/09,0.995
2013/06/10,0.935
2013/06/11,0.952
2013/06/12,0.914
2013/06/13,0.902
2013/06/14,0.873
2013/06/15,0.839
2013/06/16,0.793
2013/06/17,0.839
2013/06/18,0.892
2013/06/19,0.949
2013/06/20,1.172
2013/06/21,1.169
2013/06/22,1.217
2013/06/23,1.134
2013/06/24,1.106
2013/06/25,1.033
2013/06/26,0.983
2013/06/27,0.893
2013/06/28,0.939
2013/06/29,0.843
2013/06/30,0.817
2013/07/01,0.755
2013/07/02,0.787
2013/07/03,0.738
2013/07/04,0.688
2013/07/05,0.677
2013/07/06,0.667
2013/07/07,0.595
2013/07/08,0.606
2013/07/09,0.632
2013/07/10,0.613
2013/07/11,0.662
2013/07/12,0.7
2013/07/13,0.748
2013/07/14,0.709
2013/07/15,0.668
2013/07/16,0.714
2013/07/17,0.72
2013/07/18,0.767
2013/07/19,0.703
2013/07/20,0.65
2013/07/21,0.61
2013/07/22,0.645
2013/07/23,0.625
2013/07/24,0.686
2013/07/25,0.748
2013/07/26,0.705
2013/07/27,0.714
2013/07/28,0.681
2013/07/29,0.673
2013/07/30,0.69
2013/07/31,0.768
2013/08/01,0.799
2013/08/02,0.768
2013/08/03,0.737
2013/08/04,0.729
2013/08/05,0.688
2013/08/06,0.721
2013/08/07,0.702
2013/08/08,0.764
2013/08/09,0.809
2013/08/10,0.76
2013/08/11,0.725
2013/08/12,0.658
2013/08/13,0.64
2013/08/14,0.729
2013/08/15,0.912
2013/08/16,0.985
2013/08/17,0.926
2013/08/18,0.949
2013/08/19,0.997
2013/08/20,0.929
2013/08/21,0.843
2013/08/22,0.786
2013/08/23,0.75
2013/08/24,0.708
2013/08/25,0.714
2013/08/26,0.77
2013/08/27,0.821
2013/08/28,2.017
2013/08/29,1.792
2013/08/30,1.644
2013/08/31,1.416
2013/09/01,1.163
2013/09/02,1.029
2013/09/03,0.84
2013/09/04,0.666
2013/09/05,0.682
2013/09/06,0.692
2013/09/07,0.695
2013/09/08,0.691
2013/09/09,0.663
2013/09/10,0.629
2013/09/11,0.579
2013/09/12,0.565
2013/09/13,0.517
2013/09/14,0.471
2013/09/15,0.495
2013/09/16,0.633
2013/09/17,2.078
2013/09/18,2.364
2013/09/19,2.414
2013/09/20,2.075
2013/09/21,1.738
2013/09/22,1.383
2013/09/23,1.088
2013/09/24,0.762
2013/09/25,0.649
2013/09/26,0.621
2013/09/27,0.928
2013/09/28,0.879
2013/09/29,0.833
2013/09/30,0.789
2013/10/01,0.801
2013/10/02,0.803
2013/10/03,0.773
2013/10/04,0.694
2013/10/05,0.642
2013/10/06,0.59
2013/10/07,0.637
2013/10/08,0.575
2013/10/09,0.59
2013/10/10,0.604
2013/10/11,0.581
2013/10/12,0.588
2013/10/13,0.58
2013/10/14,0.561
2013/10/15,0.57
2013/10/16,0.647
2013/10/17,0.711
2013/10/18,0.748
2013/10/19,0.737
2013/10/20,0.705
2013/10/21,0.708
2013/10/22,0.696
2013/10/23,0.718
2013/10/24,0.77
2013/10/25,0.802
2013/10/26,0.808
2013/10/27,0.937
2013/10/28,0.897
2013/10/29,0.895
2013/10/30,0.823
2013/10/31,0.75
2013/11/01,0.716
2013/11/02,0.637
2013/11/03,0.665
2013/11/04,0.76
2013/11/05,0.848
2013/11/06,1.524
2013/11/07,2.097
2013/11/08,2.477
2013/11/09,2.37
2013/11/10,2.119
2013/11/11,1.923
2013/11/12,1.5
2013/11/13,1.125
2013/11/14,0.843
2013/11/15,0.645
2013/11/16,0.511
2013/11/17,0.439
2013/11/18,0.474
2013/11/19,0.552
2013/11/20,0.577
2013/11/21,0.622
2013/11/22,0.618
2013/11/23,0.599
2013/11/24,0.553
2013/11/25,0.515
2013/11/26,0.53
2013/11/27,0.567
2013/11/28,0.596
2013/11/29,0.606
2013/11/30,0.579
2013/12/01,0.535
2013/12/02,0.528
2013/12/03,0.488
2013/12/04,0.475
2013/12/05,0.48
2013/12/06,0.451
2013/12/07,0.53
2013/12/08,0.464
2013/12/09,0.442
2013/12/10,0.42
2013/12/11,0.413
2013/12/12,0.392
2013/12/13,0.375
2013/12/14,0.335
2013/12/15,0.316
2013/12/16,0.309
2013/12/17,0.302
2013/12/18,0.315
2013/12/19,0.31
2013/12/20,0.324
2013/12/21,0.325
2013/12/22,0.314
2013/12/23,0.305
2013/12/24,0.298
2013/12/25,0.296
2013/12/26,0.295
2013/12/27,0.286
2013/12/28,0.292
2013/12/29,0.306
2013/12/30,0.3
2013/12/31,0.285
2014/01/01,0.258
2014/01/02,0.293
2014/01/03,0.306
2014/01/04,0.318
2014/01/05,0.313
2014/01/06,0.397
2014/01/07,0.397
2014/01/08,0.379
2014/01/09,0.346
2014/01/10,0.323
2014/01/11,0.295
2014/01/12,0.27
2014/01/13,0.26
2014/01/14,0.291
