Date,fee_to_reward7emaUSD
2010/10/26,0
2010/10/27,0
2010/10/28,0
2010/10/29,0
2010/10/30,0
2010/10/31,0
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,0
2010/11/07,0
2010/11/08,0.003
2010/11/09,0.002
2010/11/10,0.002
2010/11/11,0.001
2010/11/12,0.001
2010/11/13,0.001
2010/11/14,0.001
2010/11/15,0.002
2010/11/16,0.001
2010/11/17,0.001
2010/11/18,0.001
2010/11/19,0.001
2010/11/20,0.005
2010/11/21,0.007
2010/11/22,0.009
2010/11/23,0.01
2010/11/24,0.008
2010/11/25,0.006
2010/11/26,0.005
2010/11/27,0.004
2010/11/28,0.003
2010/11/29,0.002
2010/11/30,0.002
2010/12/01,0.002
2010/12/02,0.001
2010/12/03,0.001
2010/12/04,0.001
2010/12/05,0.001
2010/12/06,0.001
2010/12/07,0.001
2010/12/08,0.001
2010/12/09,0.001
2010/12/10,0.001
2010/12/11,0.001
2010/12/12,0.002
2010/12/13,0.003
2010/12/14,0.002
2010/12/15,0.002
2010/12/16,0.002
2010/12/17,0.002
2010/12/18,0.002
2010/12/19,0.002
2010/12/20,0.002
2010/12/21,0.002
2010/12/22,0.002
2010/12/23,0.002
2010/12/24,0.002
2010/12/25,0.002
2010/12/26,0.002
2010/12/27,0.002
2010/12/28,0.002
2010/12/29,0.002
2010/12/30,0.002
2010/12/31,0.001
2011/01/01,0.001
2011/01/02,0.001
2011/01/03,0.004
2011/01/04,0.003
2011/01/05,0.003
2011/01/06,0.002
2011/01/07,0.002
2011/01/08,0.001
2011/01/09,0.002
2011/01/10,0.001
2011/01/11,0.001
2011/01/12,0.002
2011/01/13,0.002
2011/01/14,0.001
2011/01/15,0.001
2011/01/16,0.001
2011/01/17,0.002
2011/01/18,0.001
2011/01/19,0.001
2011/01/20,0.001
2011/01/21,0.001
2011/01/22,0.002
2011/01/23,0.003
2011/01/24,0.003
2011/01/25,0.003
2011/01/26,0.002
2011/01/27,0.004
2011/01/28,0.003
2011/01/29,0.004
2011/01/30,0.013
2011/01/31,0.012
2011/02/01,0.012
2011/02/02,0.009
2011/02/03,0.007
2011/02/04,0.006
2011/02/05,0.005
2011/02/06,0.004
2011/02/07,0.004
2011/02/08,0.004
2011/02/09,0.003
2011/02/10,0.005
2011/02/11,0.005
2011/02/12,0.006
2011/02/13,0.005
2011/02/14,0.012
2011/02/15,0.009
2011/02/16,0.008
2011/02/17,0.007
2011/02/18,0.006
2011/02/19,0.007
2011/02/20,0.006
2011/02/21,0.005
2011/02/22,0.005
2011/02/23,0.004
2011/02/24,0.004
2011/02/25,0.004
2011/02/26,0.004
2011/02/27,0.006
2011/02/28,0.006
2011/03/01,0.006
2011/03/02,0.006
2011/03/03,0.025
2011/03/04,0.02
2011/03/05,0.02
2011/03/06,0.026
2011/03/07,0.036
2011/03/08,0.038
2011/03/09,0.04
2011/03/10,0.041
2011/03/11,0.058
2011/03/12,0.049
2011/03/13,0.045
2011/03/14,0.042
2011/03/15,0.04
2011/03/16,0.037
2011/03/17,0.033
2011/03/18,0.03
2011/03/19,0.028
2011/03/20,0.031
2011/03/21,0.053
2011/03/22,0.086
2011/03/23,0.124
2011/03/24,0.122
2011/03/25,0.108
2011/03/26,0.098
2011/03/27,0.097
2011/03/28,0.087
2011/03/29,0.076
2011/03/30,0.072
2011/03/31,0.065
2011/04/01,0.059
2011/04/02,0.053
2011/04/03,0.053
2011/04/04,0.057
2011/04/05,0.058
2011/04/06,0.061
2011/04/07,0.057
2011/04/08,0.057
2011/04/09,0.057
2011/04/10,0.06
2011/04/11,0.059
2011/04/12,0.06
2011/04/13,0.057
2011/04/14,0.089
2011/04/15,0.077
2011/04/16,0.069
2011/04/17,0.058
2011/04/18,0.055
2011/04/19,0.061
2011/04/20,0.072
2011/04/21,0.066
2011/04/22,0.066
2011/04/23,0.066
2011/04/24,0.072
2011/04/25,0.078
2011/04/26,0.073
2011/04/27,0.081
2011/04/28,0.082
2011/04/29,0.081
2011/04/30,0.089
2011/05/01,0.1
2011/05/02,0.088
2011/05/03,0.079
2011/05/04,0.077
2011/05/05,0.081
2011/05/06,0.079
2011/05/07,0.076
2011/05/08,0.075
2011/05/09,0.081
2011/05/10,0.084
2011/05/11,0.085
2011/05/12,0.087
2011/05/13,0.094
2011/05/14,0.102
2011/05/15,0.113
2011/05/16,0.116
2011/05/17,0.115
2011/05/18,0.122
2011/05/19,0.141
2011/05/20,0.147
2011/05/21,0.16
2011/05/22,0.16
2011/05/23,0.152
2011/05/24,0.152
2011/05/25,0.149
2011/05/26,0.149
2011/05/27,0.155
2011/05/28,0.162
2011/05/29,0.162
2011/05/30,0.184
2011/05/31,0.206
2011/06/01,0.22
2011/06/02,0.229
2011/06/03,0.238
2011/06/04,0.252
2011/06/05,0.247
2011/06/06,0.25
2011/06/07,0.274
2011/06/08,0.327
2011/06/09,0.344
2011/06/10,0.346
2011/06/11,0.331
2011/06/12,0.345
2011/06/13,0.34
2011/06/14,0.33
2011/06/15,0.321
2011/06/16,0.33
2011/06/17,0.332
2011/06/18,0.322
2011/06/19,0.3
2011/06/20,0.269
2011/06/21,0.238
2011/06/22,0.214
2011/06/23,0.191
2011/06/24,0.182
2011/06/25,0.219
2011/06/26,0.25
2011/06/27,0.267
2011/06/28,0.263
2011/06/29,0.256
2011/06/30,0.239
2011/07/01,0.234
2011/07/02,0.22
2011/07/03,0.206
2011/07/04,0.203
2011/07/05,0.22
2011/07/06,0.22
2011/07/07,0.219
2011/07/08,0.205
2011/07/09,0.198
2011/07/10,0.195
2011/07/11,0.194
2011/07/12,0.192
2011/07/13,0.184
2011/07/14,0.185
2011/07/15,0.19
2011/07/16,0.179
2011/07/17,0.17
2011/07/18,0.166
2011/07/19,0.178
2011/07/20,0.169
2011/07/21,0.157
2011/07/22,0.163
2011/07/23,0.149
2011/07/24,0.143
2011/07/25,0.145
2011/07/26,0.131
2011/07/27,0.125
2011/07/28,0.118
2011/07/29,0.111
2011/07/30,0.102
2011/07/31,0.097
2011/08/01,0.096
2011/08/02,0.097
2011/08/03,0.099
2011/08/04,0.105
2011/08/05,0.102
2011/08/06,0.177
2011/08/07,0.159
2011/08/08,0.149
2011/08/09,0.152
2011/08/10,0.15
2011/08/11,0.139
2011/08/12,0.128
2011/08/13,0.123
2011/08/14,0.132
2011/08/15,0.137
2011/08/16,0.137
2011/08/17,0.128
2011/08/18,0.117
2011/08/19,0.118
2011/08/20,0.107
2011/08/21,0.098
2011/08/22,0.096
2011/08/23,0.095
2011/08/24,0.104
2011/08/25,0.101
2011/08/26,0.092
2011/08/27,0.09
2011/08/28,0.087
2011/08/29,0.085
2011/08/30,0.098
2011/08/31,0.093
2011/09/01,0.092
2011/09/02,0.091
2011/09/03,0.082
2011/09/04,0.099
2011/09/05,0.098
2011/09/06,0.095
2011/09/07,0.102
2011/09/08,0.095
2011/09/09,0.097
2011/09/10,0.093
2011/09/11,0.091
2011/09/12,0.089
2011/09/13,0.081
2011/09/14,0.074
2011/09/15,0.08
2011/09/16,0.081
2011/09/17,0.081
2011/09/18,0.078
2011/09/19,0.082
2011/09/20,0.085
2011/09/21,0.082
2011/09/22,0.075
2011/09/23,0.072
2011/09/24,0.081
2011/09/25,0.073
2011/09/26,0.066
2011/09/27,0.068
2011/09/28,0.066
2011/09/29,0.063
2011/09/30,0.063
2011/10/01,0.06
2011/10/02,0.058
2011/10/03,0.076
2011/10/04,0.073
2011/10/05,0.069
2011/10/06,0.084
2011/10/07,0.079
2011/10/08,0.073
2011/10/09,0.067
2011/10/10,0.064
2011/10/11,0.077
2011/10/12,0.077
2011/10/13,0.08
2011/10/14,0.072
2011/10/15,0.067
2011/10/16,0.064
2011/10/17,0.067
2011/10/18,0.062
2011/10/19,0.059
2011/10/20,0.071
2011/10/21,0.065
2011/10/22,0.063
2011/10/23,0.062
2011/10/24,0.061
2011/10/25,0.056
2011/10/26,0.056
2011/10/27,0.056
2011/10/28,0.056
2011/10/29,0.058
2011/10/30,0.059
2011/10/31,0.056
2011/11/01,0.059
2011/11/02,0.055
2011/11/03,0.053
2011/11/04,0.051
2011/11/05,0.051
2011/11/06,0.047
2011/11/07,0.048
2011/11/08,0.051
2011/11/09,0.048
2011/11/10,0.048
2011/11/11,0.045
2011/11/12,0.043
2011/11/13,0.042
2011/11/14,0.042
2011/11/15,0.04
2011/11/16,0.044
2011/11/17,0.044
2011/11/18,0.046
2011/11/19,0.047
2011/11/20,0.05
2011/11/21,0.049
2011/11/22,0.048
2011/11/23,0.049
2011/11/24,0.055
2011/11/25,0.058
2011/11/26,0.055
2011/11/27,0.053
2011/11/28,0.052
2011/11/29,0.055
2011/11/30,0.053
2011/12/01,0.052
2011/12/02,0.055
2011/12/03,0.057
2011/12/04,0.054
2011/12/05,0.05
2011/12/06,0.05
2011/12/07,0.052
2011/12/08,0.048
2011/12/09,0.046
2011/12/10,0.045
2011/12/11,0.758
2011/12/12,1.265
2011/12/13,0.965
2011/12/14,0.737
2011/12/15,0.588
2011/12/16,0.453
2011/12/17,0.352
2011/12/18,0.275
2011/12/19,0.22
2011/12/20,0.187
2011/12/21,0.155
2011/12/22,0.128
2011/12/23,0.106
2011/12/24,0.087
2011/12/25,0.074
2011/12/26,0.065
2011/12/27,0.059
2011/12/28,0.055
2011/12/29,0.057
2011/12/30,0.055
2011/12/31,0.054
2012/01/01,0.053
2012/01/02,0.059
2012/01/03,0.061
2012/01/04,0.095
2012/01/05,0.091
2012/01/06,0.088
2012/01/07,0.078
2012/01/08,0.07
2012/01/09,0.073
2012/01/10,0.072
2012/01/11,0.073
2012/01/12,0.19
2012/01/13,0.178
2012/01/14,0.177
2012/01/15,0.182
2012/01/16,0.25
2012/01/17,0.213
2012/01/18,0.203
2012/01/19,0.245
2012/01/20,0.271
2012/01/21,0.218
2012/01/22,0.175
2012/01/23,0.146
2012/01/24,0.145
2012/01/25,0.135
2012/01/26,0.135
2012/01/27,0.184
2012/01/28,0.17
2012/01/29,0.788
2012/01/30,0.678
2012/01/31,0.533
2012/02/01,0.417
2012/02/02,0.35
2012/02/03,0.285
2012/02/04,0.242
2012/02/05,0.197
2012/02/06,0.162
2012/02/07,0.147
2012/02/08,0.128
2012/02/09,0.122
2012/02/10,0.107
2012/02/11,0.093
2012/02/12,0.083
2012/02/13,0.081
2012/02/14,0.118
2012/02/15,0.111
2012/02/16,0.121
2012/02/17,0.103
2012/02/18,0.087
2012/02/19,0.074
2012/02/20,0.07
2012/02/21,0.066
2012/02/22,0.061
2012/02/23,0.061
2012/02/24,0.061
2012/02/25,0.055
2012/02/26,0.053
2012/02/27,0.059
2012/02/28,0.056
2012/02/29,0.052
2012/03/01,0.062
2012/03/02,0.063
2012/03/03,0.059
2012/03/04,0.062
2012/03/05,0.065
2012/03/06,0.067
2012/03/07,0.063
2012/03/08,0.061
2012/03/09,0.058
2012/03/10,0.057
2012/03/11,0.054
2012/03/12,0.052
2012/03/13,0.075
2012/03/14,0.076
2012/03/15,0.072
2012/03/16,0.083
2012/03/17,0.073
2012/03/18,0.065
2012/03/19,0.064
2012/03/20,0.063
2012/03/21,0.059
2012/03/22,0.055
2012/03/23,0.058
2012/03/24,0.085
2012/03/25,0.087
2012/03/26,0.077
2012/03/27,0.072
2012/03/28,0.07
2012/03/29,0.069
2012/03/30,0.066
2012/03/31,0.063
2012/04/01,0.061
2012/04/02,0.064
2012/04/03,0.068
2012/04/04,0.069
2012/04/05,0.073
2012/04/06,0.073
2012/04/07,0.069
2012/04/08,0.065
2012/04/09,0.062
2012/04/10,0.071
2012/04/11,0.072
2012/04/12,0.079
2012/04/13,0.076
2012/04/14,0.08
2012/04/15,0.077
2012/04/16,0.078
2012/04/17,0.084
2012/04/18,0.087
2012/04/19,0.084
2012/04/20,0.087
2012/04/21,0.082
2012/04/22,0.079
2012/04/23,0.075
2012/04/24,0.081
2012/04/25,0.083
2012/04/26,0.103
2012/04/27,0.103
2012/04/28,0.1
2012/04/29,0.087
2012/04/30,0.08
2012/05/01,0.08
2012/05/02,0.083
2012/05/03,0.099
2012/05/04,0.107
2012/05/05,0.104
2012/05/06,0.101
2012/05/07,0.116
2012/05/08,0.122
2012/05/09,0.135
2012/05/10,0.135
2012/05/11,0.145
2012/05/12,0.152
2012/05/13,0.156
2012/05/14,0.217
2012/05/15,0.242
2012/05/16,0.235
2012/05/17,0.227
2012/05/18,0.23
2012/05/19,0.279
2012/05/20,0.282
2012/05/21,0.289
2012/05/22,0.273
2012/05/23,0.278
2012/05/24,0.286
2012/05/25,0.294
2012/05/26,0.276
2012/05/27,0.262
2012/05/28,0.266
2012/05/29,0.267
2012/05/30,0.272
2012/05/31,0.25
2012/06/01,0.242
2012/06/02,0.204
2012/06/03,0.216
2012/06/04,0.255
2012/06/05,0.293
2012/06/06,0.257
2012/06/07,0.27
2012/06/08,0.261
2012/06/09,0.262
2012/06/10,0.273
2012/06/11,0.27
2012/06/12,0.239
2012/06/13,0.305
2012/06/14,0.353
2012/06/15,0.37
2012/06/16,0.366
2012/06/17,0.355
2012/06/18,0.346
2012/06/19,0.346
2012/06/20,0.334
2012/06/21,0.366
2012/06/22,0.35
2012/06/23,0.317
2012/06/24,0.294
2012/06/25,0.273
2012/06/26,0.266
2012/06/27,0.256
2012/06/28,0.249
2012/06/29,0.228
2012/06/30,0.224
2012/07/01,0.202
2012/07/02,0.212
2012/07/03,0.198
2012/07/04,0.193
2012/07/05,0.189
2012/07/06,0.195
2012/07/07,0.275
2012/07/08,0.244
2012/07/09,0.232
2012/07/10,0.254
2012/07/11,0.262
2012/07/12,0.242
2012/07/13,0.226
2012/07/14,0.217
2012/07/15,0.226
2012/07/16,0.241
2012/07/17,0.239
2012/07/18,0.265
2012/07/19,0.273
2012/07/20,0.332
2012/07/21,0.32
2012/07/22,0.298
2012/07/23,0.301
2012/07/24,0.275
2012/07/25,0.254
2012/07/26,0.244
2012/07/27,0.232
2012/07/28,0.241
2012/07/29,0.237
2012/07/30,0.234
2012/07/31,0.257
2012/08/01,0.268
2012/08/02,0.261
2012/08/03,0.272
2012/08/04,0.257
2012/08/05,0.285
2012/08/06,0.303
2012/08/07,0.285
2012/08/08,0.372
2012/08/09,0.33
2012/08/10,0.39
2012/08/11,0.35
2012/08/12,0.317
2012/08/13,0.317
2012/08/14,0.304
2012/08/15,0.33
2012/08/16,0.339
2012/08/17,0.366
2012/08/18,0.335
2012/08/19,0.311
2012/08/20,0.313
2012/08/21,0.306
2012/08/22,0.303
2012/08/23,0.29
2012/08/24,0.283
2012/08/25,0.299
2012/08/26,0.282
2012/08/27,0.311
2012/08/28,0.316
2012/08/29,0.309
2012/08/30,0.327
2012/08/31,0.354
2012/09/01,0.375
2012/09/02,0.374
2012/09/03,0.388
2012/09/04,0.388
2012/09/05,0.364
2012/09/06,0.348
2012/09/07,0.32
2012/09/08,0.317
2012/09/09,0.307
2012/09/10,0.311
2012/09/11,0.339
2012/09/12,0.321
2012/09/13,0.316
2012/09/14,0.3
2012/09/15,0.276
2012/09/16,0.253
2012/09/17,0.234
2012/09/18,0.242
2012/09/19,0.258
2012/09/20,0.253
2012/09/21,0.277
2012/09/22,0.256
2012/09/23,0.25
2012/09/24,0.28
2012/09/25,0.262
2012/09/26,0.266
2012/09/27,0.25
2012/09/28,0.375
2012/09/29,0.324
2012/09/30,0.279
2012/10/01,0.273
2012/10/02,0.309
2012/10/03,0.301
2012/10/04,0.719
2012/10/05,0.641
2012/10/06,0.553
2012/10/07,0.52
2012/10/08,0.467
2012/10/09,0.441
2012/10/10,0.409
2012/10/11,0.389
2012/10/12,0.36
2012/10/13,0.342
2012/10/14,0.324
2012/10/15,0.307
2012/10/16,0.311
2012/10/17,0.467
2012/10/18,0.405
2012/10/19,0.362
2012/10/20,0.329
2012/10/21,0.324
2012/10/22,0.323
2012/10/23,0.323
2012/10/24,0.308
2012/10/25,0.29
2012/10/26,0.273
2012/10/27,0.241
2012/10/28,0.219
2012/10/29,0.22
2012/10/30,0.248
2012/10/31,0.266
2012/11/01,0.273
2012/11/02,0.3
2012/11/03,0.289
2012/11/04,0.279
2012/11/05,0.29
2012/11/06,0.313
2012/11/07,0.328
2012/11/08,0.328
2012/11/09,0.31
2012/11/10,0.307
2012/11/11,0.29
2012/11/12,0.285
2012/11/13,0.288
2012/11/14,0.296
2012/11/15,0.338
2012/11/16,0.364
2012/11/17,0.364
2012/11/18,0.366
2012/11/19,0.371
2012/11/20,0.374
2012/11/21,0.381
2012/11/22,0.362
2012/11/23,0.353
2012/11/24,0.337
2012/11/25,0.354
2012/11/26,0.35
2012/11/27,0.538
2012/11/28,0.556
2012/11/29,0.595
2012/11/30,0.626
2012/12/01,0.628
2012/12/02,0.578
2012/12/03,0.558
2012/12/04,0.668
2012/12/05,0.723
2012/12/06,0.768
2012/12/07,0.764
2012/12/08,0.759
2012/12/09,0.762
2012/12/10,0.786
2012/12/11,0.807
2012/12/12,0.824
2012/12/13,0.959
2012/12/14,1.019
2012/12/15,0.973
2012/12/16,0.979
2012/12/17,0.981
2012/12/18,1.052
2012/12/19,1.034
2012/12/20,1.067
2012/12/21,1.091
2012/12/22,1.084
2012/12/23,1.069
2012/12/24,1.013
2012/12/25,0.947
2012/12/26,0.9
2012/12/27,0.91
2012/12/28,0.903
2012/12/29,0.884
2012/12/30,0.873
2012/12/31,0.809
2013/01/01,0.763
2013/01/02,0.781
2013/01/03,0.817
2013/01/04,0.863
2013/01/05,0.868
2013/01/06,0.89
2013/01/07,0.881
2013/01/08,0.903
2013/01/09,0.927
2013/01/10,1.7
2013/01/11,1.634
2013/01/12,1.523
2013/01/13,1.434
2013/01/14,1.297
2013/01/15,1.248
2013/01/16,1.247
2013/01/17,1.273
2013/01/18,1.262
2013/01/19,1.354
2013/01/20,1.267
2013/01/21,1.173
2013/01/22,1.109
2013/01/23,1.18
2013/01/24,1.165
2013/01/25,1.173
2013/01/26,1.184
2013/01/27,1.201
2013/01/28,1.192
2013/01/29,1.205
2013/01/30,1.131
2013/01/31,1.094
2013/02/01,1.172
2013/02/02,1.354
2013/02/03,1.293
2013/02/04,1.243
2013/02/05,1.184
2013/02/06,1.108
2013/02/07,1.143
2013/02/08,1.18
2013/02/09,1.198
2013/02/10,1.177
2013/02/11,1.186
2013/02/12,1.235
2013/02/13,1.251
2013/02/14,1.224
2013/02/15,1.235
2013/02/16,1.193
2013/02/17,1.142
2013/02/18,1.134
2013/02/19,1.14
2013/02/20,1.112
2013/02/21,1.124
2013/02/22,1.153
2013/02/23,1.156
2013/02/24,1.153
2013/02/25,1.188
2013/02/26,1.23
2013/02/27,1.203
2013/02/28,1.259
2013/03/01,1.385
2013/03/02,1.388
2013/03/03,1.318
2013/03/04,1.294
2013/03/05,1.336
2013/03/06,1.979
2013/03/07,1.865
2013/03/08,1.694
2013/03/09,1.576
2013/03/10,1.513
2013/03/11,1.436
2013/03/12,1.563
2013/03/13,1.504
2013/03/14,1.419
2013/03/15,1.438
2013/03/16,1.258
2013/03/17,1.095
2013/03/18,1.02
2013/03/19,1.066
2013/03/20,0.975
2013/03/21,0.962
2013/03/22,1.015
2013/03/23,1.002
2013/03/24,0.966
2013/03/25,1.03
2013/03/26,1.07
2013/03/27,1.253
2013/03/28,1.271
2013/03/29,1.298
2013/03/30,1.34
2013/03/31,1.274
2013/04/01,1.172
2013/04/02,1.214
2013/04/03,1.31
2013/04/04,1.469
2013/04/05,1.46
2013/04/06,1.332
2013/04/07,1.324
2013/04/08,1.289
2013/04/09,1.244
2013/04/10,1.268
2013/04/11,1.342
2013/04/12,1.329
2013/04/13,1.237
2013/04/14,1.272
2013/04/15,1.4
2013/04/16,1.342
2013/04/17,1.475
2013/04/18,1.393
2013/04/19,1.444
2013/04/20,1.38
2013/04/21,1.221
2013/04/22,1.217
2013/04/23,1.273
2013/04/24,1.336
2013/04/25,1.35
2013/04/26,1.248
2013/04/27,1.2
2013/04/28,1.085
2013/04/29,1.074
2013/04/30,1.11
2013/05/01,1.101
2013/05/02,1.213
2013/05/03,1.238
2013/05/04,1.213
2013/05/05,1.13
2013/05/06,1.164
2013/05/07,1.149
2013/05/08,1.174
2013/05/09,1.277
2013/05/10,1.327
2013/05/11,1.33
2013/05/12,1.331
2013/05/13,1.331
2013/05/14,1.366
2013/05/15,1.447
2013/05/16,1.599
2013/05/17,1.539
2013/05/18,1.418
2013/05/19,1.363
2013/05/20,1.356
2013/05/21,1.322
2013/05/22,1.308
2013/05/23,1.302
2013/05/24,1.26
2013/05/25,1.229
2013/05/26,1.115
2013/05/27,1.112
2013/05/28,1.177
2013/05/29,1.19
2013/05/30,1.156
2013/05/31,1.123
2013/06/01,1.035
2013/06/02,1.02
2013/06/03,1.04
2013/06/04,1.033
2013/06/05,1.098
2013/06/06,1.05
2013/06/07,1.029
2013/06/08,1.025
2013/06/09,0.994
2013/06/10,0.943
2013/06/11,0.97
2013/06/12,0.936
2013/06/13,0.921
2013/06/14,0.892
2013/06/15,0.859
2013/06/16,0.813
2013/06/17,0.862
2013/06/18,0.914
2013/06/19,0.959
2013/06/20,1.166
2013/06/21,1.129
2013/06/22,1.16
2013/06/23,1.068
2013/06/24,1.061
2013/06/25,1.01
2013/06/26,0.988
2013/06/27,0.924
2013/06/28,0.975
2013/06/29,0.876
2013/06/30,0.846
2013/07/01,0.788
2013/07/02,0.822
2013/07/03,0.77
2013/07/04,0.719
2013/07/05,0.713
2013/07/06,0.694
2013/07/07,0.62
2013/07/08,0.635
2013/07/09,0.664
2013/07/10,0.633
2013/07/11,0.677
2013/07/12,0.707
2013/07/13,0.743
2013/07/14,0.691
2013/07/15,0.654
2013/07/16,0.708
2013/07/17,0.714
2013/07/18,0.766
2013/07/19,0.698
2013/07/20,0.647
2013/07/21,0.609
2013/07/22,0.655
2013/07/23,0.643
2013/07/24,0.705
2013/07/25,0.759
2013/07/26,0.693
2013/07/27,0.697
2013/07/28,0.664
2013/07/29,0.669
2013/07/30,0.692
2013/07/31,0.777
2013/08/01,0.798
2013/08/02,0.75
2013/08/03,0.717
2013/08/04,0.714
2013/08/05,0.682
2013/08/06,0.73
2013/08/07,0.716
2013/08/08,0.775
2013/08/09,0.806
2013/08/10,0.745
2013/08/11,0.711
2013/08/12,0.651
2013/08/13,0.65
2013/08/14,0.749
2013/08/15,0.929
2013/08/16,0.974
2013/08/17,0.882
2013/08/18,0.897
2013/08/19,0.945
2013/08/20,0.888
2013/08/21,0.83
2013/08/22,0.801
2013/08/23,0.773
2013/08/24,0.731
2013/08/25,0.748
2013/08/26,0.805
2013/08/27,0.838
2013/08/28,2.016
2013/08/29,1.655
2013/08/30,1.454
2013/08/31,1.231
2013/09/01,1.036
2013/09/02,0.996
2013/09/03,0.908
2013/09/04,0.846
2013/09/05,0.816
2013/09/06,0.792
2013/09/07,0.763
2013/09/08,0.738
2013/09/09,0.703
2013/09/10,0.661
2013/09/11,0.608
2013/09/12,0.599
2013/09/13,0.552
2013/09/14,0.507
2013/09/15,0.532
2013/09/16,0.665
2013/09/17,2.087
2013/09/18,2.202
2013/09/19,2.127
2013/09/20,1.73
2013/09/21,1.439
2013/09/22,1.208
2013/09/23,1.093
2013/09/24,0.964
2013/09/25,0.874
2013/09/26,0.823
2013/09/27,1.074
2013/09/28,0.953
2013/09/29,0.866
2013/09/30,0.807
2013/10/01,0.814
2013/10/02,0.818
2013/10/03,0.797
2013/10/04,0.735
2013/10/05,0.67
2013/10/06,0.617
2013/10/07,0.671
2013/10/08,0.609
2013/10/09,0.626
2013/10/10,0.631
2013/10/11,0.596
2013/10/12,0.597
2013/10/13,0.587
2013/10/14,0.572
2013/10/15,0.578
2013/10/16,0.657
2013/10/17,0.71
2013/10/18,0.731
2013/10/19,0.711
2013/10/20,0.676
2013/10/21,0.685
2013/10/22,0.683
2013/10/23,0.719
2013/10/24,0.774
2013/10/25,0.797
2013/10/26,0.791
2013/10/27,0.913
2013/10/28,0.862
2013/10/29,0.861
2013/10/30,0.798
2013/10/31,0.74
2013/11/01,0.723
2013/11/02,0.659
2013/11/03,0.706
2013/11/04,0.794
2013/11/05,0.865
2013/11/06,1.514
2013/11/07,1.999
2013/11/08,2.273
2013/11/09,2.079
2013/11/10,1.825
2013/11/11,1.698
2013/11/12,1.386
2013/11/13,1.176
2013/11/14,1.008
2013/11/15,0.86
2013/11/16,0.719
2013/11/17,0.631
2013/11/18,0.647
2013/11/19,0.68
2013/11/20,0.664
2013/11/21,0.674
2013/11/22,0.64
2013/11/23,0.604
2013/11/24,0.557
2013/11/25,0.531
2013/11/26,0.556
2013/11/27,0.592
2013/11/28,0.613
2013/11/29,0.61
2013/11/30,0.572
2013/12/01,0.526
2013/12/02,0.527
2013/12/03,0.497
2013/12/04,0.494
2013/12/05,0.503
2013/12/06,0.469
2013/12/07,0.543
2013/12/08,0.466
2013/12/09,0.446
2013/12/10,0.426
2013/12/11,0.425
2013/12/12,0.407
2013/12/13,0.392
2013/12/14,0.357
2013/12/15,0.333
2013/12/16,0.328
2013/12/17,0.321
2013/12/18,0.334
2013/12/19,0.323
2013/12/20,0.334
2013/12/21,0.328
2013/12/22,0.314
2013/12/23,0.306
2013/12/24,0.301
2013/12/25,0.302
2013/12/26,0.301
2013/12/27,0.292
2013/12/28,0.297
2013/12/29,0.309
2013/12/30,0.3
2013/12/31,0.285
2014/01/01,0.259
2014/01/02,0.297
2014/01/03,0.309
2014/01/04,0.319
2014/01/05,0.311
2014/01/06,0.392
2014/01/07,0.381
2014/01/08,0.359
2014/01/09,0.331
2014/01/10,0.316
2014/01/11,0.295
2014/01/12,0.278
