Date,fee_to_reward3stdUSD
2010/10/31,0
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,0
2010/11/07,0
2010/11/08,0.012
2010/11/09,0.012
2010/11/10,0.012
2010/11/11,0
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,0.005
2010/11/16,0.005
2010/11/17,0.005
2010/11/18,0
2010/11/19,0.001
2010/11/20,0.016
2010/11/21,0.014
2010/11/22,0.004
2010/11/23,0.003
2010/11/24,0.01
2010/11/25,0.01
2010/11/26,0.004
2010/11/27,0.004
2010/11/28,0.004
2010/11/29,0
2010/11/30,0
2010/12/01,0
2010/12/02,0.001
2010/12/03,0.001
2010/12/04,0.001
2010/12/05,0
2010/12/06,0
2010/12/07,0.001
2010/12/08,0
2010/12/09,0.001
2010/12/10,0.001
2010/12/11,0.001
2010/12/12,0.001
2010/12/13,0.003
2010/12/14,0.004
2010/12/15,0.004
2010/12/16,0.001
2010/12/17,0.003
2010/12/18,0.003
2010/12/19,0.003
2010/12/20,0.001
2010/12/21,0.001
2010/12/22,0.002
2010/12/23,0.002
2010/12/24,0.002
2010/12/25,0
2010/12/26,0.001
2010/12/27,0.001
2010/12/28,0
2010/12/29,0.001
2010/12/30,0.001
2010/12/31,0.002
2011/01/01,0.001
2011/01/02,0.001
2011/01/03,0.009
2011/01/04,0.009
2011/01/05,0.009
2011/01/06,0.001
2011/01/07,0.001
2011/01/08,0.001
2011/01/09,0.001
2011/01/10,0.001
2011/01/11,0.001
2011/01/12,0.003
2011/01/13,0.003
2011/01/14,0.003
2011/01/15,0.001
2011/01/16,0.001
2011/01/17,0.001
2011/01/18,0.001
2011/01/19,0.001
2011/01/20,0.001
2011/01/21,0.001
2011/01/22,0.005
2011/01/23,0.005
2011/01/24,0.003
2011/01/25,0.003
2011/01/26,0.001
2011/01/27,0.007
2011/01/28,0.007
2011/01/29,0.007
2011/01/30,0.033
2011/01/31,0.029
2011/02/01,0.026
2011/02/02,0.01
2011/02/03,0.009
2011/02/04,0.002
2011/02/05,0.001
2011/02/06,0.001
2011/02/07,0.002
2011/02/08,0.002
2011/02/09,0.003
2011/02/10,0.008
2011/02/11,0.008
2011/02/12,0.004
2011/02/13,0.005
2011/02/14,0.024
2011/02/15,0.027
2011/02/16,0.026
2011/02/17,0.004
2011/02/18,0.004
2011/02/19,0.005
2011/02/20,0.004
2011/02/21,0.004
2011/02/22,0.002
2011/02/23,0.002
2011/02/24,0.001
2011/02/25,0.002
2011/02/26,0.003
2011/02/27,0.005
2011/02/28,0.004
2011/03/01,0.003
2011/03/02,0.002
2011/03/03,0.07
2011/03/04,0.07
2011/03/05,0.064
2011/03/06,0.03
2011/03/07,0.036
2011/03/08,0.018
2011/03/09,0.018
2011/03/10,0.002
2011/03/11,0.061
2011/03/12,0.073
2011/03/13,0.077
2011/03/14,0.009
2011/03/15,0.002
2011/03/16,0.005
2011/03/17,0.011
2011/03/18,0.006
2011/03/19,0.003
2011/03/20,0.014
2011/03/21,0.086
2011/03/22,0.122
2011/03/23,0.096
2011/03/24,0.099
2011/03/25,0.144
2011/03/26,0.047
2011/03/27,0.025
2011/03/28,0.032
2011/03/29,0.042
2011/03/30,0.012
2011/03/31,0.013
2011/04/01,0.014
2011/04/02,0.009
2011/04/03,0.016
2011/04/04,0.029
2011/04/05,0.013
2011/04/06,0.01
2011/04/07,0.022
2011/04/08,0.022
2011/04/09,0.012
2011/04/10,0.01
2011/04/11,0.008
2011/04/12,0.007
2011/04/13,0.014
2011/04/14,0.127
2011/04/15,0.137
2011/04/16,0.137
2011/04/17,0.017
2011/04/18,0.019
2011/04/19,0.041
2011/04/20,0.047
2011/04/21,0.044
2011/04/22,0.046
2011/04/23,0.015
2011/04/24,0.021
2011/04/25,0.027
2011/04/26,0.036
2011/04/27,0.043
2011/04/28,0.04
2011/04/29,0.022
2011/04/30,0.031
2011/05/01,0.045
2011/05/02,0.069
2011/05/03,0.075
2011/05/04,0.016
2011/05/05,0.033
2011/05/06,0.02
2011/05/07,0.022
2011/05/08,0.008
2011/05/09,0.027
2011/05/10,0.022
2011/05/11,0.007
2011/05/12,0.005
2011/05/13,0.026
2011/05/14,0.031
2011/05/15,0.022
2011/05/16,0.017
2011/05/17,0.025
2011/05/18,0.025
2011/05/19,0.069
2011/05/20,0.043
2011/05/21,0.031
2011/05/22,0.038
2011/05/23,0.057
2011/05/24,0.021
2011/05/25,0.014
2011/05/26,0.006
2011/05/27,0.025
2011/05/28,0.03
2011/05/29,0.021
2011/05/30,0.076
2011/05/31,0.098
2011/06/01,0.019
2011/06/02,0.014
2011/06/03,0.009
2011/06/04,0.033
2011/06/05,0.05
2011/06/06,0.05
2011/06/07,0.099
2011/06/08,0.188
2011/06/09,0.114
2011/06/10,0.112
2011/06/11,0.09
2011/06/12,0.082
2011/06/13,0.082
2011/06/14,0.073
2011/06/15,0.031
2011/06/16,0.059
2011/06/17,0.054
2011/06/18,0.055
2011/06/19,0.082
2011/06/20,0.094
2011/06/21,0.076
2011/06/22,0.033
2011/06/23,0.018
2011/06/24,0.025
2011/06/25,0.183
2011/06/26,0.172
2011/06/27,0.021
2011/06/28,0.077
2011/06/29,0.071
2011/06/30,0.053
2011/07/01,0.039
2011/07/02,0.035
2011/07/03,0.046
2011/07/04,0.022
2011/07/05,0.093
2011/07/06,0.069
2011/07/07,0.053
2011/07/08,0.052
2011/07/09,0.045
2011/07/10,0.018
2011/07/11,0.012
2011/07/12,0.007
2011/07/13,0.028
2011/07/14,0.026
2011/07/15,0.038
2011/07/16,0.051
2011/07/17,0.057
2011/07/18,0.009
2011/07/19,0.059
2011/07/20,0.06
2011/07/21,0.078
2011/07/22,0.051
2011/07/23,0.065
2011/07/24,0.064
2011/07/25,0.034
2011/07/26,0.048
2011/07/27,0.05
2011/07/28,0.011
2011/07/29,0.013
2011/07/30,0.018
2011/07/31,0.01
2011/08/01,0.016
2011/08/02,0.016
2011/08/03,0.01
2011/08/04,0.02
2011/08/05,0.024
2011/08/06,0.277
2011/08/07,0.284
2011/08/08,0.272
2011/08/09,0.048
2011/08/10,0.036
2011/08/11,0.047
2011/08/12,0.042
2011/08/13,0.012
2011/08/14,0.055
2011/08/15,0.046
2011/08/16,0.019
2011/08/17,0.044
2011/08/18,0.044
2011/08/19,0.03
2011/08/20,0.041
2011/08/21,0.045
2011/08/22,0.018
2011/08/23,0.018
2011/08/24,0.038
2011/08/25,0.039
2011/08/26,0.055
2011/08/27,0.022
2011/08/28,0.016
2011/08/29,0.005
2011/08/30,0.054
2011/08/31,0.055
2011/09/01,0.051
2011/09/02,0.011
2011/09/03,0.033
2011/09/04,0.079
2011/09/05,0.079
2011/09/06,0.056
2011/09/07,0.03
2011/09/08,0.04
2011/09/09,0.039
2011/09/10,0.023
2011/09/11,0.018
2011/09/12,0.001
2011/09/13,0.022
2011/09/14,0.025
2011/09/15,0.038
2011/09/16,0.037
2011/09/17,0.014
2011/09/18,0.012
2011/09/19,0.021
2011/09/20,0.024
2011/09/21,0.022
2011/09/22,0.035
2011/09/23,0.016
2011/09/24,0.046
2011/09/25,0.047
2011/09/26,0.056
2011/09/27,0.023
2011/09/28,0.022
2011/09/29,0.013
2011/09/30,0.005
2011/10/01,0.007
2011/10/02,0.007
2011/10/03,0.07
2011/10/04,0.064
2011/10/05,0.063
2011/10/06,0.064
2011/10/07,0.065
2011/10/08,0.065
2011/10/09,0.013
2011/10/10,0.008
2011/10/11,0.06
2011/10/12,0.048
2011/10/13,0.03
2011/10/14,0.032
2011/10/15,0.034
2011/10/16,0.004
2011/10/17,0.02
2011/10/18,0.021
2011/10/19,0.023
2011/10/20,0.054
2011/10/21,0.056
2011/10/22,0.053
2011/10/23,0.013
2011/10/24,0.002
2011/10/25,0.013
2011/10/26,0.011
2011/10/27,0.01
2011/10/28,0.005
2011/10/29,0.006
2011/10/30,0.003
2011/10/31,0.012
2011/11/01,0.015
2011/11/02,0.02
2011/11/03,0.02
2011/11/04,0.003
2011/11/05,0.006
2011/11/06,0.014
2011/11/07,0.018
2011/11/08,0.021
2011/11/09,0.013
2011/11/10,0.013
2011/11/11,0.01
2011/11/12,0.012
2011/11/13,0.005
2011/11/14,0.004
2011/11/15,0.004
2011/11/16,0.019
2011/11/17,0.018
2011/11/18,0.012
2011/11/19,0.009
2011/11/20,0.004
2011/11/21,0.007
2011/11/22,0.011
2011/11/23,0.008
2011/11/24,0.024
2011/11/25,0.015
2011/11/26,0.02
2011/11/27,0.017
2011/11/28,0.003
2011/11/29,0.017
2011/11/30,0.016
2011/12/01,0.016
2011/12/02,0.015
2011/12/03,0.012
2011/12/04,0.02
2011/12/05,0.021
2011/12/06,0.01
2011/12/07,0.015
2011/12/08,0.019
2011/12/09,0.019
2011/12/10,0.007
2011/12/11,2.692
2011/12/12,2.642
2011/12/13,2.622
2011/12/14,2.574
2011/12/15,0.081
2011/12/16,0.088
2011/12/17,0.089
2011/12/18,0.004
2011/12/19,0.008
2011/12/20,0.039
2011/12/21,0.032
2011/12/22,0.036
2011/12/23,0.017
2011/12/24,0.013
2011/12/25,0.005
2011/12/26,0.005
2011/12/27,0.006
2011/12/28,0.004
2011/12/29,0.019
2011/12/30,0.017
2011/12/31,0.011
2012/01/01,0.005
2012/01/02,0.024
2012/01/03,0.024
2012/01/04,0.116
2012/01/05,0.114
2012/01/06,0.11
2012/01/07,0.027
2012/01/08,0.028
2012/01/09,0.03
2012/01/10,0.028
2012/01/11,0.007
2012/01/12,0.441
2012/01/13,0.411
2012/01/14,0.362
2012/01/15,0.045
2012/01/16,0.255
2012/01/17,0.3
2012/01/18,0.307
2012/01/19,0.232
2012/01/20,0.179
2012/01/21,0.285
2012/01/22,0.278
2012/01/23,0.013
2012/01/24,0.086
2012/01/25,0.068
2012/01/26,0.031
2012/01/27,0.203
2012/01/28,0.191
2012/01/29,2.278
2012/01/30,2.272
2012/01/31,2.288
2012/02/01,0.25
2012/02/02,0.066
2012/02/03,0.068
2012/02/04,0.049
2012/02/05,0.042
2012/02/06,0.049
2012/02/07,0.036
2012/02/08,0.032
2012/02/09,0.028
2012/02/10,0.036
2012/02/11,0.045
2012/02/12,0.01
2012/02/13,0.025
2012/02/14,0.155
2012/02/15,0.134
2012/02/16,0.111
2012/02/17,0.081
2012/02/18,0.098
2012/02/19,0.012
2012/02/20,0.022
2012/02/21,0.022
2012/02/22,0.013
2012/02/23,0.015
2012/02/24,0.016
2012/02/25,0.021
2012/02/26,0.018
2012/02/27,0.031
2012/02/28,0.026
2012/02/29,0.03
2012/03/01,0.045
2012/03/02,0.042
2012/03/03,0.038
2012/03/04,0.024
2012/03/05,0.026
2012/03/06,0.001
2012/03/07,0.018
2012/03/08,0.018
2012/03/09,0.003
2012/03/10,0.004
2012/03/11,0.008
2012/03/12,0.009
2012/03/13,0.093
2012/03/14,0.082
2012/03/15,0.072
2012/03/16,0.048
2012/03/17,0.064
2012/03/18,0.071
2012/03/19,0.017
2012/03/20,0.018
2012/03/21,0.016
2012/03/22,0.017
2012/03/23,0.023
2012/03/24,0.106
2012/03/25,0.084
2012/03/26,0.099
2012/03/27,0.037
2012/03/28,0.016
2012/03/29,0.01
2012/03/30,0.007
2012/03/31,0.008
2012/04/01,0.003
2012/04/02,0.018
2012/04/03,0.02
2012/04/04,0.004
2012/04/05,0.009
2012/04/06,0.011
2012/04/07,0.021
2012/04/08,0.016
2012/04/09,0.005
2012/04/10,0.041
2012/04/11,0.035
2012/04/12,0.022
2012/04/13,0.028
2012/04/14,0.027
2012/04/15,0.019
2012/04/16,0.016
2012/04/17,0.026
2012/04/18,0.017
2012/04/19,0.022
2012/04/20,0.019
2012/04/21,0.025
2012/04/22,0.026
2012/04/23,0.006
2012/04/24,0.028
2012/04/25,0.027
2012/04/26,0.066
2012/04/27,0.064
2012/04/28,0.061
2012/04/29,0.05
2012/04/30,0.039
2012/05/01,0.028
2012/05/02,0.029
2012/05/03,0.056
2012/05/04,0.043
2012/05/05,0.042
2012/05/06,0.036
2012/05/07,0.063
2012/05/08,0.058
2012/05/09,0.025
2012/05/10,0.03
2012/05/11,0.032
2012/05/12,0.032
2012/05/13,0.002
2012/05/14,0.217
2012/05/15,0.19
2012/05/16,0.151
2012/05/17,0.1
2012/05/18,0.028
2012/05/19,0.198
2012/05/20,0.16
2012/05/21,0.121
2012/05/22,0.075
2012/05/23,0.077
2012/05/24,0.077
2012/05/25,0.021
2012/05/26,0.089
2012/05/27,0.092
2012/05/28,0.051
2012/05/29,0.048
2012/05/30,0.016
2012/05/31,0.093
2012/06/01,0.089
2012/06/02,0.107
2012/06/03,0.139
2012/06/04,0.23
2012/06/05,0.134
2012/06/06,0.23
2012/06/07,0.215
2012/06/08,0.131
2012/06/09,0.06
2012/06/10,0.058
2012/06/11,0.04
2012/06/12,0.135
2012/06/13,0.3
2012/06/14,0.334
2012/06/15,0.074
2012/06/16,0.115
2012/06/17,0.082
2012/06/18,0.031
2012/06/19,0.021
2012/06/20,0.036
2012/06/21,0.138
2012/06/22,0.153
2012/06/23,0.204
2012/06/24,0.076
2012/06/25,0.012
2012/06/26,0.029
2012/06/27,0.03
2012/06/28,0.019
2012/06/29,0.061
2012/06/30,0.057
2012/07/01,0.062
2012/07/02,0.089
2012/07/03,0.092
2012/07/04,0.074
2012/07/05,0.021
2012/07/06,0.033
2012/07/07,0.306
2012/07/08,0.32
2012/07/09,0.326
2012/07/10,0.143
2012/07/11,0.105
2012/07/12,0.119
2012/07/13,0.101
2012/07/14,0.012
2012/07/15,0.065
2012/07/16,0.077
2012/07/17,0.041
2012/07/18,0.087
2012/07/19,0.088
2012/07/20,0.178
2012/07/21,0.202
2012/07/22,0.236
2012/07/23,0.062
2012/07/24,0.091
2012/07/25,0.108
2012/07/26,0.022
2012/07/27,0.023
2012/07/28,0.063
2012/07/29,0.062
2012/07/30,0.042
2012/07/31,0.093
2012/08/01,0.082
2012/08/02,0.07
2012/08/03,0.059
2012/08/04,0.081
2012/08/05,0.131
2012/08/06,0.145
2012/08/07,0.125
2012/08/08,0.334
2012/08/09,0.391
2012/08/10,0.377
2012/08/11,0.334
2012/08/12,0.328
2012/08/13,0.092
2012/08/14,0.084
2012/08/15,0.117
2012/08/16,0.12
2012/08/17,0.064
2012/08/18,0.169
2012/08/19,0.194
2012/08/20,0.072
2012/08/21,0.063
2012/08/22,0.028
2012/08/23,0.034
2012/08/24,0.035
2012/08/25,0.085
2012/08/26,0.098
2012/08/27,0.14
2012/08/28,0.137
2012/08/29,0.09
2012/08/30,0.074
2012/08/31,0.121
2012/09/01,0.055
2012/09/02,0.06
2012/09/03,0.058
2012/09/04,0.049
2012/09/05,0.116
2012/09/06,0.087
2012/09/07,0.054
2012/09/08,0.062
2012/09/09,0.057
2012/09/10,0.036
2012/09/11,0.123
2012/09/12,0.132
2012/09/13,0.136
2012/09/14,0.045
2012/09/15,0.08
2012/09/16,0.055
2012/09/17,0.025
2012/09/18,0.085
2012/09/19,0.109
2012/09/20,0.055
2012/09/21,0.091
2012/09/22,0.129
2012/09/23,0.13
2012/09/24,0.15
2012/09/25,0.143
2012/09/26,0.132
2012/09/27,0.071
2012/09/28,0.485
2012/09/29,0.532
2012/09/30,0.558
2012/10/01,0.093
2012/10/02,0.224
2012/10/03,0.144
2012/10/04,1.537
2012/10/05,1.542
2012/10/06,1.536
2012/10/07,0.119
2012/10/08,0.119
2012/10/09,0.095
2012/10/10,0.049
2012/10/11,0.04
2012/10/12,0.044
2012/10/13,0.045
2012/10/14,0.012
2012/10/15,0.022
2012/10/16,0.057
2012/10/17,0.611
2012/10/18,0.633
2012/10/19,0.669
2012/10/20,0.014
2012/10/21,0.073
2012/10/22,0.083
2012/10/23,0.013
2012/10/24,0.055
2012/10/25,0.074
2012/10/26,0.035
2012/10/27,0.079
2012/10/28,0.069
2012/10/29,0.068
2012/10/30,0.146
2012/10/31,0.099
2012/11/01,0.03
2012/11/02,0.07
2012/11/03,0.101
2012/11/04,0.118
2012/11/05,0.065
2012/11/06,0.107
2012/11/07,0.051
2012/11/08,0.046
2012/11/09,0.096
2012/11/10,0.059
2012/11/11,0.052
2012/11/12,0.051
2012/11/13,0.046
2012/11/14,0.042
2012/11/15,0.149
2012/11/16,0.124
2012/11/17,0.084
2012/11/18,0.067
2012/11/19,0.014
2012/11/20,0.01
2012/11/21,0.021
2012/11/22,0.086
2012/11/23,0.086
2012/11/24,0.031
2012/11/25,0.096
2012/11/26,0.095
2012/11/27,0.691
2012/11/28,0.632
2012/11/29,0.423
2012/11/30,0.099
2012/12/01,0.079
2012/12/02,0.245
2012/12/03,0.171
2012/12/04,0.509
2012/12/05,0.429
2012/12/06,0.098
2012/12/07,0.137
2012/12/08,0.147
2012/12/09,0.02
2012/12/10,0.096
2012/12/11,0.09
2012/12/12,0.016
2012/12/13,0.462
2012/12/14,0.405
2012/12/15,0.442
2012/12/16,0.299
2012/12/17,0.146
2012/12/18,0.261
2012/12/19,0.269
2012/12/20,0.239
2012/12/21,0.175
2012/12/22,0.097
2012/12/23,0.117
2012/12/24,0.188
2012/12/25,0.227
2012/12/26,0.087
2012/12/27,0.178
2012/12/28,0.154
2012/12/29,0.094
2012/12/30,0.046
2012/12/31,0.204
2013/01/01,0.206
2013/01/02,0.2
2013/01/03,0.25
2013/01/04,0.135
2013/01/05,0.095
2013/01/06,0.095
2013/01/07,0.088
2013/01/08,0.105
2013/01/09,0.128
2013/01/10,2.859
2013/01/11,2.662
2013/01/12,2.557
2013/01/13,0.243
2013/01/14,0.279
2013/01/15,0.242
2013/01/16,0.298
2013/01/17,0.204
2013/01/18,0.105
2013/01/19,0.333
2013/01/20,0.513
2013/01/21,0.646
2013/01/22,0.1
2013/01/23,0.462
2013/01/24,0.391
2013/01/25,0.23
2013/01/26,0.084
2013/01/27,0.044
2013/01/28,0.072
2013/01/29,0.08
2013/01/30,0.287
2013/01/31,0.288
2013/02/01,0.439
2013/02/02,0.748
2013/02/03,0.652
2013/02/04,0.753
2013/02/05,0.09
2013/02/06,0.177
2013/02/07,0.307
2013/02/08,0.371
2013/02/09,0.04
2013/02/10,0.152
2013/02/11,0.116
2013/02/12,0.219
2013/02/13,0.133
2013/02/14,0.198
2013/02/15,0.137
2013/02/16,0.166
2013/02/17,0.235
2013/02/18,0.1
2013/02/19,0.141
2013/02/20,0.108
2013/02/21,0.124
2013/02/22,0.176
2013/02/23,0.074
2013/02/24,0.083
2013/02/25,0.132
2013/02/26,0.178
2013/02/27,0.199
2013/02/28,0.263
2013/03/01,0.524
2013/03/02,0.331
2013/03/03,0.536
2013/03/04,0.236
2013/03/05,0.294
2013/03/06,2.429
2013/03/07,2.28
2013/03/08,2.428
2013/03/09,0.304
2013/03/10,0.122
2013/03/11,0.106
2013/03/12,0.645
2013/03/13,0.644
2013/03/14,0.669
2013/03/15,0.268
2013/03/16,0.636
2013/03/17,0.789
2013/03/18,0.154
2013/03/19,0.5
2013/03/20,0.438
2013/03/21,0.412
2013/03/22,0.386
2013/03/23,0.22
2013/03/24,0.265
2013/03/25,0.306
2013/03/26,0.331
2013/03/27,0.565
2013/03/28,0.528
2013/03/29,0.429
2013/03/30,0.116
2013/03/31,0.332
2013/04/01,0.494
2013/04/02,0.385
2013/04/03,0.604
2013/04/04,0.499
2013/04/05,0.43
2013/04/06,0.817
2013/04/07,0.41
2013/04/08,0.295
2013/04/09,0.158
2013/04/10,0.192
2013/04/11,0.37
2013/04/12,0.237
2013/04/13,0.495
2013/04/14,0.363
2013/04/15,0.675
2013/04/16,0.514
2013/04/17,0.631
2013/04/18,0.678
2013/04/19,0.6
2013/04/20,0.402
2013/04/21,0.693
2013/04/22,0.426
2013/04/23,0.577
2013/04/24,0.271
2013/04/25,0.108
2013/04/26,0.497
2013/04/27,0.382
2013/04/28,0.261
2013/04/29,0.293
2013/04/30,0.395
2013/05/01,0.151
2013/05/02,0.397
2013/05/03,0.387
2013/05/04,0.335
2013/05/05,0.355
2013/05/06,0.318
2013/05/07,0.313
2013/05/08,0.145
2013/05/09,0.404
2013/05/10,0.28
2013/05/11,0.2
2013/05/12,0.132
2013/05/13,0.009
2013/05/14,0.132
2013/05/15,0.296
2013/05/16,0.479
2013/05/17,0.565
2013/05/18,0.836
2013/05/19,0.251
2013/05/20,0.228
2013/05/21,0.118
2013/05/22,0.092
2013/05/23,0.054
2013/05/24,0.134
2013/05/25,0.141
2013/05/26,0.344
2013/05/27,0.33
2013/05/28,0.492
2013/05/29,0.22
2013/05/30,0.261
2013/05/31,0.183
2013/06/01,0.252
2013/06/02,0.218
2013/06/03,0.269
2013/06/04,0.102
2013/06/05,0.237
2013/06/06,0.328
2013/06/07,0.341
2013/06/08,0.086
2013/06/09,0.09
2013/06/10,0.182
2013/06/11,0.215
2013/06/12,0.229
2013/06/13,0.188
2013/06/14,0.059
2013/06/15,0.094
2013/06/16,0.107
2013/06/17,0.284
2013/06/18,0.348
2013/06/19,0.07
2013/06/20,0.667
2013/06/21,0.695
2013/06/22,0.645
2013/06/23,0.374
2013/06/24,0.374
2013/06/25,0.206
2013/06/26,0.15
2013/06/27,0.156
2013/06/28,0.323
2013/06/29,0.465
2013/06/30,0.46
2013/07/01,0.157
2013/07/02,0.255
2013/07/03,0.295
2013/07/04,0.32
2013/07/05,0.109
2013/07/06,0.108
2013/07/07,0.259
2013/07/08,0.25
2013/07/09,0.305
2013/07/10,0.173
2013/07/11,0.229
2013/07/12,0.246
2013/07/13,0.049
2013/07/14,0.278
2013/07/15,0.296
2013/07/16,0.314
2013/07/17,0.268
2013/07/18,0.164
2013/07/19,0.352
2013/07/20,0.405
2013/07/21,0
2013/07/22,0.28
2013/07/23,0.245
2013/07/24,0.236
2013/07/25,0.283
2013/07/26,0.388
2013/07/27,0.347
2013/07/28,0.177
2013/07/29,0.123
2013/07/30,0.161
2013/07/31,0.298
2013/08/01,0.221
2013/08/02,0.349
2013/08/03,0.235
2013/08/04,0.085
2013/08/05,0.096
2013/08/06,0.234
2013/08/07,0.238
2013/08/08,0.232
2013/08/09,0.238
2013/08/10,0.343
2013/08/11,0.294
2013/08/12,0.115
2013/08/13,0.153
2013/08/14,0.481
2013/08/15,0.673
2013/08/16,0.376
2013/08/17,0.709
2013/08/18,0.417
2013/08/19,0.404
2013/08/20,0.307
2013/08/21,0.385
2013/08/22,0.058
2013/08/23,0.05
2013/08/24,0.094
2013/08/25,0.158
2013/08/26,0.304
2013/08/27,0.153
2013/08/28,4.332
2013/08/29,4.533
2013/08/30,4.569
2013/08/31,0.271
2013/09/01,0.338
2013/09/02,0.362
2013/09/03,0.349
2013/09/04,0.214
2013/09/05,0.071
2013/09/06,0.058
2013/09/07,0.048
2013/09/08,0.05
2013/09/09,0.065
2013/09/10,0.106
2013/09/11,0.122
2013/09/12,0.099
2013/09/13,0.134
2013/09/14,0.17
2013/09/15,0.208
2013/09/16,0.573
2013/09/17,5.214
2013/09/18,4.456
2013/09/19,3.928
2013/09/20,1.674
2013/09/21,1.272
2013/09/22,0.039
2013/09/23,0.199
2013/09/24,0.196
2013/09/25,0.151
2013/09/26,0.078
2013/09/27,1.127
2013/09/28,1.134
2013/09/29,1.162
2013/09/30,0.034
2013/10/01,0.203
2013/10/02,0.191
2013/10/03,0.094
2013/10/04,0.234
2013/10/05,0.216
2013/10/06,0.079
2013/10/07,0.344
2013/10/08,0.369
2013/10/09,0.335
2013/10/10,0.223
2013/10/11,0.162
2013/10/12,0.129
2013/10/13,0.089
2013/10/14,0.059
2013/10/15,0.054
2013/10/16,0.319
2013/10/17,0.273
2013/10/18,0.085
2013/10/19,0.184
2013/10/20,0.186
2013/10/21,0.114
2013/10/22,0.119
2013/10/23,0.126
2013/10/24,0.213
2013/10/25,0.094
2013/10/26,0.135
2013/10/27,0.44
2013/10/28,0.509
2013/10/29,0.483
2013/10/30,0.204
2013/10/31,0.256
2013/11/01,0.086
2013/11/02,0.168
2013/11/03,0.313
2013/11/04,0.489
2013/11/05,0.207
2013/11/06,2.256
2013/11/07,2.243
2013/11/08,0.34
2013/11/09,1.703
2013/11/10,1.749
2013/11/11,0.355
2013/11/12,0.731
2013/11/13,0.778
2013/11/14,0.082
2013/11/15,0.109
2013/11/16,0.172
2013/11/17,0.1
2013/11/18,0.348
2013/11/19,0.356
2013/11/20,0.136
2013/11/21,0.136
2013/11/22,0.135
2013/11/23,0.181
2013/11/24,0.102
2013/11/25,0.062
2013/11/26,0.188
2013/11/27,0.209
2013/11/28,0.056
2013/11/29,0.084
2013/11/30,0.181
2013/12/01,0.178
2013/12/02,0.117
2013/12/03,0.126
2013/12/04,0.101
2013/12/05,0.1
2013/12/06,0.135
2013/12/07,0.326
2013/12/08,0.451
2013/12/09,0.447
2013/12/10,0.135
2013/12/11,0.048
2013/12/12,0.061
2013/12/13,0.068
2013/12/14,0.093
2013/12/15,0.087
2013/12/16,0.054
2013/12/17,0.044
2013/12/18,0.065
2013/12/19,0.074
2013/12/20,0.074
2013/12/21,0.062
2013/12/22,0.077
2013/12/23,0.031
2013/12/24,0.012
2013/12/25,0.019
2013/12/26,0.015
2013/12/27,0.032
2013/12/28,0.037
2013/12/29,0.065
2013/12/30,0.061
2013/12/31,0.09
2014/01/01,0.073
2014/01/02,0.194
2014/01/03,0.191
2014/01/04,0.062
2014/01/05,0.054
2014/01/06,0.3
2014/01/07,0.299
2014/01/08,0.297
2014/01/09,0.084
2014/01/10,0.037
2014/01/11,0.028
2014/01/12,0.035
2014/01/13,0.05
2014/01/14,0.14
2014/01/15,0.095
2014/01/16,0.093
2014/01/17,0.086
2014/01/18,0.091
2014/01/19,0.1
