Date,price7momUSD
2010/10/23,0.006
2010/10/24,0.01
2010/10/25,0.008
2010/10/26,0.043
2010/10/27,0.07
2010/10/28,0.077
2010/10/29,0.08
2010/10/30,0.086
2010/10/31,0.082
2010/11/01,0.083
2010/11/02,0.051
2010/11/03,0.024
2010/11/04,0.036
2010/11/05,0.05
2010/11/06,0.133
2010/11/07,0.212
2010/11/08,0.1
2010/11/09,0.044
2010/11/10,0.032
2010/11/11,0.012
2010/11/12,0.013
2010/11/13,-0.044
2010/11/14,-0.127
2010/11/15,-0.021
2010/11/16,0.009
2010/11/17,0.001
2010/11/18,0.018
2010/11/19,0.026
2010/11/20,0
2010/11/21,-0.001
2010/11/22,0.007
2010/11/23,0.037
2010/11/24,0.057
2010/11/25,0.036
2010/11/26,0.008
2010/11/27,0.002
2010/11/28,0
2010/11/29,-0.026
2010/11/30,-0.064
2010/12/01,-0.064
2010/12/02,-0.04
2010/12/03,-0.031
2010/12/04,-0.054
2010/12/05,-0.071
2010/12/06,-0.04
2010/12/07,-0.006
2010/12/08,0.021
2010/12/09,-0.028
2010/12/10,-0.049
2010/12/11,-0.014
2010/12/12,0.009
2010/12/13,0.005
2010/12/14,0.024
2010/12/15,0.003
2010/12/16,0.031
2010/12/17,0.042
2010/12/18,0.029
2010/12/19,0.03
2010/12/20,0.034
2010/12/21,0.012
2010/12/22,0.005
2010/12/23,0.005
2010/12/24,0.004
2010/12/25,0.004
2010/12/26,0.013
2010/12/27,0.004
2010/12/28,0.022
2010/12/29,0.038
2010/12/30,0.046
2010/12/31,0.051
2011/01/01,0.047
2011/01/02,0.04
2011/01/03,0.034
2011/01/04,0.025
2011/01/05,0.009
2011/01/06,0.003
2011/01/07,0.009
2011/01/08,0.02
2011/01/09,0.026
2011/01/10,0.032
2011/01/11,0.029
2011/01/12,0.028
2011/01/13,0.02
2011/01/14,0.05
2011/01/15,0.077
2011/01/16,0.07
2011/01/17,0.043
2011/01/18,0.005
2011/01/19,-0.01
2011/01/20,0.033
2011/01/21,0.046
2011/01/22,0.034
2011/01/23,0.05
2011/01/24,0.063
2011/01/25,0.084
2011/01/26,0.101
2011/01/27,0.064
2011/01/28,0.029
2011/01/29,0.015
2011/01/30,0.019
2011/01/31,0.069
2011/02/01,0.211
2011/02/02,0.299
2011/02/03,0.291
2011/02/04,0.331
2011/02/05,0.437
2011/02/06,0.447
2011/02/07,0.395
2011/02/08,0.278
2011/02/09,0.284
2011/02/10,0.324
2011/02/11,0.26
2011/02/12,0.165
2011/02/13,0.141
2011/02/14,0.16
2011/02/15,0.148
2011/02/16,0.05
2011/02/17,0.012
2011/02/18,-0.06
2011/02/19,-0.152
2011/02/20,-0.151
2011/02/21,-0.222
2011/02/22,-0.192
2011/02/23,-0.143
2011/02/24,-0.074
2011/02/25,-0.024
2011/02/26,0.041
2011/02/27,0.025
2011/02/28,0.042
2011/03/01,0.03
2011/03/02,0.025
2011/03/03,-0.042
2011/03/04,-0.035
2011/03/05,-0.024
2011/03/06,-0.019
2011/03/07,0.002
2011/03/08,-0.013
2011/03/09,-0.072
2011/03/10,-0.027
2011/03/11,-0.02
2011/03/12,-0.011
2011/03/13,-0.009
2011/03/14,0.016
2011/03/15,0.005
2011/03/16,0.005
2011/03/17,-0.063
2011/03/18,-0.052
2011/03/19,-0.128
2011/03/20,-0.143
2011/03/21,-0.133
2011/03/22,-0.098
2011/03/23,-0.033
2011/03/24,0.014
2011/03/25,0.042
2011/03/26,0.099
2011/03/27,0.072
2011/03/28,0.049
2011/03/29,0.012
2011/03/30,-0.039
2011/03/31,-0.062
2011/04/01,-0.101
2011/04/02,-0.091
2011/04/03,-0.044
2011/04/04,-0.081
2011/04/05,-0.096
2011/04/06,-0.047
2011/04/07,-0.036
2011/04/08,-0.023
2011/04/09,-0.038
2011/04/10,-0.037
2011/04/11,0.025
2011/04/12,0.119
2011/04/13,0.147
2011/04/14,0.219
2011/04/15,0.243
2011/04/16,0.277
2011/04/17,0.337
2011/04/18,0.397
2011/04/19,0.36
2011/04/20,0.27
2011/04/21,0.207
2011/04/22,0.315
2011/04/23,0.529
2011/04/24,0.635
2011/04/25,0.445
2011/04/26,0.507
2011/04/27,0.679
2011/04/28,0.87
2011/04/29,1.236
2011/04/30,1.669
2011/05/01,1.551
2011/05/02,1.554
2011/05/03,1.618
2011/05/04,1.6
2011/05/05,1.321
2011/05/06,0.847
2011/05/07,0.331
2011/05/08,0.487
2011/05/09,0.685
2011/05/10,1.505
2011/05/11,2.209
2011/05/12,2.528
2011/05/13,3.867
2011/05/14,4.113
2011/05/15,3.241
2011/05/16,3.677
2011/05/17,2.81
2011/05/18,1.386
2011/05/19,0.861
2011/05/20,-1.061
2011/05/21,-1.699
2011/05/22,-0.58
2011/05/23,-0.592
2011/05/24,-0.335
2011/05/25,0.909
2011/05/26,1.768
2011/05/27,2.402
2011/05/28,2.465
2011/05/29,1.935
2011/05/30,1.704
2011/05/31,1.486
2011/06/01,1.211
2011/06/02,1.576
2011/06/03,3.845
2011/06/04,8.075
2011/06/05,9.483
2011/06/06,9.001
2011/06/07,12.321
2011/06/08,17.644
2011/06/09,19.314
2011/06/10,13.989
2011/06/11,2.8
2011/06/12,-1.185
2011/06/13,1.569
2011/06/14,-1.552
2011/06/15,-7.415
2011/06/16,-11.164
2011/06/17,-10.094
2011/06/18,-2.855
2011/06/19,0.532
2011/06/20,-2.194
2011/06/21,-2.54
2011/06/22,-2.385
2011/06/23,-1.25
2011/06/24,0.66
2011/06/25,0.555
2011/06/26,-0.2
2011/06/27,-0.4
2011/06/28,-0.15
2011/06/29,-0.1
2011/06/30,-0.527
2011/07/01,-1.264
2011/07/02,-1.615
2011/07/03,-1.56
2011/07/04,-1.95
2011/07/05,-3.457
2011/07/06,-3.046
2011/07/07,-1.736
2011/07/08,-1.191
2011/07/09,-1.038
2011/07/10,-0.783
2011/07/11,-0.096
2011/07/12,0.717
2011/07/13,0.136
2011/07/14,-0.752
2011/07/15,-0.64
2011/07/16,-0.582
2011/07/17,-1.198
2011/07/18,-1.235
2011/07/19,-0.449
2011/07/20,-0.203
2011/07/21,-0.32
2011/07/22,-0.252
2011/07/23,-0.075
2011/07/24,0.396
2011/07/25,0.694
2011/07/26,0.296
2011/07/27,0.124
2011/07/28,0.026
2011/07/29,-0.158
2011/07/30,-0.174
2011/07/31,-0.392
2011/08/01,-0.791
2011/08/02,-1.383
2011/08/03,-3.256
2011/08/04,-3.672
2011/08/05,-3.239
2011/08/06,-5.371
2011/08/07,-6.226
2011/08/08,-5.372
2011/08/09,-3.678
2011/08/10,-0.68
2011/08/11,-0.243
2011/08/12,-0.794
2011/08/13,1.655
2011/08/14,3.245
2011/08/15,3.121
2011/08/16,2.164
2011/08/17,0.96
2011/08/18,1.129
2011/08/19,1.778
2011/08/20,1.754
2011/08/21,0.919
2011/08/22,0.132
2011/08/23,-0.135
2011/08/24,-0.039
2011/08/25,-0.65
2011/08/26,-2.322
2011/08/27,-3.17
2011/08/28,-2.552
2011/08/29,-2.084
2011/08/30,-2.044
2011/08/31,-2.401
2011/09/01,-2.049
2011/09/02,-0.474
2011/09/03,0.155
2011/09/04,-0.51
2011/09/05,-1.158
2011/09/06,-1.643
2011/09/07,-1.47
2011/09/08,-1.341
2011/09/09,-2.664
2011/09/10,-3.643
2011/09/11,-3.001
2011/09/12,-1.852
2011/09/13,-1.312
2011/09/14,-1.305
2011/09/15,-1.634
2011/09/16,-0.95
2011/09/17,-0.102
2011/09/18,-0.339
2011/09/19,-0.678
2011/09/20,-0.138
2011/09/21,0.155
2011/09/22,0.306
2011/09/23,0.657
2011/09/24,0.712
2011/09/25,0.395
2011/09/26,-0.231
2011/09/27,-0.894
2011/09/28,-1.031
2011/09/29,-0.756
2011/09/30,-0.539
2011/10/01,-0.407
2011/10/02,-0.345
2011/10/03,-0.074
2011/10/04,0.099
2011/10/05,0.071
2011/10/06,0.023
2011/10/07,-0.439
2011/10/08,-0.945
2011/10/09,-0.974
2011/10/10,-0.926
2011/10/11,-0.996
2011/10/12,-0.875
2011/10/13,-0.699
2011/10/14,-0.488
2011/10/15,-0.24
2011/10/16,-0.355
2011/10/17,-1.041
2011/10/18,-1.516
2011/10/19,-1.695
2011/10/20,-1.804
2011/10/21,-1.562
2011/10/22,-1.04
2011/10/23,-0.576
2011/10/24,-0.223
2011/10/25,0.167
2011/10/26,0.419
2011/10/27,0.607
2011/10/28,0.655
2011/10/29,0.501
2011/10/30,0.302
2011/10/31,0.426
2011/11/01,0.556
2011/11/02,0.439
2011/11/03,0.296
2011/11/04,0.024
2011/11/05,-0.336
2011/11/06,-0.461
2011/11/07,-0.279
2011/11/08,-0.182
2011/11/09,-0.192
2011/11/10,-0.293
2011/11/11,-0.179
2011/11/12,0.009
2011/11/13,0.049
2011/11/14,-0.375
2011/11/15,-0.747
2011/11/16,-0.565
2011/11/17,-0.5
2011/11/18,-0.802
2011/11/19,-0.941
2011/11/20,-0.814
2011/11/21,-0.362
2011/11/22,0.034
2011/11/23,-0.115
2011/11/24,-0.03
2011/11/25,0.314
2011/11/26,0.361
2011/11/27,0.275
2011/11/28,0.269
2011/11/29,0.342
2011/11/30,0.528
2011/12/01,0.648
2011/12/02,0.614
2011/12/03,0.488
2011/12/04,0.336
2011/12/05,0.339
2011/12/06,0.305
2011/12/07,0.15
2011/12/08,-0.042
2011/12/09,-0.111
2011/12/10,0.053
2011/12/11,0.345
2011/12/12,0.339
2011/12/13,0.257
2011/12/14,0.18
2011/12/15,0.184
2011/12/16,0.223
2011/12/17,0.19
2011/12/18,0.032
2011/12/19,0.164
2011/12/20,0.524
2011/12/21,0.716
2011/12/22,0.713
2011/12/23,0.72
2011/12/24,0.743
2011/12/25,0.895
2011/12/26,0.765
2011/12/27,0.311
2011/12/28,0.223
2011/12/29,0.3
2011/12/30,0.289
2011/12/31,0.542
2012/01/01,0.901
2012/01/02,1.118
2012/01/03,1.002
2012/01/04,1.1
2012/01/05,2.078
2012/01/06,2.615
2012/01/07,2.268
2012/01/08,1.966
2012/01/09,1.466
2012/01/10,1.296
2012/01/11,1.447
2012/01/12,0.589
2012/01/13,-0.227
2012/01/14,-0.168
2012/01/15,-0.074
2012/01/16,0.137
2012/01/17,-0.21
2012/01/18,-0.939
2012/01/19,-0.71
2012/01/20,-0.174
2012/01/21,-0.246
2012/01/22,-0.629
2012/01/23,-0.509
2012/01/24,0.189
2012/01/25,0.285
2012/01/26,-0.57
2012/01/27,-1.105
2012/01/28,-0.88
2012/01/29,-0.744
2012/01/30,-0.898
2012/01/31,-0.836
2012/02/01,-0.215
2012/02/02,0.511
2012/02/03,0.714
2012/02/04,0.457
2012/02/05,0.278
2012/02/06,0.121
2012/02/07,0.099
2012/02/08,-0.16
2012/02/09,-0.366
2012/02/10,-0.158
2012/02/11,-0.163
2012/02/12,-0.209
2012/02/13,-0.169
2012/02/14,-0.725
2012/02/15,-1.251
2012/02/16,-1.425
2012/02/17,-1.545
2012/02/18,-1.451
2012/02/19,-1.268
2012/02/20,-1.026
2012/02/21,-0.536
2012/02/22,-0.045
2012/02/23,0.445
2012/02/24,0.696
2012/02/25,0.599
2012/02/26,0.543
2012/02/27,0.578
2012/02/28,0.584
2012/02/29,0.515
2012/03/01,0.156
2012/03/02,-0.209
2012/03/03,-0.23
2012/03/04,-0.13
2012/03/05,-0.037
2012/03/06,0.08
2012/03/07,0.1
2012/03/08,0.043
2012/03/09,0.083
2012/03/10,0.177
2012/03/11,0.154
2012/03/12,-0.003
2012/03/13,0.091
2012/03/14,0.367
2012/03/15,0.426
2012/03/16,0.45
2012/03/17,0.433
2012/03/18,0.376
2012/03/19,0.075
2012/03/20,-0.325
2012/03/21,-0.505
2012/03/22,-0.61
2012/03/23,-0.635
2012/03/24,-0.599
2012/03/25,-0.635
2012/03/26,-0.39
2012/03/27,-0.037
2012/03/28,-0.02
2012/03/29,0.035
2012/03/30,0.124
2012/03/31,0.197
2012/04/01,0.237
2012/04/02,0.293
2012/04/03,0.245
2012/04/04,0.124
2012/04/05,0.137
2012/04/06,0.1
2012/04/07,-0.06
2012/04/08,-0.11
2012/04/09,-0.047
2012/04/10,-0.109
2012/04/11,-0.048
2012/04/12,0.002
2012/04/13,-0.019
2012/04/14,0.131
2012/04/15,0.224
2012/04/16,0.12
2012/04/17,0.113
2012/04/18,0.165
2012/04/19,0.204
2012/04/20,0.328
2012/04/21,0.379
2012/04/22,0.267
2012/04/23,0.132
2012/04/24,0.062
2012/04/25,0.069
2012/04/26,-0.013
2012/04/27,-0.14
2012/04/28,-0.289
2012/04/29,-0.29
2012/04/30,-0.151
2012/05/01,-0.055
2012/05/02,-0.079
2012/05/03,-0.011
2012/05/04,-0.015
2012/05/05,0.032
2012/05/06,0.122
2012/05/07,0.124
2012/05/08,0.094
2012/05/09,0.01
2012/05/10,-0.149
2012/05/11,-0.183
2012/05/12,-0.124
2012/05/13,-0.124
2012/05/14,-0.077
2012/05/15,-0.04
2012/05/16,0.017
2012/05/17,0.139
2012/05/18,0.204
2012/05/19,0.164
2012/05/20,0.164
2012/05/21,0.121
2012/05/22,0.07
2012/05/23,0.056
2012/05/24,0.035
2012/05/25,0.023
2012/05/26,-0.003
2012/05/27,0.017
2012/05/28,0.033
2012/05/29,0.046
2012/05/30,0.023
2012/05/31,0.028
2012/06/01,0.105
2012/06/02,0.152
2012/06/03,0.106
2012/06/04,0.11
2012/06/05,0.208
2012/06/06,0.308
2012/06/07,0.372
2012/06/08,0.374
2012/06/09,0.335
2012/06/10,0.288
2012/06/11,0.279
2012/06/12,0.295
2012/06/13,0.379
2012/06/14,0.412
2012/06/15,0.615
2012/06/16,0.854
2012/06/17,0.792
2012/06/18,0.733
2012/06/19,0.757
2012/06/20,0.755
2012/06/21,0.734
2012/06/22,0.387
2012/06/23,0.038
2012/06/24,0.083
2012/06/25,0.072
2012/06/26,-0.03
2012/06/27,-0.032
2012/06/28,-0.049
2012/06/29,0.014
2012/06/30,0.182
2012/07/01,0.27
2012/07/02,0.353
2012/07/03,0.23
2012/07/04,-0.073
2012/07/05,-0.036
2012/07/06,0.031
2012/07/07,0.061
2012/07/08,0.121
2012/07/09,0.226
2012/07/10,0.506
2012/07/11,0.695
2012/07/12,0.877
2012/07/13,1.017
2012/07/14,0.84
2012/07/15,0.801
2012/07/16,1.185
2012/07/17,1.539
2012/07/18,1.78
2012/07/19,1.523
2012/07/20,1.019
2012/07/21,1.131
2012/07/22,1.052
2012/07/23,0.348
2012/07/24,-0.127
2012/07/25,-0.28
2012/07/26,-0.14
2012/07/27,0.205
2012/07/28,0.192
2012/07/29,0.165
2012/07/30,0.465
2012/07/31,0.692
2012/08/01,0.776
2012/08/02,1.192
2012/08/03,1.897
2012/08/04,2.088
2012/08/05,2.128
2012/08/06,1.958
2012/08/07,1.791
2012/08/08,1.628
2012/08/09,1.038
2012/08/10,0.496
2012/08/11,0.523
2012/08/12,0.64
2012/08/13,0.968
2012/08/14,1.109
2012/08/15,1.642
2012/08/16,2.295
2012/08/17,1.219
2012/08/18,0.205
2012/08/19,-1.777
2012/08/20,-2.781
2012/08/21,-2.126
2012/08/22,-2.859
2012/08/23,-3.465
2012/08/24,-2.162
2012/08/25,-1.148
2012/08/26,0.815
2012/08/27,1.72
2012/08/28,0.962
2012/08/29,1.063
2012/08/30,0.872
2012/08/31,0.119
2012/09/01,-0.504
2012/09/02,-0.503
2012/09/03,-0.4
2012/09/04,-0.493
2012/09/05,-0.231
2012/09/06,0.308
2012/09/07,0.63
2012/09/08,1.01
2012/09/09,0.933
2012/09/10,0.725
2012/09/11,0.784
2012/09/12,0.656
2012/09/13,0.223
2012/09/14,0.471
2012/09/15,0.683
2012/09/16,0.775
2012/09/17,0.785
2012/09/18,0.85
2012/09/19,1.054
2012/09/20,1.122
2012/09/21,0.814
2012/09/22,0.505
2012/09/23,0.406
2012/09/24,0.245
2012/09/25,0.057
2012/09/26,-0.169
2012/09/27,-0.097
2012/09/28,-0.053
2012/09/29,0.151
2012/09/30,0.166
2012/10/01,0.25
2012/10/02,0.486
2012/10/03,0.632
2012/10/04,0.527
2012/10/05,0.42
2012/10/06,0.241
2012/10/07,-0.229
2012/10/08,-0.536
2012/10/09,-0.818
2012/10/10,-0.857
2012/10/11,-0.787
2012/10/12,-0.691
2012/10/13,-0.717
2012/10/14,-0.353
2012/10/15,-0.131
2012/10/16,0.027
2012/10/17,-0.19
2012/10/18,-0.205
2012/10/19,-0.221
2012/10/20,-0.19
2012/10/21,-0.114
2012/10/22,-0.037
2012/10/23,-0.147
2012/10/24,-0.167
2012/10/25,-0.619
2012/10/26,-1.325
2012/10/27,-1.524
2012/10/28,-1.205
2012/10/29,-1.021
2012/10/30,-0.958
2012/10/31,-0.609
2012/11/01,-0.381
2012/11/02,0.007
2012/11/03,0.34
2012/11/04,0.245
2012/11/05,0.124
2012/11/06,0.075
2012/11/07,-0.132
2012/11/08,0.047
2012/11/09,0.353
2012/11/10,0.297
2012/11/11,0.154
2012/11/12,0.15
2012/11/13,0.166
2012/11/14,0.066
2012/11/15,0.171
2012/11/16,0.603
2012/11/17,0.916
2012/11/18,0.841
2012/11/19,0.808
2012/11/20,0.733
2012/11/21,0.76
2012/11/22,0.993
2012/11/23,0.882
2012/11/24,0.63
2012/11/25,0.727
2012/11/26,0.631
2012/11/27,0.51
2012/11/28,0.539
2012/11/29,0.313
2012/11/30,0.195
2012/12/01,0.165
2012/12/02,0.089
2012/12/03,0.227
2012/12/04,0.807
2012/12/05,1.116
2012/12/06,0.901
2012/12/07,0.847
2012/12/08,0.896
2012/12/09,0.868
2012/12/10,0.82
2012/12/11,0.498
2012/12/12,0.294
2012/12/13,0.4
2012/12/14,0.254
2012/12/15,0.085
2012/12/16,-0.009
2012/12/17,-0.136
2012/12/18,-0.254
2012/12/19,-0.235
2012/12/20,-0.122
2012/12/21,-0.113
2012/12/22,-0.109
2012/12/23,-0.003
2012/12/24,0.101
2012/12/25,0.11
2012/12/26,-0.04
2012/12/27,-0.135
2012/12/28,-0.109
2012/12/29,0.014
2012/12/30,0.039
2012/12/31,0.074
2013/01/01,0.022
2013/01/02,-0.208
2013/01/03,-0.231
2013/01/04,-0.212
2013/01/05,-0.277
2013/01/06,-0.309
2013/01/07,-0.289
2013/01/08,-0.001
2013/01/09,0.401
2013/01/10,0.539
2013/01/11,0.769
2013/01/12,0.808
2013/01/13,0.799
2013/01/14,0.82
2013/01/15,0.561
2013/01/16,0.596
2013/01/17,1.104
2013/01/18,1.314
2013/01/19,1.318
2013/01/20,1.413
2013/01/21,1.841
2013/01/22,2.675
2013/01/23,2.824
2013/01/24,2.082
2013/01/25,1.522
2013/01/26,1.867
2013/01/27,1.949
2013/01/28,1.89
2013/01/29,1.897
2013/01/30,1.952
2013/01/31,2.78
2013/02/01,3.394
2013/02/02,2.859
2013/02/03,2.735
2013/02/04,2.402
2013/02/05,1.574
2013/02/06,1.5
2013/02/07,1.5
2013/02/08,1.775
2013/02/09,2.77
2013/02/10,3.241
2013/02/11,3.589
2013/02/12,3.993
2013/02/13,3.777
2013/02/14,3.946
2013/02/15,4.37
2013/02/16,3.748
2013/02/17,3.283
2013/02/18,2.82
2013/02/19,3.587
2013/02/20,4.689
2013/02/21,4.115
2013/02/22,2.891
2013/02/23,2.466
2013/02/24,2.226
2013/02/25,2.274
2013/02/26,1.447
2013/02/27,0.908
2013/02/28,2.086
2013/03/01,3.981
2013/03/02,4.108
2013/03/03,3.687
2013/03/04,4.553
2013/03/05,7.485
2013/03/06,9.141
2013/03/07,8.624
2013/03/08,8.054
2013/03/09,10.042
2013/03/10,11.96
2013/03/11,11.767
2013/03/12,7.481
2013/03/13,3.796
2013/03/14,3.313
2013/03/15,2.306
2013/03/16,0.998
2013/03/17,-0.487
2013/03/18,1.139
2013/03/19,7.273
2013/03/20,14.966
2013/03/21,20.686
2013/03/22,22.143
2013/03/23,19.457
2013/03/24,20.839
2013/03/25,22.885
2013/03/26,20.322
2013/03/27,21.485
2013/03/28,21.762
2013/03/29,20.851
2013/03/30,23.838
2013/03/31,24.28
2013/04/01,25.57
2013/04/02,36.045
2013/04/03,40.765
2013/04/04,37.81
2013/04/05,42.073
2013/04/06,46.659
2013/04/07,53.03
2013/04/08,68.845
2013/04/09,87.647
2013/04/10,58.497
2013/04/11,-8.561
2013/04/12,-36.218
2013/04/13,-35.678
2013/04/14,-50.231
2013/04/15,-76.453
2013/04/16,-120.354
2013/04/17,-100.765
2013/04/18,-20.321
2013/04/19,14.254
2013/04/20,16.045
2013/04/21,22.445
2013/04/22,26.427
2013/04/23,45.737
2013/04/24,57.066
2013/04/25,45.061
2013/04/26,26.244
2013/04/27,11.836
2013/04/28,9.75
2013/04/29,17.025
2013/04/30,13.684
2013/05/01,-10.138
2013/05/02,-28.691
2013/05/03,-30.25
2013/05/04,-21.276
2013/05/05,-10.581
2013/05/06,-17.555
2013/05/07,-24.089
2013/05/08,-15.067
2013/05/09,-2.629
2013/05/10,7.845
2013/05/11,7.463
2013/05/12,-1.726
2013/05/13,-0.764
2013/05/14,-1.74
2013/05/15,-5.019
2013/05/16,-1.42
2013/05/17,-0.048
2013/05/18,0.312
2013/05/19,1.167
2013/05/20,0.959
2013/05/21,6.645
2013/05/22,12.11
2013/05/23,11.696
2013/05/24,14.113
2013/05/25,14.909
2013/05/26,15.845
2013/05/27,15.155
2013/05/28,10.445
2013/05/29,9.745
2013/05/30,8.548
2013/05/31,1.819
2013/06/01,-0.816
2013/06/02,-4.615
2013/06/03,-8.022
2013/06/04,-6.04
2013/06/05,-6.334
2013/06/06,-7.856
2013/06/07,-11.409
2013/06/08,-16.323
2013/06/09,-18.2
2013/06/10,-16.273
2013/06/11,-13.13
2013/06/12,-12.045
2013/06/13,-12.443
2013/06/14,-12.159
2013/06/15,-10.335
2013/06/16,-5.58
2013/06/17,-3.214
2013/06/18,-2.893
2013/06/19,-2.946
2013/06/20,-1.119
2013/06/21,3.217
2013/06/22,3.421
2013/06/23,1.324
2013/06/24,-2.368
2013/06/25,-6.415
2013/06/26,-7.104
2013/06/27,-9.226
2013/06/28,-13.83
2013/06/29,-14.388
2013/06/30,-11.85
2013/07/01,-12.87
2013/07/02,-14.043
2013/07/03,-16.576
2013/07/04,-18.138
2013/07/05,-19.225
2013/07/06,-23.282
2013/07/07,-20.078
2013/07/08,-12.058
2013/07/09,-10.71
2013/07/10,-5.435
2013/07/11,3.038
2013/07/12,11.982
2013/07/13,22.095
2013/07/14,18.405
2013/07/15,15.746
2013/07/16,17.431
2013/07/17,12.786
2013/07/18,4.984
2013/07/19,-1.161
2013/07/20,-4.237
2013/07/21,-4.268
2013/07/22,-5.195
2013/07/23,-4.685
2013/07/24,-2.351
2013/07/25,1.392
2013/07/26,5.355
2013/07/27,4.648
2013/07/28,4.464
2013/07/29,7.14
2013/07/30,7.81
2013/07/31,9.575
2013/08/01,8
2013/08/02,6.302
2013/08/03,6.865
2013/08/04,6.198
2013/08/05,4.219
2013/08/06,3.842
2013/08/07,1.39
2013/08/08,0.056
2013/08/09,-1.316
2013/08/10,-1.99
2013/08/11,-1.513
2013/08/12,-1.471
2013/08/13,-1.954
2013/08/14,-1.097
2013/08/15,1.02
2013/08/16,2.365
2013/08/17,3.414
2013/08/18,3.886
2013/08/19,4.006
2013/08/20,6.163
2013/08/21,8.817
2013/08/22,10.34
2013/08/23,9.571
2013/08/24,9.003
2013/08/25,10.735
2013/08/26,10.699
2013/08/27,10.774
2013/08/28,10.17
2013/08/29,8.493
2013/08/30,12.232
2013/08/31,16.267
2013/09/01,16.991
2013/09/02,16.893
2013/09/03,12.987
2013/09/04,5.466
2013/09/05,1.56
2013/09/06,-3.297
2013/09/07,-7.043
2013/09/08,-8.038
2013/09/09,-7.744
2013/09/10,-4.902
2013/09/11,0.986
2013/09/12,6.325
2013/09/13,9.02
2013/09/14,8.924
2013/09/15,7.08
2013/09/16,5.956
2013/09/17,4.291
2013/09/18,3.303
2013/09/19,-1.143
2013/09/20,-3.062
2013/09/21,-2.839
2013/09/22,-2.159
2013/09/23,-2.514
2013/09/24,-2.941
2013/09/25,-2.896
2013/09/26,0.125
2013/09/27,1.366
2013/09/28,2.092
2013/09/29,1.791
2013/09/30,1.764
2013/10/01,2.064
2013/10/02,-9.363
2013/10/03,-14.147
2013/10/04,-5.342
2013/10/05,-3.89
2013/10/06,-3.957
2013/10/07,-2.645
2013/10/08,-1.759
2013/10/09,10.115
2013/10/10,14.999
2013/10/11,6.8
2013/10/12,4.838
2013/10/13,7.454
2013/10/14,9.711
2013/10/15,13.124
2013/10/16,13.321
2013/10/17,15.201
2013/10/18,19.891
2013/10/19,29.737
2013/10/20,30.507
2013/10/21,34.694
2013/10/22,45.577
2013/10/23,55.212
2013/10/24,46.901
2013/10/25,25.746
2013/10/26,19.084
2013/10/27,21.099
2013/10/28,23.232
2013/10/29,12.818
2013/10/30,4.144
2013/10/31,10.125
2013/11/01,28.401
2013/11/02,26.63
2013/11/03,24.132
2013/11/04,25.764
2013/11/05,38.27
2013/11/06,52.714
2013/11/07,78.295
2013/11/08,100.245
2013/11/09,135.383
2013/11/10,89.332
2013/11/11,100.204
2013/11/12,105.227
2013/11/13,120.749
2013/11/14,126.969
2013/11/15,113.64
2013/11/16,83.361
2013/11/17,161.359
2013/11/18,236.49
2013/11/19,265.257
2013/11/20,125.635
2013/11/21,198.551
2013/11/22,263.361
2013/11/23,320.294
2013/11/24,249.294
2013/11/25,172.596
2013/11/26,194.758
2013/11/27,396.63
2013/11/28,334.994
2013/11/29,306.551
2013/11/30,313.644
2013/12/01,213.026
2013/12/02,194.802
