Date,fee_to_reward3emaUSD
2010/10/30,0
2010/10/31,0
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,0
2010/11/07,0
2010/11/08,0.006
2010/11/09,0.003
2010/11/10,0.002
2010/11/11,0.001
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,0.003
2010/11/16,0.001
2010/11/17,0.001
2010/11/18,0
2010/11/19,0.001
2010/11/20,0.009
2010/11/21,0.012
2010/11/22,0.013
2010/11/23,0.012
2010/11/24,0.007
2010/11/25,0.004
2010/11/26,0.004
2010/11/27,0.002
2010/11/28,0.001
2010/11/29,0.001
2010/11/30,0
2010/12/01,0.001
2010/12/02,0.001
2010/12/03,0.001
2010/12/04,0
2010/12/05,0
2010/12/06,0.001
2010/12/07,0.001
2010/12/08,0.001
2010/12/09,0.001
2010/12/10,0.001
2010/12/11,0.002
2010/12/12,0.002
2010/12/13,0.004
2010/12/14,0.002
2010/12/15,0.002
2010/12/16,0.002
2010/12/17,0.003
2010/12/18,0.002
2010/12/19,0.002
2010/12/20,0.002
2010/12/21,0.002
2010/12/22,0.002
2010/12/23,0.002
2010/12/24,0.002
2010/12/25,0.001
2010/12/26,0.002
2010/12/27,0.001
2010/12/28,0.002
2010/12/29,0.002
2010/12/30,0.002
2010/12/31,0.001
2011/01/01,0.001
2011/01/02,0.001
2011/01/03,0.006
2011/01/04,0.003
2011/01/05,0.002
2011/01/06,0.002
2011/01/07,0.001
2011/01/08,0.001
2011/01/09,0.001
2011/01/10,0.001
2011/01/11,0.001
2011/01/12,0.002
2011/01/13,0.001
2011/01/14,0.001
2011/01/15,0.001
2011/01/16,0.001
2011/01/17,0.002
2011/01/18,0.001
2011/01/19,0.001
2011/01/20,0.001
2011/01/21,0.001
2011/01/22,0.004
2011/01/23,0.004
2011/01/24,0.004
2011/01/25,0.003
2011/01/26,0.002
2011/01/27,0.006
2011/01/28,0.003
2011/01/29,0.005
2011/01/30,0.022
2011/01/31,0.016
2011/02/01,0.014
2011/02/02,0.007
2011/02/03,0.005
2011/02/04,0.003
2011/02/05,0.003
2011/02/06,0.002
2011/02/07,0.003
2011/02/08,0.003
2011/02/09,0.002
2011/02/10,0.006
2011/02/11,0.006
2011/02/12,0.007
2011/02/13,0.005
2011/02/14,0.018
2011/02/15,0.01
2011/02/16,0.008
2011/02/17,0.005
2011/02/18,0.005
2011/02/19,0.006
2011/02/20,0.004
2011/02/21,0.004
2011/02/22,0.004
2011/02/23,0.004
2011/02/24,0.003
2011/02/25,0.003
2011/02/26,0.004
2011/02/27,0.007
2011/02/28,0.007
2011/03/01,0.007
2011/03/02,0.006
2011/03/03,0.043
2011/03/04,0.025
2011/03/05,0.023
2011/03/06,0.033
2011/03/07,0.048
2011/03/08,0.047
2011/03/09,0.046
2011/03/10,0.045
2011/03/11,0.077
2011/03/12,0.05
2011/03/13,0.041
2011/03/14,0.037
2011/03/15,0.035
2011/03/16,0.032
2011/03/17,0.026
2011/03/18,0.025
2011/03/19,0.023
2011/03/20,0.03
2011/03/21,0.075
2011/03/22,0.131
2011/03/23,0.184
2011/03/24,0.151
2011/03/25,0.108
2011/03/26,0.088
2011/03/27,0.091
2011/03/28,0.073
2011/03/29,0.059
2011/03/30,0.059
2011/03/31,0.051
2011/04/01,0.047
2011/04/02,0.041
2011/04/03,0.047
2011/04/04,0.058
2011/04/05,0.059
2011/04/06,0.065
2011/04/07,0.055
2011/04/08,0.055
2011/04/09,0.057
2011/04/10,0.062
2011/04/11,0.06
2011/04/12,0.061
2011/04/13,0.053
2011/04/14,0.121
2011/04/15,0.08
2011/04/16,0.063
2011/04/17,0.045
2011/04/18,0.046
2011/04/19,0.061
2011/04/20,0.083
2011/04/21,0.066
2011/04/22,0.066
2011/04/23,0.066
2011/04/24,0.077
2011/04/25,0.088
2011/04/26,0.072
2011/04/27,0.088
2011/04/28,0.087
2011/04/29,0.083
2011/04/30,0.098
2011/05/01,0.115
2011/05/02,0.084
2011/05/03,0.068
2011/05/04,0.069
2011/05/05,0.081
2011/05/06,0.078
2011/05/07,0.072
2011/05/08,0.073
2011/05/09,0.085
2011/05/10,0.09
2011/05/11,0.089
2011/05/12,0.09
2011/05/13,0.104
2011/05/14,0.115
2011/05/15,0.129
2011/05/16,0.127
2011/05/17,0.121
2011/05/18,0.132
2011/05/19,0.164
2011/05/20,0.165
2011/05/21,0.183
2011/05/22,0.17
2011/05/23,0.151
2011/05/24,0.15
2011/05/25,0.146
2011/05/26,0.148
2011/05/27,0.16
2011/05/28,0.172
2011/05/29,0.166
2011/05/30,0.208
2011/05/31,0.24
2011/06/01,0.252
2011/06/02,0.253
2011/06/03,0.26
2011/06/04,0.277
2011/06/05,0.255
2011/06/06,0.256
2011/06/07,0.302
2011/06/08,0.393
2011/06/09,0.395
2011/06/10,0.372
2011/06/11,0.329
2011/06/12,0.358
2011/06/13,0.343
2011/06/14,0.32
2011/06/15,0.307
2011/06/16,0.332
2011/06/17,0.335
2011/06/18,0.313
2011/06/19,0.275
2011/06/20,0.226
2011/06/21,0.185
2011/06/22,0.162
2011/06/23,0.143
2011/06/24,0.149
2011/06/25,0.24
2011/06/26,0.292
2011/06/27,0.305
2011/06/28,0.278
2011/06/29,0.257
2011/06/30,0.223
2011/07/01,0.221
2011/07/02,0.199
2011/07/03,0.182
2011/07/04,0.187
2011/07/05,0.23
2011/07/06,0.225
2011/07/07,0.221
2011/07/08,0.192
2011/07/09,0.185
2011/07/10,0.185
2011/07/11,0.188
2011/07/12,0.186
2011/07/13,0.173
2011/07/14,0.181
2011/07/15,0.193
2011/07/16,0.169
2011/07/17,0.157
2011/07/18,0.156
2011/07/19,0.184
2011/07/20,0.164
2011/07/21,0.142
2011/07/22,0.162
2011/07/23,0.135
2011/07/24,0.13
2011/07/25,0.14
2011/07/26,0.115
2011/07/27,0.11
2011/07/28,0.104
2011/07/29,0.097
2011/07/30,0.087
2011/07/31,0.083
2011/08/01,0.089
2011/08/02,0.094
2011/08/03,0.1
2011/08/04,0.111
2011/08/05,0.102
2011/08/06,0.251
2011/08/07,0.178
2011/08/08,0.149
2011/08/09,0.156
2011/08/10,0.15
2011/08/11,0.128
2011/08/12,0.111
2011/08/13,0.109
2011/08/14,0.134
2011/08/15,0.144
2011/08/16,0.14
2011/08/17,0.121
2011/08/18,0.102
2011/08/19,0.111
2011/08/20,0.092
2011/08/21,0.082
2011/08/22,0.087
2011/08/23,0.089
2011/08/24,0.111
2011/08/25,0.101
2011/08/26,0.083
2011/08/27,0.083
2011/08/28,0.081
2011/08/29,0.08
2011/08/30,0.109
2011/08/31,0.093
2011/09/01,0.091
2011/09/02,0.09
2011/09/03,0.072
2011/09/04,0.111
2011/09/05,0.102
2011/09/06,0.095
2011/09/07,0.109
2011/09/08,0.091
2011/09/09,0.096
2011/09/10,0.089
2011/09/11,0.086
2011/09/12,0.084
2011/09/13,0.072
2011/09/14,0.063
2011/09/15,0.079
2011/09/16,0.082
2011/09/17,0.081
2011/09/18,0.075
2011/09/19,0.085
2011/09/20,0.09
2011/09/21,0.081
2011/09/22,0.067
2011/09/23,0.066
2011/09/24,0.086
2011/09/25,0.068
2011/09/26,0.057
2011/09/27,0.064
2011/09/28,0.063
2011/09/29,0.059
2011/09/30,0.06
2011/10/01,0.056
2011/10/02,0.055
2011/10/03,0.091
2011/10/04,0.079
2011/10/05,0.068
2011/10/06,0.098
2011/10/07,0.081
2011/10/08,0.069
2011/10/09,0.058
2011/10/10,0.057
2011/10/11,0.086
2011/10/12,0.082
2011/10/13,0.085
2011/10/14,0.067
2011/10/15,0.06
2011/10/16,0.057
2011/10/17,0.066
2011/10/18,0.058
2011/10/19,0.054
2011/10/20,0.081
2011/10/21,0.063
2011/10/22,0.061
2011/10/23,0.06
2011/10/24,0.058
2011/10/25,0.051
2011/10/26,0.052
2011/10/27,0.054
2011/10/28,0.056
2011/10/29,0.06
2011/10/30,0.06
2011/10/31,0.054
2011/11/01,0.061
2011/11/02,0.052
2011/11/03,0.05
2011/11/04,0.047
2011/11/05,0.049
2011/11/06,0.041
2011/11/07,0.048
2011/11/08,0.053
2011/11/09,0.047
2011/11/10,0.048
2011/11/11,0.042
2011/11/12,0.039
2011/11/13,0.04
2011/11/14,0.04
2011/11/15,0.038
2011/11/16,0.047
2011/11/17,0.045
2011/11/18,0.048
2011/11/19,0.05
2011/11/20,0.053
2011/11/21,0.051
2011/11/22,0.047
2011/11/23,0.05
2011/11/24,0.061
2011/11/25,0.063
2011/11/26,0.056
2011/11/27,0.051
2011/11/28,0.05
2011/11/29,0.057
2011/11/30,0.052
2011/12/01,0.051
2011/12/02,0.058
2011/12/03,0.06
2011/12/04,0.052
2011/12/05,0.045
2011/12/06,0.048
2011/12/07,0.053
2011/12/08,0.044
2011/12/09,0.043
2011/12/10,0.042
2011/12/11,1.47
2011/12/12,2.129
2011/12/13,1.096
2011/12/14,0.574
2011/12/15,0.358
2011/12/16,0.203
2011/12/17,0.126
2011/12/18,0.085
2011/12/19,0.07
2011/12/20,0.08
2011/12/21,0.069
2011/12/22,0.059
2011/12/23,0.048
2011/12/24,0.04
2011/12/25,0.037
2011/12/26,0.038
2011/12/27,0.04
2011/12/28,0.041
2011/12/29,0.051
2011/12/30,0.05
2011/12/31,0.052
2012/01/01,0.05
2012/01/02,0.063
2012/01/03,0.066
2012/01/04,0.131
2012/01/05,0.105
2012/01/06,0.091
2012/01/07,0.071
2012/01/08,0.059
2012/01/09,0.069
2012/01/10,0.07
2012/01/11,0.073
2012/01/12,0.307
2012/01/13,0.225
2012/01/14,0.199
2012/01/15,0.198
2012/01/16,0.327
2012/01/17,0.213
2012/01/18,0.193
2012/01/19,0.283
2012/01/20,0.316
2012/01/21,0.188
2012/01/22,0.117
2012/01/23,0.088
2012/01/24,0.116
2012/01/25,0.111
2012/01/26,0.121
2012/01/27,0.227
2012/01/28,0.178
2012/01/29,1.409
2012/01/30,0.878
2012/01/31,0.488
2012/02/01,0.278
2012/02/02,0.214
2012/02/03,0.151
2012/02/04,0.132
2012/02/05,0.097
2012/02/06,0.078
2012/02/07,0.089
2012/02/08,0.08
2012/02/09,0.092
2012/02/10,0.077
2012/02/11,0.065
2012/02/12,0.058
2012/02/13,0.068
2012/02/14,0.147
2012/02/15,0.12
2012/02/16,0.134
2012/02/17,0.091
2012/02/18,0.066
2012/02/19,0.05
2012/02/20,0.055
2012/02/21,0.055
2012/02/22,0.049
2012/02/23,0.055
2012/02/24,0.058
2012/02/25,0.048
2012/02/26,0.048
2012/02/27,0.061
2012/02/28,0.055
2012/02/29,0.047
2012/03/01,0.069
2012/03/02,0.069
2012/03/03,0.057
2012/03/04,0.064
2012/03/05,0.069
2012/03/06,0.07
2012/03/07,0.062
2012/03/08,0.058
2012/03/09,0.054
2012/03/10,0.054
2012/03/11,0.049
2012/03/12,0.048
2012/03/13,0.096
2012/03/14,0.087
2012/03/15,0.074
2012/03/16,0.096
2012/03/17,0.069
2012/03/18,0.055
2012/03/19,0.058
2012/03/20,0.06
2012/03/21,0.052
2012/03/22,0.048
2012/03/23,0.058
2012/03/24,0.112
2012/03/25,0.101
2012/03/26,0.074
2012/03/27,0.065
2012/03/28,0.066
2012/03/29,0.065
2012/03/30,0.062
2012/03/31,0.058
2012/04/01,0.057
2012/04/02,0.065
2012/04/03,0.071
2012/04/04,0.072
2012/04/05,0.079
2012/04/06,0.075
2012/04/07,0.067
2012/04/08,0.06
2012/04/09,0.057
2012/04/10,0.077
2012/04/11,0.076
2012/04/12,0.088
2012/04/13,0.078
2012/04/14,0.084
2012/04/15,0.077
2012/04/16,0.079
2012/04/17,0.09
2012/04/18,0.094
2012/04/19,0.085
2012/04/20,0.09
2012/04/21,0.078
2012/04/22,0.074
2012/04/23,0.07
2012/04/24,0.083
2012/04/25,0.086
2012/04/26,0.124
2012/04/27,0.114
2012/04/28,0.103
2012/04/29,0.075
2012/04/30,0.067
2012/05/01,0.074
2012/05/02,0.084
2012/05/03,0.114
2012/05/04,0.123
2012/05/05,0.109
2012/05/06,0.1
2012/05/07,0.13
2012/05/08,0.136
2012/05/09,0.154
2012/05/10,0.146
2012/05/11,0.159
2012/05/12,0.166
2012/05/13,0.168
2012/05/14,0.284
2012/05/15,0.299
2012/05/16,0.258
2012/05/17,0.23
2012/05/18,0.234
2012/05/19,0.331
2012/05/20,0.31
2012/05/21,0.311
2012/05/22,0.267
2012/05/23,0.281
2012/05/24,0.296
2012/05/25,0.307
2012/05/26,0.264
2012/05/27,0.243
2012/05/28,0.259
2012/05/29,0.264
2012/05/30,0.277
2012/05/31,0.23
2012/06/01,0.223
2012/06/02,0.157
2012/06/03,0.205
2012/06/04,0.288
2012/06/05,0.349
2012/06/06,0.249
2012/06/07,0.279
2012/06/08,0.257
2012/06/09,0.261
2012/06/10,0.284
2012/06/11,0.272
2012/06/12,0.209
2012/06/13,0.357
2012/06/14,0.426
2012/06/15,0.424
2012/06/16,0.389
2012/06/17,0.356
2012/06/18,0.338
2012/06/19,0.341
2012/06/20,0.32
2012/06/21,0.391
2012/06/22,0.346
2012/06/23,0.282
2012/06/24,0.253
2012/06/25,0.232
2012/06/26,0.239
2012/06/27,0.231
2012/06/28,0.231
2012/06/29,0.197
2012/06/30,0.205
2012/07/01,0.171
2012/07/02,0.207
2012/07/03,0.181
2012/07/04,0.179
2012/07/05,0.178
2012/07/06,0.195
2012/07/07,0.356
2012/07/08,0.254
2012/07/09,0.225
2012/07/10,0.273
2012/07/11,0.28
2012/07/12,0.23
2012/07/13,0.204
2012/07/14,0.198
2012/07/15,0.225
2012/07/16,0.255
2012/07/17,0.245
2012/07/18,0.293
2012/07/19,0.296
2012/07/20,0.401
2012/07/21,0.343
2012/07/22,0.288
2012/07/23,0.298
2012/07/24,0.249
2012/07/25,0.219
2012/07/26,0.218
2012/07/27,0.206
2012/07/28,0.238
2012/07/29,0.23
2012/07/30,0.229
2012/07/31,0.277
2012/08/01,0.288
2012/08/02,0.264
2012/08/03,0.286
2012/08/04,0.248
2012/08/05,0.309
2012/08/06,0.333
2012/08/07,0.282
2012/08/08,0.457
2012/08/09,0.331
2012/08/10,0.451
2012/08/11,0.34
2012/08/12,0.278
2012/08/13,0.299
2012/08/14,0.281
2012/08/15,0.344
2012/08/16,0.356
2012/08/17,0.401
2012/08/18,0.321
2012/08/19,0.281
2012/08/20,0.299
2012/08/21,0.292
2012/08/22,0.292
2012/08/23,0.273
2012/08/24,0.267
2012/08/25,0.307
2012/08/26,0.269
2012/08/27,0.333
2012/08/28,0.333
2012/08/29,0.311
2012/08/30,0.344
2012/08/31,0.39
2012/09/01,0.414
2012/09/02,0.394
2012/09/03,0.412
2012/09/04,0.4
2012/09/05,0.346
2012/09/06,0.322
2012/09/07,0.28
2012/09/08,0.294
2012/09/09,0.286
2012/09/10,0.304
2012/09/11,0.364
2012/09/12,0.315
2012/09/13,0.309
2012/09/14,0.28
2012/09/15,0.242
2012/09/16,0.213
2012/09/17,0.194
2012/09/18,0.232
2012/09/19,0.268
2012/09/20,0.253
2012/09/21,0.3
2012/09/22,0.248
2012/09/23,0.239
2012/09/24,0.304
2012/09/25,0.256
2012/09/26,0.268
2012/09/27,0.234
2012/09/28,0.492
2012/09/29,0.332
2012/09/30,0.238
2012/10/01,0.246
2012/10/02,0.332
2012/10/03,0.304
2012/10/04,1.139
2012/10/05,0.772
2012/10/06,0.531
2012/10/07,0.477
2012/10/08,0.392
2012/10/09,0.377
2012/10/10,0.346
2012/10/11,0.337
2012/10/12,0.306
2012/10/13,0.295
2012/10/14,0.283
2012/10/15,0.27
2012/10/16,0.297
2012/10/17,0.616
2012/10/18,0.417
2012/10/19,0.326
2012/10/20,0.277
2012/10/21,0.293
2012/10/22,0.307
2012/10/23,0.315
2012/10/24,0.289
2012/10/25,0.262
2012/10/26,0.242
2012/10/27,0.193
2012/10/28,0.174
2012/10/29,0.197
2012/10/30,0.265
2012/10/31,0.292
2012/11/01,0.294
2012/11/02,0.337
2012/11/03,0.297
2012/11/04,0.273
2012/11/05,0.298
2012/11/06,0.339
2012/11/07,0.356
2012/11/08,0.342
2012/11/09,0.299
2012/11/10,0.3
2012/11/11,0.269
2012/11/12,0.27
2012/11/13,0.282
2012/11/14,0.302
2012/11/15,0.384
2012/11/16,0.412
2012/11/17,0.389
2012/11/18,0.381
2012/11/19,0.382
2012/11/20,0.382
2012/11/21,0.394
2012/11/22,0.349
2012/11/23,0.338
2012/11/24,0.313
2012/11/25,0.359
2012/11/26,0.348
2012/11/27,0.725
2012/11/28,0.668
2012/11/29,0.69
2012/11/30,0.705
2012/12/01,0.669
2012/12/02,0.548
2012/12/03,0.523
2012/12/04,0.761
2012/12/05,0.824
2012/12/06,0.865
2012/12/07,0.808
2012/12/08,0.777
2012/12/09,0.773
2012/12/10,0.815
2012/12/11,0.843
2012/12/12,0.86
2012/12/13,1.112
2012/12/14,1.156
2012/12/15,0.996
2012/12/16,0.996
2012/12/17,0.99
2012/12/18,1.129
2012/12/19,1.054
2012/12/20,1.11
2012/12/21,1.136
2012/12/22,1.099
2012/12/23,1.061
2012/12/24,0.953
2012/12/25,0.852
2012/12/26,0.804
2012/12/27,0.873
2012/12/28,0.877
2012/12/29,0.851
2012/12/30,0.846
2012/12/31,0.732
2013/01/01,0.679
2013/01/02,0.757
2013/01/03,0.841
2013/01/04,0.92
2013/01/05,0.902
2013/01/06,0.93
2013/01/07,0.891
2013/01/08,0.93
2013/01/09,0.966
2013/01/10,2.492
2013/01/11,1.964
2013/01/12,1.578
2013/01/13,1.373
2013/01/14,1.128
2013/01/15,1.114
2013/01/16,1.18
2013/01/17,1.265
2013/01/18,1.248
2013/01/19,1.438
2013/01/20,1.223
2013/01/21,1.057
2013/01/22,0.987
2013/01/23,1.19
2013/01/24,1.155
2013/01/25,1.177
2013/01/26,1.197
2013/01/27,1.224
2013/01/28,1.194
2013/01/29,1.219
2013/01/30,1.063
2013/01/31,1.024
2013/02/01,1.215
2013/02/02,1.558
2013/02/03,1.334
2013/02/04,1.214
2013/02/05,1.111
2013/02/06,0.995
2013/02/07,1.122
2013/02/08,1.207
2013/02/09,1.228
2013/02/10,1.171
2013/02/11,1.193
2013/02/12,1.286
2013/02/13,1.293
2013/02/14,1.217
2013/02/15,1.243
2013/02/16,1.155
2013/02/17,1.072
2013/02/18,1.092
2013/02/19,1.125
2013/02/20,1.076
2013/02/21,1.118
2013/02/22,1.18
2013/02/23,1.172
2013/02/24,1.158
2013/02/25,1.226
2013/02/26,1.291
2013/02/27,1.206
2013/02/28,1.317
2013/03/01,1.54
2013/03/02,1.468
2013/03/03,1.288
2013/03/04,1.255
2013/03/05,1.358
2013/03/06,2.634
2013/03/07,2.078
2013/03/08,1.629
2013/03/09,1.425
2013/03/10,1.375
2013/03/11,1.291
2013/03/12,1.616
2013/03/13,1.472
2013/03/14,1.319
2013/03/15,1.406
2013/03/16,1.062
2013/03/17,0.834
2013/03/18,0.814
2013/03/19,1.01
2013/03/20,0.855
2013/03/21,0.89
2013/03/22,1.032
2013/03/23,0.998
2013/03/24,0.927
2013/03/25,1.074
2013/03/26,1.132
2013/03/27,1.468
2013/03/28,1.396
2013/03/29,1.388
2013/03/30,1.426
2013/03/31,1.252
2013/04/01,1.06
2013/04/02,1.199
2013/04/03,1.398
2013/04/04,1.673
2013/04/05,1.552
2013/04/06,1.25
2013/04/07,1.276
2013/04/08,1.229
2013/04/09,1.17
2013/04/10,1.255
2013/04/11,1.409
2013/04/12,1.35
2013/04/13,1.154
2013/04/14,1.267
2013/04/15,1.526
2013/04/16,1.346
2013/04/17,1.611
2013/04/18,1.379
2013/04/19,1.487
2013/04/20,1.338
2013/04/21,1.042
2013/04/22,1.123
2013/04/23,1.282
2013/04/24,1.403
2013/04/25,1.398
2013/04/26,1.171
2013/04/27,1.112
2013/04/28,0.926
2013/04/29,0.985
2013/04/30,1.101
2013/05/01,1.088
2013/05/02,1.318
2013/05/03,1.316
2013/05/04,1.228
2013/05/05,1.055
2013/05/06,1.159
2013/05/07,1.131
2013/05/08,1.19
2013/05/09,1.388
2013/05/10,1.432
2013/05/11,1.387
2013/05/12,1.36
2013/05/13,1.345
2013/05/14,1.409
2013/05/15,1.55
2013/05/16,1.801
2013/05/17,1.581
2013/05/18,1.318
2013/05/19,1.258
2013/05/20,1.295
2013/05/21,1.258
2013/05/22,1.262
2013/05/23,1.274
2013/05/24,1.204
2013/05/25,1.17
2013/05/26,0.971
2013/05/27,1.037
2013/05/28,1.204
2013/05/29,1.217
2013/05/30,1.135
2013/05/31,1.079
2013/06/01,0.925
2013/06/02,0.951
2013/06/03,1.024
2013/06/04,1.018
2013/06/05,1.156
2013/06/06,1.031
2013/06/07,0.999
2013/06/08,1.005
2013/06/09,0.954
2013/06/10,0.872
2013/06/11,0.962
2013/06/12,0.898
2013/06/13,0.887
2013/06/14,0.845
2013/06/15,0.803
2013/06/16,0.739
2013/06/17,0.874
2013/06/18,0.973
2013/06/19,1.032
2013/06/20,1.41
2013/06/21,1.213
2013/06/22,1.233
2013/06/23,1.014
2013/06/24,1.026
2013/06/25,0.941
2013/06/26,0.931
2013/06/27,0.832
2013/06/28,0.981
2013/06/29,0.779
2013/06/30,0.769
2013/07/01,0.691
2013/07/02,0.808
2013/07/03,0.71
2013/07/04,0.638
2013/07/05,0.667
2013/07/06,0.652
2013/07/07,0.525
2013/07/08,0.603
2013/07/09,0.676
2013/07/10,0.609
2013/07/11,0.709
2013/07/12,0.752
2013/07/13,0.802
2013/07/14,0.668
2013/07/15,0.606
2013/07/16,0.738
2013/07/17,0.734
2013/07/18,0.829
2013/07/19,0.662
2013/07/20,0.578
2013/07/21,0.536
2013/07/22,0.664
2013/07/23,0.635
2013/07/24,0.763
2013/07/25,0.842
2013/07/26,0.669
2013/07/27,0.689
2013/07/28,0.628
2013/07/29,0.655
2013/07/30,0.709
2013/07/31,0.869
2013/08/01,0.866
2013/08/02,0.736
2013/08/03,0.678
2013/08/04,0.69
2013/08/05,0.639
2013/08/06,0.756
2013/08/07,0.716
2013/08/08,0.834
2013/08/09,0.865
2013/08/10,0.714
2013/08/11,0.661
2013/08/12,0.565
2013/08/13,0.607
2013/08/14,0.826
2013/08/15,1.149
2013/08/16,1.128
2013/08/17,0.868
2013/08/18,0.905
2013/08/19,0.997
2013/08/20,0.857
2013/08/21,0.755
2013/08/22,0.735
2013/08/23,0.712
2013/08/24,0.658
2013/08/25,0.728
2013/08/26,0.852
2013/08/27,0.895
2013/08/28,3.223
2013/08/29,1.897
2013/08/30,1.375
2013/08/31,0.967
2013/09/01,0.709
2013/09/02,0.794
2013/09/03,0.718
2013/09/04,0.69
2013/09/05,0.708
2013/09/06,0.714
2013/09/07,0.694
2013/09/08,0.679
2013/09/09,0.639
2013/09/10,0.587
2013/09/11,0.519
2013/09/12,0.544
2013/09/13,0.478
2013/09/14,0.425
2013/09/15,0.517
2013/09/16,0.789
2013/09/17,3.571
2013/09/18,3.059
2013/09/19,2.48
2013/09/20,1.509
2013/09/21,1.037
2013/09/22,0.777
2013/09/23,0.763
2013/09/24,0.67
2013/09/25,0.636
2013/09/26,0.653
2013/09/27,1.241
2013/09/28,0.915
2013/09/29,0.761
2013/09/30,0.696
2013/10/01,0.764
2013/10/02,0.798
2013/10/03,0.765
2013/10/04,0.657
2013/10/05,0.567
2013/10/06,0.512
2013/10/07,0.672
2013/10/08,0.548
2013/10/09,0.613
2013/10/10,0.629
2013/10/11,0.56
2013/10/12,0.58
2013/10/13,0.568
2013/10/14,0.548
2013/10/15,0.571
2013/10/16,0.733
2013/10/17,0.802
2013/10/18,0.798
2013/10/19,0.724
2013/10/20,0.648
2013/10/21,0.68
2013/10/22,0.679
2013/10/23,0.752
2013/10/24,0.845
2013/10/25,0.855
2013/10/26,0.815
2013/10/27,1.047
2013/10/28,0.879
2013/10/29,0.868
2013/10/30,0.738
2013/10/31,0.653
2013/11/01,0.662
2013/11/02,0.564
2013/11/03,0.707
2013/11/04,0.882
2013/11/05,0.98
2013/11/06,2.22
2013/11/07,2.837
2013/11/08,2.967
2013/11/09,2.232
2013/11/10,1.648
2013/11/11,1.483
2013/11/12,0.965
2013/11/13,0.756
2013/11/14,0.63
2013/11/15,0.523
2013/11/16,0.409
2013/11/17,0.388
2013/11/18,0.541
2013/11/19,0.661
2013/11/20,0.637
2013/11/21,0.671
2013/11/22,0.606
2013/11/23,0.549
2013/11/24,0.483
2013/11/25,0.468
2013/11/26,0.55
2013/11/27,0.625
2013/11/28,0.65
2013/11/29,0.626
2013/11/30,0.542
2013/12/01,0.464
2013/12/02,0.497
2013/12/03,0.452
2013/12/04,0.469
2013/12/05,0.499
2013/12/06,0.434
2013/12/07,0.6
2013/12/08,0.417
2013/12/09,0.402
2013/12/10,0.383
2013/12/11,0.403
2013/12/12,0.377
2013/12/13,0.362
2013/12/14,0.307
2013/12/15,0.284
2013/12/16,0.298
2013/12/17,0.299
2013/12/18,0.337
2013/12/19,0.314
2013/12/20,0.339
2013/12/21,0.324
2013/12/22,0.298
2013/12/23,0.291
2013/12/24,0.288
2013/12/25,0.296
2013/12/26,0.297
2013/12/27,0.282
2013/12/28,0.296
2013/12/29,0.321
2013/12/30,0.296
2013/12/31,0.268
2014/01/01,0.226
2014/01/02,0.319
2014/01/03,0.331
2014/01/04,0.34
2014/01/05,0.314
2014/01/06,0.473
2014/01/07,0.412
2014/01/08,0.352
2014/01/09,0.3
2014/01/10,0.284
2014/01/11,0.259
2014/01/12,0.244
2014/01/13,0.264
2014/01/14,0.33
2014/01/15,0.348
2014/01/16,0.317
