Date,fee_to_reward14momUSD
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,-0.001
2010/11/07,0
2010/11/08,0.013
2010/11/09,0
2010/11/10,0
2010/11/11,0
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,0.005
2010/11/16,0
2010/11/17,0
2010/11/18,0
2010/11/19,0.001
2010/11/20,0.017
2010/11/21,0.015
2010/11/22,0
2010/11/23,0.012
2010/11/24,0.002
2010/11/25,0
2010/11/26,0.004
2010/11/27,0
2010/11/28,0
2010/11/29,-0.004
2010/11/30,0
2010/12/01,0.001
2010/12/02,0.001
2010/12/03,-0.001
2010/12/04,-0.017
2010/12/05,-0.015
2010/12/06,-0.012
2010/12/07,-0.01
2010/12/08,-0.002
2010/12/09,0.001
2010/12/10,-0.003
2010/12/11,0.002
2010/12/12,0.002
2010/12/13,0.005
2010/12/14,0.001
2010/12/15,0
2010/12/16,0.001
2010/12/17,0.004
2010/12/18,0.001
2010/12/19,0.001
2010/12/20,0
2010/12/21,0
2010/12/22,0.002
2010/12/23,0.001
2010/12/24,0
2010/12/25,-0.001
2010/12/26,-0.001
2010/12/27,-0.004
2010/12/28,0.001
2010/12/29,0.001
2010/12/30,0
2010/12/31,-0.004
2011/01/01,0
2011/01/02,0
2011/01/03,0.01
2011/01/04,-0.001
2011/01/05,-0.002
2011/01/06,0
2011/01/07,-0.001
2011/01/08,-0.001
2011/01/09,0
2011/01/10,0
2011/01/11,-0.001
2011/01/12,0.002
2011/01/13,-0.001
2011/01/14,0
2011/01/15,0
2011/01/16,0
2011/01/17,-0.009
2011/01/18,0
2011/01/19,-0.001
2011/01/20,0
2011/01/21,0
2011/01/22,0.006
2011/01/23,0.003
2011/01/24,0.002
2011/01/25,0.001
2011/01/26,-0.003
2011/01/27,0.009
2011/01/28,0
2011/01/29,0.005
2011/01/30,0.037
2011/01/31,0.008
2011/02/01,0.011
2011/02/02,0
2011/02/03,0.001
2011/02/04,0.001
2011/02/05,-0.004
2011/02/06,-0.003
2011/02/07,0.001
2011/02/08,0.001
2011/02/09,-0.001
2011/02/10,0.001
2011/02/11,0.005
2011/02/12,0.002
2011/02/13,-0.036
2011/02/14,0.021
2011/02/15,-0.009
2011/02/16,0.005
2011/02/17,-0.001
2011/02/18,0.004
2011/02/19,0.005
2011/02/20,0.001
2011/02/21,0.001
2011/02/22,0
2011/02/23,0.003
2011/02/24,-0.009
2011/02/25,-0.002
2011/02/26,-0.004
2011/02/27,0.007
2011/02/28,-0.023
2011/03/01,0.004
2011/03/02,-0.001
2011/03/03,0.079
2011/03/04,0.002
2011/03/05,0.013
2011/03/06,0.042
2011/03/07,0.059
2011/03/08,0.043
2011/03/09,0.041
2011/03/10,0.042
2011/03/11,0.105
2011/03/12,0.018
2011/03/13,0.021
2011/03/14,0.026
2011/03/15,0.027
2011/03/16,0.023
2011/03/17,-0.06
2011/03/18,0.016
2011/03/19,0.002
2011/03/20,-0.006
2011/03/21,0.056
2011/03/22,0.141
2011/03/23,0.193
2011/03/24,0.074
2011/03/25,-0.043
2011/03/26,0.045
2011/03/27,0.062
2011/03/28,0.023
2011/03/29,0.011
2011/03/30,0.03
2011/03/31,0.023
2011/04/01,0.02
2011/04/02,0.012
2011/04/03,0.016
2011/04/04,-0.051
2011/04/05,-0.127
2011/04/06,-0.166
2011/04/07,-0.072
2011/04/08,-0.011
2011/04/09,-0.009
2011/04/10,-0.026
2011/04/11,0.003
2011/04/12,0.018
2011/04/13,-0.013
2011/04/14,0.144
2011/04/15,-0.004
2011/04/16,0.012
2011/04/17,-0.028
2011/04/18,-0.023
2011/04/19,0.017
2011/04/20,0.032
2011/04/21,0.005
2011/04/22,0.011
2011/04/23,0.007
2011/04/24,0.021
2011/04/25,0.039
2011/04/26,-0.007
2011/04/27,0.059
2011/04/28,-0.102
2011/04/29,0.039
2011/04/30,0.068
2011/05/01,0.106
2011/05/02,0.006
2011/05/03,-0.024
2011/05/04,-0.035
2011/05/05,0.043
2011/05/06,0.009
2011/05/07,0
2011/05/08,-0.015
2011/05/09,0
2011/05/10,0.039
2011/05/11,-0.016
2011/05/12,0.005
2011/05/13,0.039
2011/05/14,0.013
2011/05/15,0.011
2011/05/16,0.073
2011/05/17,0.061
2011/05/18,0.074
2011/05/19,0.104
2011/05/20,0.091
2011/05/21,0.134
2011/05/22,0.083
2011/05/23,0.034
2011/05/24,0.054
2011/05/25,0.053
2011/05/26,0.059
2011/05/27,0.054
2011/05/28,0.059
2011/05/29,0.015
2011/05/30,0.124
2011/05/31,0.158
2011/06/01,0.12
2011/06/02,0.059
2011/06/03,0.1
2011/06/04,0.094
2011/06/05,0.076
2011/06/06,0.126
2011/06/07,0.199
2011/06/08,0.343
2011/06/09,0.247
2011/06/10,0.179
2011/06/11,0.101
2011/06/12,0.227
2011/06/13,0.078
2011/06/14,0.026
2011/06/15,0.03
2011/06/16,0.103
2011/06/17,0.071
2011/06/18,-0.002
2011/06/19,0.003
2011/06/20,-0.08
2011/06/21,-0.202
2011/06/22,-0.346
2011/06/23,-0.272
2011/06/24,-0.196
2011/06/25,0.045
2011/06/26,-0.043
2011/06/27,-0.01
2011/06/28,-0.046
2011/06/29,-0.057
2011/06/30,-0.169
2011/07/01,-0.118
2011/07/02,-0.114
2011/07/03,-0.071
2011/07/04,0.015
2011/07/05,0.129
2011/07/06,0.08
2011/07/07,0.093
2011/07/08,0.009
2011/07/09,-0.154
2011/07/10,-0.158
2011/07/11,-0.126
2011/07/12,-0.067
2011/07/13,-0.076
2011/07/14,0
2011/07/15,-0.014
2011/07/16,-0.033
2011/07/17,-0.019
2011/07/18,-0.036
2011/07/19,-0.062
2011/07/20,-0.075
2011/07/21,-0.096
2011/07/22,0.019
2011/07/23,-0.07
2011/07/24,-0.06
2011/07/25,-0.043
2011/07/26,-0.093
2011/07/27,-0.055
2011/07/28,-0.09
2011/07/29,-0.116
2011/07/30,-0.067
2011/07/31,-0.066
2011/08/01,-0.06
2011/08/02,-0.114
2011/08/03,-0.038
2011/08/04,0.002
2011/08/05,-0.089
2011/08/06,0.293
2011/08/07,-0.02
2011/08/08,-0.03
2011/08/09,0.072
2011/08/10,0.039
2011/08/11,0.007
2011/08/12,0.006
2011/08/13,0.031
2011/08/14,0.08
2011/08/15,0.058
2011/08/16,0.039
2011/08/17,-0.006
2011/08/18,-0.039
2011/08/19,0.028
2011/08/20,-0.328
2011/08/21,-0.033
2011/08/22,-0.028
2011/08/23,-0.071
2011/08/24,-0.012
2011/08/25,-0.015
2011/08/26,-0.029
2011/08/27,-0.024
2011/08/28,-0.079
2011/08/29,-0.074
2011/08/30,0
2011/08/31,-0.023
2011/09/01,0.005
2011/09/02,-0.031
2011/09/03,-0.019
2011/09/04,0.077
2011/09/05,0.003
2011/09/06,-0.004
2011/09/07,-0.01
2011/09/08,-0.017
2011/09/09,0.037
2011/09/10,-0.002
2011/09/11,0.004
2011/09/12,0.004
2011/09/13,-0.077
2011/09/14,-0.025
2011/09/15,0.008
2011/09/16,-0.004
2011/09/17,0.025
2011/09/18,-0.08
2011/09/19,0.001
2011/09/20,0.007
2011/09/21,-0.05
2011/09/22,-0.021
2011/09/23,-0.037
2011/09/24,0.024
2011/09/25,-0.033
2011/09/26,-0.037
2011/09/27,0.012
2011/09/28,0.008
2011/09/29,-0.04
2011/09/30,-0.025
2011/10/01,-0.027
2011/10/02,-0.016
2011/10/03,0.032
2011/10/04,-0.029
2011/10/05,-0.016
2011/10/06,0.077
2011/10/07,-0.001
2011/10/08,-0.049
2011/10/09,-0.003
2011/10/10,0.011
2011/10/11,0.042
2011/10/12,0.018
2011/10/13,0.032
2011/10/14,-0.01
2011/10/15,-0.001
2011/10/16,0.001
2011/10/17,-0.053
2011/10/18,-0.017
2011/10/19,-0.006
2011/10/20,-0.022
2011/10/21,-0.018
2011/10/22,0.002
2011/10/23,0.012
2011/10/24,0.001
2011/10/25,-0.071
2011/10/26,-0.025
2011/10/27,-0.033
2011/10/28,0.009
2011/10/29,0.011
2011/10/30,0.005
2011/10/31,-0.025
2011/11/01,0.017
2011/11/02,-0.006
2011/11/03,-0.06
2011/11/04,-0.001
2011/11/05,-0.008
2011/11/06,-0.025
2011/11/07,-0.002
2011/11/08,0.014
2011/11/09,-0.012
2011/11/10,-0.006
2011/11/11,-0.023
2011/11/12,-0.027
2011/11/13,-0.02
2011/11/14,-0.009
2011/11/15,-0.031
2011/11/16,0.013
2011/11/17,-0.005
2011/11/18,0.008
2011/11/19,0.001
2011/11/20,0.023
2011/11/21,-0.006
2011/11/22,-0.014
2011/11/23,0.012
2011/11/24,0.024
2011/11/25,0.029
2011/11/26,0.013
2011/11/27,0.005
2011/11/28,0.01
2011/11/29,0.029
2011/11/30,-0.011
2011/12/01,0.009
2011/12/02,0.013
2011/12/03,0.011
2011/12/04,-0.014
2011/12/05,-0.009
2011/12/06,0.007
2011/12/07,0.004
2011/12/08,-0.038
2011/12/09,-0.023
2011/12/10,-0.007
2011/12/11,2.851
2011/12/12,2.739
2011/12/13,-0.002
2011/12/14,0.006
2011/12/15,0.092
2011/12/16,-0.018
2011/12/17,-0.013
2011/12/18,0.002
2011/12/19,0.015
2011/12/20,0.039
2011/12/21,0.001
2011/12/22,0.013
2011/12/23,-0.004
2011/12/24,-0.009
2011/12/25,-2.862
2011/12/26,-2.749
2011/12/27,-0.02
2011/12/28,-0.01
2011/12/29,-0.081
2011/12/30,0.002
2011/12/31,0.004
2012/01/01,0.003
2012/01/02,0.022
2012/01/03,-0.021
2012/01/04,0.137
2012/01/05,0.031
2012/01/06,0.04
2012/01/07,0.018
2012/01/08,0.012
2012/01/09,0.042
2012/01/10,0.028
2012/01/11,0.034
2012/01/12,0.48
2012/01/13,0.094
2012/01/14,0.12
2012/01/15,0.149
2012/01/16,0.38
2012/01/17,0.031
2012/01/18,-0.023
2012/01/19,0.294
2012/01/20,0.27
2012/01/21,0.009
2012/01/22,-0.001
2012/01/23,-0.02
2012/01/24,0.072
2012/01/25,0.029
2012/01/26,-0.409
2012/01/27,0.19
2012/01/28,-0.046
2012/01/29,2.443
2012/01/30,-0.108
2012/01/31,-0.002
2012/02/01,-0.104
2012/02/02,-0.225
2012/02/03,-0.259
2012/02/04,0.053
2012/02/05,0.015
2012/02/06,0
2012/02/07,-0.044
2012/02/08,-0.034
2012/02/09,-0.028
2012/02/10,-0.271
2012/02/11,-0.075
2012/02/12,-2.59
2012/02/13,-0.269
2012/02/14,0.129
2012/02/15,0.023
2012/02/16,-0.001
2012/02/17,-0.041
2012/02/18,-0.073
2012/02/19,-0.027
2012/02/20,0
2012/02/21,-0.045
2012/02/22,-0.028
2012/02/23,-0.043
2012/02/24,-0.001
2012/02/25,-0.014
2012/02/26,-0.003
2012/02/27,-0.003
2012/02/28,-0.178
2012/02/29,-0.053
2012/03/01,-0.057
2012/03/02,0.02
2012/03/03,0.004
2012/03/04,0.037
2012/03/05,0.013
2012/03/06,0.018
2012/03/07,0.01
2012/03/08,-0.008
2012/03/09,-0.01
2012/03/10,0.016
2012/03/11,-0.002
2012/03/12,-0.029
2012/03/13,0.095
2012/03/14,0.038
2012/03/15,-0.03
2012/03/16,0.049
2012/03/17,-0.002
2012/03/18,-0.03
2012/03/19,-0.013
2012/03/20,-0.011
2012/03/21,-0.01
2012/03/22,-0.01
2012/03/23,0.018
2012/03/24,0.112
2012/03/25,0.046
2012/03/26,0.001
2012/03/27,-0.088
2012/03/28,-0.01
2012/03/29,0.004
2012/03/30,-0.059
2012/03/31,0.012
2012/04/01,0.014
2012/04/02,0.013
2012/04/03,0.016
2012/04/04,0.03
2012/04/05,0.041
2012/04/06,0.004
2012/04/07,-0.108
2012/04/08,-0.037
2012/04/09,0.007
2012/04/10,0.041
2012/04/11,0.008
2012/04/12,0.036
2012/04/13,0.01
2012/04/14,0.034
2012/04/15,0.015
2012/04/16,0.008
2012/04/17,0.024
2012/04/18,0.024
2012/04/19,-0.009
2012/04/20,0.023
2012/04/21,0.007
2012/04/22,0.018
2012/04/23,0.011
2012/04/24,0
2012/04/25,0.013
2012/04/26,0.062
2012/04/27,0.036
2012/04/28,0.003
2012/04/29,-0.024
2012/04/30,-0.023
2012/05/01,-0.021
2012/05/02,-0.003
2012/05/03,0.069
2012/05/04,0.036
2012/05/05,0.03
2012/05/06,0.02
2012/05/07,0.095
2012/05/08,0.045
2012/05/09,0.083
2012/05/10,-0.024
2012/05/11,0.069
2012/05/12,0.08
2012/05/13,0.124
2012/05/14,0.342
2012/05/15,0.234
2012/05/16,0.122
2012/05/17,0.058
2012/05/18,0.106
2012/05/19,0.332
2012/05/20,0.199
2012/05/21,0.151
2012/05/22,0.081
2012/05/23,0.123
2012/05/24,0.173
2012/05/25,0.146
2012/05/26,0.049
2012/05/27,0.052
2012/05/28,-0.125
2012/05/29,-0.045
2012/05/30,0.073
2012/05/31,-0.021
2012/06/01,-0.02
2012/06/02,-0.337
2012/06/03,-0.038
2012/06/04,0.06
2012/06/05,0.187
2012/06/06,-0.146
2012/06/07,-0.003
2012/06/08,-0.084
2012/06/09,0.046
2012/06/10,0.084
2012/06/11,-0.014
2012/06/12,-0.124
2012/06/13,0.216
2012/06/14,0.313
2012/06/15,0.205
2012/06/16,0.264
2012/06/17,0.071
2012/06/18,-0.052
2012/06/19,-0.066
2012/06/20,0.151
2012/06/21,0.154
2012/06/22,0.066
2012/06/23,-0.049
2012/06/24,-0.081
2012/06/25,-0.051
2012/06/26,0.101
2012/06/27,-0.281
2012/06/28,-0.264
2012/06/29,-0.259
2012/06/30,-0.142
2012/07/01,-0.187
2012/07/02,-0.077
2012/07/03,-0.188
2012/07/04,-0.122
2012/07/05,-0.286
2012/07/06,-0.089
2012/07/07,0.3
2012/07/08,-0.073
2012/07/09,-0.014
2012/07/10,0.075
2012/07/11,0.063
2012/07/12,-0.05
2012/07/13,0.015
2012/07/14,-0.021
2012/07/15,0.115
2012/07/16,0.042
2012/07/17,0.08
2012/07/18,0.163
2012/07/19,0.123
2012/07/20,0.293
2012/07/21,-0.233
2012/07/22,0.083
2012/07/23,0.113
2012/07/24,-0.121
2012/07/25,-0.097
2012/07/26,0.035
2012/07/27,0.016
2012/07/28,0.078
2012/07/29,-0.029
2012/07/30,-0.057
2012/07/31,0.09
2012/08/01,-0.042
2012/08/02,-0.059
2012/08/03,-0.199
2012/08/04,-0.074
2012/08/05,0.136
2012/08/06,0.049
2012/08/07,0.032
2012/08/08,0.443
2012/08/09,-0.011
2012/08/10,0.377
2012/08/11,-0.041
2012/08/12,-0.006
2012/08/13,0.092
2012/08/14,-0.061
2012/08/15,0.107
2012/08/16,0.127
2012/08/17,0.14
2012/08/18,0.031
2012/08/19,-0.13
2012/08/20,-0.04
2012/08/21,0.053
2012/08/22,-0.339
2012/08/23,0.048
2012/08/24,-0.31
2012/08/25,0.118
2012/08/26,0.014
2012/08/27,0.078
2012/08/28,0.069
2012/08/29,-0.118
2012/08/30,0.01
2012/08/31,-0.012
2012/09/01,0.197
2012/09/02,0.133
2012/09/03,0.113
2012/09/04,0.103
2012/09/05,-0.002
2012/09/06,0.046
2012/09/07,-0.022
2012/09/08,-0.039
2012/09/09,0.047
2012/09/10,-0.076
2012/09/11,0.091
2012/09/12,-0.023
2012/09/13,-0.075
2012/09/14,-0.185
2012/09/15,-0.233
2012/09/16,-0.189
2012/09/17,-0.255
2012/09/18,-0.119
2012/09/19,0.013
2012/09/20,-0.062
2012/09/21,0.109
2012/09/22,-0.112
2012/09/23,-0.047
2012/09/24,0.048
2012/09/25,-0.217
2012/09/26,0.014
2012/09/27,-0.102
2012/09/28,0.5
2012/09/29,-0.034
2012/09/30,-0.039
2012/10/01,0.079
2012/10/02,0.148
2012/10/03,-0.027
2012/10/04,1.736
2012/10/05,0.058
2012/10/06,0.094
2012/10/07,0.192
2012/10/08,-0.063
2012/10/09,0.155
2012/10/10,0.035
2012/10/11,0.126
2012/10/12,-0.475
2012/10/13,0.114
2012/10/14,0.125
2012/10/15,0.004
2012/10/16,-0.094
2012/10/17,0.659
2012/10/18,-1.755
2012/10/19,-0.171
2012/10/20,-0.061
2012/10/21,-0.114
2012/10/22,0.015
2012/10/23,-0.039
2012/10/24,-0.052
2012/10/25,-0.093
2012/10/26,-0.053
2012/10/27,-0.14
2012/10/28,-0.116
2012/10/29,-0.037
2012/10/30,0.009
2012/10/31,-0.616
2012/11/01,0.078
2012/11/02,0.145
2012/11/03,0.03
2012/11/04,-0.059
2012/11/05,0.001
2012/11/06,0.057
2012/11/07,0.109
2012/11/08,0.094
2012/11/09,0.034
2012/11/10,0.155
2012/11/11,0.084
2012/11/12,0.05
2012/11/13,-0.038
2012/11/14,0.003
2012/11/15,0.169
2012/11/16,0.061
2012/11/17,0.108
2012/11/18,0.123
2012/11/19,0.06
2012/11/20,0.002
2012/11/21,0.032
2012/11/22,-0.024
2012/11/23,0.071
2012/11/24,-0.011
2012/11/25,0.166
2012/11/26,0.067
2012/11/27,0.808
2012/11/28,0.289
2012/11/29,0.248
2012/11/30,0.279
2012/12/01,0.267
2012/12/02,0.054
2012/12/03,0.116
2012/12/04,0.616
2012/12/05,0.483
2012/12/06,0.6
2012/12/07,0.425
2012/12/08,0.456
2012/12/09,0.365
2012/12/10,0.519
2012/12/11,-0.231
2012/12/12,0.265
2012/12/13,0.651
2012/12/14,0.482
2012/12/15,0.203
2012/12/16,0.569
2012/12/17,0.486
2012/12/18,0.269
2012/12/19,0.091
2012/12/20,0.262
2012/12/21,0.411
2012/12/22,0.316
2012/12/23,0.255
2012/12/24,-0.012
2012/12/25,-0.121
2012/12/26,-0.119
2012/12/27,-0.422
2012/12/28,-0.32
2012/12/29,-0.009
2012/12/30,-0.155
2012/12/31,-0.367
2013/01/01,-0.641
2013/01/02,-0.145
2013/01/03,-0.241
2013/01/04,-0.163
2013/01/05,-0.177
2013/01/06,-0.067
2013/01/07,0.006
2013/01/08,0.219
2013/01/09,0.245
2013/01/10,3.076
2013/01/11,0.556
2013/01/12,0.365
2013/01/13,0.327
2013/01/14,0.266
2013/01/15,0.474
2013/01/16,0.411
2013/01/17,0.425
2013/01/18,0.231
2013/01/19,0.743
2013/01/20,0.051
2013/01/21,0.04
2013/01/22,-0.052
2013/01/23,0.392
2013/01/24,-2.898
2013/01/25,-0.238
2013/01/26,0.026
2013/01/27,0.084
2013/01/28,0.28
2013/01/29,0.144
2013/01/30,-0.339
2013/01/31,-0.365
2013/02/01,0.175
2013/02/02,0.272
2013/02/03,0.102
2013/02/04,0.202
2013/02/05,0.091
2013/02/06,-0.515
2013/02/07,0.129
2013/02/08,0.093
2013/02/09,0.033
2013/02/10,-0.138
2013/02/11,0.052
2013/02/12,0.135
2013/02/13,0.392
2013/02/14,0.157
2013/02/15,-0.138
2013/02/16,-0.833
2013/02/17,-0.12
2013/02/18,0.017
2013/02/19,0.15
2013/02/20,0.149
2013/02/21,-0.088
2013/02/22,-0.05
2013/02/23,-0.085
2013/02/24,0.031
2013/02/25,0.078
2013/02/26,-0.023
2013/02/27,-0.178
2013/02/28,0.287
2013/03/01,0.494
2013/03/02,0.328
2013/03/03,0.118
2013/03/04,0.111
2013/03/05,0.303
2013/03/06,2.882
2013/03/07,0.361
2013/03/08,-0.061
2013/03/09,0.057
2013/03/10,0.181
2013/03/11,-0.087
2013/03/12,0.585
2013/03/13,0.207
2013/03/14,-0.264
2013/03/15,-0.269
2013/03/16,-0.678
2013/03/17,-0.502
2013/03/18,-0.429
2013/03/19,-0.256
2013/03/20,-3.208
2013/03/21,-0.598
2013/03/22,-0.006
2013/03/23,-0.258
2013/03/24,-0.47
2013/03/25,0.015
2013/03/26,-0.752
2013/03/27,0.476
2013/03/28,0.158
2013/03/29,-0.113
2013/03/30,0.747
2013/03/31,0.471
2013/04/01,0.074
2013/04/02,0.133
2013/04/03,0.895
2013/04/04,1.024
2013/04/05,0.258
2013/04/06,-0.017
2013/04/07,0.447
2013/04/08,-0.038
2013/04/09,-0.08
2013/04/10,-0.464
2013/04/11,0.24
2013/04/12,-0.089
2013/04/13,-0.506
2013/04/14,0.302
2013/04/15,0.917
2013/04/16,-0.173
2013/04/17,0.28
2013/04/18,-0.8
2013/04/19,0.162
2013/04/20,0.243
2013/04/21,-0.557
2013/04/22,0.021
2013/04/23,0.331
2013/04/24,0.183
2013/04/25,-0.17
2013/04/26,-0.348
2013/04/27,0.096
2013/04/28,-0.641
2013/04/29,-0.741
2013/04/30,0.052
2013/05/01,-0.802
2013/05/02,0.4
2013/05/03,-0.281
2013/05/04,-0.051
2013/05/05,0.136
2013/05/06,0.06
2013/05/07,-0.338
2013/05/08,-0.274
2013/05/09,0.193
2013/05/10,0.533
2013/05/11,0.287
2013/05/12,0.594
2013/05/13,0.287
2013/05/14,0.255
2013/05/15,0.616
2013/05/16,0.505
2013/05/17,0.048
2013/05/18,-0.085
2013/05/19,0.317
2013/05/20,0.069
2013/05/21,0.117
2013/05/22,0.018
2013/05/23,-0.3
2013/05/24,-0.342
2013/05/25,-0.204
2013/05/26,-0.562
2013/05/27,-0.228
2013/05/28,-0.1
2013/05/29,-0.46
2013/05/30,-1
2013/05/31,-0.339
2013/06/01,-0.282
2013/06/02,-0.222
2013/06/03,-0.235
2013/06/04,-0.209
2013/06/05,0.028
2013/06/06,-0.378
2013/06/07,-0.168
2013/06/08,-0.125
2013/06/09,0.131
2013/06/10,-0.313
2013/06/11,-0.32
2013/06/12,-0.395
2013/06/13,-0.178
2013/06/14,-0.219
2013/06/15,-0.01
2013/06/16,-0.301
2013/06/17,-0.088
2013/06/18,0.059
2013/06/19,-0.203
2013/06/20,0.882
2013/06/21,0.05
2013/06/22,0.241
2013/06/23,-0.107
2013/06/24,0.248
2013/06/25,-0.195
2013/06/26,0.086
2013/06/27,-0.142
2013/06/28,0.326
2013/06/29,-0.185
2013/06/30,0.084
2013/07/01,-0.396
2013/07/02,-0.146
2013/07/03,-0.479
2013/07/04,-1.223
2013/07/05,-0.32
2013/07/06,-0.615
2013/07/07,-0.398
2013/07/08,-0.356
2013/07/09,-0.108
2013/07/10,-0.38
2013/07/11,0.075
2013/07/12,-0.334
2013/07/13,0.276
2013/07/14,-0.226
2013/07/15,-0.069
2013/07/16,-0.054
2013/07/17,0.118
2013/07/18,0.359
2013/07/19,-0.203
2013/07/20,-0.143
2013/07/21,0.097
2013/07/22,0.109
2013/07/23,-0.142
2013/07/24,0.35
2013/07/25,0.112
2013/07/26,-0.3
2013/07/27,-0.144
2013/07/28,0.033
2013/07/29,0.137
2013/07/30,-0.109
2013/07/31,0.3
2013/08/01,-0.062
2013/08/02,0.112
2013/08/03,0.126
2013/08/04,0.208
2013/08/05,-0.203
2013/08/06,0.266
2013/08/07,-0.215
2013/08/08,0.032
2013/08/09,0.4
2013/08/10,-0.145
2013/08/11,0.041
2013/08/12,-0.212
2013/08/13,-0.114
2013/08/14,0.015
2013/08/15,0.61
2013/08/16,0.503
2013/08/17,-0.013
2013/08/18,0.24
2013/08/19,0.502
2013/08/20,-0.156
2013/08/21,-0.022
2013/08/22,-0.237
2013/08/23,-0.207
2013/08/24,0.041
2013/08/25,0.19
2013/08/26,0.507
2013/08/27,0.289
2013/08/28,4.506
2013/08/29,-0.901
2013/08/30,-0.256
2013/08/31,-0.048
2013/09/01,-0.49
2013/09/02,-0.212
2013/09/03,-0.074
2013/09/04,0.008
2013/09/05,0.011
2013/09/06,0.032
2013/09/07,0.069
2013/09/08,-0.134
2013/09/09,-0.376
2013/09/10,-0.403
2013/09/11,-5.1
2013/09/12,-0.002
2013/09/13,-0.441
2013/09/14,-0.188
2013/09/15,0.158
2013/09/16,0.184
2013/09/17,5.71
2013/09/18,1.885
2013/09/19,1.175
2013/09/20,-0.182
2013/09/21,-0.108
2013/09/22,-0.146
2013/09/23,0.149
2013/09/24,0.044
2013/09/25,0.151
2013/09/26,0.101
2013/09/27,1.418
2013/09/28,0.217
2013/09/29,-0.002
2013/09/30,-0.432
2013/10/01,-5.519
2013/10/02,-1.715
2013/10/03,-1.168
2013/10/04,0.01
2013/10/05,-0.089
2013/10/06,-0.06
2013/10/07,0.083
2013/10/08,-0.152
2013/10/09,0.075
2013/10/10,-0.025
2013/10/11,-1.338
2013/10/12,0.011
2013/10/13,-0.05
2013/10/14,-0.102
2013/10/15,-0.239
2013/10/16,0.063
2013/10/17,0.137
2013/10/18,0.246
2013/10/19,0.173
2013/10/20,0.114
2013/10/21,-0.12
2013/10/22,0.253
2013/10/23,0.148
2013/10/24,0.294
2013/10/25,0.374
2013/10/26,0.174
2013/10/27,0.722
2013/10/28,0.182
2013/10/29,0.263
2013/10/30,-0.286
2013/10/31,-0.303
2013/11/01,-0.124
2013/11/02,-0.183
2013/11/03,0.277
2013/11/04,0.345
2013/11/05,0.4
2013/11/06,2.635
2013/11/07,2.516
2013/11/08,2.232
2013/11/09,0.723
2013/11/10,-0.215
2013/11/11,0.608
2013/11/12,-0.409
2013/11/13,-0.061
2013/11/14,-0.063
2013/11/15,-0.255
2013/11/16,-0.172
2013/11/17,-0.482
2013/11/18,-0.362
2013/11/19,-0.299
2013/11/20,-2.846
2013/11/21,-2.75
2013/11/22,-2.557
2013/11/23,-1.003
2013/11/24,-0.647
2013/11/25,-0.865
2013/11/26,0.185
2013/11/27,0.152
2013/11/28,0.171
2013/11/29,0.184
2013/11/30,0.163
2013/12/01,0.019
2013/12/02,-0.165
2013/12/03,-0.373
2013/12/04,-0.128
2013/12/05,-0.176
2013/12/06,-0.171
2013/12/07,0.272
2013/12/08,-0.183
2013/12/09,-0.065
2013/12/10,-0.268
