Date,price3smaUSD
2010/10/23,0.105
2010/10/24,0.108
2010/10/25,0.11
2010/10/26,0.121
2010/10/27,0.141
2010/10/28,0.163
2010/10/29,0.178
2010/10/30,0.186
2010/10/31,0.19
2010/11/01,0.193
2010/11/02,0.193
2010/11/03,0.193
2010/11/04,0.2
2010/11/05,0.214
2010/11/06,0.258
2010/11/07,0.322
2010/11/08,0.342
2010/11/09,0.312
2010/11/10,0.252
2010/11/11,0.229
2010/11/12,0.233
2010/11/13,0.252
2010/11/14,0.269
2010/11/15,0.278
2010/11/16,0.266
2010/11/17,0.249
2010/11/18,0.239
2010/11/19,0.249
2010/11/20,0.267
2010/11/21,0.277
2010/11/22,0.279
2010/11/23,0.28
2010/11/24,0.282
2010/11/25,0.282
2010/11/26,0.282
2010/11/27,0.282
2010/11/28,0.281
2010/11/29,0.272
2010/11/30,0.25
2010/12/01,0.231
2010/12/02,0.226
2010/12/03,0.237
2010/12/04,0.241
2010/12/05,0.229
2010/12/06,0.216
2010/12/07,0.211
2010/12/08,0.222
2010/12/09,0.222
2010/12/10,0.218
2010/12/11,0.21
2010/12/12,0.211
2010/12/13,0.217
2010/12/14,0.224
2010/12/15,0.233
2010/12/16,0.241
2010/12/17,0.243
2010/12/18,0.244
2010/12/19,0.244
2010/12/20,0.247
2010/12/21,0.249
2010/12/22,0.25
2010/12/23,0.249
2010/12/24,0.248
2010/12/25,0.249
2010/12/26,0.252
2010/12/27,0.255
2010/12/28,0.262
2010/12/29,0.272
2010/12/30,0.284
2010/12/31,0.294
2011/01/01,0.297
2011/01/02,0.298
2011/01/03,0.295
2011/01/04,0.296
2011/01/05,0.295
2011/01/06,0.297
2011/01/07,0.301
2011/01/08,0.308
2011/01/09,0.316
2011/01/10,0.321
2011/01/11,0.325
2011/01/12,0.325
2011/01/13,0.322
2011/01/14,0.333
2011/01/15,0.357
2011/01/16,0.382
2011/01/17,0.385
2011/01/18,0.364
2011/01/19,0.337
2011/01/20,0.332
2011/01/21,0.356
2011/01/22,0.395
2011/01/23,0.425
2011/01/24,0.434
2011/01/25,0.43
2011/01/26,0.42
2011/01/27,0.415
2011/01/28,0.421
2011/01/29,0.43
2011/01/30,0.446
2011/01/31,0.468
2011/02/01,0.53
2011/02/02,0.613
2011/02/03,0.682
2011/02/04,0.728
2011/02/05,0.784
2011/02/06,0.852
2011/02/07,0.895
2011/02/08,0.903
2011/02/09,0.932
2011/02/10,0.977
2011/02/11,1.018
2011/02/12,1.033
2011/02/13,1.04
2011/02/14,1.05
2011/02/15,1.053
2011/02/16,1.052
2011/02/17,1.047
2011/02/18,1.018
2011/02/19,0.967
2011/02/20,0.919
2011/02/21,0.875
2011/02/22,0.864
2011/02/23,0.866
2011/02/24,0.911
2011/02/25,0.938
2011/02/26,0.948
2011/02/27,0.933
2011/02/28,0.911
2011/03/01,0.896
2011/03/02,0.898
2011/03/03,0.915
2011/03/04,0.92
2011/03/05,0.914
2011/03/06,0.907
2011/03/07,0.898
2011/03/08,0.887
2011/03/09,0.871
2011/03/10,0.878
2011/03/11,0.881
2011/03/12,0.894
2011/03/13,0.893
2011/03/14,0.896
2011/03/15,0.891
2011/03/16,0.88
2011/03/17,0.86
2011/03/18,0.844
2011/03/19,0.813
2011/03/20,0.786
2011/03/21,0.761
2011/03/22,0.766
2011/03/23,0.791
2011/03/24,0.821
2011/03/25,0.852
2011/03/26,0.865
2011/03/27,0.856
2011/03/28,0.834
2011/03/29,0.81
2011/03/30,0.799
2011/03/31,0.791
2011/04/01,0.784
2011/04/02,0.78
2011/04/03,0.778
2011/04/04,0.762
2011/04/05,0.736
2011/04/06,0.724
2011/04/07,0.732
2011/04/08,0.749
2011/04/09,0.748
2011/04/10,0.745
2011/04/11,0.746
2011/04/12,0.772
2011/04/13,0.821
2011/04/14,0.893
2011/04/15,0.952
2011/04/16,0.994
2011/04/17,1.031
2011/04/18,1.083
2011/04/19,1.137
2011/04/20,1.164
2011/04/21,1.172
2011/04/22,1.216
2011/04/23,1.344
2011/04/24,1.524
2011/04/25,1.619
2011/04/26,1.666
2011/04/27,1.707
2011/04/28,1.858
2011/04/29,2.144
2011/04/30,2.602
2011/05/01,3.009
2011/05/02,3.21
2011/05/03,3.24
2011/05/04,3.298
2011/05/05,3.371
2011/05/06,3.4
2011/05/07,3.435
2011/05/08,3.564
2011/05/09,3.711
2011/05/10,4.133
2011/05/11,4.765
2011/05/12,5.452
2011/05/13,6.268
2011/05/14,6.938
2011/05/15,7.304
2011/05/16,7.388
2011/05/17,7.375
2011/05/18,7.389
2011/05/19,7.137
2011/05/20,6.663
2011/05/21,6.304
2011/05/22,6.191
2011/05/23,6.432
2011/05/24,6.873
2011/05/25,7.383
2011/05/26,7.918
2011/05/27,8.356
2011/05/28,8.516
2011/05/29,8.458
2011/05/30,8.466
2011/05/31,8.582
2011/06/01,8.85
2011/06/02,9.342
2011/06/03,10.567
2011/06/04,13.015
2011/06/05,15.593
2011/06/06,17.319
2011/06/07,18.85
2011/06/08,21.839
2011/06/09,25.769
2011/06/10,27.55
2011/06/11,25.05
2011/06/12,20.794
2011/06/13,18.381
2011/06/14,18.461
2011/06/15,19.373
2011/06/16,19.058
2011/06/17,17.992
2011/06/18,17.012
2011/06/19,16.655
2011/06/20,16.875
2011/06/21,17.06
2011/06/22,17
2011/06/23,17
2011/06/24,17
2011/06/25,17
2011/06/26,16.993
2011/06/27,16.86
2011/06/28,16.81
2011/06/29,16.783
2011/06/30,16.741
2011/07/01,16.37
2011/07/02,15.865
2011/07/03,15.514
2011/07/04,15.152
2011/07/05,14.488
2011/07/06,13.965
2011/07/07,13.994
2011/07/08,14.379
2011/07/09,14.543
2011/07/10,14.51
2011/07/11,14.513
2011/07/12,14.434
2011/07/13,14.218
2011/07/14,14.028
2011/07/15,13.96
2011/07/16,13.885
2011/07/17,13.703
2011/07/18,13.508
2011/07/19,13.473
2011/07/20,13.589
2011/07/21,13.704
2011/07/22,13.701
2011/07/23,13.669
2011/07/24,13.726
2011/07/25,13.846
2011/07/26,13.935
2011/07/27,13.96
2011/07/28,13.852
2011/07/29,13.699
2011/07/30,13.567
2011/07/31,13.484
2011/08/01,13.394
2011/08/02,13.08
2011/08/03,12.15
2011/08/04,11.082
2011/08/05,10.31
2011/08/06,9.473
2011/08/07,8.539
2011/08/08,7.738
2011/08/09,7.987
2011/08/10,8.907
2011/08/11,9.548
2011/08/12,9.737
2011/08/13,9.679
2011/08/14,9.908
2011/08/15,10.412
2011/08/16,10.831
2011/08/17,10.988
2011/08/18,10.966
2011/08/19,11.026
2011/08/20,11.233
2011/08/21,11.392
2011/08/22,11.347
2011/08/23,11.137
2011/08/24,10.974
2011/08/25,10.691
2011/08/26,10.022
2011/08/27,9.186
2011/08/28,8.711
2011/08/29,8.745
2011/08/30,8.91
2011/08/31,8.798
2011/09/01,8.527
2011/09/02,8.381
2011/09/03,8.396
2011/09/04,8.435
2011/09/05,8.24
2011/09/06,7.806
2011/09/07,7.374
2011/09/08,7.042
2011/09/09,6.556
2011/09/10,5.847
2011/09/11,5.332
2011/09/12,5.408
2011/09/13,5.751
2011/09/14,5.885
2011/09/15,5.625
2011/09/16,5.26
2011/09/17,4.952
2011/09/18,4.868
2011/09/19,5.035
2011/09/20,5.366
2011/09/21,5.664
2011/09/22,5.732
2011/09/23,5.632
2011/09/24,5.51
2011/09/25,5.456
2011/09/26,5.327
2011/09/27,5.122
2011/09/28,4.946
2011/09/29,4.839
2011/09/30,4.857
2011/10/01,4.943
2011/10/02,5.026
2011/10/03,5.052
2011/10/04,5.016
2011/10/05,4.978
2011/10/06,4.903
2011/10/07,4.742
2011/10/08,4.489
2011/10/09,4.24
2011/10/10,4.103
2011/10/11,4.05
2011/10/12,4.045
2011/10/13,4.046
2011/10/14,4.055
2011/10/15,4.013
2011/10/16,3.879
2011/10/17,3.558
2011/10/18,3.079
2011/10/19,2.628
2011/10/20,2.375
2011/10/21,2.368
2011/10/22,2.544
2011/10/23,2.819
2011/10/24,2.944
2011/10/25,2.869
2011/10/26,2.749
2011/10/27,2.772
2011/10/28,2.928
2011/10/29,3.132
2011/10/30,3.305
2011/10/31,3.354
2011/11/01,3.297
2011/11/02,3.222
2011/11/03,3.202
2011/11/04,3.181
2011/11/05,3.127
2011/11/06,3.048
2011/11/07,2.996
2011/11/08,2.99
2011/11/09,3.005
2011/11/10,2.98
2011/11/11,2.96
2011/11/12,2.973
2011/11/13,3.008
2011/11/14,2.89
2011/11/15,2.632
2011/11/16,2.442
2011/11/17,2.376
2011/11/18,2.337
2011/11/19,2.225
2011/11/20,2.155
2011/11/21,2.184
2011/11/22,2.251
2011/11/23,2.295
2011/11/24,2.339
2011/11/25,2.394
2011/11/26,2.44
2011/11/27,2.472
2011/11/28,2.486
2011/11/29,2.547
2011/11/30,2.675
2011/12/01,2.846
2011/12/02,2.991
2011/12/03,3.024
2011/12/04,2.951
2011/12/05,2.874
2011/12/06,2.873
2011/12/07,2.939
2011/12/08,2.983
2011/12/09,2.99
2011/12/10,2.99
2011/12/11,3.047
2011/12/12,3.12
2011/12/13,3.187
2011/12/14,3.198
2011/12/15,3.19
2011/12/16,3.186
2011/12/17,3.189
2011/12/18,3.195
2011/12/19,3.248
2011/12/20,3.426
2011/12/21,3.666
2011/12/22,3.841
2011/12/23,3.902
2011/12/24,3.915
2011/12/25,3.981
2011/12/26,4.049
2011/12/27,4.083
2011/12/28,4.098
2011/12/29,4.119
2011/12/30,4.173
2011/12/31,4.292
2012/01/01,4.559
2012/01/02,4.903
2012/01/03,5.09
2012/01/04,5.172
2012/01/05,5.512
2012/01/06,6.103
2012/01/07,6.612
2012/01/08,6.842
2012/01/09,6.803
2012/01/10,6.666
2012/01/11,6.575
2012/01/12,6.623
2012/01/13,6.707
2012/01/14,6.677
2012/01/15,6.685
2012/01/16,6.768
2012/01/17,6.617
2012/01/18,6.237
2012/01/19,6.003
2012/01/20,6.099
2012/01/21,6.3
2012/01/22,6.336
2012/01/23,6.306
2012/01/24,6.301
2012/01/25,6.225
2012/01/26,5.971
2012/01/27,5.635
2012/01/28,5.448
2012/01/29,5.426
2012/01/30,5.466
2012/01/31,5.475
2012/02/01,5.576
2012/02/02,5.791
2012/02/03,5.972
2012/02/04,6.009
2012/02/05,5.909
2012/02/06,5.751
2012/02/07,5.641
2012/02/08,5.596
2012/02/09,5.649
2012/02/10,5.744
2012/02/11,5.78
2012/02/12,5.732
2012/02/13,5.571
2012/02/14,5.274
2012/02/15,4.881
2012/02/16,4.515
2012/02/17,4.337
2012/02/18,4.306
2012/02/19,4.311
2012/02/20,4.323
2012/02/21,4.33
2012/02/22,4.345
2012/02/23,4.47
2012/02/24,4.702
2012/02/25,4.886
2012/02/26,4.923
2012/02/27,4.896
2012/02/28,4.898
2012/02/29,4.904
2012/03/01,4.888
2012/03/02,4.856
2012/03/03,4.791
2012/03/04,4.734
2012/03/05,4.763
2012/03/06,4.87
2012/03/07,4.952
2012/03/08,4.962
2012/03/09,4.931
2012/03/10,4.892
2012/03/11,4.872
2012/03/12,4.873
2012/03/13,4.95
2012/03/14,5.103
2012/03/15,5.257
2012/03/16,5.346
2012/03/17,5.329
2012/03/18,5.291
2012/03/19,5.167
2012/03/20,4.992
2012/03/21,4.852
2012/03/22,4.777
2012/03/23,4.762
2012/03/24,4.714
2012/03/25,4.668
2012/03/26,4.626
2012/03/27,4.639
2012/03/28,4.703
2012/03/29,4.77
2012/03/30,4.808
2012/03/31,4.833
2012/04/01,4.854
2012/04/02,4.869
2012/04/03,4.897
2012/04/04,4.924
2012/04/05,4.938
2012/04/06,4.929
2012/04/07,4.892
2012/04/08,4.831
2012/04/09,4.796
2012/04/10,4.808
2012/04/11,4.856
2012/04/12,4.887
2012/04/13,4.907
2012/04/14,4.93
2012/04/15,4.943
2012/04/16,4.955
2012/04/17,4.961
2012/04/18,4.988
2012/04/19,5.047
2012/04/20,5.139
2012/04/21,5.233
2012/04/22,5.268
2012/04/23,5.214
2012/04/24,5.114
2012/04/25,5.076
2012/04/26,5.087
2012/04/27,5.111
2012/04/28,5.086
2012/04/29,5.028
2012/04/30,4.971
2012/05/01,4.949
2012/05/02,4.981
2012/05/03,5.038
2012/05/04,5.076
2012/05/05,5.088
2012/05/06,5.075
2012/05/07,5.064
2012/05/08,5.062
2012/05/09,5.057
2012/05/10,5.023
2012/05/11,4.969
2012/05/12,4.936
2012/05/13,4.931
2012/05/14,4.955
2012/05/15,4.982
2012/05/16,5.024
2012/05/17,5.062
2012/05/18,5.089
2012/05/19,5.105
2012/05/20,5.108
2012/05/21,5.105
2012/05/22,5.101
2012/05/23,5.106
2012/05/24,5.116
2012/05/25,5.127
2012/05/26,5.124
2012/05/27,5.121
2012/05/28,5.121
2012/05/29,5.133
2012/05/30,5.14
2012/05/31,5.148
2012/06/01,5.179
2012/06/02,5.219
2012/06/03,5.242
2012/06/04,5.244
2012/06/05,5.274
2012/06/06,5.349
2012/06/07,5.444
2012/06/08,5.53
2012/06/09,5.579
2012/06/10,5.574
2012/06/11,5.544
2012/06/12,5.561
2012/06/13,5.666
2012/06/14,5.806
2012/06/15,5.999
2012/06/16,6.206
2012/06/17,6.328
2012/06/18,6.337
2012/06/19,6.322
2012/06/20,6.415
2012/06/21,6.555
2012/06/22,6.624
2012/06/23,6.592
2012/06/24,6.497
2012/06/25,6.402
2012/06/26,6.364
2012/06/27,6.418
2012/06/28,6.518
2012/06/29,6.602
2012/06/30,6.641
2012/07/01,6.652
2012/07/02,6.67
2012/07/03,6.648
2012/07/04,6.588
2012/07/05,6.558
2012/07/06,6.576
2012/07/07,6.66
2012/07/08,6.724
2012/07/09,6.806
2012/07/10,6.933
2012/07/11,7.064
2012/07/12,7.251
2012/07/13,7.439
2012/07/14,7.572
2012/07/15,7.61
2012/07/16,7.748
2012/07/17,8.108
2012/07/18,8.565
2012/07/19,8.865
2012/07/20,8.88
2012/07/21,8.796
2012/07/22,8.677
2012/07/23,8.592
2012/07/24,8.532
2012/07/25,8.545
2012/07/26,8.682
2012/07/27,8.808
2012/07/28,8.881
2012/07/29,8.864
2012/07/30,8.866
2012/07/31,8.973
2012/08/01,9.19
2012/08/02,9.569
2012/08/03,10.097
2012/08/04,10.607
2012/08/05,10.902
2012/08/06,10.924
2012/08/07,10.931
2012/08/08,10.982
2012/08/09,11.054
2012/08/10,11.15
2012/08/11,11.292
2012/08/12,11.455
2012/08/13,11.634
2012/08/14,11.837
2012/08/15,12.221
2012/08/16,12.736
2012/08/17,12.869
2012/08/18,12.532
2012/08/19,11.337
2012/08/20,10.183
2012/08/21,9.609
2012/08/22,9.633
2012/08/23,9.919
2012/08/24,10.04
2012/08/25,10.274
2012/08/26,10.506
2012/08/27,10.646
2012/08/28,10.775
2012/08/29,10.881
2012/08/30,10.885
2012/08/31,10.725
2012/09/01,10.436
2012/09/02,10.209
2012/09/03,10.177
2012/09/04,10.31
2012/09/05,10.507
2012/09/06,10.747
2012/09/07,10.96
2012/09/08,11.085
2012/09/09,11.067
2012/09/10,11.066
2012/09/11,11.124
2012/09/12,11.228
2012/09/13,11.301
2012/09/14,11.41
2012/09/15,11.544
2012/09/16,11.71
2012/09/17,11.813
2012/09/18,11.927
2012/09/19,12.124
2012/09/20,12.31
2012/09/21,12.407
2012/09/22,12.358
2012/09/23,12.285
2012/09/24,12.199
2012/09/25,12.163
2012/09/26,12.169
2012/09/27,12.24
2012/09/28,12.301
2012/09/29,12.359
2012/09/30,12.373
2012/10/01,12.388
2012/10/02,12.464
2012/10/03,12.625
2012/10/04,12.789
2012/10/05,12.827
2012/10/06,12.755
2012/10/07,12.517
2012/10/08,12.213
2012/10/09,11.936
2012/10/10,11.888
2012/10/11,11.968
2012/10/12,12.049
2012/10/13,12.023
2012/10/14,11.93
2012/10/15,11.813
2012/10/16,11.784
2012/10/17,11.789
2012/10/18,11.845
2012/10/19,11.843
2012/10/20,11.817
2012/10/21,11.754
2012/10/22,11.699
2012/10/23,11.684
2012/10/24,11.673
2012/10/25,11.534
2012/10/26,11.139
2012/10/27,10.661
2012/10/28,10.403
2012/10/29,10.449
2012/10/30,10.623
2012/10/31,10.81
2012/11/01,10.885
2012/11/02,10.812
2012/11/03,10.65
2012/11/04,10.6
2012/11/05,10.685
2012/11/06,10.771
2012/11/07,10.833
2012/11/08,10.882
2012/11/09,10.901
2012/11/10,10.882
2012/11/11,10.868
2012/11/12,10.885
2012/11/13,10.928
2012/11/14,10.96
2012/11/15,11.016
2012/11/16,11.181
2012/11/17,11.446
2012/11/18,11.655
2012/11/19,11.74
2012/11/20,11.722
2012/11/21,11.727
2012/11/22,11.845
2012/11/23,12.059
2012/11/24,12.281
2012/11/25,12.401
2012/11/26,12.403
2012/11/27,12.344
2012/11/28,12.287
2012/11/29,12.298
2012/11/30,12.408
2012/12/01,12.505
2012/12/02,12.551
2012/12/03,12.563
2012/12/04,12.719
2012/12/05,13.004
2012/12/06,13.24
2012/12/07,13.363
2012/12/08,13.386
2012/12/09,13.421
2012/12/10,13.425
2012/12/11,13.448
2012/12/12,13.541
2012/12/13,13.638
2012/12/14,13.679
2012/12/15,13.633
2012/12/16,13.531
2012/12/17,13.405
2012/12/18,13.315
2012/12/19,13.333
2012/12/20,13.434
2012/12/21,13.522
2012/12/22,13.518
2012/12/23,13.456
2012/12/24,13.401
2012/12/25,13.384
2012/12/26,13.39
2012/12/27,13.412
2012/12/28,13.427
2012/12/29,13.441
2012/12/30,13.437
2012/12/31,13.444
2013/01/01,13.43
2013/01/02,13.353
2013/01/03,13.273
2013/01/04,13.21
2013/01/05,13.201
2013/01/06,13.171
2013/01/07,13.152
2013/01/08,13.23
2013/01/09,13.39
2013/01/10,13.586
2013/01/11,13.78
2013/01/12,13.906
2013/01/13,13.963
2013/01/14,13.961
2013/01/15,13.956
2013/01/16,14.049
2013/01/17,14.34
2013/01/18,14.785
2013/01/19,15.152
2013/01/20,15.312
2013/01/21,15.485
2013/01/22,15.933
2013/01/23,16.496
2013/01/24,16.867
2013/01/25,16.928
2013/01/26,16.976
2013/01/27,17.091
2013/01/28,17.388
2013/01/29,17.845
2013/01/30,18.409
2013/01/31,19.077
2013/02/01,19.637
2013/02/02,19.987
2013/02/03,20.087
2013/02/04,20.053
2013/02/05,20.083
2013/02/06,20.234
2013/02/07,20.602
2013/02/08,21.228
2013/02/09,22.002
2013/02/10,22.683
2013/02/11,23.254
2013/02/12,23.691
2013/02/13,24.021
2013/02/14,24.507
2013/02/15,25.26
2013/02/16,26.024
2013/02/17,26.484
2013/02/18,26.538
2013/02/19,26.921
2013/02/20,27.72
2013/02/21,28.638
2013/02/22,29.158
2013/02/23,29.181
2013/02/24,29.012
2013/02/25,28.86
2013/02/26,28.904
2013/02/27,29.263
2013/02/28,30.118
2013/03/01,31.483
2013/03/02,32.573
2013/03/03,32.937
2013/03/04,32.976
2013/03/05,34.146
2013/03/06,36.323
2013/03/07,38.535
2013/03/08,40.09
2013/03/09,41.48
2013/03/10,42.956
2013/03/11,44.233
2013/03/12,44.549
2013/03/13,44.005
2013/03/14,43.399
2013/03/15,43.228
2013/03/16,43.686
2013/03/17,43.895
2013/03/18,44.783
2013/03/19,47.19
2013/03/20,51.798
2013/03/21,57.707
2013/03/22,62.493
2013/03/23,64.448
2013/03/24,64.708
2013/03/25,65.843
2013/03/26,68.539
2013/03/27,73.362
2013/03/28,78.897
2013/03/29,83.86
2013/03/30,86.599
2013/03/31,87.698
2013/04/01,90.406
2013/04/02,97.171
2013/04/03,107.489
2013/04/04,117.104
2013/04/05,124.076
2013/04/06,128.78
2013/04/07,134.952
2013/04/08,146.585
2013/04/09,167.012
2013/04/10,179.152
2013/04/11,162.965
2013/04/12,128.648
2013/04/13,101.96
2013/04/14,94.243
2013/04/15,92.464
2013/04/16,84.666
2013/04/17,79.961
2013/04/18,82.485
2013/04/19,93.038
2013/04/20,105.286
2013/04/21,111.825
2013/04/22,114.103
2013/04/23,116.203
2013/04/24,123.038
2013/04/25,131.773
2013/04/26,135.828
2013/04/27,133
2013/04/28,127.768
2013/04/29,126.974
2013/04/30,129.69
2013/05/01,129.895
2013/05/02,123.392
2013/05/03,112.802
2013/05/04,106.261
2013/05/05,107.066
2013/05/06,110.503
2013/05/07,112.281
2013/05/08,110.991
2013/05/09,109.463
2013/05/10,109.518
2013/05/11,110.487
2013/05/12,111.593
2013/05/13,112.16
2013/05/14,110.871
2013/05/15,108.484
2013/05/16,106.737
2013/05/17,107.355
2013/05/18,110.102
2013/05/19,112.07
2013/05/20,112.973
2013/05/21,113.795
2013/05/22,115.055
2013/05/23,116.887
2013/05/24,119.995
2013/05/25,123.675
2013/05/26,127.026
2013/05/27,128.276
2013/05/28,127.61
2013/05/29,126.837
2013/05/30,126.466
2013/05/31,126.699
2013/06/01,126.859
2013/06/02,125.822
2013/06/03,123.792
2013/06/04,121.384
2013/06/05,120.038
2013/06/06,119.723
2013/06/07,118.166
2013/06/08,114.996
2013/06/09,110.511
2013/06/10,106.86
2013/06/11,105.516
2013/06/12,106.221
2013/06/13,107.183
2013/06/14,105.95
2013/06/15,103.35
2013/06/16,101.153
2013/06/17,100.483
2013/06/18,101.621
2013/06/19,103.204
2013/06/20,104.864
2013/06/21,105.667
2013/06/22,105.19
2013/06/23,103.807
2013/06/24,101.276
2013/06/25,99.134
2013/06/26,97.908
2013/06/27,97.282
2013/06/28,95.613
2013/06/29,92.708
2013/06/30,90.451
2013/07/01,88.239
2013/07/02,86.213
2013/07/03,83.412
2013/07/04,81.029
2013/07/05,77.634
2013/07/06,72.492
2013/07/07,69.589
2013/07/08,69.766
2013/07/09,71.931
2013/07/10,74.01
2013/07/11,76.66
2013/07/12,80.829
2013/07/13,84.864
2013/07/14,87.083
2013/07/15,88.515
2013/07/16,89.125
2013/07/17,89.332
2013/07/18,88.394
2013/07/19,86.365
2013/07/20,84.726
2013/07/21,83.861
2013/07/22,83.949
2013/07/23,84.409
2013/07/24,85.255
2013/07/25,86.513
2013/07/26,87.831
2013/07/27,88.525
2013/07/28,88.684
2013/07/29,89.366
2013/07/30,90.881
2013/07/31,93.43
2013/08/01,94.975
2013/08/02,95.79
2013/08/03,95.58
2013/08/04,95.139
2013/08/05,95.127
2013/08/06,95.634
2013/08/07,96.581
2013/08/08,96.738
2013/08/09,95.833
2013/08/10,94.497
2013/08/11,93.532
2013/08/12,93.469
2013/08/13,93.988
2013/08/14,95.073
2013/08/15,96.06
2013/08/16,96.596
2013/08/17,96.763
2013/08/18,96.754
2013/08/19,97.238
2013/08/20,98.673
2013/08/21,101.402
2013/08/22,104.501
2013/08/23,106.172
2013/08/24,106.402
2013/08/25,106.524
2013/08/26,107.385
2013/08/27,109.41
2013/08/28,111.95
2013/08/29,114.313
2013/08/30,116.471
2013/08/31,118.733
2013/09/01,121.688
2013/09/02,124.102
2013/09/03,125.034
2013/09/04,123.732
2013/09/05,120.984
2013/09/06,117.714
2013/09/07,115.806
2013/09/08,115.562
2013/09/09,116.493
2013/09/10,118.139
2013/09/11,119.845
2013/09/12,121.787
2013/09/13,123.157
2013/09/14,123.895
2013/09/15,123.903
2013/09/16,123.813
2013/09/17,123.914
2013/09/18,124.362
2013/09/19,123.938
2013/09/20,122.857
2013/09/21,121.547
2013/09/22,121.216
2013/09/23,121.309
2013/09/24,121.376
2013/09/25,121.578
2013/09/26,122.034
2013/09/27,122.388
2013/09/28,122.742
2013/09/29,122.966
2013/09/30,123.192
2013/10/01,123.249
2013/10/02,119.733
2013/10/03,114.885
2013/10/04,112.771
2013/10/05,114.949
2013/10/06,118.57
2013/10/07,119.694
2013/10/08,120.462
2013/10/09,121.637
2013/10/10,122.67
2013/10/11,123.409
2013/10/12,123.828
2013/10/13,124.934
2013/10/14,127.029
2013/10/15,130.559
2013/10/16,133.69
2013/10/17,136.552
2013/10/18,139.547
2013/10/19,145.438
2013/10/20,151.646
2013/10/21,158.675
2013/10/22,167.485
2013/10/23,178.851
2013/10/24,185.782
2013/10/25,182.167
2013/10/26,176.015
2013/10/27,173.622
2013/10/28,179.813
2013/10/29,186.535
2013/10/30,192.248
2013/10/31,194.811
2013/11/01,196.39
2013/11/02,197.733
2013/11/03,200.01
2013/11/04,205.322
2013/11/05,215.923
2013/11/06,231.164
2013/11/07,251.237
2013/11/08,273.475
2013/11/09,302.374
2013/11/10,308.33
2013/11/11,313.629
2013/11/12,314.177
2013/11/13,339.891
2013/11/14,368.886
2013/11/15,393.927
2013/11/16,410.364
2013/11/17,427.784
2013/11/18,474.032
2013/11/19,535.213
2013/11/20,549.018
2013/11/21,565.367
2013/11/22,589.776
2013/11/23,671.1
2013/11/24,705.433
2013/11/25,721.427
2013/11/26,740.762
2013/11/27,803.679
2013/11/28,874.16
2013/11/29,935.835
2013/11/30,989.496
2013/12/01,983.174
2013/12/02,961.917
2013/12/03,939.375
2013/12/04,979.777
2013/12/05,1004
2013/12/06,981.356
2013/12/07,876.002
2013/12/08,790.176
2013/12/09,770.199
2013/12/10,835.567
2013/12/11,886.95
2013/12/12,886.046
2013/12/13,870.484
2013/12/14,859.513
2013/12/15,853.143
2013/12/16,821.237
2013/12/17,760.643
2013/12/18,667.313
2013/12/19,614.503
2013/12/20,611.346
2013/12/21,631.269
2013/12/22,637.546
2013/12/23,633.065
2013/12/24,651.877
2013/12/25,663.735
2013/12/26,690.523
2013/12/27,717.966
2013/12/28,740.543
2013/12/29,740.313
2013/12/30,742.868
2013/12/31,749.03
2014/01/01,762.826
2014/01/02,769.177
2014/01/03,781.515
2014/01/04,802.697
2014/01/05,835.334
2014/01/06,891.364
2014/01/07,918.071
2014/01/08,908.286
