Date,fee_to_reward90stdUSD
2010/11/07,0.01
2010/11/08,0.011
2010/11/09,0.011
2010/11/10,0.011
2010/11/11,0.011
2010/11/12,0.011
2010/11/13,0.011
2010/11/14,0.01
2010/11/15,0.01
2010/11/16,0.007
2010/11/17,0.007
2010/11/18,0.007
2010/11/19,0.007
2010/11/20,0.008
2010/11/21,0.009
2010/11/22,0.008
2010/11/23,0.009
2010/11/24,0.009
2010/11/25,0.009
2010/11/26,0.009
2010/11/27,0.009
2010/11/28,0.008
2010/11/29,0.008
2010/11/30,0.008
2010/12/01,0.008
2010/12/02,0.008
2010/12/03,0.008
2010/12/04,0.008
2010/12/05,0.008
2010/12/06,0.008
2010/12/07,0.008
2010/12/08,0.008
2010/12/09,0.008
2010/12/10,0.008
2010/12/11,0.008
2010/12/12,0.008
2010/12/13,0.008
2010/12/14,0.008
2010/12/15,0.008
2010/12/16,0.008
2010/12/17,0.008
2010/12/18,0.008
2010/12/19,0.008
2010/12/20,0.008
2010/12/21,0.008
2010/12/22,0.008
2010/12/23,0.008
2010/12/24,0.008
2010/12/25,0.008
2010/12/26,0.008
2010/12/27,0.007
2010/12/28,0.007
2010/12/29,0.007
2010/12/30,0.007
2010/12/31,0.007
2011/01/01,0.007
2011/01/02,0.007
2011/01/03,0.007
2011/01/04,0.007
2011/01/05,0.007
2011/01/06,0.007
2011/01/07,0.007
2011/01/08,0.007
2011/01/09,0.007
2011/01/10,0.007
2011/01/11,0.007
2011/01/12,0.007
2011/01/13,0.007
2011/01/14,0.007
2011/01/15,0.007
2011/01/16,0.007
2011/01/17,0.007
2011/01/18,0.007
2011/01/19,0.007
2011/01/20,0.007
2011/01/21,0.007
2011/01/22,0.007
2011/01/23,0.007
2011/01/24,0.007
2011/01/25,0.007
2011/01/26,0.007
2011/01/27,0.007
2011/01/28,0.007
2011/01/29,0.007
2011/01/30,0.01
2011/01/31,0.01
2011/02/01,0.011
2011/02/02,0.011
2011/02/03,0.011
2011/02/04,0.01
2011/02/05,0.01
2011/02/06,0.01
2011/02/07,0.01
2011/02/08,0.01
2011/02/09,0.01
2011/02/10,0.01
2011/02/11,0.01
2011/02/12,0.01
2011/02/13,0.01
2011/02/14,0.012
2011/02/15,0.012
2011/02/16,0.012
2011/02/17,0.012
2011/02/18,0.011
2011/02/19,0.011
2011/02/20,0.011
2011/02/21,0.011
2011/02/22,0.011
2011/02/23,0.011
2011/02/24,0.011
2011/02/25,0.011
2011/02/26,0.011
2011/02/27,0.011
2011/02/28,0.011
2011/03/01,0.011
2011/03/02,0.011
2011/03/03,0.019
2011/03/04,0.019
2011/03/05,0.02
2011/03/06,0.021
2011/03/07,0.025
2011/03/08,0.026
2011/03/09,0.027
2011/03/10,0.028
2011/03/11,0.035
2011/03/12,0.035
2011/03/13,0.036
2011/03/14,0.036
2011/03/15,0.036
2011/03/16,0.036
2011/03/17,0.036
2011/03/18,0.036
2011/03/19,0.036
2011/03/20,0.037
2011/03/21,0.043
2011/03/22,0.057
2011/03/23,0.073
2011/03/24,0.076
2011/03/25,0.077
2011/03/26,0.077
2011/03/27,0.079
2011/03/28,0.079
2011/03/29,0.079
2011/03/30,0.079
2011/03/31,0.079
2011/04/01,0.079
2011/04/02,0.079
2011/04/03,0.079
2011/04/04,0.08
2011/04/05,0.08
2011/04/06,0.08
2011/04/07,0.08
2011/04/08,0.08
2011/04/09,0.08
2011/04/10,0.08
2011/04/11,0.08
2011/04/12,0.081
2011/04/13,0.08
2011/04/14,0.087
2011/04/15,0.086
2011/04/16,0.086
2011/04/17,0.086
2011/04/18,0.086
2011/04/19,0.086
2011/04/20,0.087
2011/04/21,0.086
2011/04/22,0.086
2011/04/23,0.086
2011/04/24,0.086
2011/04/25,0.087
2011/04/26,0.087
2011/04/27,0.087
2011/04/28,0.087
2011/04/29,0.087
2011/04/30,0.089
2011/05/01,0.09
2011/05/02,0.09
2011/05/03,0.089
2011/05/04,0.089
2011/05/05,0.089
2011/05/06,0.088
2011/05/07,0.088
2011/05/08,0.088
2011/05/09,0.087
2011/05/10,0.087
2011/05/11,0.087
2011/05/12,0.087
2011/05/13,0.087
2011/05/14,0.088
2011/05/15,0.089
2011/05/16,0.09
2011/05/17,0.089
2011/05/18,0.09
2011/05/19,0.094
2011/05/20,0.095
2011/05/21,0.098
2011/05/22,0.099
2011/05/23,0.099
2011/05/24,0.099
2011/05/25,0.099
2011/05/26,0.099
2011/05/27,0.099
2011/05/28,0.101
2011/05/29,0.101
2011/05/30,0.106
2011/05/31,0.111
2011/06/01,0.117
2011/06/02,0.121
2011/06/03,0.125
2011/06/04,0.131
2011/06/05,0.134
2011/06/06,0.138
2011/06/07,0.146
2011/06/08,0.166
2011/06/09,0.176
2011/06/10,0.182
2011/06/11,0.184
2011/06/12,0.192
2011/06/13,0.195
2011/06/14,0.197
2011/06/15,0.199
2011/06/16,0.203
2011/06/17,0.206
2011/06/18,0.207
2011/06/19,0.208
2011/06/20,0.208
2011/06/21,0.207
2011/06/22,0.207
2011/06/23,0.206
2011/06/24,0.205
2011/06/25,0.209
2011/06/26,0.212
2011/06/27,0.213
2011/06/28,0.213
2011/06/29,0.212
2011/06/30,0.211
2011/07/01,0.21
2011/07/02,0.209
2011/07/03,0.208
2011/07/04,0.206
2011/07/05,0.207
2011/07/06,0.205
2011/07/07,0.204
2011/07/08,0.203
2011/07/09,0.201
2011/07/10,0.2
2011/07/11,0.198
2011/07/12,0.196
2011/07/13,0.196
2011/07/14,0.194
2011/07/15,0.192
2011/07/16,0.189
2011/07/17,0.187
2011/07/18,0.186
2011/07/19,0.185
2011/07/20,0.183
2011/07/21,0.182
2011/07/22,0.18
2011/07/23,0.18
2011/07/24,0.179
2011/07/25,0.177
2011/07/26,0.177
2011/07/27,0.177
2011/07/28,0.176
2011/07/29,0.177
2011/07/30,0.178
2011/07/31,0.177
2011/08/01,0.176
2011/08/02,0.175
2011/08/03,0.175
2011/08/04,0.174
2011/08/05,0.173
2011/08/06,0.176
2011/08/07,0.176
2011/08/08,0.176
2011/08/09,0.174
2011/08/10,0.173
2011/08/11,0.174
2011/08/12,0.174
2011/08/13,0.175
2011/08/14,0.174
2011/08/15,0.174
2011/08/16,0.174
2011/08/17,0.175
2011/08/18,0.177
2011/08/19,0.177
2011/08/20,0.179
2011/08/21,0.18
2011/08/22,0.181
2011/08/23,0.182
2011/08/24,0.183
2011/08/25,0.184
2011/08/26,0.186
2011/08/27,0.187
2011/08/28,0.188
2011/08/29,0.188
2011/08/30,0.188
2011/08/31,0.189
2011/09/01,0.189
2011/09/02,0.188
2011/09/03,0.189
2011/09/04,0.189
2011/09/05,0.186
2011/09/06,0.174
2011/09/07,0.168
2011/09/08,0.164
2011/09/09,0.162
2011/09/10,0.156
2011/09/11,0.152
2011/09/12,0.15
2011/09/13,0.148
2011/09/14,0.142
2011/09/15,0.137
2011/09/16,0.134
2011/09/17,0.133
2011/09/18,0.133
2011/09/19,0.133
2011/09/20,0.134
2011/09/21,0.134
2011/09/22,0.135
2011/09/23,0.13
2011/09/24,0.122
2011/09/25,0.116
2011/09/26,0.114
2011/09/27,0.112
2011/09/28,0.112
2011/09/29,0.111
2011/09/30,0.11
2011/10/01,0.111
2011/10/02,0.11
2011/10/03,0.105
2011/10/04,0.103
2011/10/05,0.101
2011/10/06,0.101
2011/10/07,0.1
2011/10/08,0.099
2011/10/09,0.098
2011/10/10,0.097
2011/10/11,0.096
2011/10/12,0.095
2011/10/13,0.092
2011/10/14,0.092
2011/10/15,0.092
2011/10/16,0.092
2011/10/17,0.089
2011/10/18,0.089
2011/10/19,0.089
2011/10/20,0.087
2011/10/21,0.087
2011/10/22,0.087
2011/10/23,0.087
2011/10/24,0.087
2011/10/25,0.088
2011/10/26,0.088
2011/10/27,0.088
2011/10/28,0.088
2011/10/29,0.088
2011/10/30,0.089
2011/10/31,0.089
2011/11/01,0.089
2011/11/02,0.089
2011/11/03,0.089
2011/11/04,0.06
2011/11/05,0.06
2011/11/06,0.06
2011/11/07,0.058
2011/11/08,0.056
2011/11/09,0.056
2011/11/10,0.056
2011/11/11,0.057
2011/11/12,0.054
2011/11/13,0.052
2011/11/14,0.051
2011/11/15,0.051
2011/11/16,0.051
2011/11/17,0.05
2011/11/18,0.05
2011/11/19,0.05
2011/11/20,0.05
2011/11/21,0.05
2011/11/22,0.049
2011/11/23,0.048
2011/11/24,0.048
2011/11/25,0.048
2011/11/26,0.048
2011/11/27,0.049
2011/11/28,0.046
2011/11/29,0.046
2011/11/30,0.046
2011/12/01,0.046
2011/12/02,0.046
2011/12/03,0.042
2011/12/04,0.042
2011/12/05,0.042
2011/12/06,0.04
2011/12/07,0.04
2011/12/08,0.039
2011/12/09,0.039
2011/12/10,0.039
2011/12/11,0.596
2011/12/12,0.822
2011/12/13,0.822
2011/12/14,0.822
2011/12/15,0.822
2011/12/16,0.822
2011/12/17,0.822
2011/12/18,0.822
2011/12/19,0.822
2011/12/20,0.822
2011/12/21,0.822
2011/12/22,0.822
2011/12/23,0.822
2011/12/24,0.822
2011/12/25,0.822
2011/12/26,0.822
2011/12/27,0.823
2011/12/28,0.823
2011/12/29,0.823
2011/12/30,0.823
2011/12/31,0.823
2012/01/01,0.823
2012/01/02,0.823
2012/01/03,0.823
2012/01/04,0.823
2012/01/05,0.823
2012/01/06,0.823
2012/01/07,0.823
2012/01/08,0.823
2012/01/09,0.823
2012/01/10,0.823
2012/01/11,0.823
2012/01/12,0.827
2012/01/13,0.827
2012/01/14,0.827
2012/01/15,0.827
2012/01/16,0.83
2012/01/17,0.83
2012/01/18,0.83
2012/01/19,0.831
2012/01/20,0.832
2012/01/21,0.832
2012/01/22,0.832
2012/01/23,0.832
2012/01/24,0.832
2012/01/25,0.832
2012/01/26,0.832
2012/01/27,0.832
2012/01/28,0.832
2012/01/29,0.983
2012/01/30,0.983
2012/01/31,0.983
2012/02/01,0.983
2012/02/02,0.982
2012/02/03,0.982
2012/02/04,0.982
2012/02/05,0.982
2012/02/06,0.982
2012/02/07,0.981
2012/02/08,0.981
2012/02/09,0.981
2012/02/10,0.981
2012/02/11,0.981
2012/02/12,0.98
2012/02/13,0.98
2012/02/14,0.98
2012/02/15,0.98
2012/02/16,0.979
2012/02/17,0.979
2012/02/18,0.979
2012/02/19,0.979
2012/02/20,0.979
2012/02/21,0.979
2012/02/22,0.98
2012/02/23,0.98
2012/02/24,0.979
2012/02/25,0.98
2012/02/26,0.98
2012/02/27,0.98
2012/02/28,0.979
2012/02/29,0.98
2012/03/01,0.979
2012/03/02,0.979
2012/03/03,0.979
2012/03/04,0.979
2012/03/05,0.979
2012/03/06,0.979
2012/03/07,0.979
2012/03/08,0.979
2012/03/09,0.979
2012/03/10,0.793
2012/03/11,0.564
2012/03/12,0.564
2012/03/13,0.564
2012/03/14,0.564
2012/03/15,0.564
2012/03/16,0.563
2012/03/17,0.563
2012/03/18,0.563
2012/03/19,0.564
2012/03/20,0.564
2012/03/21,0.564
2012/03/22,0.564
2012/03/23,0.563
2012/03/24,0.563
2012/03/25,0.563
2012/03/26,0.563
2012/03/27,0.563
2012/03/28,0.563
2012/03/29,0.563
2012/03/30,0.563
2012/03/31,0.563
2012/04/01,0.563
2012/04/02,0.563
2012/04/03,0.563
2012/04/04,0.563
2012/04/05,0.563
2012/04/06,0.562
2012/04/07,0.562
2012/04/08,0.562
2012/04/09,0.563
2012/04/10,0.562
2012/04/11,0.556
2012/04/12,0.556
2012/04/13,0.556
2012/04/14,0.556
2012/04/15,0.551
2012/04/16,0.551
2012/04/17,0.551
2012/04/18,0.548
2012/04/19,0.546
2012/04/20,0.546
2012/04/21,0.546
2012/04/22,0.546
2012/04/23,0.546
2012/04/24,0.546
2012/04/25,0.546
2012/04/26,0.544
2012/04/27,0.544
2012/04/28,0.085
2012/04/29,0.064
2012/04/30,0.064
2012/05/01,0.064
2012/05/02,0.062
2012/05/03,0.063
2012/05/04,0.064
2012/05/05,0.064
2012/05/06,0.064
2012/05/07,0.066
2012/05/08,0.068
2012/05/09,0.07
2012/05/10,0.071
2012/05/11,0.074
2012/05/12,0.076
2012/05/13,0.078
2012/05/14,0.099
2012/05/15,0.11
2012/05/16,0.112
2012/05/17,0.115
2012/05/18,0.118
2012/05/19,0.137
2012/05/20,0.143
2012/05/21,0.149
2012/05/22,0.151
2012/05/23,0.156
2012/05/24,0.162
2012/05/25,0.167
2012/05/26,0.168
2012/05/27,0.169
2012/05/28,0.172
2012/05/29,0.174
2012/05/30,0.177
2012/05/31,0.178
2012/06/01,0.178
2012/06/02,0.178
2012/06/03,0.179
2012/06/04,0.186
2012/06/05,0.194
2012/06/06,0.193
2012/06/07,0.196
2012/06/08,0.196
2012/06/09,0.197
2012/06/10,0.199
2012/06/11,0.2
2012/06/12,0.2
2012/06/13,0.212
2012/06/14,0.224
2012/06/15,0.229
2012/06/16,0.231
2012/06/17,0.233
2012/06/18,0.234
2012/06/19,0.235
2012/06/20,0.235
2012/06/21,0.241
2012/06/22,0.242
2012/06/23,0.242
2012/06/24,0.24
2012/06/25,0.239
2012/06/26,0.237
2012/06/27,0.236
2012/06/28,0.234
2012/06/29,0.233
2012/06/30,0.231
2012/07/01,0.23
2012/07/02,0.229
2012/07/03,0.227
2012/07/04,0.226
2012/07/05,0.224
2012/07/06,0.222
2012/07/07,0.229
2012/07/08,0.227
2012/07/09,0.226
2012/07/10,0.226
2012/07/11,0.225
2012/07/12,0.223
2012/07/13,0.221
2012/07/14,0.219
2012/07/15,0.217
2012/07/16,0.216
2012/07/17,0.214
2012/07/18,0.213
2012/07/19,0.212
2012/07/20,0.217
2012/07/21,0.214
2012/07/22,0.211
2012/07/23,0.209
2012/07/24,0.207
2012/07/25,0.207
2012/07/26,0.205
2012/07/27,0.202
2012/07/28,0.198
2012/07/29,0.194
2012/07/30,0.191
2012/07/31,0.188
2012/08/01,0.187
2012/08/02,0.185
2012/08/03,0.182
2012/08/04,0.179
2012/08/05,0.179
2012/08/06,0.179
2012/08/07,0.178
2012/08/08,0.191
2012/08/09,0.191
2012/08/10,0.2
2012/08/11,0.199
2012/08/12,0.197
2012/08/13,0.197
2012/08/14,0.197
2012/08/15,0.198
2012/08/16,0.199
2012/08/17,0.2
2012/08/18,0.2
2012/08/19,0.2
2012/08/20,0.2
2012/08/21,0.2
2012/08/22,0.199
2012/08/23,0.199
2012/08/24,0.199
2012/08/25,0.199
2012/08/26,0.199
2012/08/27,0.201
2012/08/28,0.201
2012/08/29,0.2
2012/08/30,0.201
2012/08/31,0.199
2012/09/01,0.201
2012/09/02,0.201
2012/09/03,0.202
2012/09/04,0.201
2012/09/05,0.2
2012/09/06,0.2
2012/09/07,0.2
2012/09/08,0.2
2012/09/09,0.2
2012/09/10,0.198
2012/09/11,0.195
2012/09/12,0.19
2012/09/13,0.188
2012/09/14,0.188
2012/09/15,0.189
2012/09/16,0.19
2012/09/17,0.191
2012/09/18,0.191
2012/09/19,0.187
2012/09/20,0.187
2012/09/21,0.187
2012/09/22,0.188
2012/09/23,0.187
2012/09/24,0.188
2012/09/25,0.188
2012/09/26,0.188
2012/09/27,0.187
2012/09/28,0.21
2012/09/29,0.209
2012/09/30,0.211
2012/10/01,0.209
2012/10/02,0.21
2012/10/03,0.208
2012/10/04,0.408
2012/10/05,0.406
2012/10/06,0.405
2012/10/07,0.405
2012/10/08,0.405
2012/10/09,0.405
2012/10/10,0.404
2012/10/11,0.403
2012/10/12,0.402
2012/10/13,0.402
2012/10/14,0.402
2012/10/15,0.401
2012/10/16,0.401
2012/10/17,0.421
2012/10/18,0.42
2012/10/19,0.421
2012/10/20,0.421
2012/10/21,0.421
2012/10/22,0.42
2012/10/23,0.419
2012/10/24,0.418
2012/10/25,0.418
2012/10/26,0.418
2012/10/27,0.42
2012/10/28,0.421
2012/10/29,0.421
2012/10/30,0.421
2012/10/31,0.421
2012/11/01,0.421
2012/11/02,0.42
2012/11/03,0.42
2012/11/04,0.421
2012/11/05,0.42
2012/11/06,0.415
2012/11/07,0.415
2012/11/08,0.412
2012/11/09,0.411
2012/11/10,0.411
2012/11/11,0.411
2012/11/12,0.411
2012/11/13,0.411
2012/11/14,0.411
2012/11/15,0.411
2012/11/16,0.411
2012/11/17,0.411
2012/11/18,0.411
2012/11/19,0.411
2012/11/20,0.411
2012/11/21,0.411
2012/11/22,0.411
2012/11/23,0.411
2012/11/24,0.41
2012/11/25,0.41
2012/11/26,0.41
2012/11/27,0.441
2012/11/28,0.444
2012/11/29,0.451
2012/11/30,0.457
2012/12/01,0.461
2012/12/02,0.461
2012/12/03,0.462
2012/12/04,0.481
2012/12/05,0.493
2012/12/06,0.505
2012/12/07,0.511
2012/12/08,0.516
2012/12/09,0.522
2012/12/10,0.531
2012/12/11,0.539
2012/12/12,0.548
2012/12/13,0.582
2012/12/14,0.603
2012/12/15,0.606
2012/12/16,0.615
2012/12/17,0.624
2012/12/18,0.645
2012/12/19,0.652
2012/12/20,0.668
2012/12/21,0.68
2012/12/22,0.687
2012/12/23,0.695
2012/12/24,0.696
2012/12/25,0.696
2012/12/26,0.694
2012/12/27,0.698
2012/12/28,0.697
2012/12/29,0.695
2012/12/30,0.694
2012/12/31,0.694
2013/01/01,0.692
2013/01/02,0.626
2013/01/03,0.63
2013/01/04,0.635
2013/01/05,0.638
2013/01/06,0.64
2013/01/07,0.641
2013/01/08,0.644
2013/01/09,0.647
2013/01/10,0.964
2013/01/11,0.975
2013/01/12,0.978
2013/01/13,0.98
2013/01/14,0.978
2013/01/15,0.981
2013/01/16,0.983
2013/01/17,0.988
2013/01/18,0.989
2013/01/19,1.004
2013/01/20,1.002
2013/01/21,0.998
2013/01/22,0.994
2013/01/23,0.997
2013/01/24,0.993
2013/01/25,0.988
2013/01/26,0.983
2013/01/27,0.98
2013/01/28,0.978
2013/01/29,0.976
2013/01/30,0.97
2013/01/31,0.966
2013/02/01,0.965
2013/02/02,0.981
2013/02/03,0.975
2013/02/04,0.971
2013/02/05,0.965
2013/02/06,0.957
2013/02/07,0.95
2013/02/08,0.945
2013/02/09,0.936
2013/02/10,0.926
2013/02/11,0.917
2013/02/12,0.912
2013/02/13,0.908
2013/02/14,0.902
2013/02/15,0.894
2013/02/16,0.885
2013/02/17,0.875
2013/02/18,0.865
2013/02/19,0.856
2013/02/20,0.842
2013/02/21,0.829
2013/02/22,0.815
2013/02/23,0.804
2013/02/24,0.789
2013/02/25,0.79
2013/02/26,0.787
2013/02/27,0.783
2013/02/28,0.782
2013/03/01,0.789
2013/03/02,0.778
2013/03/03,0.767
2013/03/04,0.767
2013/03/05,0.768
2013/03/06,0.963
2013/03/07,0.962
2013/03/08,0.957
2013/03/09,0.954
2013/03/10,0.951
2013/03/11,0.949
2013/03/12,0.96
2013/03/13,0.959
2013/03/14,0.959
2013/03/15,0.958
2013/03/16,0.963
2013/03/17,0.97
2013/03/18,0.974
2013/03/19,0.972
2013/03/20,0.978
2013/03/21,0.98
2013/03/22,0.979
2013/03/23,0.98
2013/03/24,0.98
2013/03/25,0.975
2013/03/26,0.971
2013/03/27,0.977
2013/03/28,0.975
2013/03/29,0.972
2013/03/30,0.97
2013/03/31,0.962
2013/04/01,0.956
2013/04/02,0.953
2013/04/03,0.953
2013/04/04,0.963
2013/04/05,0.96
2013/04/06,0.96
2013/04/07,0.956
2013/04/08,0.954
2013/04/09,0.953
2013/04/10,0.756
2013/04/11,0.757
2013/04/12,0.757
2013/04/13,0.76
2013/04/14,0.756
2013/04/15,0.764
2013/04/16,0.764
2013/04/17,0.775
2013/04/18,0.775
2013/04/19,0.774
2013/04/20,0.773
2013/04/21,0.776
2013/04/22,0.773
2013/04/23,0.773
2013/04/24,0.775
2013/04/25,0.775
2013/04/26,0.778
2013/04/27,0.779
2013/04/28,0.787
2013/04/29,0.788
2013/04/30,0.785
2013/05/01,0.783
2013/05/02,0.785
2013/05/03,0.774
2013/05/04,0.773
2013/05/05,0.777
2013/05/06,0.775
2013/05/07,0.771
2013/05/08,0.771
2013/05/09,0.774
2013/05/10,0.776
2013/05/11,0.775
2013/05/12,0.775
2013/05/13,0.775
2013/05/14,0.776
2013/05/15,0.78
2013/05/16,0.797
2013/05/17,0.796
2013/05/18,0.795
2013/05/19,0.794
2013/05/20,0.793
2013/05/21,0.792
2013/05/22,0.791
2013/05/23,0.791
2013/05/24,0.791
2013/05/25,0.791
2013/05/26,0.799
2013/05/27,0.8
2013/05/28,0.799
2013/05/29,0.799
2013/05/30,0.794
2013/05/31,0.796
2013/06/01,0.802
2013/06/02,0.804
2013/06/03,0.804
2013/06/04,0.579
2013/06/05,0.576
2013/06/06,0.58
2013/06/07,0.583
2013/06/08,0.584
2013/06/09,0.588
2013/06/10,0.575
2013/06/11,0.576
2013/06/12,0.581
2013/06/13,0.581
2013/06/14,0.579
2013/06/15,0.572
2013/06/16,0.577
2013/06/17,0.578
2013/06/18,0.569
2013/06/19,0.567
2013/06/20,0.58
2013/06/21,0.579
2013/06/22,0.574
2013/06/23,0.581
2013/06/24,0.582
2013/06/25,0.572
2013/06/26,0.575
2013/06/27,0.581
2013/06/28,0.578
2013/06/29,0.591
2013/06/30,0.594
2013/07/01,0.605
2013/07/02,0.6
2013/07/03,0.587
2013/07/04,0.596
2013/07/05,0.602
2013/07/06,0.61
2013/07/07,0.628
2013/07/08,0.635
2013/07/09,0.637
2013/07/10,0.64
2013/07/11,0.642
2013/07/12,0.644
2013/07/13,0.643
2013/07/14,0.635
2013/07/15,0.644
2013/07/16,0.622
2013/07/17,0.625
2013/07/18,0.614
2013/07/19,0.624
2013/07/20,0.631
2013/07/21,0.639
2013/07/22,0.635
2013/07/23,0.631
2013/07/24,0.625
2013/07/25,0.626
2013/07/26,0.634
2013/07/27,0.635
2013/07/28,0.641
2013/07/29,0.642
2013/07/30,0.643
2013/07/31,0.631
2013/08/01,0.627
2013/08/02,0.631
2013/08/03,0.634
2013/08/04,0.633
2013/08/05,0.636
2013/08/06,0.633
2013/08/07,0.62
2013/08/08,0.609
2013/08/09,0.603
2013/08/10,0.601
2013/08/11,0.597
2013/08/12,0.591
2013/08/13,0.568
2013/08/14,0.512
2013/08/15,0.517
2013/08/16,0.518
2013/08/17,0.516
2013/08/18,0.507
2013/08/19,0.503
2013/08/20,0.496
2013/08/21,0.489
2013/08/22,0.486
2013/08/23,0.483
2013/08/24,0.485
2013/08/25,0.482
2013/08/26,0.469
2013/08/27,0.461
2013/08/28,1.094
2013/08/29,1.095
2013/08/30,1.095
2013/08/31,1.096
2013/09/01,1.098
2013/09/02,1.098
2013/09/03,1.095
2013/09/04,1.095
2013/09/05,1.095
2013/09/06,1.095
2013/09/07,1.095
2013/09/08,1.096
2013/09/09,1.096
2013/09/10,1.098
2013/09/11,1.1
2013/09/12,1.102
2013/09/13,1.105
2013/09/14,1.108
2013/09/15,1.108
2013/09/16,1.108
2013/09/17,1.606
2013/09/18,1.633
2013/09/19,1.647
2013/09/20,1.647
2013/09/21,1.648
2013/09/22,1.649
2013/09/23,1.649
2013/09/24,1.65
2013/09/25,1.651
2013/09/26,1.65
2013/09/27,1.662
2013/09/28,1.663
2013/09/29,1.663
2013/09/30,1.663
2013/10/01,1.663
2013/10/02,1.661
2013/10/03,1.661
2013/10/04,1.662
2013/10/05,1.661
2013/10/06,1.663
2013/10/07,1.663
2013/10/08,1.664
2013/10/09,1.664
2013/10/10,1.665
2013/10/11,1.667
2013/10/12,1.666
2013/10/13,1.666
2013/10/14,1.667
2013/10/15,1.668
2013/10/16,1.668
2013/10/17,1.666
2013/10/18,1.665
2013/10/19,1.663
2013/10/20,1.665
2013/10/21,1.664
2013/10/22,1.664
2013/10/23,1.664
2013/10/24,1.663
2013/10/25,1.662
2013/10/26,1.661
2013/10/27,1.663
2013/10/28,1.663
2013/10/29,1.663
2013/10/30,1.664
2013/10/31,1.664
2013/11/01,1.664
2013/11/02,1.666
2013/11/03,1.665
2013/11/04,1.665
2013/11/05,1.665
2013/11/06,1.751
2013/11/07,1.831
2013/11/08,1.885
2013/11/09,1.887
2013/11/10,1.884
2013/11/11,1.884
2013/11/12,1.887
2013/11/13,1.886
2013/11/14,1.888
2013/11/15,1.89
2013/11/16,1.895
2013/11/17,1.899
2013/11/18,1.899
2013/11/19,1.899
2013/11/20,1.899
2013/11/21,1.899
2013/11/22,1.9
2013/11/23,1.902
2013/11/24,1.905
2013/11/25,1.908
2013/11/26,1.637
2013/11/27,1.636
2013/11/28,1.637
2013/11/29,1.636
2013/11/30,1.636
2013/12/01,1.639
2013/12/02,1.64
2013/12/03,1.643
2013/12/04,1.644
2013/12/05,1.645
2013/12/06,1.648
2013/12/07,1.648
2013/12/08,1.652
2013/12/09,1.654
2013/12/10,1.655
2013/12/11,1.656
2013/12/12,1.657
2013/12/13,1.657
2013/12/14,1.661
2013/12/15,1.665
2013/12/16,1.188
2013/12/17,1.13
2013/12/18,1.106
2013/12/19,1.109
2013/12/20,1.111
2013/12/21,1.113
2013/12/22,1.117
2013/12/23,1.121
2013/12/24,1.124
2013/12/25,1.127
2013/12/26,1.104
2013/12/27,1.108
2013/12/28,1.11
2013/12/29,1.112
2013/12/30,1.115
2013/12/31,1.118
2014/01/01,1.122
2014/01/02,1.123
2014/01/03,1.124
2014/01/04,1.126
2014/01/05,1.127
2014/01/06,1.126
2014/01/07,1.128
2014/01/08,1.13
2014/01/09,1.133
2014/01/10,1.136
2014/01/11,1.139
2014/01/12,1.142
2014/01/13,1.144
2014/01/14,1.143
2014/01/15,1.143
2014/01/16,1.144
2014/01/17,1.145
2014/01/18,1.147
2014/01/19,1.149
2014/01/20,1.15
2014/01/21,1.15
