Date,fee_to_reward7smaUSD
2010/10/27,0
2010/10/28,0
2010/10/29,0
2010/10/30,0
2010/10/31,0
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,0
2010/11/07,0
2010/11/08,0.002
2010/11/09,0.002
2010/11/10,0.002
2010/11/11,0.002
2010/11/12,0.002
2010/11/13,0.002
2010/11/14,0.002
2010/11/15,0.001
2010/11/16,0.001
2010/11/17,0.001
2010/11/18,0.001
2010/11/19,0.001
2010/11/20,0.003
2010/11/21,0.006
2010/11/22,0.007
2010/11/23,0.008
2010/11/24,0.009
2010/11/25,0.009
2010/11/26,0.009
2010/11/27,0.007
2010/11/28,0.005
2010/11/29,0.003
2010/11/30,0.001
2010/12/01,0.001
2010/12/02,0.001
2010/12/03,0
2010/12/04,0
2010/12/05,0
2010/12/06,0.001
2010/12/07,0.001
2010/12/08,0.001
2010/12/09,0.001
2010/12/10,0.001
2010/12/11,0.001
2010/12/12,0.001
2010/12/13,0.002
2010/12/14,0.002
2010/12/15,0.002
2010/12/16,0.002
2010/12/17,0.003
2010/12/18,0.002
2010/12/19,0.002
2010/12/20,0.002
2010/12/21,0.002
2010/12/22,0.002
2010/12/23,0.002
2010/12/24,0.002
2010/12/25,0.002
2010/12/26,0.002
2010/12/27,0.002
2010/12/28,0.002
2010/12/29,0.002
2010/12/30,0.002
2010/12/31,0.001
2011/01/01,0.001
2011/01/02,0.001
2011/01/03,0.003
2011/01/04,0.003
2011/01/05,0.002
2011/01/06,0.002
2011/01/07,0.003
2011/01/08,0.002
2011/01/09,0.002
2011/01/10,0.001
2011/01/11,0.001
2011/01/12,0.001
2011/01/13,0.001
2011/01/14,0.001
2011/01/15,0.001
2011/01/16,0.001
2011/01/17,0.002
2011/01/18,0.002
2011/01/19,0.001
2011/01/20,0.001
2011/01/21,0.001
2011/01/22,0.002
2011/01/23,0.002
2011/01/24,0.003
2011/01/25,0.003
2011/01/26,0.003
2011/01/27,0.004
2011/01/28,0.004
2011/01/29,0.004
2011/01/30,0.009
2011/01/31,0.01
2011/02/01,0.011
2011/02/02,0.011
2011/02/03,0.01
2011/02/04,0.01
2011/02/05,0.01
2011/02/06,0.004
2011/02/07,0.003
2011/02/08,0.002
2011/02/09,0.002
2011/02/10,0.003
2011/02/11,0.004
2011/02/12,0.005
2011/02/13,0.005
2011/02/14,0.009
2011/02/15,0.009
2011/02/16,0.009
2011/02/17,0.008
2011/02/18,0.008
2011/02/19,0.008
2011/02/20,0.008
2011/02/21,0.004
2011/02/22,0.004
2011/02/23,0.004
2011/02/24,0.004
2011/02/25,0.004
2011/02/26,0.003
2011/02/27,0.004
2011/02/28,0.005
2011/03/01,0.005
2011/03/02,0.006
2011/03/03,0.017
2011/03/04,0.017
2011/03/05,0.02
2011/03/06,0.024
2011/03/07,0.032
2011/03/08,0.038
2011/03/09,0.044
2011/03/10,0.038
2011/03/11,0.053
2011/03/12,0.053
2011/03/13,0.051
2011/03/14,0.047
2011/03/15,0.045
2011/03/16,0.043
2011/03/17,0.04
2011/03/18,0.028
2011/03/19,0.028
2011/03/20,0.028
2011/03/21,0.041
2011/03/22,0.063
2011/03/23,0.093
2011/03/24,0.106
2011/03/25,0.112
2011/03/26,0.119
2011/03/27,0.127
2011/03/28,0.118
2011/03/29,0.098
2011/03/30,0.072
2011/03/31,0.061
2011/04/01,0.058
2011/04/02,0.053
2011/04/03,0.048
2011/04/04,0.049
2011/04/05,0.052
2011/04/06,0.054
2011/04/07,0.054
2011/04/08,0.055
2011/04/09,0.059
2011/04/10,0.061
2011/04/11,0.059
2011/04/12,0.06
2011/04/13,0.056
2011/04/14,0.077
2011/04/15,0.074
2011/04/16,0.072
2011/04/17,0.067
2011/04/18,0.065
2011/04/19,0.067
2011/04/20,0.075
2011/04/21,0.056
2011/04/22,0.059
2011/04/23,0.062
2011/04/24,0.071
2011/04/25,0.078
2011/04/26,0.075
2011/04/27,0.075
2011/04/28,0.081
2011/04/29,0.082
2011/04/30,0.089
2011/05/01,0.096
2011/05/02,0.089
2011/05/03,0.089
2011/05/04,0.084
2011/05/05,0.085
2011/05/06,0.084
2011/05/07,0.077
2011/05/08,0.069
2011/05/09,0.075
2011/05/10,0.081
2011/05/11,0.084
2011/05/12,0.084
2011/05/13,0.09
2011/05/14,0.098
2011/05/15,0.108
2011/05/16,0.112
2011/05/17,0.115
2011/05/18,0.123
2011/05/19,0.138
2011/05/20,0.145
2011/05/21,0.156
2011/05/22,0.157
2011/05/23,0.158
2011/05/24,0.163
2011/05/25,0.163
2011/05/26,0.156
2011/05/27,0.157
2011/05/28,0.155
2011/05/29,0.155
2011/05/30,0.172
2011/05/31,0.19
2011/06/01,0.207
2011/06/02,0.222
2011/06/03,0.236
2011/06/04,0.251
2011/06/05,0.262
2011/06/06,0.263
2011/06/07,0.274
2011/06/08,0.305
2011/06/09,0.325
2011/06/10,0.338
2011/06/11,0.336
2011/06/12,0.358
2011/06/13,0.368
2011/06/14,0.361
2011/06/15,0.334
2011/06/16,0.328
2011/06/17,0.327
2011/06/18,0.327
2011/06/19,0.306
2011/06/20,0.284
2011/06/21,0.263
2011/06/22,0.241
2011/06/23,0.207
2011/06/24,0.181
2011/06/25,0.187
2011/06/26,0.202
2011/06/27,0.222
2011/06/28,0.237
2011/06/29,0.251
2011/06/30,0.26
2011/07/01,0.269
2011/07/02,0.248
2011/07/03,0.222
2011/07/04,0.204
2011/07/05,0.207
2011/07/06,0.205
2011/07/07,0.209
2011/07/08,0.201
2011/07/09,0.201
2011/07/10,0.204
2011/07/11,0.204
2011/07/12,0.191
2011/07/13,0.183
2011/07/14,0.179
2011/07/15,0.185
2011/07/16,0.18
2011/07/17,0.174
2011/07/18,0.169
2011/07/19,0.173
2011/07/20,0.171
2011/07/21,0.161
2011/07/22,0.158
2011/07/23,0.152
2011/07/24,0.15
2011/07/25,0.149
2011/07/26,0.131
2011/07/27,0.126
2011/07/28,0.123
2011/07/29,0.109
2011/07/30,0.105
2011/07/31,0.098
2011/08/01,0.091
2011/08/02,0.092
2011/08/03,0.092
2011/08/04,0.095
2011/08/05,0.096
2011/08/06,0.142
2011/08/07,0.146
2011/08/08,0.149
2011/08/09,0.158
2011/08/10,0.164
2011/08/11,0.161
2011/08/12,0.162
2011/08/13,0.12
2011/08/14,0.127
2011/08/15,0.132
2011/08/16,0.129
2011/08/17,0.123
2011/08/18,0.119
2011/08/19,0.123
2011/08/20,0.118
2011/08/21,0.106
2011/08/22,0.097
2011/08/23,0.09
2011/08/24,0.095
2011/08/25,0.096
2011/08/26,0.088
2011/08/27,0.09
2011/08/28,0.091
2011/08/29,0.089
2011/08/30,0.095
2011/08/31,0.088
2011/09/01,0.087
2011/09/02,0.091
2011/09/03,0.086
2011/09/04,0.097
2011/09/05,0.099
2011/09/06,0.092
2011/09/07,0.098
2011/09/08,0.096
2011/09/09,0.098
2011/09/10,0.102
2011/09/11,0.092
2011/09/12,0.09
2011/09/13,0.086
2011/09/14,0.077
2011/09/15,0.08
2011/09/16,0.077
2011/09/17,0.077
2011/09/18,0.075
2011/09/19,0.077
2011/09/20,0.082
2011/09/21,0.085
2011/09/22,0.078
2011/09/23,0.076
2011/09/24,0.079
2011/09/25,0.077
2011/09/26,0.07
2011/09/27,0.066
2011/09/28,0.065
2011/09/29,0.065
2011/09/30,0.064
2011/10/01,0.057
2011/10/02,0.057
2011/10/03,0.069
2011/10/04,0.068
2011/10/05,0.067
2011/10/06,0.078
2011/10/07,0.078
2011/10/08,0.079
2011/10/09,0.078
2011/10/10,0.068
2011/10/11,0.075
2011/10/12,0.078
2011/10/13,0.072
2011/10/14,0.07
2011/10/15,0.069
2011/10/16,0.07
2011/10/17,0.073
2011/10/18,0.064
2011/10/19,0.06
2011/10/20,0.063
2011/10/21,0.062
2011/10/22,0.063
2011/10/23,0.063
2011/10/24,0.061
2011/10/25,0.06
2011/10/26,0.06
2011/10/27,0.053
2011/10/28,0.055
2011/10/29,0.056
2011/10/30,0.056
2011/10/31,0.055
2011/11/01,0.058
2011/11/02,0.057
2011/11/03,0.056
2011/11/04,0.053
2011/11/05,0.052
2011/11/06,0.048
2011/11/07,0.049
2011/11/08,0.047
2011/11/09,0.047
2011/11/10,0.047
2011/11/11,0.046
2011/11/12,0.044
2011/11/13,0.045
2011/11/14,0.043
2011/11/15,0.04
2011/11/16,0.042
2011/11/17,0.041
2011/11/18,0.043
2011/11/19,0.046
2011/11/20,0.048
2011/11/21,0.049
2011/11/22,0.05
2011/11/23,0.05
2011/11/24,0.054
2011/11/25,0.056
2011/11/26,0.055
2011/11/27,0.054
2011/11/28,0.054
2011/11/29,0.057
2011/11/30,0.056
2011/12/01,0.053
2011/12/02,0.053
2011/12/03,0.055
2011/12/04,0.054
2011/12/05,0.053
2011/12/06,0.051
2011/12/07,0.053
2011/12/08,0.05
2011/12/09,0.047
2011/12/10,0.044
2011/12/11,0.452
2011/12/12,0.844
2011/12/13,0.846
2011/12/14,0.845
2011/12/15,0.861
2011/12/16,0.861
2011/12/17,0.863
2011/12/18,0.455
2011/12/19,0.065
2011/12/20,0.068
2011/12/21,0.069
2011/12/22,0.056
2011/12/23,0.055
2011/12/24,0.052
2011/12/25,0.051
2011/12/26,0.049
2011/12/27,0.042
2011/12/28,0.039
2011/12/29,0.041
2011/12/30,0.043
2011/12/31,0.046
2012/01/01,0.048
2012/01/02,0.053
2012/01/03,0.057
2012/01/04,0.079
2012/01/05,0.081
2012/01/06,0.086
2012/01/07,0.085
2012/01/08,0.085
2012/01/09,0.085
2012/01/10,0.086
2012/01/11,0.069
2012/01/12,0.135
2012/01/13,0.144
2012/01/14,0.162
2012/01/15,0.183
2012/01/16,0.237
2012/01/17,0.241
2012/01/18,0.255
2012/01/19,0.231
2012/01/20,0.26
2012/01/21,0.244
2012/01/22,0.222
2012/01/23,0.166
2012/01/24,0.172
2012/01/25,0.162
2012/01/26,0.128
2012/01/27,0.126
2012/01/28,0.135
2012/01/29,0.506
2012/01/30,0.547
2012/01/31,0.541
2012/02/01,0.535
2012/02/02,0.538
2012/02/03,0.503
2012/02/04,0.501
2012/02/05,0.132
2012/02/06,0.091
2012/02/07,0.091
2012/02/08,0.092
2012/02/09,0.086
2012/02/10,0.082
2012/02/11,0.073
2012/02/12,0.071
2012/02/13,0.074
2012/02/14,0.092
2012/02/15,0.095
2012/02/16,0.101
2012/02/17,0.1
2012/02/18,0.098
2012/02/19,0.095
2012/02/20,0.093
2012/02/21,0.068
2012/02/22,0.061
2012/02/23,0.049
2012/02/24,0.051
2012/02/25,0.051
2012/02/26,0.052
2012/02/27,0.054
2012/02/28,0.054
2012/02/29,0.053
2012/03/01,0.057
2012/03/02,0.058
2012/03/03,0.059
2012/03/04,0.063
2012/03/05,0.062
2012/03/06,0.066
2012/03/07,0.068
2012/03/08,0.062
2012/03/09,0.06
2012/03/10,0.061
2012/03/11,0.057
2012/03/12,0.054
2012/03/13,0.064
2012/03/14,0.067
2012/03/15,0.068
2012/03/16,0.078
2012/03/17,0.076
2012/03/18,0.076
2012/03/19,0.078
2012/03/20,0.066
2012/03/21,0.061
2012/03/22,0.059
2012/03/23,0.052
2012/03/24,0.069
2012/03/25,0.076
2012/03/26,0.075
2012/03/27,0.074
2012/03/28,0.077
2012/03/29,0.08
2012/03/30,0.079
2012/03/31,0.063
2012/04/01,0.058
2012/04/02,0.061
2012/04/03,0.064
2012/04/04,0.065
2012/04/05,0.068
2012/04/06,0.07
2012/04/07,0.071
2012/04/08,0.07
2012/04/09,0.068
2012/04/10,0.07
2012/04/11,0.071
2012/04/12,0.073
2012/04/13,0.072
2012/04/14,0.077
2012/04/15,0.079
2012/04/16,0.083
2012/04/17,0.084
2012/04/18,0.087
2012/04/19,0.083
2012/04/20,0.087
2012/04/21,0.084
2012/04/22,0.084
2012/04/23,0.082
2012/04/24,0.081
2012/04/25,0.08
2012/04/26,0.092
2012/04/27,0.093
2012/04/28,0.097
2012/04/29,0.094
2012/04/30,0.093
2012/05/01,0.09
2012/05/02,0.091
2012/05/03,0.089
2012/05/04,0.093
2012/05/05,0.093
2012/05/06,0.099
2012/05/07,0.114
2012/05/08,0.123
2012/05/09,0.134
2012/05/10,0.133
2012/05/11,0.139
2012/05/12,0.15
2012/05/13,0.161
2012/05/14,0.195
2012/05/15,0.22
2012/05/16,0.226
2012/05/17,0.236
2012/05/18,0.245
2012/05/19,0.281
2012/05/20,0.298
2012/05/21,0.286
2012/05/22,0.273
2012/05/23,0.284
2012/05/24,0.299
2012/05/25,0.311
2012/05/26,0.281
2012/05/27,0.271
2012/05/28,0.266
2012/05/29,0.273
2012/05/30,0.272
2012/05/31,0.254
2012/06/01,0.239
2012/06/02,0.221
2012/06/03,0.225
2012/06/04,0.239
2012/06/05,0.259
2012/06/06,0.239
2012/06/07,0.257
2012/06/08,0.259
2012/06/09,0.284
2012/06/10,0.292
2012/06/11,0.276
2012/06/12,0.239
2012/06/13,0.289
2012/06/14,0.316
2012/06/15,0.343
2012/06/16,0.355
2012/06/17,0.358
2012/06/18,0.366
2012/06/19,0.395
2012/06/20,0.365
2012/06/21,0.361
2012/06/22,0.343
2012/06/23,0.324
2012/06/24,0.31
2012/06/25,0.294
2012/06/26,0.28
2012/06/27,0.269
2012/06/28,0.236
2012/06/29,0.216
2012/06/30,0.216
2012/07/01,0.203
2012/07/02,0.208
2012/07/03,0.195
2012/07/04,0.188
2012/07/05,0.181
2012/07/06,0.188
2012/07/07,0.231
2012/07/08,0.233
2012/07/09,0.227
2012/07/10,0.25
2012/07/11,0.266
2012/07/12,0.266
2012/07/13,0.261
2012/07/14,0.215
2012/07/15,0.229
2012/07/16,0.242
2012/07/17,0.23
2012/07/18,0.238
2012/07/19,0.254
2012/07/20,0.301
2012/07/21,0.315
2012/07/22,0.312
2012/07/23,0.315
2012/07/24,0.31
2012/07/25,0.289
2012/07/26,0.277
2012/07/27,0.232
2012/07/28,0.23
2012/07/29,0.229
2012/07/30,0.217
2012/07/31,0.235
2012/08/01,0.251
2012/08/02,0.254
2012/08/03,0.27
2012/08/04,0.262
2012/08/05,0.283
2012/08/06,0.301
2012/08/07,0.288
2012/08/08,0.336
2012/08/09,0.33
2012/08/10,0.368
2012/08/11,0.371
2012/08/12,0.349
2012/08/13,0.344
2012/08/14,0.348
2012/08/15,0.316
2012/08/16,0.339
2012/08/17,0.321
2012/08/18,0.323
2012/08/19,0.327
2012/08/20,0.326
2012/08/21,0.329
2012/08/22,0.313
2012/08/23,0.297
2012/08/24,0.27
2012/08/25,0.285
2012/08/26,0.284
2012/08/27,0.295
2012/08/28,0.302
2012/08/29,0.301
2012/08/30,0.319
2012/08/31,0.344
2012/09/01,0.357
2012/09/02,0.378
2012/09/03,0.382
2012/09/04,0.39
2012/09/05,0.391
2012/09/06,0.379
2012/09/07,0.351
2012/09/08,0.333
2012/09/09,0.319
2012/09/10,0.303
2012/09/11,0.309
2012/09/12,0.305
2012/09/13,0.305
2012/09/14,0.307
2012/09/15,0.293
2012/09/16,0.279
2012/09/17,0.258
2012/09/18,0.236
2012/09/19,0.242
2012/09/20,0.232
2012/09/21,0.246
2012/09/22,0.245
2012/09/23,0.251
2012/09/24,0.279
2012/09/25,0.27
2012/09/26,0.267
2012/09/27,0.262
2012/09/28,0.319
2012/09/29,0.316
2012/09/30,0.303
2012/10/01,0.287
2012/10/02,0.317
2012/10/03,0.316
2012/10/04,0.57
2012/10/05,0.521
2012/10/06,0.537
2012/10/07,0.577
2012/10/08,0.585
2012/10/09,0.577
2012/10/10,0.582
2012/10/11,0.347
2012/10/12,0.328
2012/10/13,0.328
2012/10/14,0.306
2012/10/15,0.299
2012/10/16,0.293
2012/10/17,0.382
2012/10/18,0.366
2012/10/19,0.361
2012/10/20,0.352
2012/10/21,0.358
2012/10/22,0.367
2012/10/23,0.367
2012/10/24,0.271
2012/10/25,0.273
2012/10/26,0.272
2012/10/27,0.26
2012/10/28,0.238
2012/10/29,0.223
2012/10/30,0.225
2012/10/31,0.233
2012/11/01,0.241
2012/11/02,0.264
2012/11/03,0.28
2012/11/04,0.294
2012/11/05,0.308
2012/11/06,0.315
2012/11/07,0.323
2012/11/08,0.327
2012/11/09,0.31
2012/11/10,0.316
2012/11/11,0.314
2012/11/12,0.307
2012/11/13,0.294
2012/11/14,0.287
2012/11/15,0.307
2012/11/16,0.333
2012/11/17,0.342
2012/11/18,0.362
2012/11/19,0.378
2012/11/20,0.39
2012/11/21,0.402
2012/11/22,0.379
2012/11/23,0.363
2012/11/24,0.352
2012/11/25,0.356
2012/11/26,0.35
2012/11/27,0.453
2012/11/28,0.482
2012/11/29,0.541
2012/11/30,0.597
2012/12/01,0.646
2012/12/02,0.649
2012/12/03,0.672
2012/12/04,0.657
2012/12/05,0.697
2012/12/06,0.724
2012/12/07,0.729
2012/12/08,0.745
2012/12/09,0.794
2012/12/10,0.845
2012/12/11,0.827
2012/12/12,0.825
2012/12/13,0.891
2012/12/14,0.955
2012/12/15,0.968
2012/12/16,1
2012/12/17,1.018
2012/12/18,1.075
2012/12/19,1.09
2012/12/20,1.061
2012/12/21,1.056
2012/12/22,1.088
2012/12/23,1.092
2012/12/24,1.072
2012/12/25,0.998
2012/12/26,0.967
2012/12/27,0.934
2012/12/28,0.894
2012/12/29,0.861
2012/12/30,0.834
2012/12/31,0.802
2013/01/01,0.784
2013/01/02,0.795
2013/01/03,0.793
2013/01/04,0.81
2013/01/05,0.818
2013/01/06,0.835
2013/01/07,0.868
2013/01/08,0.917
2013/01/09,0.941
2013/01/10,1.383
2013/01/11,1.445
2013/01/12,1.489
2013/01/13,1.519
2013/01/14,1.524
2013/01/15,1.543
2013/01/16,1.578
2013/01/17,1.196
2013/01/18,1.167
2013/01/19,1.23
2013/01/20,1.207
2013/01/21,1.208
2013/01/22,1.182
2013/01/23,1.203
2013/01/24,1.17
2013/01/25,1.165
2013/01/26,1.106
2013/01/27,1.141
2013/01/28,1.18
2013/01/29,1.227
2013/01/30,1.157
2013/01/31,1.138
2013/02/01,1.168
2013/02/02,1.265
2013/02/03,1.245
2013/02/04,1.235
2013/02/05,1.202
2013/02/06,1.197
2013/02/07,1.235
2013/02/08,1.219
2013/02/09,1.126
2013/02/10,1.126
2013/02/11,1.144
2013/02/12,1.197
2013/02/13,1.257
2013/02/14,1.242
2013/02/15,1.238
2013/02/16,1.212
2013/02/17,1.194
2013/02/18,1.18
2013/02/19,1.148
2013/02/20,1.109
2013/02/21,1.112
2013/02/22,1.108
2013/02/23,1.122
2013/02/24,1.144
2013/02/25,1.17
2013/02/26,1.198
2013/02/27,1.212
2013/02/28,1.25
2013/03/01,1.325
2013/03/02,1.357
2013/03/03,1.352
2013/03/04,1.342
2013/03/05,1.357
2013/03/06,1.755
2013/03/07,1.769
2013/03/08,1.685
2013/03/09,1.661
2013/03/10,1.692
2013/03/11,1.689
2013/03/12,1.758
2013/03/13,1.389
2013/03/14,1.338
2013/03/15,1.383
2013/03/16,1.311
2013/03/17,1.208
2013/03/18,1.149
2013/03/19,1.044
2013/03/20,0.955
2013/03/21,0.92
2013/03/22,0.875
2013/03/23,0.91
2013/03/24,0.945
2013/03/25,1.006
2013/03/26,1.004
2013/03/27,1.162
2013/03/28,1.219
2013/03/29,1.248
2013/03/30,1.32
2013/03/31,1.352
2013/04/01,1.301
2013/04/02,1.322
2013/04/03,1.292
2013/04/04,1.382
2013/04/05,1.389
2013/04/06,1.315
2013/04/07,1.347
2013/04/08,1.392
2013/04/09,1.36
2013/04/10,1.323
2013/04/11,1.268
2013/04/12,1.248
2013/04/13,1.25
2013/04/14,1.261
2013/04/15,1.347
2013/04/16,1.355
2013/04/17,1.431
2013/04/18,1.372
2013/04/19,1.415
2013/04/20,1.448
2013/04/21,1.358
2013/04/22,1.275
2013/04/23,1.314
2013/04/24,1.264
2013/04/25,1.299
2013/04/26,1.206
2013/04/27,1.186
2013/04/28,1.185
2013/04/29,1.162
2013/04/30,1.13
2013/05/01,1.066
2013/05/02,1.089
2013/05/03,1.141
2013/05/04,1.154
2013/05/05,1.174
2013/05/06,1.205
2013/05/07,1.189
2013/05/08,1.214
2013/05/09,1.219
2013/05/10,1.243
2013/05/11,1.271
2013/05/12,1.336
2013/05/13,1.346
2013/05/14,1.398
2013/05/15,1.461
2013/05/16,1.528
2013/05/17,1.512
2013/05/18,1.471
2013/05/19,1.451
2013/05/20,1.452
2013/05/21,1.416
2013/05/22,1.355
2013/05/23,1.246
2013/05/24,1.213
2013/05/25,1.225
2013/05/26,1.164
2013/05/27,1.131
2013/05/28,1.153
2013/05/29,1.147
2013/05/30,1.114
2013/05/31,1.098
2013/06/01,1.046
2013/06/02,1.075
2013/06/03,1.075
2013/06/04,1.023
2013/06/05,1.032
2013/06/06,1.012
2013/06/07,1.003
2013/06/08,1.038
2013/06/09,1.027
2013/06/10,0.983
2013/06/11,0.989
2013/06/12,0.923
2013/06/13,0.919
2013/06/14,0.896
2013/06/15,0.86
2013/06/16,0.827
2013/06/17,0.859
2013/06/18,0.861
2013/06/19,0.898
2013/06/20,1.029
2013/06/21,1.059
2013/06/22,1.129
2013/06/23,1.146
2013/06/24,1.15
2013/06/25,1.12
2013/06/26,1.095
2013/06/27,0.945
2013/06/28,0.961
2013/06/29,0.864
2013/06/30,0.859
2013/07/01,0.799
2013/07/02,0.808
2013/07/03,0.764
2013/07/04,0.74
2013/07/05,0.678
2013/07/06,0.687
2013/07/07,0.635
2013/07/08,0.645
2013/07/09,0.62
2013/07/10,0.61
2013/07/11,0.645
2013/07/12,0.659
2013/07/13,0.689
2013/07/14,0.709
2013/07/15,0.689
2013/07/16,0.707
2013/07/17,0.734
2013/07/18,0.75
2013/07/19,0.707
2013/07/20,0.656
2013/07/21,0.65
2013/07/22,0.686
2013/07/23,0.648
2013/07/24,0.671
2013/07/25,0.67
2013/07/26,0.671
2013/07/27,0.701
2013/07/28,0.712
2013/07/29,0.696
2013/07/30,0.718
2013/07/31,0.738
2013/08/01,0.73
2013/08/02,0.745
2013/08/03,0.733
2013/08/04,0.752
2013/08/05,0.739
2013/08/06,0.754
2013/08/07,0.704
2013/08/08,0.717
2013/08/09,0.758
2013/08/10,0.75
2013/08/11,0.737
2013/08/12,0.72
2013/08/13,0.688
2013/08/14,0.74
2013/08/15,0.815
2013/08/16,0.845
2013/08/17,0.851
2013/08/18,0.899
2013/08/19,0.987
2013/08/20,0.997
2013/08/21,0.941
2013/08/22,0.833
2013/08/23,0.773
2013/08/24,0.773
2013/08/25,0.752
2013/08/26,0.736
2013/08/27,0.768
2013/08/28,1.467
2013/08/29,1.447
2013/08/30,1.47
2013/08/31,1.464
2013/09/01,1.414
2013/09/02,1.4
2013/09/03,1.358
2013/09/04,0.659
2013/09/05,0.682
2013/09/06,0.663
2013/09/07,0.679
2013/09/08,0.709
2013/09/09,0.67
2013/09/10,0.654
2013/09/11,0.624
2013/09/12,0.602
2013/09/13,0.557
2013/09/14,0.514
2013/09/15,0.507
2013/09/16,0.573
2013/09/17,1.404
2013/09/18,1.703
2013/09/19,1.893
2013/09/20,1.912
2013/09/21,1.939
2013/09/22,1.926
2013/09/23,1.881
2013/09/24,1.056
2013/09/25,0.779
2013/09/26,0.603
2013/09/27,0.787
2013/09/28,0.79
2013/09/29,0.803
2013/09/30,0.786
2013/10/01,0.823
2013/10/02,0.856
2013/10/03,0.865
2013/10/04,0.682
2013/10/05,0.666
2013/10/06,0.644
2013/10/07,0.673
2013/10/08,0.615
2013/10/09,0.593
2013/10/10,0.58
2013/10/11,0.572
2013/10/12,0.59
2013/10/13,0.604
2013/10/14,0.56
2013/10/15,0.585
2013/10/16,0.616
2013/10/17,0.648
2013/10/18,0.691
2013/10/19,0.698
2013/10/20,0.7
2013/10/21,0.727
2013/10/22,0.739
2013/10/23,0.729
2013/10/24,0.738
2013/10/25,0.748
2013/10/26,0.766
2013/10/27,0.867
2013/10/28,0.867
2013/10/29,0.893
2013/10/30,0.862
2013/10/31,0.809
2013/11/01,0.781
2013/11/02,0.737
2013/11/03,0.676
2013/11/04,0.725
2013/11/05,0.757
2013/11/06,1.164
2013/11/07,1.577
2013/11/08,1.923
2013/11/09,2.07
2013/11/10,2.101
2013/11/11,2.138
2013/11/12,2.048
2013/11/13,1.632
2013/11/14,1.211
2013/11/15,0.828
2013/11/16,0.656
2013/11/17,0.556
2013/11/18,0.467
2013/11/19,0.515
2013/11/20,0.525
2013/11/21,0.553
2013/11/22,0.571
2013/11/23,0.599
2013/11/24,0.606
2013/11/25,0.572
2013/11/26,0.55
2013/11/27,0.563
2013/11/28,0.559
2013/11/29,0.567
2013/11/30,0.562
2013/12/01,0.558
2013/12/02,0.569
2013/12/03,0.537
2013/12/04,0.506
2013/12/05,0.485
2013/12/06,0.452
2013/12/07,0.496
2013/12/08,0.474
2013/12/09,0.454
2013/12/10,0.448
2013/12/11,0.439
2013/12/12,0.413
2013/12/13,0.41
2013/12/14,0.337
2013/12/15,0.341
2013/12/16,0.33
2013/12/17,0.321
2013/12/18,0.314
2013/12/19,0.305
2013/12/20,0.308
2013/12/21,0.316
2013/12/22,0.318
2013/12/23,0.313
2013/12/24,0.311
2013/12/25,0.301
2013/12/26,0.302
2013/12/27,0.288
2013/12/28,0.289
2013/12/29,0.299
2013/12/30,0.298
2013/12/31,0.291
2014/01/01,0.274
2014/01/02,0.29
2014/01/03,0.301
2014/01/04,0.306
2014/01/05,0.298
2014/01/06,0.35
2014/01/07,0.365
2014/01/08,0.381
2014/01/09,0.358
2014/01/10,0.347
2014/01/11,0.331
2014/01/12,0.322
2014/01/13,0.272
