Date,median_transaction_fee3rsiUSD
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,0
2010/11/16,0
2010/11/17,0
2010/11/18,0
2010/11/19,0
2010/11/20,0
2010/11/21,0
2010/11/22,0
2010/11/23,0
2010/11/24,0
2010/11/25,0
2010/11/26,0
2010/11/27,0
2010/11/28,0
2010/11/29,0
2010/11/30,0
2010/12/01,0
2010/12/02,0
2010/12/03,0
2010/12/04,0
2010/12/05,0
2010/12/06,0
2010/12/07,0
2010/12/08,0
2010/12/09,0
2010/12/10,0
2010/12/11,0
2010/12/12,0
2010/12/13,0
2010/12/14,0
2010/12/15,0
2010/12/16,0
2010/12/17,0
2010/12/18,0
2010/12/19,0
2010/12/20,0
2010/12/21,0
2010/12/22,0
2010/12/23,0
2010/12/24,0
2010/12/25,0
2010/12/26,0
2010/12/27,0
2010/12/28,0
2010/12/29,0
2010/12/30,0
2010/12/31,0
2011/01/01,0
2011/01/02,0
2011/01/03,0
2011/01/04,0
2011/01/05,0
2011/01/06,0
2011/01/07,0
2011/01/08,0
2011/01/09,0
2011/01/10,0
2011/01/11,0
2011/01/12,0
2011/01/13,0
2011/01/14,0
2011/01/15,0
2011/01/16,0
2011/01/17,0
2011/01/18,0
2011/01/19,0
2011/01/20,0
2011/01/21,0
2011/01/22,0
2011/01/23,0
2011/01/24,0
2011/01/25,0
2011/01/26,0
2011/01/27,0
2011/01/28,0
2011/01/29,0
2011/01/30,0
2011/01/31,0
2011/02/01,0
2011/02/02,0
2011/02/03,0
2011/02/04,0
2011/02/05,0
2011/02/06,0
2011/02/07,0
2011/02/08,0
2011/02/09,0
2011/02/10,0
2011/02/11,0
2011/02/12,0
2011/02/13,0
2011/02/14,0
2011/02/15,0
2011/02/16,0
2011/02/17,0
2011/02/18,0
2011/02/19,0
2011/02/20,0
2011/02/21,0
2011/02/22,0
2011/02/23,0
2011/02/24,0
2011/02/25,0
2011/02/26,0
2011/02/27,0
2011/02/28,0
2011/03/01,0
2011/03/02,0
2011/03/03,0
2011/03/04,0
2011/03/05,0
2011/03/06,0
2011/03/07,0
2011/03/08,0
2011/03/09,0
2011/03/10,0
2011/03/11,0
2011/03/12,0
2011/03/13,0
2011/03/14,0
2011/03/15,0
2011/03/16,0
2011/03/17,0
2011/03/18,0
2011/03/19,0
2011/03/20,0
2011/03/21,0
2011/03/22,0
2011/03/23,0
2011/03/24,0
2011/03/25,0
2011/03/26,0
2011/03/27,0
2011/03/28,0
2011/03/29,0
2011/03/30,0
2011/03/31,0
2011/04/01,0
2011/04/02,0
2011/04/03,0
2011/04/04,0
2011/04/05,0
2011/04/06,0
2011/04/07,0
2011/04/08,0
2011/04/09,0
2011/04/10,0
2011/04/11,0
2011/04/12,0
2011/04/13,0
2011/04/14,100
2011/04/15,40
2011/04/16,40
2011/04/17,40
2011/04/18,40
2011/04/19,40
2011/04/20,40
2011/04/21,40
2011/04/22,40
2011/04/23,40
2011/04/24,40
2011/04/25,40
2011/04/26,40
2011/04/27,40
2011/04/28,40
2011/04/29,40
2011/04/30,40
2011/05/01,40
2011/05/02,40
2011/05/03,40
2011/05/04,40
2011/05/05,40
2011/05/06,40
2011/05/07,40
2011/05/08,40
2011/05/09,40
2011/05/10,40
2011/05/11,40
2011/05/12,40
2011/05/13,40
2011/05/14,40
2011/05/15,40
2011/05/16,40
2011/05/17,40
2011/05/18,0
2011/05/19,0
2011/05/20,0
2011/05/21,0
2011/05/22,0
2011/05/23,0
2011/05/24,0
2011/05/25,0
2011/05/26,0
2011/05/27,0
2011/05/28,0
2011/05/29,0
2011/05/30,0
2011/05/31,0
2011/06/01,0
2011/06/02,0
2011/06/03,0
2011/06/04,0
2011/06/05,0
2011/06/06,0
2011/06/07,0
2011/06/08,0
2011/06/09,0
2011/06/10,0
2011/06/11,0
2011/06/12,0
2011/06/13,0
2011/06/14,0
2011/06/15,0
2011/06/16,0
2011/06/17,0
2011/06/18,0
2011/06/19,0
2011/06/20,0
2011/06/21,0
2011/06/22,0
2011/06/23,0
2011/06/24,0
2011/06/25,0
2011/06/26,0
2011/06/27,0
2011/06/28,0
2011/06/29,0
2011/06/30,0
2011/07/01,100
2011/07/02,40
2011/07/03,40
2011/07/04,40
2011/07/05,40
2011/07/06,40
2011/07/07,40
2011/07/08,40
2011/07/09,40
2011/07/10,40
2011/07/11,40
2011/07/12,40
2011/07/13,40
2011/07/14,40
2011/07/15,40
2011/07/16,40
2011/07/17,40
2011/07/18,40
2011/07/19,40
2011/07/20,40
2011/07/21,40
2011/07/22,99.965
2011/07/23,40
2011/07/24,40
2011/07/25,40
2011/07/26,40
2011/07/27,40
2011/07/28,40
2011/07/29,40
2011/07/30,40
2011/07/31,40
2011/08/01,40
2011/08/02,40
2011/08/03,40
2011/08/04,40
2011/08/05,40
2011/08/06,40
2011/08/07,40
2011/08/08,40
2011/08/09,40
2011/08/10,40
2011/08/11,40
2011/08/12,40
2011/08/13,40
2011/08/14,40
2011/08/15,99.989
2011/08/16,99.989
2011/08/17,30.855
2011/08/18,30.855
2011/08/19,30.855
2011/08/20,30.855
2011/08/21,30.855
2011/08/22,30.855
2011/08/23,30.855
2011/08/24,30.855
2011/08/25,30.855
2011/08/26,30.855
2011/08/27,30.855
2011/08/28,30.855
2011/08/29,30.855
2011/08/30,30.855
2011/08/31,30.855
2011/09/01,30.855
2011/09/02,30.855
2011/09/03,30.855
2011/09/04,30.855
2011/09/05,30.855
2011/09/06,30.855
2011/09/07,30.855
2011/09/08,30.855
2011/09/09,30.855
2011/09/10,30.855
2011/09/11,30.855
2011/09/12,30.855
2011/09/13,30.855
2011/09/14,30.855
2011/09/15,30.855
2011/09/16,30.855
2011/09/17,0
2011/09/18,0
2011/09/19,0
2011/09/20,0
2011/09/21,0
2011/09/22,0
2011/09/23,0
2011/09/24,0
2011/09/25,0
2011/09/26,0
2011/09/27,0
2011/09/28,0
2011/09/29,0
2011/09/30,0
2011/10/01,0
2011/10/02,0
2011/10/03,0
2011/10/04,0
2011/10/05,0
2011/10/06,0
2011/10/07,0
2011/10/08,0
2011/10/09,0
2011/10/10,0
2011/10/11,0
2011/10/12,0
2011/10/13,0
2011/10/14,0
2011/10/15,0
2011/10/16,0
2011/10/17,0
2011/10/18,0
2011/10/19,0
2011/10/20,0
2011/10/21,0
2011/10/22,0
2011/10/23,0
2011/10/24,0
2011/10/25,0
2011/10/26,0
2011/10/27,0
2011/10/28,0
2011/10/29,0
2011/10/30,0
2011/10/31,0
2011/11/01,0
2011/11/02,0
2011/11/03,0
2011/11/04,0
2011/11/05,0
2011/11/06,0
2011/11/07,0
2011/11/08,0
2011/11/09,0
2011/11/10,0
2011/11/11,0
2011/11/12,0
2011/11/13,0
2011/11/14,0
2011/11/15,0
2011/11/16,0
2011/11/17,0
2011/11/18,0
2011/11/19,0
2011/11/20,0
2011/11/21,0
2011/11/22,0
2011/11/23,0
2011/11/24,0
2011/11/25,0
2011/11/26,0
2011/11/27,0
2011/11/28,0
2011/11/29,0
2011/11/30,0
2011/12/01,0
2011/12/02,0
2011/12/03,0
2011/12/04,0
2011/12/05,0
2011/12/06,0
2011/12/07,0
2011/12/08,0
2011/12/09,0
2011/12/10,0
2011/12/11,0
2011/12/12,0
2011/12/13,0
2011/12/14,0
2011/12/15,0
2011/12/16,0
2011/12/17,0
2011/12/18,0
2011/12/19,0
2011/12/20,0
2011/12/21,0
2011/12/22,0
2011/12/23,0
2011/12/24,0
2011/12/25,0
2011/12/26,0
2011/12/27,0
2011/12/28,0
2011/12/29,0
2011/12/30,0
2011/12/31,0
2012/01/01,0
2012/01/02,0
2012/01/03,0
2012/01/04,0
2012/01/05,0
2012/01/06,0
2012/01/07,0
2012/01/08,0
2012/01/09,0
2012/01/10,0
2012/01/11,0
2012/01/12,0
2012/01/13,0
2012/01/14,0
2012/01/15,0
2012/01/16,0
2012/01/17,0
2012/01/18,0
2012/01/19,0
2012/01/20,0
2012/01/21,0
2012/01/22,0
2012/01/23,0
2012/01/24,0
2012/01/25,0
2012/01/26,0
2012/01/27,0
2012/01/28,0
2012/01/29,0
2012/01/30,0
2012/01/31,0
2012/02/01,0
2012/02/02,0
2012/02/03,0
2012/02/04,0
2012/02/05,0
2012/02/06,0
2012/02/07,0
2012/02/08,0
2012/02/09,0
2012/02/10,0
2012/02/11,0
2012/02/12,0
2012/02/13,0
2012/02/14,100
2012/02/15,100
2012/02/16,96.555
2012/02/17,30.937
2012/02/18,30.937
2012/02/19,30.937
2012/02/20,30.937
2012/02/21,30.937
2012/02/22,30.937
2012/02/23,30.937
2012/02/24,30.937
2012/02/25,30.937
2012/02/26,30.937
2012/02/27,30.937
2012/02/28,30.937
2012/02/29,30.937
2012/03/01,30.937
2012/03/02,30.937
2012/03/03,30.937
2012/03/04,30.937
2012/03/05,30.937
2012/03/06,30.937
2012/03/07,30.937
2012/03/08,30.937
2012/03/09,30.937
2012/03/10,30.937
2012/03/11,30.937
2012/03/12,30.937
2012/03/13,30.937
2012/03/14,30.937
2012/03/15,30.937
2012/03/16,30.937
2012/03/17,0
2012/03/18,0
2012/03/19,0
2012/03/20,0
2012/03/21,0
2012/03/22,0
2012/03/23,0
2012/03/24,0
2012/03/25,0
2012/03/26,0
2012/03/27,0
2012/03/28,0
2012/03/29,0
2012/03/30,0
2012/03/31,0
2012/04/01,0
2012/04/02,0
2012/04/03,0
2012/04/04,0
2012/04/05,0
2012/04/06,0
2012/04/07,0
2012/04/08,0
2012/04/09,0
2012/04/10,0
2012/04/11,0
2012/04/12,0
2012/04/13,0
2012/04/14,0
2012/04/15,0
2012/04/16,0
2012/04/17,0
2012/04/18,0
2012/04/19,0
2012/04/20,0
2012/04/21,0
2012/04/22,0
2012/04/23,0
2012/04/24,0
2012/04/25,0
2012/04/26,100
2012/04/27,40
2012/04/28,40
2012/04/29,40
2012/04/30,79.678
2012/05/01,79.852
2012/05/02,80.221
2012/05/03,80.789
2012/05/04,79.975
2012/05/05,78.769
2012/05/06,77.848
2012/05/07,76.468
2012/05/08,77.417
2012/05/09,70.58
2012/05/10,45.344
2012/05/11,35.077
2012/05/12,49.825
2012/05/13,46.799
2012/05/14,62.699
2012/05/15,76.486
2012/05/16,82.969
2012/05/17,87.553
2012/05/18,89.551
2012/05/19,90.059
2012/05/20,75.934
2012/05/21,67.48
2012/05/22,65.733
2012/05/23,84.096
2012/05/24,88.727
2012/05/25,89.988
2012/05/26,39.046
2012/05/27,57.382
2012/05/28,70.903
2012/05/29,80.376
2012/05/30,73.025
2012/05/31,85.259
2012/06/01,96.8
2012/06/02,97.647
2012/06/03,62.064
2012/06/04,69.755
2012/06/05,90.029
2012/06/06,94.718
2012/06/07,96.652
2012/06/08,97.865
2012/06/09,88.854
2012/06/10,51.048
2012/06/11,53.694
2012/06/12,80.597
2012/06/13,91.408
2012/06/14,94.327
2012/06/15,97.533
2012/06/16,98.515
2012/06/17,71.125
2012/06/18,61.915
2012/06/19,75.679
2012/06/20,85.289
2012/06/21,88.671
2012/06/22,71.952
2012/06/23,45.472
2012/06/24,31.709
2012/06/25,24.698
2012/06/26,39.903
2012/06/27,71.971
2012/06/28,78.935
2012/06/29,79.1
2012/06/30,84.128
2012/07/01,77.164
2012/07/02,81.626
2012/07/03,39.43
2012/07/04,17.215
2012/07/05,52.528
2012/07/06,66.134
2012/07/07,76.612
2012/07/08,82.272
2012/07/09,90.785
2012/07/10,95.748
2012/07/11,96.609
2012/07/12,98.578
2012/07/13,99.123
2012/07/14,76.864
2012/07/15,77.613
2012/07/16,93.353
2012/07/17,96.919
2012/07/18,97.858
2012/07/19,97.965
2012/07/20,60.077
2012/07/21,60.647
2012/07/22,50.589
2012/07/23,29.581
2012/07/24,44.461
2012/07/25,64.69
2012/07/26,78.364
2012/07/27,81.437
2012/07/28,79.424
2012/07/29,49.913
2012/07/30,69.017
2012/07/31,88.488
2012/08/01,93.292
2012/08/02,97.392
2012/08/03,98.798
2012/08/04,98.996
2012/08/05,92.212
2012/08/06,82.274
2012/08/07,86.94
2012/08/08,89.129
2012/08/09,89.213
2012/08/10,94.858
2012/08/11,97.11
2012/08/12,97.579
2012/08/13,98.807
2012/08/14,99.343
2012/08/15,99.731
2012/08/16,99.863
2012/08/17,50.771
2012/08/18,30.125
2012/08/19,12.247
2012/08/20,9.119
2012/08/21,38.822
2012/08/22,36.412
2012/08/23,38.628
2012/08/24,58.211
2012/08/25,66.042
2012/08/26,67.875
2012/08/27,75.486
2012/08/28,82.334
2012/08/29,77.542
2012/08/30,52.925
2012/08/31,25.746
2012/09/01,12.814
2012/09/02,19.37
2012/09/03,52.057
2012/09/04,59.989
2012/09/05,76.001
2012/09/06,88.108
2012/09/07,88.284
2012/09/08,81.222
2012/09/09,72.148
2012/09/10,78.735
2012/09/11,88.585
2012/09/12,92.435
2012/09/13,79.597
2012/09/14,92.04
2012/09/15,95.163
2012/09/16,95.955
2012/09/17,96.855
2012/09/18,98.434
2012/09/19,99.256
2012/09/20,99.316
2012/09/21,83.98
2012/09/22,53.481
2012/09/23,45.731
2012/09/24,30.69
2012/09/25,38.446
2012/09/26,61.925
2012/09/27,77.873
2012/09/28,73.97
2012/09/29,84.121
2012/09/30,70.539
2012/10/01,66.364
2012/10/02,92.609
2012/10/03,96.369
2012/10/04,96.39
2012/10/05,61.108
2012/10/06,41.219
2012/10/07,12.282
2012/10/08,7.363
2012/10/09,7.066
2012/10/10,39.095
2012/10/11,49.088
2012/10/12,45.822
2012/10/13,28.447
2012/10/14,18.029
2012/10/15,12.965
2012/10/16,46.313
2012/10/17,41.646
2012/10/18,55.999
2012/10/19,45.18
2012/10/20,25.729
2012/10/21,18.902
2012/10/22,17.049
2012/10/23,34.242
2012/10/24,22.052
2012/10/25,4.03
2012/10/26,1.217
2012/10/27,0.858
2012/10/28,28.876
2012/10/29,44.102
2012/10/30,52.136
2012/10/31,72.396
2012/11/01,53.662
2012/11/02,98.127
2012/11/03,39.495
2012/11/04,40.358
2012/11/05,40.726
2012/11/06,41.169
2012/11/07,42.704
2012/11/08,42.997
2012/11/09,41.732
2012/11/10,41.002
2012/11/11,43.01
2012/11/12,47.471
2012/11/13,54.17
2012/11/14,53.325
2012/11/15,70.781
2012/11/16,89.663
2012/11/17,94.068
2012/11/18,85.046
2012/11/19,85.564
2012/11/20,78.972
2012/11/21,81.417
2012/11/22,95.052
2012/11/23,97.328
2012/11/24,97.581
2012/11/25,97.926
2012/11/26,71.564
2012/11/27,42.446
2012/11/28,52.87
2012/11/29,71.682
2012/11/30,83.666
2012/12/01,84.409
2012/12/02,72.601
2012/12/03,80.658
2012/12/04,95.761
2012/12/05,97.837
2012/12/06,82.588
2012/12/07,86.161
2012/12/08,88.334
2012/12/09,72.54
2012/12/10,99.58
2012/12/11,40.425
2012/12/12,41.041
2012/12/13,41.129
2012/12/14,40.847
2012/12/15,39.89
2012/12/16,38.034
2012/12/17,36.023
2012/12/18,36.01
2012/12/19,45.443
2012/12/20,53.084
2012/12/21,50.016
2012/12/22,40.304
2012/12/23,35.932
2012/12/24,33.907
2012/12/25,36.839
2012/12/26,46.568
2012/12/27,59.614
2012/12/28,52.745
2012/12/29,63.088
2012/12/30,47.742
2012/12/31,62.041
2013/01/01,32.449
2013/01/02,7.392
2013/01/03,12.784
2013/01/04,17.065
2013/01/05,11.22
2013/01/06,7.173
2013/01/07,34.773
2013/01/08,82.655
2013/01/09,90.787
2013/01/10,93.997
2013/01/11,96.719
2013/01/12,94.81
2013/01/13,75.88
2013/01/14,81.511
2013/01/15,74.95
2013/01/16,91.264
2013/01/17,97.681
2013/01/18,98.674
2013/01/19,98.179
2013/01/20,98.31
2013/01/21,99.313
2013/01/22,99.724
2013/01/23,99.806
2013/01/24,90.843
2013/01/25,76.994
2013/01/26,86.379
2013/01/27,88.754
2013/01/28,94.235
2013/01/29,97.605
2013/01/30,98.362
2013/01/31,99.095
2013/02/01,99.377
2013/02/02,84.213
2013/02/03,83.668
2013/02/04,86.037
2013/02/05,85.649
2013/02/06,93.54
2013/02/07,97.606
2013/02/08,98.794
2013/02/09,99.319
2013/02/10,99.506
2013/02/11,99.645
2013/02/12,99.743
2013/02/13,99.777
2013/02/14,99.9
2013/02/15,99.952
2013/02/16,99.957
2013/02/17,99.957
2013/02/18,97.466
2013/02/19,99.218
2013/02/20,99.629
2013/02/21,99.694
2013/02/22,97.86
2013/02/23,76.318
2013/02/24,57.783
2013/02/25,59.544
2013/02/26,76.88
2013/02/27,90.084
2013/02/28,96.505
2013/03/01,98.409
2013/03/02,93.584
2013/03/03,66.304
2013/03/04,98.578
2013/03/05,43.583
2013/03/06,47.064
2013/03/07,49.058
2013/03/08,52.546
2013/03/09,58.654
2013/03/10,92.765
2013/03/11,93.03
2013/03/12,33.153
2013/03/13,32.26
2013/03/14,33.313
2013/03/15,44.881
2013/03/16,37.02
2013/03/17,36.445
2013/03/18,48.662
2013/03/19,68.584
2013/03/20,81.777
2013/03/21,88.728
2013/03/22,90.288
2013/03/23,72.127
2013/03/24,76.052
2013/03/25,86.705
2013/03/26,90.436
2013/03/27,95.73
2013/03/28,97.514
2013/03/29,97.7
2013/03/30,97.938
2013/03/31,98.397
2013/04/01,99.267
2013/04/02,99.745
2013/04/03,99.867
2013/04/04,99.89
2013/04/05,99.92
2013/04/06,99.944
2013/04/07,99.966
2013/04/08,99.987
2013/04/09,99.995
2013/04/10,68.464
2013/04/11,24.65
2013/04/12,18.382
2013/04/13,25.888
2013/04/14,22.479
2013/04/15,19.679
2013/04/16,13.339
2013/04/17,21.773
2013/04/18,59.235
2013/04/19,72.996
2013/04/20,79.662
2013/04/21,78.965
2013/04/22,74.935
2013/04/23,85.51
2013/04/24,93.486
2013/04/25,94.954
2013/04/26,64.814
2013/04/27,44.259
2013/04/28,38.056
2013/04/29,61.359
2013/04/30,71.124
2013/05/01,36.442
2013/05/02,18.079
2013/05/03,12.349
2013/05/04,22.671
2013/05/05,52.681
2013/05/06,51.062
2013/05/07,40.39
2013/05/08,36.952
2013/05/09,30.996
2013/05/10,51.957
2013/05/11,66.215
2013/05/12,98.709
2013/05/13,40.354
2013/05/14,39.226
2013/05/15,37.459
2013/05/16,39.886
2013/05/17,44.535
2013/05/18,48.51
2013/05/19,48.723
2013/05/20,49.746
2013/05/21,58.515
2013/05/22,64.748
2013/05/23,73.342
2013/05/24,87.151
2013/05/25,90.889
2013/05/26,92.032
2013/05/27,85.813
2013/05/28,51.233
2013/05/29,58.033
2013/05/30,66.2
2013/05/31,51.15
2013/06/01,78.344
2013/06/02,31.755
2013/06/03,19.381
2013/06/04,17.625
2013/06/05,24.154
2013/06/06,20.046
2013/06/07,7.779
2013/06/08,4.031
2013/06/09,2.292
2013/06/10,1.818
2013/06/11,30.519
2013/06/12,44.974
2013/06/13,36.545
2013/06/14,17.909
2013/06/15,12.042
2013/06/16,13.75
2013/06/17,24.082
2013/06/18,62.638
2013/06/19,73.117
2013/06/20,77.796
2013/06/21,79.61
2013/06/22,36.254
2013/06/23,21.608
2013/06/24,10.947
2013/06/25,8.523
2013/06/26,23.968
2013/06/27,16.292
2013/06/28,6.529
2013/06/29,4.054
2013/06/30,13.164
2013/07/01,6.265
2013/07/02,4.328
2013/07/03,3.221
2013/07/04,1.966
2013/07/05,0.948
2013/07/06,0.474
2013/07/07,28.966
2013/07/08,50.495
2013/07/09,44.832
2013/07/10,64.57
2013/07/11,80.809
2013/07/12,86.641
2013/07/13,90.481
2013/07/14,90.561
2013/07/15,92.362
2013/07/16,93.406
2013/07/17,67.966
2013/07/18,37.462
2013/07/19,21.083
2013/07/20,21.462
2013/07/21,22.353
2013/07/22,30.43
2013/07/23,62.211
2013/07/24,77.927
2013/07/25,87.486
2013/07/26,92.131
2013/07/27,71.408
2013/07/28,66.402
2013/07/29,88.719
2013/07/30,93.055
2013/07/31,96.42
2013/08/01,93.539
2013/08/02,82.324
2013/08/03,77.778
2013/08/04,50.169
2013/08/05,68.658
2013/08/06,83.3
2013/08/07,86.572
2013/08/08,46.524
2013/08/09,25.368
2013/08/10,19.36
2013/08/11,16.794
2013/08/12,46.36
2013/08/13,64.978
2013/08/14,79.916
2013/08/15,84.682
2013/08/16,69.374
2013/08/17,73.77
2013/08/18,76.37
2013/08/19,89.423
2013/08/20,96.891
2013/08/21,98.687
2013/08/22,99.108
2013/08/23,78.701
2013/08/24,72.684
2013/08/25,83.706
2013/08/26,87.81
2013/08/27,94.358
2013/08/28,96.971
2013/08/29,97.254
2013/08/30,98.395
2013/08/31,99.157
2013/09/01,99.436
2013/09/02,99.522
2013/09/03,84.539
2013/09/04,37.059
2013/09/05,21.847
2013/09/06,15.437
2013/09/07,15.357
2013/09/08,41.832
2013/09/09,57.326
2013/09/10,74.711
2013/09/11,83.269
2013/09/12,89.239
2013/09/13,90.312
2013/09/14,86.348
2013/09/15,76.013
2013/09/16,77.693
2013/09/17,84.564
2013/09/18,91.44
2013/09/19,29.157
2013/09/20,18.015
2013/09/21,21.011
2013/09/22,35.902
2013/09/23,30.818
2013/09/24,32.209
2013/09/25,66.823
2013/09/26,77.457
2013/09/27,61.433
2013/09/28,79.957
2013/09/29,81.912
2013/09/30,61.871
2013/10/01,73.383
2013/10/02,4.634
2013/10/03,2.958
2013/10/04,53.407
2013/10/05,61.443
2013/10/06,61.691
2013/10/07,67.411
2013/10/08,74.158
2013/10/09,80.543
2013/10/10,83.469
2013/10/11,85.259
2013/10/12,87.256
2013/10/13,95.304
2013/10/14,97.833
2013/10/15,98.984
2013/10/16,99.19
2013/10/17,99.465
2013/10/18,8.485
2013/10/19,66.95
2013/10/20,68.487
2013/10/21,72.635
2013/10/22,80.581
2013/10/23,85.2
2013/10/24,14.498
2013/10/25,14.101
2013/10/26,13.846
2013/10/27,15.472
2013/10/28,19.484
2013/10/29,22.411
2013/10/30,24.383
2013/10/31,81.404
2013/11/01,38.437
2013/11/02,38.87
2013/11/03,39.953
2013/11/04,45.458
2013/11/05,55.116
2013/11/06,64.231
2013/11/07,75.575
2013/11/08,83.1
2013/11/09,90.101
2013/11/10,52.194
2013/11/11,63.891
2013/11/12,73.745
2013/11/13,83.45
2013/11/14,89.301
2013/11/15,90.922
2013/11/16,92.031
2013/11/17,95.956
2013/11/18,98.678
2013/11/19,99.138
2013/11/20,47.462
2013/11/21,70.23
2013/11/22,79.726
2013/11/23,88.15
2013/11/24,59.926
2013/11/25,64.102
2013/11/26,76.98
2013/11/27,86.399
2013/11/28,89.377
2013/11/29,92.178
2013/11/30,95.088
2013/12/01,45.705
2013/12/02,46.416
2013/12/03,65.72
2013/12/04,75.892
2013/12/05,54.571
2013/12/06,32.318
2013/12/07,12.43
2013/12/08,17.432
2013/12/09,54.626
2013/12/10,65.957
2013/12/11,55.879
2013/12/12,44.062
2013/12/13,51.515
2013/12/14,43.444
2013/12/15,33.154
2013/12/16,16.147
2013/12/17,7.025
2013/12/18,3.53
2013/12/19,30.454
2013/12/20,47.465
2013/12/21,34.395
2013/12/22,44.032
2013/12/23,51.913
2013/12/24,62.595
2013/12/25,81.989
2013/12/26,75.815
2013/12/27,82.289
2013/12/28,65.041
2013/12/29,55.297
2013/12/30,75.593
2013/12/31,69.331
2014/01/01,78.698
2014/01/02,83.254
2014/01/03,88.947
2014/01/04,95.599
2014/01/05,97.738
2014/01/06,99.067
2014/01/07,66.4
2014/01/08,39.036
2014/01/09,39.88
2014/01/10,37.988
2014/01/11,69.701
2014/01/12,64.5
2014/01/13,30.297
2014/01/14,36.484
2014/01/15,49.57
2014/01/16,45.695
2014/01/17,22.898
2014/01/18,42.389
2014/01/19,49.638
2014/01/20,80.117
2014/01/21,54.226
2014/01/22,44.337
2014/01/23,32.226
2014/01/24,17.538
2014/01/25,44.634
2014/01/26,68.074
2014/01/27,65.315
2014/01/28,23.723
2014/01/29,46.63
2014/01/30,38.454
2014/01/31,50.464
2014/02/01,63.176
2014/02/02,58.548
2014/02/03,34.131
2014/02/04,35.753
2014/02/05,60.224
2014/02/06,25.542
2014/02/07,8.27
2014/02/08,5.753
2014/02/09,4.431
2014/02/10,3.463
2014/02/11,6.696
2014/02/12,3.752
2014/02/13,1.546
2014/02/14,1.098
2014/02/15,39.734
2014/02/16,63.885
2014/02/17,60.935
2014/02/18,58.683
2014/02/19,50.723
2014/02/20,27.175
2014/02/21,14.2
2014/02/22,33.546
2014/02/23,67.241
2014/02/24,35.185
2014/02/25,17.187
2014/02/26,53.894
2014/02/27,56.789
2014/02/28,48.855
2014/03/01,43.434
2014/03/02,44.659
2014/03/03,77.034
2014/03/04,90.669
2014/03/05,76.136
2014/03/06,75.382
2014/03/07,52.399
2014/03/08,34.09
2014/03/09,44.224
2014/03/10,48.518
2014/03/11,41.152
2014/03/12,62.652
2014/03/13,65.721
2014/03/14,46.934
2014/03/15,42.409
2014/03/16,43.438
2014/03/17,22.089
2014/03/18,9.68
2014/03/19,11.44
2014/03/20,3.927
2014/03/21,2.227
2014/03/22,1.178
2014/03/23,4.824
2014/03/24,4.64
2014/03/25,54.771
2014/03/26,58.728
2014/03/27,15.606
2014/03/28,7.008
2014/03/29,6.561
2014/03/30,3.535
2014/03/31,2.746
2014/04/01,36.023
2014/04/02,28.468
2014/04/03,14.31
2014/04/04,30.025
2014/04/05,42.457
2014/04/06,54.688
2014/04/07,44.655
2014/04/08,39.302
2014/04/09,30.348
2014/04/10,7.344
2014/04/11,6.521
2014/04/12,49.326
2014/04/13,38.096
2014/04/14,70.335
2014/04/15,85.785
2014/04/16,90.86
2014/04/17,74.81
2014/04/18,51.62
2014/04/19,57.21
2014/04/20,67.469
2014/04/21,62.457
2014/04/22,46.197
