Date,price7emaUSD
2010/10/23,0.103
2010/10/24,0.105
2010/10/25,0.106
2010/10/26,0.115
2010/10/27,0.129
2010/10/28,0.141
2010/10/29,0.152
2010/10/30,0.162
2010/10/31,0.17
2010/11/01,0.176
2010/11/02,0.18
2010/11/03,0.184
2010/11/04,0.191
2010/11/05,0.202
2010/11/06,0.233
2010/11/07,0.276
2010/11/08,0.281
2010/11/09,0.27
2010/11/10,0.259
2010/11/11,0.251
2010/11/12,0.25
2010/11/13,0.258
2010/11/14,0.263
2010/11/15,0.266
2010/11/16,0.261
2010/11/17,0.252
2010/11/18,0.25
2010/11/19,0.256
2010/11/20,0.263
2010/11/21,0.266
2010/11/22,0.27
2010/11/23,0.273
2010/11/24,0.275
2010/11/25,0.277
2010/11/26,0.278
2010/11/27,0.279
2010/11/28,0.279
2010/11/29,0.273
2010/11/30,0.259
2010/12/01,0.249
2010/12/02,0.247
2010/12/03,0.248
2010/12/04,0.244
2010/12/05,0.234
2010/12/06,0.229
2010/12/07,0.225
2010/12/08,0.229
2010/12/09,0.225
2010/12/10,0.219
2010/12/11,0.218
2010/12/12,0.217
2010/12/13,0.218
2010/12/14,0.223
2010/12/15,0.228
2010/12/16,0.232
2010/12/17,0.235
2010/12/18,0.237
2010/12/19,0.239
2010/12/20,0.243
2010/12/21,0.245
2010/12/22,0.245
2010/12/23,0.246
2010/12/24,0.247
2010/12/25,0.247
2010/12/26,0.25
2010/12/27,0.252
2010/12/28,0.257
2010/12/29,0.264
2010/12/30,0.272
2010/12/31,0.279
2011/01/01,0.283
2011/01/02,0.287
2011/01/03,0.288
2011/01/04,0.29
2011/01/05,0.291
2011/01/06,0.293
2011/01/07,0.297
2011/01/08,0.302
2011/01/09,0.307
2011/01/10,0.312
2011/01/11,0.315
2011/01/12,0.317
2011/01/13,0.317
2011/01/14,0.328
2011/01/15,0.344
2011/01/16,0.356
2011/01/17,0.359
2011/01/18,0.352
2011/01/19,0.342
2011/01/20,0.345
2011/01/21,0.36
2011/01/22,0.377
2011/01/23,0.393
2011/01/24,0.403
2011/01/25,0.406
2011/01/26,0.408
2011/01/27,0.41
2011/01/28,0.416
2011/01/29,0.422
2011/01/30,0.432
2011/01/31,0.449
2011/02/01,0.494
2011/02/02,0.548
2011/02/03,0.588
2011/02/04,0.632
2011/02/05,0.694
2011/02/06,0.748
2011/02/07,0.785
2011/02/08,0.815
2011/02/09,0.86
2011/02/10,0.903
2011/02/11,0.933
2011/02/12,0.961
2011/02/13,0.984
2011/02/14,1.001
2011/02/15,1.014
2011/02/16,1.023
2011/02/17,1.028
2011/02/18,1.012
2011/02/19,0.982
2011/02/20,0.962
2011/02/21,0.929
2011/02/22,0.912
2011/02/23,0.91
2011/02/24,0.925
2011/02/25,0.929
2011/02/26,0.93
2011/02/27,0.929
2011/02/28,0.915
2011/03/01,0.909
2011/03/02,0.914
2011/03/03,0.917
2011/03/04,0.914
2011/03/05,0.913
2011/03/06,0.911
2011/03/07,0.903
2011/03/08,0.896
2011/03/09,0.887
2011/03/10,0.89
2011/03/11,0.889
2011/03/12,0.891
2011/03/13,0.892
2011/03/14,0.893
2011/03/15,0.89
2011/03/16,0.883
2011/03/17,0.871
2011/03/18,0.862
2011/03/19,0.839
2011/03/20,0.817
2011/03/21,0.803
2011/03/22,0.798
2011/03/23,0.806
2011/03/24,0.817
2011/03/25,0.832
2011/03/26,0.841
2011/03/27,0.837
2011/03/28,0.83
2011/03/29,0.821
2011/03/30,0.814
2011/03/31,0.807
2011/04/01,0.799
2011/04/02,0.794
2011/04/03,0.791
2011/04/04,0.775
2011/04/05,0.756
2011/04/06,0.753
2011/04/07,0.753
2011/04/08,0.752
2011/04/09,0.749
2011/04/10,0.748
2011/04/11,0.749
2011/04/12,0.767
2011/04/13,0.798
2011/04/14,0.841
2011/04/15,0.879
2011/04/16,0.914
2011/04/17,0.955
2011/04/18,1.004
2011/04/19,1.048
2011/04/20,1.076
2011/04/21,1.101
2011/04/22,1.153
2011/04/23,1.251
2011/04/24,1.367
2011/04/25,1.424
2011/04/26,1.49
2011/04/27,1.578
2011/04/28,1.695
2011/04/29,1.907
2011/04/30,2.234
2011/05/01,2.492
2011/05/02,2.657
2011/05/03,2.819
2011/05/04,2.974
2011/05/05,3.072
2011/05/06,3.152
2011/05/07,3.251
2011/05/08,3.376
2011/05/09,3.491
2011/05/10,3.821
2011/05/11,4.278
2011/05/12,4.682
2011/05/13,5.326
2011/05/14,5.91
2011/05/15,6.181
2011/05/16,6.514
2011/05/17,6.79
2011/05/18,6.852
2011/05/19,6.828
2011/05/20,6.67
2011/05/21,6.493
2011/05/22,6.473
2011/05/23,6.585
2011/05/24,6.76
2011/05/25,7.056
2011/05/26,7.423
2011/05/27,7.717
2011/05/28,7.894
2011/05/29,8.008
2011/05/30,8.162
2011/05/31,8.314
2011/06/01,8.525
2011/06/02,8.918
2011/06/03,9.8
2011/06/04,11.475
2011/06/05,13.065
2011/06/06,14.205
2011/06/07,15.927
2011/06/08,18.645
2011/06/09,21.337
2011/06/10,22.612
2011/06/11,21.784
2011/06/12,20.5
2011/06/13,20.173
2011/06/14,20.015
2011/06/15,19.858
2011/06/16,19.456
2011/06/17,18.677
2011/06/18,18.119
2011/06/19,17.884
2011/06/20,17.663
2011/06/21,17.497
2011/06/22,17.373
2011/06/23,17.28
2011/06/24,17.21
2011/06/25,17.157
2011/06/26,17.113
2011/06/27,16.985
2011/06/28,16.951
2011/06/29,16.938
2011/06/30,16.822
2011/07/01,16.55
2011/07/02,16.259
2011/07/03,16.049
2011/07/04,15.7
2011/07/05,15.123
2011/07/06,14.806
2011/07/07,14.788
2011/07/08,14.728
2011/07/09,14.632
2011/07/10,14.634
2011/07/11,14.614
2011/07/12,14.488
2011/07/13,14.363
2011/07/14,14.269
2011/07/15,14.178
2011/07/16,14.074
2011/07/17,13.916
2011/07/18,13.767
2011/07/19,13.74
2011/07/20,13.752
2011/07/21,13.73
2011/07/22,13.711
2011/07/23,13.706
2011/07/24,13.738
2011/07/25,13.807
2011/07/26,13.844
2011/07/27,13.861
2011/07/28,13.818
2011/07/29,13.737
2011/07/30,13.682
2011/07/31,13.622
2011/08/01,13.522
2011/08/02,13.285
2011/08/03,12.628
2011/08/04,11.975
2011/08/05,11.545
2011/08/06,10.695
2011/08/07,9.826
2011/08/08,9.332
2011/08/09,9.223
2011/08/10,9.411
2011/08/11,9.502
2011/08/12,9.492
2011/08/13,9.569
2011/08/14,9.792
2011/08/15,10.087
2011/08/16,10.33
2011/08/17,10.481
2011/08/18,10.587
2011/08/19,10.75
2011/08/20,10.951
2011/08/21,11.059
2011/08/22,11.07
2011/08/23,11.034
2011/08/24,10.999
2011/08/25,10.813
2011/08/26,10.339
2011/08/27,9.851
2011/08/28,9.596
2011/08/29,9.452
2011/08/30,9.309
2011/08/31,9.105
2011/09/01,8.88
2011/09/02,8.771
2011/09/03,8.713
2011/09/04,8.615
2011/09/05,8.427
2011/09/06,8.129
2011/09/07,7.853
2011/09/08,7.606
2011/09/09,7.149
2011/09/10,6.586
2011/09/11,6.269
2011/09/12,6.204
2011/09/13,6.135
2011/09/14,6.031
2011/09/15,5.83
2011/09/16,5.58
2011/09/17,5.384
2011/09/18,5.283
2011/09/19,5.295
2011/09/20,5.418
2011/09/21,5.532
2011/09/22,5.533
2011/09/23,5.522
2011/09/24,5.518
2011/09/25,5.482
2011/09/26,5.387
2011/09/27,5.263
2011/09/28,5.158
2011/09/29,5.064
2011/09/30,5.035
2011/10/01,5.051
2011/10/02,5.046
2011/10/03,5.041
2011/10/04,5.028
2011/10/05,5
2011/10/06,4.951
2011/10/07,4.84
2011/10/08,4.669
2011/10/09,4.516
2011/10/10,4.412
2011/10/11,4.308
2011/10/12,4.241
2011/10/13,4.206
2011/10/14,4.16
2011/10/15,4.099
2011/10/16,3.999
2011/10/17,3.764
2011/10/18,3.443
2011/10/19,3.168
2011/10/20,2.951
2011/10/21,2.828
2011/10/22,2.84
2011/10/23,2.911
2011/10/24,2.892
2011/10/25,2.831
2011/10/26,2.814
2011/10/27,2.837
2011/10/28,2.907
2011/10/29,3.024
2011/10/30,3.124
2011/10/31,3.159
2011/11/01,3.17
2011/11/02,3.178
2011/11/03,3.184
2011/11/04,3.173
2011/11/05,3.139
2011/11/06,3.096
2011/11/07,3.068
2011/11/08,3.056
2011/11/09,3.045
2011/11/10,3.011
2011/11/11,2.998
2011/11/12,3.011
2011/11/13,3.012
2011/11/14,2.911
2011/11/15,2.752
2011/11/16,2.675
2011/11/17,2.609
2011/11/18,2.496
2011/11/19,2.399
2011/11/20,2.349
2011/11/21,2.323
2011/11/22,2.32
2011/11/23,2.322
2011/11/24,2.337
2011/11/25,2.37
2011/11/26,2.395
2011/11/27,2.415
2011/11/28,2.44
2011/11/29,2.492
2011/11/30,2.584
2011/12/01,2.695
2011/12/02,2.793
2011/12/03,2.834
2011/12/04,2.828
2011/12/05,2.834
2011/12/06,2.865
2011/12/07,2.901
2011/12/08,2.922
2011/12/09,2.935
2011/12/10,2.954
2011/12/11,3.004
2011/12/12,3.051
2011/12/13,3.091
2011/12/14,3.116
2011/12/15,3.129
2011/12/16,3.146
2011/12/17,3.16
2011/12/18,3.167
2011/12/19,3.214
2011/12/20,3.344
2011/12/21,3.485
2011/12/22,3.584
2011/12/23,3.668
2011/12/24,3.737
2011/12/25,3.823
2011/12/26,3.898
2011/12/27,3.935
2011/12/28,3.983
2011/12/29,4.033
2011/12/30,4.077
2011/12/31,4.179
2012/01/01,4.38
2012/01/02,4.595
2012/01/03,4.708
2012/01/04,4.838
2012/01/05,5.194
2012/01/06,5.601
2012/01/07,5.889
2012/01/08,6.154
2012/01/09,6.292
2012/01/10,6.305
2012/01/11,6.397
2012/01/12,6.511
2012/01/13,6.532
2012/01/14,6.545
2012/01/15,6.628
2012/01/16,6.681
2012/01/17,6.544
2012/01/18,6.342
2012/01/19,6.292
2012/01/20,6.324
2012/01/21,6.328
2012/01/22,6.307
2012/01/23,6.314
2012/01/24,6.316
2012/01/25,6.242
2012/01/26,6.074
2012/01/27,5.885
2012/01/28,5.778
2012/01/29,5.709
2012/01/30,5.641
2012/01/31,5.603
2012/02/01,5.653
2012/02/02,5.76
2012/02/03,5.827
2012/02/04,5.85
2012/02/05,5.833
2012/02/06,5.764
2012/02/07,5.719
2012/02/08,5.701
2012/02/09,5.704
2012/02/10,5.746
2012/02/11,5.748
2012/02/12,5.704
2012/02/13,5.625
2012/02/14,5.434
2012/02/15,5.174
2012/02/16,4.953
2012/02/17,4.796
2012/02/18,4.673
2012/02/19,4.581
2012/02/20,4.526
2012/02/21,4.476
2012/02/22,4.444
2012/02/23,4.517
2012/02/24,4.643
2012/02/25,4.707
2012/02/26,4.742
2012/02/27,4.792
2012/02/28,4.821
2012/02/29,4.832
2012/03/01,4.846
2012/03/02,4.838
2012/03/03,4.796
2012/03/04,4.776
2012/03/05,4.808
2012/03/06,4.853
2012/03/07,4.881
2012/03/08,4.894
2012/03/09,4.895
2012/03/10,4.883
2012/03/11,4.88
2012/03/12,4.885
2012/03/13,4.934
2012/03/14,5.033
2012/03/15,5.115
2012/03/16,5.172
2012/03/17,5.199
2012/03/18,5.211
2012/03/19,5.152
2012/03/20,5.053
2012/03/21,4.996
2012/03/22,4.934
2012/03/23,4.879
2012/03/24,4.829
2012/03/25,4.775
2012/03/26,4.727
2012/03/27,4.725
2012/03/28,4.745
2012/03/29,4.755
2012/03/30,4.775
2012/03/31,4.801
2012/04/01,4.813
2012/04/02,4.829
2012/04/03,4.863
2012/04/04,4.88
2012/04/05,4.89
2012/04/06,4.901
2012/04/07,4.881
2012/04/08,4.845
2012/04/09,4.842
2012/04/10,4.845
2012/04/11,4.854
2012/04/12,4.872
2012/04/13,4.883
2012/04/14,4.899
2012/04/15,4.916
2012/04/16,4.924
2012/04/17,4.935
2012/04/18,4.963
2012/04/19,5.004
2012/04/20,5.064
2012/04/21,5.13
2012/04/22,5.156
2012/04/23,5.137
2012/04/24,5.11
2012/04/25,5.112
2012/04/26,5.112
2012/04/27,5.11
2012/04/28,5.093
2012/04/29,5.055
2012/04/30,5.024
2012/05/01,5.012
2012/05/02,5.018
2012/05/03,5.039
2012/05/04,5.052
2012/05/05,5.057
2012/05/06,5.058
2012/05/07,5.058
2012/05/08,5.06
2012/05/09,5.057
2012/05/10,5.031
2012/05/11,5
2012/05/12,4.987
2012/05/13,4.975
2012/05/14,4.976
2012/05/15,4.989
2012/05/16,5.008
2012/05/17,5.029
2012/05/18,5.049
2012/05/19,5.065
2012/05/20,5.075
2012/05/21,5.081
2012/05/22,5.086
2012/05/23,5.094
2012/05/24,5.103
2012/05/25,5.11
2012/05/26,5.11
2012/05/27,5.113
2012/05/28,5.118
2012/05/29,5.125
2012/05/30,5.129
2012/05/31,5.136
2012/06/01,5.161
2012/06/02,5.187
2012/06/03,5.197
2012/06/04,5.208
2012/06/05,5.244
2012/06/06,5.296
2012/06/07,5.354
2012/06/08,5.419
2012/06/09,5.463
2012/06/10,5.476
2012/06/11,5.487
2012/06/12,5.527
2012/06/13,5.603
2012/06/14,5.687
2012/06/15,5.822
2012/06/16,5.979
2012/06/17,6.061
2012/06/18,6.11
2012/06/19,6.183
2012/06/20,6.284
2012/06/21,6.381
2012/06/22,6.44
2012/06/23,6.452
2012/06/24,6.436
2012/06/25,6.409
2012/06/26,6.4
2012/06/27,6.438
2012/06/28,6.485
2012/06/29,6.521
2012/06/30,6.558
2012/07/01,6.584
2012/07/02,6.608
2012/07/03,6.607
2012/07/04,6.575
2012/07/05,6.579
2012/07/06,6.599
2012/07/07,6.632
2012/07/08,6.669
2012/07/09,6.728
2012/07/10,6.824
2012/07/11,6.912
2012/07/12,7.051
2012/07/13,7.207
2012/07/14,7.298
2012/07/15,7.369
2012/07/16,7.549
2012/07/17,7.825
2012/07/18,8.107
2012/07/19,8.328
2012/07/20,8.42
2012/07/21,8.49
2012/07/22,8.526
2012/07/23,8.504
2012/07/24,8.509
2012/07/25,8.55
2012/07/26,8.625
2012/07/27,8.694
2012/07/28,8.744
2012/07/29,8.758
2012/07/30,8.794
2012/07/31,8.899
2012/08/01,9.037
2012/08/02,9.288
2012/08/03,9.666
2012/08/04,9.995
2012/08/05,10.228
2012/08/06,10.386
2012/08/07,10.541
2012/08/08,10.675
2012/08/09,10.776
2012/08/10,10.906
2012/08/11,11.055
2012/08/12,11.183
2012/08/13,11.345
2012/08/14,11.537
2012/08/15,11.833
2012/08/16,12.218
2012/08/17,12.292
2012/08/18,12.146
2012/08/19,11.557
2012/08/20,10.93
2012/08/21,10.695
2012/08/22,10.486
2012/08/23,10.342
2012/08/24,10.344
2012/08/25,10.399
2012/08/26,10.45
2012/08/27,10.53
2012/08/28,10.635
2012/08/29,10.707
2012/08/30,10.726
2012/08/31,10.662
2012/09/01,10.511
2012/09/02,10.408
2012/09/03,10.399
2012/09/04,10.413
2012/09/05,10.483
2012/09/06,10.635
2012/09/07,10.751
2012/09/08,10.83
2012/09/09,10.881
2012/09/10,10.935
2012/09/11,11.011
2012/09/12,11.095
2012/09/13,11.15
2012/09/14,11.255
2012/09/15,11.379
2012/09/16,11.486
2012/09/17,11.585
2012/09/18,11.711
2012/09/19,11.884
2012/09/20,12.022
2012/09/21,12.113
2012/09/22,12.148
2012/09/23,12.165
2012/09/24,12.155
2012/09/25,12.154
2012/09/26,12.173
2012/09/27,12.215
2012/09/28,12.244
2012/09/29,12.284
2012/09/30,12.309
2012/10/01,12.325
2012/10/02,12.403
2012/10/03,12.518
2012/10/04,12.605
2012/10/05,12.642
2012/10/06,12.643
2012/10/07,12.52
2012/10/08,12.35
2012/10/09,12.217
2012/10/10,12.164
2012/10/11,12.143
2012/10/12,12.122
2012/10/13,12.074
2012/10/14,12.006
2012/10/15,11.931
2012/10/16,11.909
2012/10/17,11.886
2012/10/18,11.883
2012/10/19,11.872
2012/10/20,11.839
2012/10/21,11.801
2012/10/22,11.768
2012/10/23,11.75
2012/10/24,11.725
2012/10/25,11.608
2012/10/26,11.334
2012/10/27,11.054
2012/10/28,10.911
2012/10/29,10.846
2012/10/30,10.819
2012/10/31,10.874
2012/11/01,10.875
2012/11/02,10.786
2012/11/03,10.728
2012/11/04,10.727
2012/11/05,10.739
2012/11/06,10.758
2012/11/07,10.796
2012/11/08,10.827
2012/11/09,10.839
2012/11/10,10.842
2012/11/11,10.851
2012/11/12,10.87
2012/11/13,10.897
2012/11/14,10.917
2012/11/15,10.961
2012/11/16,11.089
2012/11/17,11.259
2012/11/18,11.374
2012/11/19,11.464
2012/11/20,11.526
2012/11/21,11.578
2012/11/22,11.705
2012/11/23,11.868
2012/11/24,12.001
2012/11/25,12.112
2012/11/26,12.175
2012/11/27,12.187
2012/11/28,12.209
2012/11/29,12.256
2012/11/30,12.33
2012/12/01,12.389
2012/12/02,12.425
2012/12/03,12.467
2012/12/04,12.608
2012/12/05,12.803
2012/12/06,12.927
2012/12/07,13.045
2012/12/08,13.149
2012/12/09,13.213
2012/12/10,13.262
2012/12/11,13.329
2012/12/12,13.418
2012/12/13,13.488
2012/12/14,13.529
2012/12/15,13.533
2012/12/16,13.499
2012/12/17,13.443
2012/12/18,13.401
2012/12/19,13.413
2012/12/20,13.454
2012/12/21,13.475
2012/12/22,13.466
2012/12/23,13.447
2012/12/24,13.429
2012/12/25,13.418
2012/12/26,13.416
2012/12/27,13.423
2012/12/28,13.425
2012/12/29,13.431
2012/12/30,13.431
2012/12/31,13.436
2013/01/01,13.429
2013/01/02,13.372
2013/01/03,13.332
2013/01/04,13.303
2013/01/05,13.271
2013/01/06,13.234
2013/01/07,13.216
2013/01/08,13.263
2013/01/09,13.348
2013/01/10,13.449
2013/01/11,13.583
2013/01/12,13.683
2013/01/13,13.742
2013/01/14,13.802
2013/01/15,13.843
2013/01/16,13.932
2013/01/17,14.163
2013/01/18,14.448
2013/01/19,14.66
2013/01/20,14.829
2013/01/21,15.077
2013/01/22,15.469
2013/01/23,15.857
2013/01/24,16.127
2013/01/25,16.301
2013/01/26,16.518
2013/01/27,16.709
2013/01/28,16.96
2013/01/29,17.355
2013/01/30,17.76
2013/01/31,18.249
2013/02/01,18.741
2013/02/02,19.062
2013/02/03,19.302
2013/02/04,19.505
2013/02/05,19.657
2013/02/06,19.862
2013/02/07,20.201
2013/02/08,20.649
2013/02/09,21.185
2013/02/10,21.704
2013/02/11,22.204
2013/02/12,22.68
2013/02/13,23.073
2013/02/14,23.596
2013/02/15,24.288
2013/02/16,24.852
2013/02/17,25.275
2013/02/18,25.587
2013/02/19,26.114
2013/02/20,26.821
2013/02/21,27.435
2013/02/22,27.89
2013/02/23,28.17
2013/02/24,28.32
2013/02/25,28.44
2013/02/26,28.615
2013/02/27,28.924
2013/02/28,29.534
2013/03/01,30.46
2013/03/02,31.124
2013/03/03,31.458
2013/03/04,31.931
2013/03/05,33.105
2013/03/06,34.576
2013/03/07,35.93
2013/03/08,37.27
2013/03/09,38.742
2013/03/10,40.161
2013/03/11,41.401
2013/03/12,42.078
2013/03/13,42.255
2013/03/14,42.517
2013/03/15,42.787
2013/03/16,43.13
2013/03/17,43.33
2013/03/18,44.062
2013/03/19,45.892
2013/03/20,48.857
2013/03/21,52.64
2013/03/22,55.915
2013/03/23,57.84
2013/03/24,59.573
2013/03/25,61.966
2013/03/26,64.4
2013/03/27,68.109
2013/03/28,72.52
2013/03/29,76.038
2013/03/30,78.892
2013/03/31,81.431
2013/04/01,84.752
2013/04/02,90.501
2013/04/03,97.877
2013/04/04,104.298
2013/04/05,110.389
2013/04/06,116.32
2013/04/07,122.76
2013/04/08,132.96
2013/04/09,148.569
2013/04/10,156.052
2013/04/11,145.789
2013/04/12,132.453
2013/04/13,123.949
2013/04/14,115.924
2013/04/15,108.72
2013/04/16,100.3
2013/04/17,94.659
2013/04/18,94.664
2013/04/19,97.673
2013/04/20,101.875
2013/04/21,104.98
2013/04/22,107.118
2013/04/23,110.534
2013/04/24,116.6
2013/04/25,122.385
2013/04/26,125.025
2013/04/27,125.348
2013/04/28,125.022
2013/04/29,126.407
2013/04/30,128.421
2013/05/01,127.481
2013/05/02,123.373
2013/05/03,118.203
2013/05/04,114.913
2013/05/05,114.55
2013/05/06,114.164
2013/05/07,113.217
2013/05/08,112.311
2013/05/09,111.338
2013/05/10,111.139
2013/05/11,111.48
2013/05/12,111.544
2013/05/13,111.718
2013/05/14,110.947
2013/05/15,109.354
2013/05/16,108.766
2013/05/17,109.197
2013/05/18,110.102
2013/05/19,110.802
2013/05/20,111.402
2013/05/21,112.371
2013/05/22,113.45
2013/05/23,114.761
2013/05/24,117.222
2013/05/25,119.848
2013/05/26,122.073
2013/05/27,123.644
2013/05/28,124.164
2013/05/29,124.731
2013/05/30,125.359
2013/05/31,125.625
2013/06/01,125.946
2013/06/02,125.493
2013/06/03,124.203
2013/06/04,123.074
2013/06/05,122.329
2013/06/06,121.594
2013/06/07,119.949
2013/06/08,117.608
2013/06/09,114.69
2013/06/10,112.032
2013/06/11,110.663
2013/06/12,110.01
2013/06/13,109.243
2013/06/14,107.646
2013/06/15,105.797
2013/06/16,104.437
2013/06/17,103.539
2013/06/18,103.57
2013/06/19,103.953
2013/06/20,104.422
2013/06/21,104.834
2013/06/22,104.543
2013/06/23,103.827
2013/06/24,102.49
2013/06/25,101.179
2013/06/26,100.384
2013/06/27,99.438
2013/06/28,97.639
2013/06/29,95.55
2013/06/30,94.119
2013/07/01,91.991
2013/07/02,89.795
2013/07/03,87.702
2013/07/04,85.392
2013/07/05,82.298
2013/07/06,78.223
2013/07/07,76.105
2013/07/08,75.466
2013/07/09,74.723
2013/07/10,75.039
2013/07/11,76.654
2013/07/12,78.741
2013/07/13,81.079
2013/07/14,82.848
2013/07/15,84.46
2013/07/16,85.826
2013/07/17,86.563
2013/07/18,86.543
2013/07/19,85.867
2013/07/20,85.365
2013/07/21,84.996
2013/07/22,84.772
2013/07/23,84.889
2013/07/24,85.273
2013/07/25,85.923
2013/07/26,86.741
2013/07/27,87.182
2013/07/28,87.475
2013/07/29,88.416
2013/07/30,89.575
2013/07/31,91.181
2013/08/01,92.354
2013/08/02,93.14
2013/08/03,93.698
2013/08/04,93.911
2013/08/05,94.298
2013/08/06,94.947
2013/08/07,95.557
2013/08/08,95.651
2013/08/09,95.283
2013/08/10,94.807
2013/08/11,94.365
2013/08/12,94.271
2013/08/13,94.438
2013/08/14,94.901
2013/08/15,95.414
2013/08/16,95.696
2013/08/17,95.971
2013/08/18,96.209
2013/08/19,96.656
2013/08/20,97.767
2013/08/21,99.603
2013/08/22,101.525
2013/08/23,102.672
2013/08/24,103.454
2013/08/25,104.506
2013/08/26,105.553
2013/08/27,107.133
2013/08/28,109.17
2013/08/29,110.824
2013/08/30,112.705
2013/08/31,115.045
2013/09/01,117.446
2013/09/02,119.482
2013/09/03,120.827
2013/09/04,120.807
2013/09/05,119.941
2013/09/06,118.718
2013/09/07,117.795
2013/09/08,117.499
2013/09/09,117.585
2013/09/10,118.179
2013/09/11,119.067
2013/09/12,120.218
2013/09/13,121.181
2013/09/14,121.872
2013/09/15,122.328
2013/09/16,122.696
2013/09/17,123.084
2013/09/18,123.572
2013/09/19,123.311
2013/09/20,122.735
2013/09/21,122.328
2013/09/22,122.13
2013/09/23,121.919
2013/09/24,121.766
2013/09/25,121.86
2013/09/26,122.058
2013/09/27,122.137
2013/09/28,122.403
2013/09/29,122.633
2013/09/30,122.737
2013/10/01,122.896
2013/10/02,120.367
2013/10/03,117.401
2013/10/04,117.309
2013/10/05,117.809
2013/10/06,118.199
2013/10/07,118.75
2013/10/08,119.466
2013/10/09,120.323
2013/10/10,121.118
2013/10/11,121.796
2013/10/12,122.384
2013/10/13,123.494
2013/10/14,125.149
2013/10/15,127.547
2013/10/16,129.714
2013/10/17,131.961
2013/10/18,134.902
2013/10/19,139.648
2013/10/20,144.068
2013/10/21,149.254
2013/10/22,157.019
2013/10/23,165.621
2013/10/24,170.617
2013/10/25,170.33
2013/10/26,170.99
2013/10/27,172.85
2013/10/28,176.648
2013/10/29,180.769
2013/10/30,184.469
2013/10/31,187.284
2013/11/01,189.931
2013/11/02,192.348
2013/11/03,194.901
2013/11/04,199.627
2013/11/05,207.571
2013/11/06,217.749
2013/11/07,231.818
2013/11/08,248.392
2013/11/09,270.04
2013/11/10,275.503
2013/11/11,285.13
2013/11/12,298.005
2013/11/13,315.762
2013/11/14,337.07
2013/11/15,355.741
2013/11/16,371.392
2013/11/17,391.857
2013/11/18,431.518
2013/11/19,474.11
2013/11/20,479.25
2013/11/21,509.323
2013/11/22,550.772
2013/11/23,597.738
2013/11/24,623.94
2013/11/25,648.729
2013/11/26,685.708
2013/11/27,737.105
2013/11/28,786.464
2013/11/29,835.265
2013/11/30,889.519
2013/12/01,896.032
2013/12/02,901.499
2013/12/03,922.288
2013/12/04,950.91
2013/12/05,960.939
2013/12/06,949.771
2013/12/07,892.507
2013/12/08,852.767
2013/12/09,853.659
2013/12/10,869.449
2013/12/11,874.011
2013/12/12,868.913
2013/12/13,869.218
2013/12/14,865.61
2013/12/15,857.835
2013/12/16,836.98
2013/12/17,795.985
2013/12/18,735.62
2013/12/19,705.712
2013/12/20,695.166
2013/12/21,674.947
2013/12/22,664.915
2013/12/23,661.207
2013/12/24,663.587
2013/12/25,665.289
2013/12/26,681.579
2013/12/27,699.448
2013/12/28,709.117
2013/12/29,714.278
2013/12/30,725.888
2013/12/31,733.569
2014/01/01,742.963
2014/01/02,752.166
2014/01/03,762.531
2014/01/04,780.571
2014/01/05,804.849
2014/01/06,844.066
2014/01/07,861.752
2014/01/08,858.397
