Date,fee_to_reward7momUSD
2010/10/31,0
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,0
2010/11/07,0
2010/11/08,0.013
2010/11/09,0
2010/11/10,0
2010/11/11,0
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,-0.008
2010/11/16,0
2010/11/17,0
2010/11/18,0
2010/11/19,0.001
2010/11/20,0.017
2010/11/21,0.015
2010/11/22,0.008
2010/11/23,0.012
2010/11/24,0.002
2010/11/25,0
2010/11/26,0.003
2010/11/27,-0.017
2010/11/28,-0.015
2010/11/29,-0.013
2010/11/30,-0.011
2010/12/01,-0.002
2010/12/02,0.001
2010/12/03,-0.004
2010/12/04,0
2010/12/05,0.001
2010/12/06,0
2010/12/07,0.001
2010/12/08,0
2010/12/09,0
2010/12/10,0.001
2010/12/11,0.002
2010/12/12,0.002
2010/12/13,0.005
2010/12/14,0
2010/12/15,0
2010/12/16,0.001
2010/12/17,0.003
2010/12/18,-0.001
2010/12/19,0
2010/12/20,-0.005
2010/12/21,0.001
2010/12/22,0.002
2010/12/23,-0.001
2010/12/24,-0.003
2010/12/25,0
2010/12/26,0
2010/12/27,0
2010/12/28,0
2010/12/29,-0.001
2010/12/30,0
2010/12/31,-0.001
2011/01/01,0
2011/01/02,0
2011/01/03,0.009
2011/01/04,-0.001
2011/01/05,-0.001
2011/01/06,0
2011/01/07,0
2011/01/08,-0.001
2011/01/09,0.001
2011/01/10,-0.01
2011/01/11,0
2011/01/12,0.003
2011/01/13,-0.001
2011/01/14,0
2011/01/15,0.001
2011/01/16,-0.001
2011/01/17,0.001
2011/01/18,0
2011/01/19,-0.003
2011/01/20,0.001
2011/01/21,0
2011/01/22,0.005
2011/01/23,0.004
2011/01/24,0.001
2011/01/25,0.001
2011/01/26,0.001
2011/01/27,0.008
2011/01/28,0
2011/01/29,0
2011/01/30,0.033
2011/01/31,0.007
2011/02/01,0.01
2011/02/02,-0.001
2011/02/03,-0.006
2011/02/04,0.001
2011/02/05,-0.004
2011/02/06,-0.037
2011/02/07,-0.006
2011/02/08,-0.009
2011/02/09,0
2011/02/10,0.008
2011/02/11,0.004
2011/02/12,0.006
2011/02/13,0.001
2011/02/14,0.027
2011/02/15,0
2011/02/16,0.005
2011/02/17,-0.009
2011/02/18,0
2011/02/19,-0.001
2011/02/20,0
2011/02/21,-0.026
2011/02/22,0
2011/02/23,-0.002
2011/02/24,0.001
2011/02/25,-0.001
2011/02/26,-0.003
2011/02/27,0.008
2011/02/28,0.003
2011/03/01,0.004
2011/03/02,0.002
2011/03/03,0.079
2011/03/04,0.003
2011/03/05,0.015
2011/03/06,0.034
2011/03/07,0.056
2011/03/08,0.039
2011/03/09,0.039
2011/03/10,-0.037
2011/03/11,0.101
2011/03/12,0.003
2011/03/13,-0.013
2011/03/14,-0.03
2011/03/15,-0.011
2011/03/16,-0.017
2011/03/17,-0.023
2011/03/18,-0.085
2011/03/19,-0.001
2011/03/20,0.006
2011/03/21,0.087
2011/03/22,0.153
2011/03/23,0.21
2011/03/24,0.096
2011/03/25,0.042
2011/03/26,0.046
2011/03/27,0.056
2011/03/28,-0.064
2011/03/29,-0.142
2011/03/30,-0.18
2011/03/31,-0.074
2011/04/01,-0.022
2011/04/02,-0.035
2011/04/03,-0.04
2011/04/04,0.013
2011/04/05,0.015
2011/04/06,0.014
2011/04/07,0.001
2011/04/08,0.011
2011/04/09,0.025
2011/04/10,0.014
2011/04/11,-0.011
2011/04/12,0.003
2011/04/13,-0.026
2011/04/14,0.143
2011/04/15,-0.015
2011/04/16,-0.013
2011/04/17,-0.041
2011/04/18,-0.012
2011/04/19,0.014
2011/04/20,0.059
2011/04/21,-0.138
2011/04/22,0.026
2011/04/23,0.02
2011/04/24,0.062
2011/04/25,0.051
2011/04/26,-0.021
2011/04/27,0.001
2011/04/28,0.036
2011/04/29,0.013
2011/04/30,0.048
2011/05/01,0.044
2011/05/02,-0.046
2011/05/03,-0.003
2011/05/04,-0.035
2011/05/05,0.007
2011/05/06,-0.004
2011/05/07,-0.048
2011/05/08,-0.059
2011/05/09,0.046
2011/05/10,0.042
2011/05/11,0.02
2011/05/12,-0.002
2011/05/13,0.043
2011/05/14,0.061
2011/05/15,0.07
2011/05/16,0.028
2011/05/17,0.019
2011/05/18,0.055
2011/05/19,0.107
2011/05/20,0.049
2011/05/21,0.074
2011/05/22,0.013
2011/05/23,0.006
2011/05/24,0.035
2011/05/25,-0.001
2011/05/26,-0.047
2011/05/27,0.005
2011/05/28,-0.015
2011/05/29,0.002
2011/05/30,0.118
2011/05/31,0.123
2011/06/01,0.121
2011/06/02,0.106
2011/06/03,0.094
2011/06/04,0.109
2011/06/05,0.074
2011/06/06,0.008
2011/06/07,0.075
2011/06/08,0.222
2011/06/09,0.141
2011/06/10,0.084
2011/06/11,-0.008
2011/06/12,0.153
2011/06/13,0.071
2011/06/14,-0.05
2011/06/15,-0.192
2011/06/16,-0.038
2011/06/17,-0.013
2011/06/18,0.005
2011/06/19,-0.15
2011/06/20,-0.151
2011/06/21,-0.153
2011/06/22,-0.154
2011/06/23,-0.234
2011/06/24,-0.182
2011/06/25,0.04
2011/06/26,0.107
2011/06/27,0.141
2011/06/28,0.106
2011/06/29,0.097
2011/06/30,0.065
2011/07/01,0.064
2011/07/02,-0.153
2011/07/03,-0.178
2011/07/04,-0.126
2011/07/05,0.023
2011/07/06,-0.016
2011/07/07,0.028
2011/07/08,-0.056
2011/07/09,-0.001
2011/07/10,0.021
2011/07/11,0.001
2011/07/12,-0.09
2011/07/13,-0.06
2011/07/14,-0.028
2011/07/15,0.042
2011/07/16,-0.033
2011/07/17,-0.04
2011/07/18,-0.037
2011/07/19,0.028
2011/07/20,-0.015
2011/07/21,-0.068
2011/07/22,-0.023
2011/07/23,-0.037
2011/07/24,-0.02
2011/07/25,-0.006
2011/07/26,-0.121
2011/07/27,-0.04
2011/07/28,-0.021
2011/07/29,-0.093
2011/07/30,-0.031
2011/07/31,-0.046
2011/08/01,-0.054
2011/08/02,0.007
2011/08/03,0.002
2011/08/04,0.023
2011/08/05,0.004
2011/08/06,0.324
2011/08/07,0.026
2011/08/08,0.024
2011/08/09,0.064
2011/08/10,0.037
2011/08/11,-0.017
2011/08/12,0.002
2011/08/13,-0.293
2011/08/14,0.053
2011/08/15,0.034
2011/08/16,-0.025
2011/08/17,-0.043
2011/08/18,-0.022
2011/08/19,0.026
2011/08/20,-0.035
2011/08/21,-0.086
2011/08/22,-0.062
2011/08/23,-0.045
2011/08/24,0.031
2011/08/25,0.007
2011/08/26,-0.055
2011/08/27,0.011
2011/08/28,0.007
2011/08/29,-0.012
2011/08/30,0.045
2011/08/31,-0.054
2011/09/01,-0.002
2011/09/02,0.025
2011/09/03,-0.03
2011/09/04,0.071
2011/09/05,0.015
2011/09/06,-0.049
2011/09/07,0.044
2011/09/08,-0.015
2011/09/09,0.012
2011/09/10,0.028
2011/09/11,-0.067
2011/09/12,-0.012
2011/09/13,-0.028
2011/09/14,-0.069
2011/09/15,0.022
2011/09/16,-0.017
2011/09/17,-0.004
2011/09/18,-0.013
2011/09/19,0.013
2011/09/20,0.036
2011/09/21,0.019
2011/09/22,-0.044
2011/09/23,-0.02
2011/09/24,0.028
2011/09/25,-0.02
2011/09/26,-0.05
2011/09/27,-0.024
2011/09/28,-0.011
2011/09/29,0.003
2011/09/30,-0.005
2011/10/01,-0.054
2011/10/02,0.003
2011/10/03,0.082
2011/10/04,-0.005
2011/10/05,-0.005
2011/10/06,0.073
2011/10/07,0.003
2011/10/08,0.005
2011/10/09,-0.006
2011/10/10,-0.072
2011/10/11,0.047
2011/10/12,0.023
2011/10/13,-0.042
2011/10/14,-0.014
2011/10/15,-0.005
2011/10/16,0.008
2011/10/17,0.019
2011/10/18,-0.065
2011/10/19,-0.028
2011/10/20,0.02
2011/10/21,-0.005
2011/10/22,0.007
2011/10/23,0.004
2011/10/24,-0.018
2011/10/25,-0.006
2011/10/26,0.004
2011/10/27,-0.052
2011/10/28,0.014
2011/10/29,0.004
2011/10/30,0.002
2011/10/31,-0.007
2011/11/01,0.024
2011/11/02,-0.01
2011/11/03,-0.007
2011/11/04,-0.015
2011/11/05,-0.012
2011/11/06,-0.027
2011/11/07,0.005
2011/11/08,-0.01
2011/11/09,-0.002
2011/11/10,0.001
2011/11/11,-0.008
2011/11/12,-0.015
2011/11/13,0.007
2011/11/14,-0.015
2011/11/15,-0.021
2011/11/16,0.015
2011/11/17,-0.006
2011/11/18,0.016
2011/11/19,0.017
2011/11/20,0.016
2011/11/21,0.009
2011/11/22,0.007
2011/11/23,-0.003
2011/11/24,0.03
2011/11/25,0.013
2011/11/26,-0.004
2011/11/27,-0.011
2011/11/28,0.001
2011/11/29,0.021
2011/11/30,-0.007
2011/12/01,-0.022
2011/12/02,-0.001
2011/12/03,0.014
2011/12/04,-0.003
2011/12/05,-0.01
2011/12/06,-0.014
2011/12/07,0.011
2011/12/08,-0.016
2011/12/09,-0.022
2011/12/10,-0.022
2011/12/11,2.854
2011/12/12,2.748
2011/12/13,0.012
2011/12/14,-0.005
2011/12/15,0.109
2011/12/16,0.005
2011/12/17,0.009
2011/12/18,-2.853
2011/12/19,-2.734
2011/12/20,0.027
2011/12/21,0.007
2011/12/22,-0.095
2011/12/23,-0.009
2011/12/24,-0.018
2011/12/25,-0.01
2011/12/26,-0.016
2011/12/27,-0.047
2011/12/28,-0.017
2011/12/29,0.014
2011/12/30,0.01
2011/12/31,0.022
2012/01/01,0.013
2012/01/02,0.038
2012/01/03,0.027
2012/01/04,0.153
2012/01/05,0.017
2012/01/06,0.029
2012/01/07,-0.004
2012/01/08,-0.001
2012/01/09,0.004
2012/01/10,0.002
2012/01/11,-0.119
2012/01/12,0.462
2012/01/13,0.065
2012/01/14,0.124
2012/01/15,0.15
2012/01/16,0.375
2012/01/17,0.029
2012/01/18,0.096
2012/01/19,-0.168
2012/01/20,0.205
2012/01/21,-0.114
2012/01/22,-0.151
2012/01/23,-0.395
2012/01/24,0.043
2012/01/25,-0.067
2012/01/26,-0.241
2012/01/27,-0.015
2012/01/28,0.069
2012/01/29,2.594
2012/01/30,0.287
2012/01/31,-0.045
2012/02/01,-0.037
2012/02/02,0.017
2012/02/03,-0.243
2012/02/04,-0.015
2012/02/05,-2.579
2012/02/06,-0.287
2012/02/07,0.001
2012/02/08,0.003
2012/02/09,-0.045
2012/02/10,-0.028
2012/02/11,-0.06
2012/02/12,-0.011
2012/02/13,0.018
2012/02/14,0.128
2012/02/15,0.02
2012/02/16,0.044
2012/02/17,-0.013
2012/02/18,-0.013
2012/02/19,-0.016
2012/02/20,-0.018
2012/02/21,-0.173
2012/02/22,-0.048
2012/02/23,-0.086
2012/02/24,0.012
2012/02/25,-0.001
2012/02/26,0.012
2012/02/27,0.015
2012/02/28,-0.005
2012/02/29,-0.005
2012/03/01,0.029
2012/03/02,0.008
2012/03/03,0.006
2012/03/04,0.025
2012/03/05,-0.002
2012/03/06,0.023
2012/03/07,0.014
2012/03/08,-0.037
2012/03/09,-0.018
2012/03/10,0.01
2012/03/11,-0.027
2012/03/12,-0.026
2012/03/13,0.072
2012/03/14,0.024
2012/03/15,0.007
2012/03/16,0.067
2012/03/17,-0.012
2012/03/18,-0.003
2012/03/19,0.014
2012/03/20,-0.083
2012/03/21,-0.033
2012/03/22,-0.017
2012/03/23,-0.049
2012/03/24,0.124
2012/03/25,0.049
2012/03/26,-0.013
2012/03/27,-0.006
2012/03/28,0.023
2012/03/29,0.021
2012/03/30,-0.01
2012/03/31,-0.112
2012/04/01,-0.035
2012/04/02,0.026
2012/04/03,0.022
2012/04/04,0.006
2012/04/05,0.02
2012/04/06,0.014
2012/04/07,0.004
2012/04/08,-0.002
2012/04/09,-0.02
2012/04/10,0.019
2012/04/11,0.002
2012/04/12,0.015
2012/04/13,-0.004
2012/04/14,0.03
2012/04/15,0.017
2012/04/16,0.027
2012/04/17,0.005
2012/04/18,0.021
2012/04/19,-0.024
2012/04/20,0.028
2012/04/21,-0.024
2012/04/22,0.001
2012/04/23,-0.016
2012/04/24,-0.005
2012/04/25,-0.009
2012/04/26,0.086
2012/04/27,0.008
2012/04/28,0.027
2012/04/29,-0.025
2012/04/30,-0.006
2012/05/01,-0.016
2012/05/02,0.005
2012/05/03,-0.017
2012/05/04,0.027
2012/05/05,0.003
2012/05/06,0.045
2012/05/07,0.102
2012/05/08,0.061
2012/05/09,0.078
2012/05/10,-0.007
2012/05/11,0.042
2012/05/12,0.076
2012/05/13,0.079
2012/05/14,0.241
2012/05/15,0.173
2012/05/16,0.044
2012/05/17,0.065
2012/05/18,0.064
2012/05/19,0.256
2012/05/20,0.12
2012/05/21,-0.09
2012/05/22,-0.092
2012/05/23,0.078
2012/05/24,0.108
2012/05/25,0.082
2012/05/26,-0.207
2012/05/27,-0.069
2012/05/28,-0.036
2012/05/29,0.047
2012/05/30,-0.006
2012/05/31,-0.129
2012/06/01,-0.102
2012/06/02,-0.13
2012/06/03,0.031
2012/06/04,0.096
2012/06/05,0.14
2012/06/06,-0.14
2012/06/07,0.126
2012/06/08,0.018
2012/06/09,0.176
2012/06/10,0.053
2012/06/11,-0.11
2012/06/12,-0.264
2012/06/13,0.356
2012/06/14,0.187
2012/06/15,0.187
2012/06/16,0.088
2012/06/17,0.018
2012/06/18,0.058
2012/06/19,0.198
2012/06/20,-0.205
2012/06/21,-0.032
2012/06/22,-0.121
2012/06/23,-0.137
2012/06/24,-0.099
2012/06/25,-0.109
2012/06/26,-0.098
2012/06/27,-0.076
2012/06/28,-0.232
2012/06/29,-0.138
2012/06/30,-0.005
2012/07/01,-0.088
2012/07/02,0.032
2012/07/03,-0.091
2012/07/04,-0.046
2012/07/05,-0.054
2012/07/06,0.049
2012/07/07,0.305
2012/07/08,0.014
2012/07/09,-0.047
2012/07/10,0.165
2012/07/11,0.109
2012/07/12,0.005
2012/07/13,-0.035
2012/07/14,-0.326
2012/07/15,0.101
2012/07/16,0.088
2012/07/17,-0.086
2012/07/18,0.055
2012/07/19,0.118
2012/07/20,0.328
2012/07/21,0.093
2012/07/22,-0.018
2012/07/23,0.024
2012/07/24,-0.035
2012/07/25,-0.152
2012/07/26,-0.084
2012/07/27,-0.312
2012/07/28,-0.015
2012/07/29,-0.011
2012/07/30,-0.081
2012/07/31,0.125
2012/08/01,0.11
2012/08/02,0.025
2012/08/03,0.113
2012/08/04,-0.059
2012/08/05,0.147
2012/08/06,0.13
2012/08/07,-0.093
2012/08/08,0.333
2012/08/09,-0.036
2012/08/10,0.264
2012/08/11,0.018
2012/08/12,-0.152
2012/08/13,-0.038
2012/08/14,0.032
2012/08/15,-0.226
2012/08/16,0.163
2012/08/17,-0.124
2012/08/18,0.013
2012/08/19,0.023
2012/08/20,-0.002
2012/08/21,0.02
2012/08/22,-0.113
2012/08/23,-0.115
2012/08/24,-0.186
2012/08/25,0.105
2012/08/26,-0.009
2012/08/27,0.08
2012/08/28,0.049
2012/08/29,-0.005
2012/08/30,0.125
2012/08/31,0.175
2012/09/01,0.092
2012/09/02,0.142
2012/09/03,0.033
2012/09/04,0.055
2012/09/05,0.003
2012/09/06,-0.079
2012/09/07,-0.197
2012/09/08,-0.131
2012/09/09,-0.095
2012/09/10,-0.109
2012/09/11,0.037
2012/09/12,-0.026
2012/09/13,0.004
2012/09/14,0.012
2012/09/15,-0.102
2012/09/16,-0.094
2012/09/17,-0.146
2012/09/18,-0.156
2012/09/19,0.039
2012/09/20,-0.066
2012/09/21,0.098
2012/09/22,-0.01
2012/09/23,0.047
2012/09/24,0.195
2012/09/25,-0.061
2012/09/26,-0.025
2012/09/27,-0.036
2012/09/28,0.402
2012/09/29,-0.024
2012/09/30,-0.086
2012/10/01,-0.116
2012/10/02,0.21
2012/10/03,-0.003
2012/10/04,1.772
2012/10/05,-0.344
2012/10/06,0.118
2012/10/07,0.278
2012/10/08,0.053
2012/10/09,-0.055
2012/10/10,0.038
2012/10/11,-1.646
2012/10/12,-0.131
2012/10/13,-0.004
2012/10/14,-0.153
2012/10/15,-0.049
2012/10/16,-0.04
2012/10/17,0.621
2012/10/18,-0.11
2012/10/19,-0.041
2012/10/20,-0.057
2012/10/21,0.038
2012/10/22,0.064
2012/10/23,0
2012/10/24,-0.672
2012/10/25,0.016
2012/10/26,-0.012
2012/10/27,-0.083
2012/10/28,-0.154
2012/10/29,-0.1
2012/10/30,0.008
2012/10/31,0.056
2012/11/01,0.062
2012/11/02,0.157
2012/11/03,0.113
2012/11/04,0.095
2012/11/05,0.102
2012/11/06,0.049
2012/11/07,0.053
2012/11/08,0.032
2012/11/09,-0.123
2012/11/10,0.042
2012/11/11,-0.011
2012/11/12,-0.051
2012/11/13,-0.087
2012/11/14,-0.05
2012/11/15,0.137
2012/11/16,0.184
2012/11/17,0.066
2012/11/18,0.135
2012/11/19,0.112
2012/11/20,0.089
2012/11/21,0.083
2012/11/22,-0.16
2012/11/23,-0.113
2012/11/24,-0.077
2012/11/25,0.032
2012/11/26,-0.045
2012/11/27,0.719
2012/11/28,0.206
2012/11/29,0.408
2012/11/30,0.392
2012/12/01,0.344
2012/12/02,0.022
2012/12/03,0.161
2012/12/04,-0.103
2012/12/05,0.277
2012/12/06,0.192
2012/12/07,0.033
2012/12/08,0.112
2012/12/09,0.342
2012/12/10,0.359
2012/12/11,-0.128
2012/12/12,-0.011
2012/12/13,0.459
2012/12/14,0.449
2012/12/15,0.09
2012/12/16,0.227
2012/12/17,0.128
2012/12/18,0.397
2012/12/19,0.103
2012/12/20,-0.197
2012/12/21,-0.038
2012/12/22,0.226
2012/12/23,0.028
2012/12/24,-0.139
2012/12/25,-0.518
2012/12/26,-0.222
2012/12/27,-0.225
2012/12/28,-0.282
2012/12/29,-0.235
2012/12/30,-0.184
2012/12/31,-0.228
2013/01/01,-0.123
2013/01/02,0.078
2013/01/03,-0.017
2013/01/04,0.119
2013/01/05,0.058
2013/01/06,0.116
2013/01/07,0.234
2013/01/08,0.342
2013/01/09,0.167
2013/01/10,3.093
2013/01/11,0.437
2013/01/12,0.306
2013/01/13,0.211
2013/01/14,0.032
2013/01/15,0.132
2013/01/16,0.244
2013/01/17,-2.668
2013/01/18,-0.206
2013/01/19,0.437
2013/01/20,-0.16
2013/01/21,0.008
2013/01/22,-0.184
2013/01/23,0.148
2013/01/24,-0.23
2013/01/25,-0.033
2013/01/26,-0.411
2013/01/27,0.244
2013/01/28,0.272
2013/01/29,0.328
2013/01/30,-0.487
2013/01/31,-0.135
2013/02/01,0.208
2013/02/02,0.683
2013/02/03,-0.141
2013/02/04,-0.07
2013/02/05,-0.237
2013/02/06,-0.029
2013/02/07,0.264
2013/02/08,-0.115
2013/02/09,-0.65
2013/02/10,0.003
2013/02/11,0.122
2013/02/12,0.372
2013/02/13,0.421
2013/02/14,-0.107
2013/02/15,-0.023
2013/02/16,-0.183
2013/02/17,-0.124
2013/02/18,-0.104
2013/02/19,-0.222
2013/02/20,-0.272
2013/02/21,0.019
2013/02/22,-0.028
2013/02/23,0.098
2013/02/24,0.154
2013/02/25,0.182
2013/02/26,0.199
2013/02/27,0.094
2013/02/28,0.268
2013/03/01,0.522
2013/03/02,0.231
2013/03/03,-0.036
2013/03/04,-0.071
2013/03/05,0.104
2013/03/06,2.788
2013/03/07,0.093
2013/03/08,-0.583
2013/03/09,-0.173
2013/03/10,0.217
2013/03/11,-0.017
2013/03/12,0.481
2013/03/13,-2.581
2013/03/14,-0.357
2013/03/15,0.314
2013/03/16,-0.505
2013/03/17,-0.719
2013/03/18,-0.413
2013/03/19,-0.737
2013/03/20,-0.627
2013/03/21,-0.241
2013/03/22,-0.319
2013/03/23,0.247
2013/03/24,0.249
2013/03/25,0.427
2013/03/26,-0.015
2013/03/27,1.103
2013/03/28,0.4
2013/03/29,0.206
2013/03/30,0.5
2013/03/31,0.222
2013/04/01,-0.354
2013/04/02,0.148
2013/04/03,-0.208
2013/04/04,0.624
2013/04/05,0.052
2013/04/06,-0.517
2013/04/07,0.225
2013/04/08,0.316
2013/04/09,-0.228
2013/04/10,-0.256
2013/04/11,-0.384
2013/04/12,-0.141
2013/04/13,0.011
2013/04/14,0.078
2013/04/15,0.602
2013/04/16,0.055
2013/04/17,0.536
2013/04/18,-0.415
2013/04/19,0.302
2013/04/20,0.232
2013/04/21,-0.635
2013/04/22,-0.58
2013/04/23,0.276
2013/04/24,-0.353
2013/04/25,0.245
2013/04/26,-0.65
2013/04/27,-0.136
2013/04/28,-0.007
2013/04/29,-0.16
2013/04/30,-0.224
2013/05/01,-0.449
2013/05/02,0.155
2013/05/03,0.37
2013/05/04,0.085
2013/05/05,0.143
2013/05/06,0.22
2013/05/07,-0.114
2013/05/08,0.175
2013/05/09,0.037
2013/05/10,0.163
2013/05/11,0.202
2013/05/12,0.451
2013/05/13,0.067
2013/05/14,0.369
2013/05/15,0.442
2013/05/16,0.468
2013/05/17,-0.115
2013/05/18,-0.287
2013/05/19,-0.134
2013/05/20,0.002
2013/05/21,-0.252
2013/05/22,-0.424
2013/05/23,-0.768
2013/05/24,-0.227
2013/05/25,0.083
2013/05/26,-0.427
2013/05/27,-0.23
2013/05/28,0.151
2013/05/29,-0.037
2013/05/30,-0.232
2013/05/31,-0.112
2013/06/01,-0.365
2013/06/02,0.205
2013/06/03,-0.005
2013/06/04,-0.36
2013/06/05,0.064
2013/06/06,-0.147
2013/06/07,-0.056
2013/06/08,0.24
2013/06/09,-0.074
2013/06/10,-0.308
2013/06/11,0.04
2013/06/12,-0.459
2013/06/13,-0.031
2013/06/14,-0.163
2013/06/15,-0.25
2013/06/16,-0.227
2013/06/17,0.22
2013/06/18,0.019
2013/06/19,0.256
2013/06/20,0.913
2013/06/21,0.213
2013/06/22,0.491
2013/06/23,0.12
2013/06/24,0.028
2013/06/25,-0.214
2013/06/26,-0.17
2013/06/27,-1.054
2013/06/28,0.112
2013/06/29,-0.676
2013/06/30,-0.036
2013/07/01,-0.424
2013/07/02,0.069
2013/07/03,-0.309
2013/07/04,-0.169
2013/07/05,-0.432
2013/07/06,0.061
2013/07/07,-0.362
2013/07/08,0.069
2013/07/09,-0.176
2013/07/10,-0.071
2013/07/11,0.244
2013/07/12,0.099
2013/07/13,0.215
2013/07/14,0.136
2013/07/15,-0.138
2013/07/16,0.122
2013/07/17,0.189
2013/07/18,0.115
2013/07/19,-0.302
2013/07/20,-0.358
2013/07/21,-0.039
2013/07/22,0.247
2013/07/23,-0.264
2013/07/24,0.161
2013/07/25,-0.004
2013/07/26,0.002
2013/07/27,0.214
2013/07/28,0.073
2013/07/29,-0.11
2013/07/30,0.156
2013/07/31,0.139
2013/08/01,-0.058
2013/08/02,0.11
2013/08/03,-0.088
2013/08/04,0.136
2013/08/05,-0.094
2013/08/06,0.11
2013/08/07,-0.354
2013/08/08,0.091
2013/08/09,0.29
2013/08/10,-0.057
2013/08/11,-0.094
2013/08/12,-0.118
2013/08/13,-0.225
2013/08/14,0.369
2013/08/15,0.519
2013/08/16,0.212
2013/08/17,0.043
2013/08/18,0.334
2013/08/19,0.62
2013/08/20,0.068
2013/08/21,-0.391
2013/08/22,-0.757
2013/08/23,-0.419
2013/08/24,-0.003
2013/08/25,-0.144
2013/08/26,-0.114
2013/08/27,0.22
2013/08/28,4.897
2013/08/29,-0.144
2013/08/30,0.163
2013/08/31,-0.045
2013/09/01,-0.346
2013/09/02,-0.099
2013/09/03,-0.295
2013/09/04,-4.89
2013/09/05,0.155
2013/09/06,-0.131
2013/09/07,0.114
2013/09/08,0.212
2013/09/09,-0.278
2013/09/10,-0.109
2013/09/11,-0.211
2013/09/12,-0.157
2013/09/13,-0.31
2013/09/14,-0.301
2013/09/15,-0.055
2013/09/16,0.462
2013/09/17,5.819
2013/09/18,2.096
2013/09/19,1.332
2013/09/20,0.128
2013/09/21,0.193
2013/09/22,-0.092
2013/09/23,-0.313
2013/09/24,-5.775
2013/09/25,-1.945
2013/09/26,-1.231
2013/09/27,1.291
2013/09/28,0.023
2013/09/29,0.09
2013/09/30,-0.119
2013/10/01,0.256
2013/10/02,0.23
2013/10/03,0.063
2013/10/04,-1.28
2013/10/05,-0.112
2013/10/06,-0.15
2013/10/07,0.201
2013/10/08,-0.408
2013/10/09,-0.155
2013/10/10,-0.088
2013/10/11,-0.058
2013/10/12,0.124
2013/10/13,0.1
2013/10/14,-0.303
2013/10/15,0.168
2013/10/16,0.218
2013/10/17,0.225
2013/10/18,0.304
2013/10/19,0.049
2013/10/20,0.015
2013/10/21,0.183
2013/10/22,0.085
2013/10/23,-0.07
2013/10/24,0.069
2013/10/25,0.07
2013/10/26,0.125
2013/10/27,0.708
2013/10/28,-0.001
2013/10/29,0.178
2013/10/30,-0.217
2013/10/31,-0.372
2013/11/01,-0.194
2013/11/02,-0.308
2013/11/03,-0.43
2013/11/04,0.346
2013/11/05,0.222
2013/11/06,2.852
2013/11/07,2.887
2013/11/08,2.425
2013/11/09,1.03
2013/11/10,0.215
2013/11/11,0.261
2013/11/12,-0.631
2013/11/13,-2.913
2013/11/14,-2.95
2013/11/15,-2.68
2013/11/16,-1.202
2013/11/17,-0.696
2013/11/18,-0.623
2013/11/19,0.333
2013/11/20,0.067
2013/11/21,0.2
2013/11/22,0.123
2013/11/23,0.199
2013/11/24,0.049
2013/11/25,-0.243
2013/11/26,-0.148
2013/11/27,0.085
2013/11/28,-0.029
2013/11/29,0.061
2013/11/30,-0.036
2013/12/01,-0.03
2013/12/02,0.078
2013/12/03,-0.225
2013/12/04,-0.214
2013/12/05,-0.147
2013/12/06,-0.232
2013/12/07,0.308
