Date,mediantransactionvalue30trxUSD
2010/11/06,4.848
2010/11/07,4.491
2010/11/08,4.181
2010/11/09,3.87
2010/11/10,3.584
2010/11/11,3.314
2010/11/12,3.075
2010/11/13,2.84
2010/11/14,2.6
2010/11/15,2.359
2010/11/16,2.13
2010/11/17,1.923
2010/11/18,1.706
2010/11/19,1.486
2010/11/20,1.265
2010/11/21,1.046
2010/11/22,0.853
2010/11/23,0.682
2010/11/24,0.509
2010/11/25,0.337
2010/11/26,0.168
2010/11/27,0.005
2010/11/28,-0.148
2010/11/29,-0.295
2010/11/30,-0.437
2010/12/01,-0.57
2010/12/02,-0.697
2010/12/03,-0.817
2010/12/04,-0.934
2010/12/05,-1.047
2010/12/06,-1.158
2010/12/07,-1.263
2010/12/08,-1.366
2010/12/09,-1.457
2010/12/10,-1.54
2010/12/11,-1.615
2010/12/12,-1.688
2010/12/13,-1.743
2010/12/14,-1.741
2010/12/15,-1.648
2010/12/16,-1.505
2010/12/17,-1.375
2010/12/18,-1.233
2010/12/19,-1.121
2010/12/20,-1.032
2010/12/21,-0.95
2010/12/22,-0.878
2010/12/23,-0.812
2010/12/24,-0.753
2010/12/25,-0.601
2010/12/26,-0.419
2010/12/27,-0.265
2010/12/28,-0.146
2010/12/29,-0.045
2010/12/30,0.04
2010/12/31,0.106
2011/01/01,0.16
2011/01/02,0.202
2011/01/03,0.208
2011/01/04,0.184
2011/01/05,0.135
2011/01/06,0.069
2011/01/07,-0.004
2011/01/08,-0.088
2011/01/09,-0.181
2011/01/10,-0.281
2011/01/11,-0.383
2011/01/12,-0.49
2011/01/13,-0.595
2011/01/14,-0.702
2011/01/15,-0.778
2011/01/16,-0.839
2011/01/17,-0.875
2011/01/18,-0.915
2011/01/19,-0.949
2011/01/20,-0.982
2011/01/21,-1.02
2011/01/22,-1.066
2011/01/23,-1.091
2011/01/24,-1.119
2011/01/25,-1.127
2011/01/26,-1.115
2011/01/27,-1.087
2011/01/28,-1.06
2011/01/29,-1.037
2011/01/30,-0.787
2011/01/31,-0.539
2011/02/01,-0.286
2011/02/02,-0.031
2011/02/03,0.218
2011/02/04,0.469
2011/02/05,0.73
2011/02/06,0.996
2011/02/07,1.26
2011/02/08,1.513
2011/02/09,1.759
2011/02/10,2.006
2011/02/11,2.311
2011/02/12,2.587
2011/02/13,2.814
2011/02/14,2.962
2011/02/15,3.037
2011/02/16,3.045
2011/02/17,3.01
2011/02/18,2.931
2011/02/19,2.863
2011/02/20,2.803
2011/02/21,2.747
2011/02/22,2.693
2011/02/23,2.639
2011/02/24,2.587
2011/02/25,2.537
2011/02/26,2.496
2011/02/27,2.425
2011/02/28,2.328
2011/03/01,2.205
2011/03/02,2.06
2011/03/03,1.906
2011/03/04,1.746
2011/03/05,1.611
2011/03/06,1.5
2011/03/07,1.392
2011/03/08,1.282
2011/03/09,1.192
2011/03/10,1.095
2011/03/11,0.992
2011/03/12,0.87
2011/03/13,0.735
2011/03/14,0.591
2011/03/15,0.443
2011/03/16,0.29
2011/03/17,0.136
2011/03/18,-0.011
2011/03/19,-0.157
2011/03/20,-0.295
2011/03/21,-0.432
2011/03/22,-0.534
2011/03/23,-0.618
2011/03/24,-0.69
2011/03/25,-0.734
2011/03/26,-0.775
2011/03/27,-0.818
2011/03/28,-0.856
2011/03/29,-0.899
2011/03/30,-0.936
2011/03/31,-0.965
2011/04/01,-0.988
2011/04/02,-1.008
2011/04/03,-1.022
2011/04/04,-1.019
2011/04/05,-1.01
2011/04/06,-1.004
2011/04/07,-1
2011/04/08,-0.994
2011/04/09,-0.987
2011/04/10,-0.986
2011/04/11,-0.986
2011/04/12,-0.98
2011/04/13,-0.974
2011/04/14,-0.972
2011/04/15,-0.958
2011/04/16,-0.924
2011/04/17,-0.894
2011/04/18,-0.881
2011/04/19,-0.844
2011/04/20,-0.793
2011/04/21,-0.739
2011/04/22,-0.683
2011/04/23,-0.616
2011/04/24,-0.555
2011/04/25,-0.486
2011/04/26,-0.388
2011/04/27,-0.277
2011/04/28,-0.172
2011/04/29,-0.034
2011/04/30,0.11
2011/05/01,0.249
2011/05/02,0.404
2011/05/03,0.599
2011/05/04,0.861
2011/05/05,1.128
2011/05/06,1.388
2011/05/07,1.622
2011/05/08,1.805
2011/05/09,1.966
2011/05/10,2.148
2011/05/11,2.362
2011/05/12,2.543
2011/05/13,2.708
2011/05/14,2.865
2011/05/15,3.032
2011/05/16,3.206
2011/05/17,3.382
2011/05/18,3.51
2011/05/19,3.59
2011/05/20,3.703
2011/05/21,3.869
2011/05/22,4.007
2011/05/23,4.093
2011/05/24,4.171
2011/05/25,4.231
2011/05/26,4.28
2011/05/27,4.312
2011/05/28,4.331
2011/05/29,4.338
2011/05/30,4.336
2011/05/31,4.312
2011/06/01,4.281
2011/06/02,4.237
2011/06/03,4.218
2011/06/04,4.255
2011/06/05,4.366
2011/06/06,4.488
2011/06/07,4.655
2011/06/08,4.853
2011/06/09,5.095
2011/06/10,5.344
2011/06/11,5.602
2011/06/12,5.762
2011/06/13,5.869
2011/06/14,5.951
2011/06/15,5.974
2011/06/16,5.969
2011/06/17,5.885
2011/06/18,5.714
2011/06/19,5.519
2011/06/20,5.313
2011/06/21,5.083
2011/06/22,4.851
2011/06/23,4.61
2011/06/24,4.384
2011/06/25,4.147
2011/06/26,3.908
2011/06/27,3.661
2011/06/28,3.418
2011/06/29,3.193
2011/06/30,2.981
2011/07/01,2.766
2011/07/02,2.571
2011/07/03,2.383
2011/07/04,2.204
2011/07/05,2.034
2011/07/06,1.866
2011/07/07,1.706
2011/07/08,1.551
2011/07/09,1.406
2011/07/10,1.27
2011/07/11,1.136
2011/07/12,1.009
2011/07/13,0.889
2011/07/14,0.778
2011/07/15,0.678
2011/07/16,0.579
2011/07/17,0.485
2011/07/18,0.402
2011/07/19,0.328
2011/07/20,0.259
2011/07/21,0.195
2011/07/22,0.137
2011/07/23,0.086
2011/07/24,0.039
2011/07/25,-0.002
2011/07/26,-0.038
2011/07/27,-0.061
2011/07/28,-0.067
2011/07/29,-0.073
2011/07/30,-0.073
2011/07/31,-0.074
2011/08/01,-0.076
2011/08/02,-0.083
2011/08/03,-0.09
2011/08/04,-0.109
2011/08/05,-0.133
2011/08/06,-0.165
2011/08/07,-0.202
2011/08/08,-0.24
2011/08/09,-0.281
2011/08/10,-0.322
2011/08/11,-0.364
2011/08/12,-0.406
2011/08/13,-0.452
2011/08/14,-0.497
2011/08/15,-0.546
2011/08/16,-0.599
2011/08/17,-0.65
2011/08/18,-0.694
2011/08/19,-0.736
2011/08/20,-0.773
2011/08/21,-0.807
2011/08/22,-0.833
2011/08/23,-0.854
2011/08/24,-0.871
2011/08/25,-0.885
2011/08/26,-0.895
2011/08/27,-0.901
2011/08/28,-0.905
2011/08/29,-0.914
2011/08/30,-0.923
2011/08/31,-0.928
2011/09/01,-0.928
2011/09/02,-0.926
2011/09/03,-0.919
2011/09/04,-0.918
2011/09/05,-0.913
2011/09/06,-0.9
2011/09/07,-0.891
2011/09/08,-0.886
2011/09/09,-0.882
2011/09/10,-0.883
2011/09/11,-0.89
2011/09/12,-0.899
2011/09/13,-0.907
2011/09/14,-0.912
2011/09/15,-0.918
2011/09/16,-0.924
2011/09/17,-0.931
2011/09/18,-0.938
2011/09/19,-0.949
2011/09/20,-0.969
2011/09/21,-0.993
2011/09/22,-1.016
2011/09/23,-1.031
2011/09/24,-1.041
2011/09/25,-1.052
2011/09/26,-1.063
2011/09/27,-1.071
2011/09/28,-1.08
2011/09/29,-1.087
2011/09/30,-1.09
2011/10/01,-1.092
2011/10/02,-1.089
2011/10/03,-1.089
2011/10/04,-1.084
2011/10/05,-1.075
2011/10/06,-1.064
2011/10/07,-1.048
2011/10/08,-1.034
2011/10/09,-1.021
2011/10/10,-1.012
2011/10/11,-1.009
2011/10/12,-1.008
2011/10/13,-1.01
2011/10/14,-1.011
2011/10/15,-1.011
2011/10/16,-1.011
2011/10/17,-1.015
2011/10/18,-1.023
2011/10/19,-1.038
2011/10/20,-1.056
2011/10/21,-1.076
2011/10/22,-1.094
2011/10/23,-1.111
2011/10/24,-1.127
2011/10/25,-1.143
2011/10/26,-1.16
2011/10/27,-1.177
2011/10/28,-1.191
2011/10/29,-1.201
2011/10/30,-1.211
2011/10/31,-1.222
2011/11/01,-1.231
2011/11/02,-1.236
2011/11/03,-1.24
2011/11/04,-1.241
2011/11/05,-1.241
2011/11/06,-1.239
2011/11/07,-1.235
2011/11/08,-1.229
2011/11/09,-1.224
2011/11/10,-1.222
2011/11/11,-1.217
2011/11/12,-1.208
2011/11/13,-1.202
2011/11/14,-1.197
2011/11/15,-1.192
2011/11/16,-1.187
2011/11/17,-1.177
2011/11/18,-1.17
2011/11/19,-1.164
2011/11/20,-1.16
2011/11/21,-1.156
2011/11/22,-1.152
2011/11/23,-1.151
2011/11/24,-1.151
2011/11/25,-1.15
2011/11/26,-1.145
2011/11/27,-1.141
2011/11/28,-1.138
2011/11/29,-1.139
2011/11/30,-1.139
2011/12/01,-1.136
2011/12/02,-1.129
2011/12/03,-1.12
2011/12/04,-1.112
2011/12/05,-1.108
2011/12/06,-1.112
2011/12/07,-1.111
2011/12/08,-1.104
2011/12/09,-1.09
2011/12/10,-1.063
2011/12/11,-1.03
2011/12/12,-0.992
2011/12/13,-0.952
2011/12/14,-0.907
2011/12/15,-0.86
2011/12/16,-0.809
2011/12/17,-0.76
2011/12/18,-0.716
2011/12/19,-0.67
2011/12/20,-0.618
2011/12/21,-0.564
2011/12/22,-0.511
2011/12/23,-0.465
2011/12/24,-0.425
2011/12/25,-0.388
2011/12/26,-0.351
2011/12/27,-0.318
2011/12/28,-0.279
2011/12/29,-0.242
2011/12/30,-0.204
2011/12/31,-0.165
2012/01/01,-0.122
2012/01/02,-0.082
2012/01/03,-0.042
2012/01/04,0
2012/01/05,0.051
2012/01/06,0.119
2012/01/07,0.195
2012/01/08,0.274
2012/01/09,0.352
2012/01/10,0.416
2012/01/11,0.469
2012/01/12,0.512
2012/01/13,0.546
2012/01/14,0.573
2012/01/15,0.589
2012/01/16,0.598
2012/01/17,0.606
2012/01/18,0.618
2012/01/19,0.633
2012/01/20,0.649
2012/01/21,0.667
2012/01/22,0.689
2012/01/23,0.711
2012/01/24,0.726
2012/01/25,0.731
2012/01/26,0.73
2012/01/27,0.723
2012/01/28,0.709
2012/01/29,0.688
2012/01/30,0.674
2012/01/31,0.664
2012/02/01,0.654
2012/02/02,0.639
2012/02/03,0.631
2012/02/04,0.621
2012/02/05,0.605
2012/02/06,0.587
2012/02/07,0.563
2012/02/08,0.537
2012/02/09,0.504
2012/02/10,0.46
2012/02/11,0.411
2012/02/12,0.36
2012/02/13,0.309
2012/02/14,0.252
2012/02/15,0.186
2012/02/16,0.111
2012/02/17,0.05
2012/02/18,-0.003
2012/02/19,-0.053
2012/02/20,-0.101
2012/02/21,-0.142
2012/02/22,-0.175
2012/02/23,-0.208
2012/02/24,-0.232
2012/02/25,-0.246
2012/02/26,-0.254
2012/02/27,-0.258
2012/02/28,-0.256
2012/02/29,-0.251
2012/03/01,-0.242
2012/03/02,-0.232
2012/03/03,-0.22
2012/03/04,-0.209
2012/03/05,-0.201
2012/03/06,-0.192
2012/03/07,-0.182
2012/03/08,-0.17
2012/03/09,-0.155
2012/03/10,-0.142
2012/03/11,-0.131
2012/03/12,-0.116
2012/03/13,-0.102
2012/03/14,-0.081
2012/03/15,-0.061
2012/03/16,-0.039
2012/03/17,-0.026
2012/03/18,-0.017
2012/03/19,-0.009
2012/03/20,-0.001
2012/03/21,0.009
2012/03/22,0.02
2012/03/23,0.027
2012/03/24,0.036
2012/03/25,0.039
2012/03/26,0.038
2012/03/27,0.035
2012/03/28,0.033
2012/03/29,0.033
2012/03/30,0.042
2012/03/31,0.055
2012/04/01,0.067
2012/04/02,0.074
2012/04/03,0.079
2012/04/04,0.082
2012/04/05,0.084
2012/04/06,0.087
2012/04/07,0.087
2012/04/08,0.081
2012/04/09,0.075
2012/04/10,0.058
2012/04/11,0.041
2012/04/12,0.029
2012/04/13,0.027
2012/04/14,0.021
2012/04/15,0.008
2012/04/16,-0.001
2012/04/17,0
2012/04/18,0.003
2012/04/19,0.008
2012/04/20,0.027
2012/04/21,0.045
2012/04/22,0.054
2012/04/23,0.057
2012/04/24,0.062
2012/04/25,0.056
2012/04/26,0.039
2012/04/27,0.023
2012/04/28,0.002
2012/04/29,-0.03
2012/04/30,-0.07
2012/05/01,-0.12
2012/05/02,-0.173
2012/05/03,-0.236
2012/05/04,-0.308
2012/05/05,-0.386
2012/05/06,-0.468
2012/05/07,-0.553
2012/05/08,-0.641
2012/05/09,-0.729
2012/05/10,-0.816
2012/05/11,-0.905
2012/05/12,-0.994
2012/05/13,-1.083
2012/05/14,-1.17
2012/05/15,-1.257
2012/05/16,-1.342
2012/05/17,-1.425
2012/05/18,-1.508
2012/05/19,-1.59
2012/05/20,-1.671
2012/05/21,-1.75
2012/05/22,-1.826
2012/05/23,-1.9
2012/05/24,-1.972
2012/05/25,-2.041
2012/05/26,-2.108
2012/05/27,-2.172
2012/05/28,-2.234
2012/05/29,-2.292
2012/05/30,-2.348
2012/05/31,-2.398
2012/06/01,-2.445
2012/06/02,-2.485
2012/06/03,-2.525
2012/06/04,-2.565
2012/06/05,-2.604
2012/06/06,-2.632
2012/06/07,-2.659
2012/06/08,-2.685
2012/06/09,-2.71
2012/06/10,-2.737
2012/06/11,-2.763
2012/06/12,-2.788
2012/06/13,-2.813
2012/06/14,-2.839
2012/06/15,-2.865
2012/06/16,-2.89
2012/06/17,-2.915
2012/06/18,-2.938
2012/06/19,-2.958
2012/06/20,-2.977
2012/06/21,-2.993
2012/06/22,-3.006
2012/06/23,-3.016
2012/06/24,-3.023
2012/06/25,-3.028
2012/06/26,-3.031
2012/06/27,-3.029
2012/06/28,-3.022
2012/06/29,-3.01
2012/06/30,-2.995
2012/07/01,-2.977
2012/07/02,-2.953
2012/07/03,-2.908
2012/07/04,-2.848
2012/07/05,-2.787
2012/07/06,-2.722
2012/07/07,-2.655
2012/07/08,-2.587
2012/07/09,-2.507
2012/07/10,-2.427
2012/07/11,-2.35
2012/07/12,-2.26
2012/07/13,-2.161
2012/07/14,-2.036
2012/07/15,-1.91
2012/07/16,-1.778
2012/07/17,-1.651
2012/07/18,-1.533
2012/07/19,-1.422
2012/07/20,-1.322
2012/07/21,-1.231
2012/07/22,-1.15
2012/07/23,-1.063
2012/07/24,-0.98
2012/07/25,-0.886
2012/07/26,-0.796
2012/07/27,-0.672
2012/07/28,-0.553
2012/07/29,-0.435
2012/07/30,-0.313
2012/07/31,-0.175
2012/08/01,-0.032
2012/08/02,0.106
2012/08/03,0.345
2012/08/04,0.607
2012/08/05,0.858
2012/08/06,1.073
2012/08/07,1.311
2012/08/08,1.493
2012/08/09,1.636
2012/08/10,1.759
2012/08/11,1.84
2012/08/12,1.875
2012/08/13,1.866
2012/08/14,1.842
2012/08/15,1.795
2012/08/16,1.791
2012/08/17,1.832
2012/08/18,1.885
2012/08/19,1.92
2012/08/20,1.956
2012/08/21,2.004
2012/08/22,2.068
2012/08/23,2.174
2012/08/24,2.268
2012/08/25,2.32
2012/08/26,2.348
2012/08/27,2.345
2012/08/28,2.306
2012/08/29,2.244
2012/08/30,2.153
2012/08/31,2.045
2012/09/01,1.919
2012/09/02,1.794
2012/09/03,1.657
2012/09/04,1.515
2012/09/05,1.374
2012/09/06,1.233
2012/09/07,1.11
2012/09/08,1.025
2012/09/09,0.973
2012/09/10,0.905
2012/09/11,0.824
2012/09/12,0.735
2012/09/13,0.64
2012/09/14,0.542
2012/09/15,0.442
2012/09/16,0.34
2012/09/17,0.244
2012/09/18,0.156
2012/09/19,0.086
2012/09/20,0.03
2012/09/21,-0.027
2012/09/22,-0.078
2012/09/23,-0.131
2012/09/24,-0.185
2012/09/25,-0.219
2012/09/26,-0.256
2012/09/27,-0.291
2012/09/28,-0.329
2012/09/29,-0.362
2012/09/30,-0.391
2012/10/01,-0.42
2012/10/02,-0.434
2012/10/03,-0.428
2012/10/04,-0.419
2012/10/05,-0.418
2012/10/06,-0.43
2012/10/07,-0.449
2012/10/08,-0.474
2012/10/09,-0.502
2012/10/10,-0.532
2012/10/11,-0.561
2012/10/12,-0.586
2012/10/13,-0.611
2012/10/14,-0.636
2012/10/15,-0.652
2012/10/16,-0.67
2012/10/17,-0.675
2012/10/18,-0.667
2012/10/19,-0.65
2012/10/20,-0.637
2012/10/21,-0.636
2012/10/22,-0.642
2012/10/23,-0.651
2012/10/24,-0.65
2012/10/25,-0.63
2012/10/26,-0.564
2012/10/27,-0.447
2012/10/28,-0.325
2012/10/29,-0.215
2012/10/30,-0.129
2012/10/31,-0.051
2012/11/01,0.027
2012/11/02,0.085
2012/11/03,0.135
2012/11/04,0.17
2012/11/05,0.186
2012/11/06,0.187
2012/11/07,0.178
2012/11/08,0.172
2012/11/09,0.179
2012/11/10,0.17
2012/11/11,0.164
2012/11/12,0.15
2012/11/13,0.127
2012/11/14,0.095
2012/11/15,0.057
2012/11/16,0.015
2012/11/17,-0.027
2012/11/18,-0.07
2012/11/19,-0.116
2012/11/20,-0.161
2012/11/21,-0.21
2012/11/22,-0.255
2012/11/23,-0.301
2012/11/24,-0.333
2012/11/25,-0.364
2012/11/26,-0.394
2012/11/27,-0.402
2012/11/28,-0.405
2012/11/29,-0.415
2012/11/30,-0.423
2012/12/01,-0.432
2012/12/02,-0.431
2012/12/03,-0.408
2012/12/04,-0.382
2012/12/05,-0.354
2012/12/06,-0.289
2012/12/07,-0.231
2012/12/08,-0.18
2012/12/09,-0.144
2012/12/10,-0.11
2012/12/11,-0.079
2012/12/12,-0.048
2012/12/13,-0.023
2012/12/14,-0.008
2012/12/15,0
2012/12/16,-0.005
2012/12/17,-0.017
2012/12/18,-0.034
2012/12/19,-0.054
2012/12/20,-0.077
2012/12/21,-0.103
2012/12/22,-0.132
2012/12/23,-0.166
2012/12/24,-0.18
2012/12/25,-0.189
2012/12/26,-0.202
2012/12/27,-0.221
2012/12/28,-0.243
2012/12/29,-0.267
2012/12/30,-0.297
2012/12/31,-0.324
2013/01/01,-0.347
2013/01/02,-0.367
2013/01/03,-0.375
2013/01/04,-0.387
2013/01/05,-0.398
2013/01/06,-0.401
2013/01/07,-0.401
2013/01/08,-0.395
2013/01/09,-0.379
2013/01/10,-0.368
2013/01/11,-0.36
2013/01/12,-0.354
2013/01/13,-0.356
2013/01/14,-0.364
2013/01/15,-0.368
2013/01/16,-0.37
2013/01/17,-0.368
2013/01/18,-0.356
2013/01/19,-0.348
2013/01/20,-0.331
2013/01/21,-0.305
2013/01/22,-0.251
2013/01/23,-0.182
2013/01/24,-0.107
2013/01/25,-0.034
2013/01/26,0.031
2013/01/27,0.086
2013/01/28,0.142
2013/01/29,0.201
2013/01/30,0.276
2013/01/31,0.34
2013/02/01,0.387
2013/02/02,0.426
2013/02/03,0.452
2013/02/04,0.473
2013/02/05,0.507
2013/02/06,0.555
2013/02/07,0.587
2013/02/08,0.613
2013/02/09,0.635
2013/02/10,0.646
2013/02/11,0.654
2013/02/12,0.66
2013/02/13,0.657
2013/02/14,0.658
2013/02/15,0.656
2013/02/16,0.645
2013/02/17,0.629
2013/02/18,0.613
2013/02/19,0.593
2013/02/20,0.57
2013/02/21,0.545
2013/02/22,0.517
2013/02/23,0.489
2013/02/24,0.454
2013/02/25,0.414
2013/02/26,0.377
2013/02/27,0.34
2013/02/28,0.307
2013/03/01,0.278
2013/03/02,0.248
2013/03/03,0.214
2013/03/04,0.183
2013/03/05,0.169
2013/03/06,0.167
2013/03/07,0.172
2013/03/08,0.185
2013/03/09,0.203
2013/03/10,0.219
2013/03/11,0.238
2013/03/12,0.27
2013/03/13,0.309
2013/03/14,0.35
2013/03/15,0.387
2013/03/16,0.445
2013/03/17,0.514
2013/03/18,0.611
2013/03/19,0.737
2013/03/20,0.878
2013/03/21,1.018
2013/03/22,1.159
2013/03/23,1.281
2013/03/24,1.383
2013/03/25,1.478
2013/03/26,1.589
2013/03/27,1.702
2013/03/28,1.81
2013/03/29,1.916
2013/03/30,1.996
2013/03/31,2.058
2013/04/01,2.119
2013/04/02,2.21
2013/04/03,2.327
2013/04/04,2.481
2013/04/05,2.658
2013/04/06,2.811
2013/04/07,2.913
2013/04/08,3.035
2013/04/09,3.222
2013/04/10,3.576
2013/04/11,3.842
2013/04/12,4.017
2013/04/13,4.094
2013/04/14,4.079
2013/04/15,4.011
2013/04/16,3.894
2013/04/17,3.753
2013/04/18,3.611
2013/04/19,3.47
2013/04/20,3.312
2013/04/21,3.152
2013/04/22,2.998
2013/04/23,2.842
2013/04/24,2.692
2013/04/25,2.553
2013/04/26,2.426
2013/04/27,2.304
2013/04/28,2.183
2013/04/29,2.072
2013/04/30,1.962
2013/05/01,1.861
2013/05/02,1.759
2013/05/03,1.658
2013/05/04,1.548
2013/05/05,1.438
2013/05/06,1.331
2013/05/07,1.23
2013/05/08,1.137
2013/05/09,1.046
2013/05/10,0.956
2013/05/11,0.864
2013/05/12,0.772
2013/05/13,0.688
2013/05/14,0.607
2013/05/15,0.531
2013/05/16,0.462
2013/05/17,0.4
2013/05/18,0.348
2013/05/19,0.297
2013/05/20,0.253
2013/05/21,0.222
2013/05/22,0.201
2013/05/23,0.189
2013/05/24,0.188
2013/05/25,0.185
2013/05/26,0.186
2013/05/27,0.185
2013/05/28,0.189
2013/05/29,0.2
2013/05/30,0.214
2013/05/31,0.234
2013/06/01,0.248
2013/06/02,0.259
2013/06/03,0.269
2013/06/04,0.283
2013/06/05,0.294
2013/06/06,0.301
2013/06/07,0.313
2013/06/08,0.319
2013/06/09,0.32
2013/06/10,0.318
2013/06/11,0.316
2013/06/12,0.314
2013/06/13,0.32
2013/06/14,0.329
2013/06/15,0.338
2013/06/16,0.333
2013/06/17,0.322
2013/06/18,0.311
2013/06/19,0.298
2013/06/20,0.279
2013/06/21,0.267
2013/06/22,0.253
2013/06/23,0.235
2013/06/24,0.217
2013/06/25,0.2
2013/06/26,0.186
2013/06/27,0.173
2013/06/28,0.161
2013/06/29,0.148
2013/06/30,0.131
2013/07/01,0.124
2013/07/02,0.124
2013/07/03,0.14
2013/07/04,0.153
2013/07/05,0.16
2013/07/06,0.155
2013/07/07,0.141
2013/07/08,0.126
2013/07/09,0.117
2013/07/10,0.118
2013/07/11,0.141
2013/07/12,0.164
2013/07/13,0.185
2013/07/14,0.193
2013/07/15,0.196
2013/07/16,0.204
2013/07/17,0.211
2013/07/18,0.22
2013/07/19,0.225
2013/07/20,0.217
2013/07/21,0.202
2013/07/22,0.186
2013/07/23,0.173
2013/07/24,0.161
2013/07/25,0.152
2013/07/26,0.145
2013/07/27,0.129
2013/07/28,0.104
2013/07/29,0.085
2013/07/30,0.074
2013/07/31,0.063
2013/08/01,0.051
2013/08/02,0.038
2013/08/03,0.015
2013/08/04,-0.016
2013/08/05,-0.043
2013/08/06,-0.075
2013/08/07,-0.111
2013/08/08,-0.154
2013/08/09,-0.197
2013/08/10,-0.243
2013/08/11,-0.288
2013/08/12,-0.331
2013/08/13,-0.369
2013/08/14,-0.397
2013/08/15,-0.425
2013/08/16,-0.462
2013/08/17,-0.507
2013/08/18,-0.557
2013/08/19,-0.611
2013/08/20,-0.662
2013/08/21,-0.706
2013/08/22,-0.746
2013/08/23,-0.781
2013/08/24,-0.817
2013/08/25,-0.849
2013/08/26,-0.875
2013/08/27,-0.888
2013/08/28,-0.899
2013/08/29,-0.911
2013/08/30,-0.915
2013/08/31,-0.91
2013/09/01,-0.907
2013/09/02,-0.902
2013/09/03,-0.89
2013/09/04,-0.871
2013/09/05,-0.86
2013/09/06,-0.853
2013/09/07,-0.855
2013/09/08,-0.864
2013/09/09,-0.881
2013/09/10,-0.898
2013/09/11,-0.901
2013/09/12,-0.893
2013/09/13,-0.865
2013/09/14,-0.84
2013/09/15,-0.83
2013/09/16,-0.817
2013/09/17,-0.812
2013/09/18,-0.81
2013/09/19,-0.804
2013/09/20,-0.79
2013/09/21,-0.779
2013/09/22,-0.774
2013/09/23,-0.764
2013/09/24,-0.747
2013/09/25,-0.719
2013/09/26,-0.686
2013/09/27,-0.631
2013/09/28,-0.566
2013/09/29,-0.493
2013/09/30,-0.395
2013/10/01,-0.294
2013/10/02,-0.191
2013/10/03,-0.101
2013/10/04,-0.021
2013/10/05,0.04
2013/10/06,0.083
2013/10/07,0.125
2013/10/08,0.159
2013/10/09,0.189
2013/10/10,0.21
2013/10/11,0.226
2013/10/12,0.229
2013/10/13,0.224
2013/10/14,0.214
2013/10/15,0.214
2013/10/16,0.232
2013/10/17,0.254
2013/10/18,0.268
2013/10/19,0.291
2013/10/20,0.306
2013/10/21,0.327
2013/10/22,0.367
2013/10/23,0.43
2013/10/24,0.494
2013/10/25,0.546
2013/10/26,0.576
2013/10/27,0.591
2013/10/28,0.602
2013/10/29,0.617
2013/10/30,0.647
2013/10/31,0.662
2013/11/01,0.706
2013/11/02,0.75
2013/11/03,0.8
2013/11/04,0.888
2013/11/05,1.017
2013/11/06,1.171
2013/11/07,1.364
2013/11/08,1.597
2013/11/09,1.868
2013/11/10,2.073
2013/11/11,2.211
2013/11/12,2.32
2013/11/13,2.402
2013/11/14,2.471
2013/11/15,2.53
2013/11/16,2.607
2013/11/17,2.678
2013/11/18,2.839
2013/11/19,3.077
2013/11/20,3.3
2013/11/21,3.488
2013/11/22,3.644
2013/11/23,3.768
2013/11/24,3.82
2013/11/25,3.815
2013/11/26,3.82
2013/11/27,3.889
2013/11/28,4.004
2013/11/29,4.133
2013/11/30,4.233
2013/12/01,4.298
