Date,price14wmaUSD
2010/10/24,0.103
2010/10/25,0.105
2010/10/26,0.11
2010/10/27,0.118
2010/10/28,0.127
2010/10/29,0.136
2010/10/30,0.146
2010/10/31,0.154
2010/11/01,0.162
2010/11/02,0.169
2010/11/03,0.175
2010/11/04,0.183
2010/11/05,0.192
2010/11/06,0.213
2010/11/07,0.242
2010/11/08,0.253
2010/11/09,0.255
2010/11/10,0.254
2010/11/11,0.253
2010/11/12,0.255
2010/11/13,0.26
2010/11/14,0.264
2010/11/15,0.267
2010/11/16,0.265
2010/11/17,0.26
2010/11/18,0.257
2010/11/19,0.258
2010/11/20,0.26
2010/11/21,0.261
2010/11/22,0.264
2010/11/23,0.267
2010/11/24,0.27
2010/11/25,0.273
2010/11/26,0.274
2010/11/27,0.276
2010/11/28,0.277
2010/11/29,0.275
2010/11/30,0.268
2010/12/01,0.261
2010/12/02,0.258
2010/12/03,0.256
2010/12/04,0.251
2010/12/05,0.244
2010/12/06,0.238
2010/12/07,0.233
2010/12/08,0.232
2010/12/09,0.228
2010/12/10,0.223
2010/12/11,0.221
2010/12/12,0.219
2010/12/13,0.218
2010/12/14,0.221
2010/12/15,0.223
2010/12/16,0.226
2010/12/17,0.228
2010/12/18,0.231
2010/12/19,0.234
2010/12/20,0.237
2010/12/21,0.24
2010/12/22,0.242
2010/12/23,0.244
2010/12/24,0.245
2010/12/25,0.247
2010/12/26,0.249
2010/12/27,0.25
2010/12/28,0.254
2010/12/29,0.258
2010/12/30,0.264
2010/12/31,0.27
2011/01/01,0.274
2011/01/02,0.279
2011/01/03,0.282
2011/01/04,0.285
2011/01/05,0.288
2011/01/06,0.291
2011/01/07,0.294
2011/01/08,0.298
2011/01/09,0.303
2011/01/10,0.307
2011/01/11,0.31
2011/01/12,0.313
2011/01/13,0.314
2011/01/14,0.321
2011/01/15,0.332
2011/01/16,0.341
2011/01/17,0.347
2011/01/18,0.347
2011/01/19,0.344
2011/01/20,0.346
2011/01/21,0.355
2011/01/22,0.366
2011/01/23,0.378
2011/01/24,0.387
2011/01/25,0.393
2011/01/26,0.398
2011/01/27,0.402
2011/01/28,0.408
2011/01/29,0.414
2011/01/30,0.423
2011/01/31,0.436
2011/02/01,0.464
2011/02/02,0.501
2011/02/03,0.534
2011/02/04,0.571
2011/02/05,0.619
2011/02/06,0.668
2011/02/07,0.71
2011/02/08,0.749
2011/02/09,0.795
2011/02/10,0.841
2011/02/11,0.88
2011/02/12,0.916
2011/02/13,0.946
2011/02/14,0.972
2011/02/15,0.993
2011/02/16,1.008
2011/02/17,1.02
2011/02/18,1.018
2011/02/19,1.005
2011/02/20,0.992
2011/02/21,0.971
2011/02/22,0.954
2011/02/23,0.943
2011/02/24,0.942
2011/02/25,0.937
2011/02/26,0.933
2011/02/27,0.928
2011/02/28,0.918
2011/03/01,0.911
2011/03/02,0.912
2011/03/03,0.913
2011/03/04,0.912
2011/03/05,0.913
2011/03/06,0.912
2011/03/07,0.908
2011/03/08,0.904
2011/03/09,0.897
2011/03/10,0.895
2011/03/11,0.893
2011/03/12,0.893
2011/03/13,0.892
2011/03/14,0.892
2011/03/15,0.89
2011/03/16,0.886
2011/03/17,0.878
2011/03/18,0.872
2011/03/19,0.857
2011/03/20,0.842
2011/03/21,0.828
2011/03/22,0.82
2011/03/23,0.818
2011/03/24,0.819
2011/03/25,0.824
2011/03/26,0.828
2011/03/27,0.826
2011/03/28,0.824
2011/03/29,0.82
2011/03/30,0.816
2011/03/31,0.813
2011/04/01,0.808
2011/04/02,0.805
2011/04/03,0.801
2011/04/04,0.791
2011/04/05,0.777
2011/04/06,0.769
2011/04/07,0.763
2011/04/08,0.759
2011/04/09,0.754
2011/04/10,0.751
2011/04/11,0.749
2011/04/12,0.757
2011/04/13,0.775
2011/04/14,0.802
2011/04/15,0.83
2011/04/16,0.86
2011/04/17,0.896
2011/04/18,0.938
2011/04/19,0.98
2011/04/20,1.015
2011/04/21,1.048
2011/04/22,1.094
2011/04/23,1.167
2011/04/24,1.255
2011/04/25,1.318
2011/04/26,1.384
2011/04/27,1.463
2011/04/28,1.561
2011/04/29,1.714
2011/04/30,1.942
2011/05/01,2.157
2011/05/02,2.334
2011/05/03,2.514
2011/05/04,2.691
2011/05/05,2.837
2011/05/06,2.965
2011/05/07,3.094
2011/05/08,3.231
2011/05/09,3.36
2011/05/10,3.598
2011/05/11,3.918
2011/05/12,4.234
2011/05/13,4.696
2011/05/14,5.165
2011/05/15,5.504
2011/05/16,5.877
2011/05/17,6.222
2011/05/18,6.449
2011/05/19,6.603
2011/05/20,6.652
2011/05/21,6.641
2011/05/22,6.669
2011/05/23,6.738
2011/05/24,6.827
2011/05/25,6.98
2011/05/26,7.188
2011/05/27,7.382
2011/05/28,7.539
2011/05/29,7.679
2011/05/30,7.843
2011/05/31,8.015
2011/06/01,8.229
2011/06/02,8.547
2011/06/03,9.147
2011/06/04,10.228
2011/06/05,11.386
2011/06/06,12.407
2011/06/07,13.789
2011/06/08,15.801
2011/06/09,17.982
2011/06/10,19.566
2011/06/11,20.029
2011/06/12,20.035
2011/06/13,20.301
2011/06/14,20.513
2011/06/15,20.602
2011/06/16,20.442
2011/06/17,19.949
2011/06/18,19.434
2011/06/19,19.017
2011/06/20,18.582
2011/06/21,18.153
2011/06/22,17.764
2011/06/23,17.467
2011/06/24,17.289
2011/06/25,17.2
2011/06/26,17.131
2011/06/27,17.008
2011/06/28,16.943
2011/06/29,16.911
2011/06/30,16.845
2011/07/01,16.697
2011/07/02,16.509
2011/07/03,16.336
2011/07/04,16.076
2011/07/05,15.671
2011/07/06,15.362
2011/07/07,15.201
2011/07/08,15.036
2011/07/09,14.868
2011/07/10,14.764
2011/07/11,14.671
2011/07/12,14.538
2011/07/13,14.415
2011/07/14,14.319
2011/07/15,14.237
2011/07/16,14.153
2011/07/17,14.041
2011/07/18,13.932
2011/07/19,13.881
2011/07/20,13.845
2011/07/21,13.793
2011/07/22,13.749
2011/07/23,13.719
2011/07/24,13.715
2011/07/25,13.742
2011/07/26,13.766
2011/07/27,13.786
2011/07/28,13.777
2011/07/29,13.745
2011/07/30,13.72
2011/07/31,13.687
2011/08/01,13.625
2011/08/02,13.478
2011/08/03,13.084
2011/08/04,12.636
2011/08/05,12.254
2011/08/06,11.623
2011/08/07,10.922
2011/08/08,10.367
2011/08/09,10.011
2011/08/10,9.847
2011/08/11,9.693
2011/08/12,9.536
2011/08/13,9.461
2011/08/14,9.511
2011/08/15,9.656
2011/08/16,9.835
2011/08/17,10.012
2011/08/18,10.182
2011/08/19,10.388
2011/08/20,10.627
2011/08/21,10.81
2011/08/22,10.916
2011/08/23,10.968
2011/08/24,10.997
2011/08/25,10.931
2011/08/26,10.682
2011/08/27,10.368
2011/08/28,10.126
2011/08/29,9.925
2011/08/30,9.725
2011/08/31,9.493
2011/09/01,9.246
2011/09/02,9.057
2011/09/03,8.907
2011/09/04,8.757
2011/09/05,8.574
2011/09/06,8.34
2011/09/07,8.112
2011/09/08,7.899
2011/09/09,7.574
2011/09/10,7.162
2011/09/11,6.839
2011/09/12,6.641
2011/09/13,6.461
2011/09/14,6.281
2011/09/15,6.063
2011/09/16,5.819
2011/09/17,5.606
2011/09/18,5.453
2011/09/19,5.378
2011/09/20,5.388
2011/09/21,5.424
2011/09/22,5.425
2011/09/23,5.433
2011/09/24,5.446
2011/09/25,5.436
2011/09/26,5.388
2011/09/27,5.322
2011/09/28,5.259
2011/09/29,5.195
2011/09/30,5.159
2011/10/01,5.141
2011/10/02,5.112
2011/10/03,5.081
2011/10/04,5.048
2011/10/05,5.013
2011/10/06,4.972
2011/10/07,4.899
2011/10/08,4.789
2011/10/09,4.677
2011/10/10,4.584
2011/10/11,4.487
2011/10/12,4.404
2011/10/13,4.338
2011/10/14,4.267
2011/10/15,4.19
2011/10/16,4.096
2011/10/17,3.929
2011/10/18,3.704
2011/10/19,3.485
2011/10/20,3.284
2011/10/21,3.128
2011/10/22,3.047
2011/10/23,3.012
2011/10/24,2.947
2011/10/25,2.869
2011/10/26,2.819
2011/10/27,2.801
2011/10/28,2.822
2011/10/29,2.886
2011/10/30,2.962
2011/10/31,3.019
2011/11/01,3.065
2011/11/02,3.105
2011/11/03,3.137
2011/11/04,3.152
2011/11/05,3.147
2011/11/06,3.131
2011/11/07,3.118
2011/11/08,3.109
2011/11/09,3.095
2011/11/10,3.066
2011/11/11,3.043
2011/11/12,3.033
2011/11/13,3.022
2011/11/14,2.96
2011/11/15,2.861
2011/11/16,2.793
2011/11/17,2.727
2011/11/18,2.635
2011/11/19,2.546
2011/11/20,2.479
2011/11/21,2.424
2011/11/22,2.385
2011/11/23,2.356
2011/11/24,2.34
2011/11/25,2.341
2011/11/26,2.346
2011/11/27,2.358
2011/11/28,2.38
2011/11/29,2.421
2011/11/30,2.487
2011/12/01,2.57
2011/12/02,2.656
2011/12/03,2.716
2011/12/04,2.748
2011/12/05,2.78
2011/12/06,2.82
2011/12/07,2.861
2011/12/08,2.892
2011/12/09,2.916
2011/12/10,2.94
2011/12/11,2.978
2011/12/12,3.015
2011/12/13,3.048
2011/12/14,3.072
2011/12/15,3.091
2011/12/16,3.112
2011/12/17,3.132
2011/12/18,3.148
2011/12/19,3.183
2011/12/20,3.264
2011/12/21,3.361
2011/12/22,3.445
2011/12/23,3.526
2011/12/24,3.601
2011/12/25,3.686
2011/12/26,3.767
2011/12/27,3.83
2011/12/28,3.895
2011/12/29,3.959
2011/12/30,4.016
2011/12/31,4.1
2012/01/01,4.239
2012/01/02,4.395
2012/01/03,4.508
2012/01/04,4.632
2012/01/05,4.881
2012/01/06,5.182
2012/01/07,5.447
2012/01/08,5.711
2012/01/09,5.915
2012/01/10,6.046
2012/01/11,6.199
2012/01/12,6.352
2012/01/13,6.445
2012/01/14,6.514
2012/01/15,6.602
2012/01/16,6.667
2012/01/17,6.623
2012/01/18,6.515
2012/01/19,6.456
2012/01/20,6.436
2012/01/21,6.409
2012/01/22,6.373
2012/01/23,6.356
2012/01/24,6.341
2012/01/25,6.285
2012/01/26,6.176
2012/01/27,6.045
2012/01/28,5.946
2012/01/29,5.863
2012/01/30,5.784
2012/01/31,5.725
2012/02/01,5.715
2012/02/02,5.741
2012/02/03,5.761
2012/02/04,5.769
2012/02/05,5.764
2012/02/06,5.733
2012/02/07,5.713
2012/02/08,5.708
2012/02/09,5.716
2012/02/10,5.743
2012/02/11,5.75
2012/02/12,5.729
2012/02/13,5.683
2012/02/14,5.568
2012/02/15,5.396
2012/02/16,5.224
2012/02/17,5.073
2012/02/18,4.936
2012/02/19,4.814
2012/02/20,4.714
2012/02/21,4.621
2012/02/22,4.542
2012/02/23,4.528
2012/02/24,4.561
2012/02/25,4.586
2012/02/26,4.612
2012/02/27,4.657
2012/02/28,4.703
2012/02/29,4.741
2012/03/01,4.78
2012/03/02,4.801
2012/03/03,4.8
2012/03/04,4.801
2012/03/05,4.823
2012/03/06,4.851
2012/03/07,4.869
2012/03/08,4.878
2012/03/09,4.88
2012/03/10,4.876
2012/03/11,4.876
2012/03/12,4.88
2012/03/13,4.908
2012/03/14,4.968
2012/03/15,5.027
2012/03/16,5.08
2012/03/17,5.12
2012/03/18,5.149
2012/03/19,5.136
2012/03/20,5.094
2012/03/21,5.063
2012/03/22,5.024
2012/03/23,4.981
2012/03/24,4.935
2012/03/25,4.883
2012/03/26,4.829
2012/03/27,4.796
2012/03/28,4.778
2012/03/29,4.762
2012/03/30,4.758
2012/03/31,4.765
2012/04/01,4.772
2012/04/02,4.786
2012/04/03,4.813
2012/04/04,4.834
2012/04/05,4.852
2012/04/06,4.87
2012/04/07,4.871
2012/04/08,4.86
2012/04/09,4.86
2012/04/10,4.861
2012/04/11,4.864
2012/04/12,4.872
2012/04/13,4.877
2012/04/14,4.887
2012/04/15,4.897
2012/04/16,4.905
2012/04/17,4.914
2012/04/18,4.934
2012/04/19,4.963
2012/04/20,5.006
2012/04/21,5.057
2012/04/22,5.091
2012/04/23,5.1
2012/04/24,5.099
2012/04/25,5.108
2012/04/26,5.115
2012/04/27,5.119
2012/04/28,5.112
2012/04/29,5.092
2012/04/30,5.07
2012/05/01,5.054
2012/05/02,5.047
2012/05/03,5.048
2012/05/04,5.048
2012/05/05,5.047
2012/05/06,5.047
2012/05/07,5.047
2012/05/08,5.05
2012/05/09,5.05
2012/05/10,5.038
2012/05/11,5.02
2012/05/12,5.011
2012/05/13,5.001
2012/05/14,4.996
2012/05/15,4.998
2012/05/16,5.004
2012/05/17,5.013
2012/05/18,5.025
2012/05/19,5.036
2012/05/20,5.047
2012/05/21,5.056
2012/05/22,5.065
2012/05/23,5.077
2012/05/24,5.088
2012/05/25,5.099
2012/05/26,5.105
2012/05/27,5.11
2012/05/28,5.115
2012/05/29,5.121
2012/05/30,5.125
2012/05/31,5.13
2012/06/01,5.146
2012/06/02,5.163
2012/06/03,5.174
2012/06/04,5.186
2012/06/05,5.212
2012/06/06,5.248
2012/06/07,5.292
2012/06/08,5.342
2012/06/09,5.386
2012/06/10,5.415
2012/06/11,5.441
2012/06/12,5.479
2012/06/13,5.538
2012/06/14,5.604
2012/06/15,5.702
2012/06/16,5.819
2012/06/17,5.906
2012/06/18,5.976
2012/06/19,6.057
2012/06/20,6.151
2012/06/21,6.246
2012/06/22,6.323
2012/06/23,6.373
2012/06/24,6.402
2012/06/25,6.413
2012/06/26,6.424
2012/06/27,6.451
2012/06/28,6.482
2012/06/29,6.506
2012/06/30,6.531
2012/07/01,6.554
2012/07/02,6.575
2012/07/03,6.583
2012/07/04,6.572
2012/07/05,6.576
2012/07/06,6.591
2012/07/07,6.615
2012/07/08,6.643
2012/07/09,6.684
2012/07/10,6.747
2012/07/11,6.812
2012/07/12,6.909
2012/07/13,7.027
2012/07/14,7.12
2012/07/15,7.206
2012/07/16,7.352
2012/07/17,7.558
2012/07/18,7.786
2012/07/19,7.994
2012/07/20,8.141
2012/07/21,8.269
2012/07/22,8.369
2012/07/23,8.426
2012/07/24,8.479
2012/07/25,8.539
2012/07/26,8.608
2012/07/27,8.67
2012/07/28,8.721
2012/07/29,8.745
2012/07/30,8.773
2012/07/31,8.834
2012/08/01,8.92
2012/08/02,9.082
2012/08/03,9.333
2012/08/04,9.59
2012/08/05,9.817
2012/08/06,10.014
2012/08/07,10.207
2012/08/08,10.386
2012/08/09,10.542
2012/08/10,10.706
2012/08/11,10.875
2012/08/12,11.027
2012/08/13,11.188
2012/08/14,11.359
2012/08/15,11.583
2012/08/16,11.864
2012/08/17,11.998
2012/08/18,12.008
2012/08/19,11.755
2012/08/20,11.415
2012/08/21,11.217
2012/08/22,11.011
2012/08/23,10.824
2012/08/24,10.707
2012/08/25,10.627
2012/08/26,10.561
2012/08/27,10.527
2012/08/28,10.527
2012/08/29,10.534
2012/08/30,10.54
2012/08/31,10.529
2012/09/01,10.482
2012/09/02,10.457
2012/09/03,10.464
2012/09/04,10.471
2012/09/05,10.505
2012/09/06,10.583
2012/09/07,10.652
2012/09/08,10.709
2012/09/09,10.757
2012/09/10,10.809
2012/09/11,10.878
2012/09/12,10.958
2012/09/13,11.029
2012/09/14,11.129
2012/09/15,11.243
2012/09/16,11.349
2012/09/17,11.448
2012/09/18,11.561
2012/09/19,11.699
2012/09/20,11.826
2012/09/21,11.933
2012/09/22,12.011
2012/09/23,12.072
2012/09/24,12.109
2012/09/25,12.14
2012/09/26,12.174
2012/09/27,12.213
2012/09/28,12.242
2012/09/29,12.273
2012/09/30,12.295
2012/10/01,12.31
2012/10/02,12.356
2012/10/03,12.427
2012/10/04,12.493
2012/10/05,12.54
2012/10/06,12.57
2012/10/07,12.53
2012/10/08,12.449
2012/10/09,12.368
2012/10/10,12.315
2012/10/11,12.274
2012/10/12,12.233
2012/10/13,12.177
2012/10/14,12.109
2012/10/15,12.033
2012/10/16,11.982
2012/10/17,11.936
2012/10/18,11.906
2012/10/19,11.882
2012/10/20,11.853
2012/10/21,11.825
2012/10/22,11.8
2012/10/23,11.779
2012/10/24,11.754
2012/10/25,11.68
2012/10/26,11.514
2012/10/27,11.324
2012/10/28,11.185
2012/10/29,11.081
2012/10/30,10.999
2012/10/31,10.968
2012/11/01,10.923
2012/11/02,10.839
2012/11/03,10.773
2012/11/04,10.74
2012/11/05,10.724
2012/11/06,10.721
2012/11/07,10.739
2012/11/08,10.766
2012/11/09,10.79
2012/11/10,10.808
2012/11/11,10.823
2012/11/12,10.84
2012/11/13,10.862
2012/11/14,10.881
2012/11/15,10.916
2012/11/16,11.001
2012/11/17,11.115
2012/11/18,11.212
2012/11/19,11.3
2012/11/20,11.377
2012/11/21,11.448
2012/11/22,11.558
2012/11/23,11.693
2012/11/24,11.82
2012/11/25,11.938
2012/11/26,12.03
2012/11/27,12.09
2012/11/28,12.145
2012/11/29,12.204
2012/11/30,12.271
2012/12/01,12.329
2012/12/02,12.376
2012/12/03,12.423
2012/12/04,12.52
2012/12/05,12.652
2012/12/06,12.757
2012/12/07,12.863
2012/12/08,12.968
2012/12/09,13.055
2012/12/10,13.133
2012/12/11,13.218
2012/12/12,13.311
2012/12/13,13.392
2012/12/14,13.455
2012/12/15,13.493
2012/12/16,13.501
2012/12/17,13.486
2012/12/18,13.464
2012/12/19,13.462
2012/12/20,13.478
2012/12/21,13.485
2012/12/22,13.478
2012/12/23,13.464
2012/12/24,13.449
2012/12/25,13.436
2012/12/26,13.426
2012/12/27,13.424
2012/12/28,13.423
2012/12/29,13.427
2012/12/30,13.429
2012/12/31,13.433
2013/01/01,13.43
2013/01/02,13.398
2013/01/03,13.369
2013/01/04,13.346
2013/01/05,13.319
2013/01/06,13.288
2013/01/07,13.264
2013/01/08,13.276
2013/01/09,13.313
2013/01/10,13.368
2013/01/11,13.452
2013/01/12,13.53
2013/01/13,13.594
2013/01/14,13.663
2013/01/15,13.724
2013/01/16,13.81
2013/01/17,13.975
2013/01/18,14.184
2013/01/19,14.372
2013/01/20,14.545
2013/01/21,14.762
2013/01/22,15.062
2013/01/23,15.383
2013/01/24,15.66
2013/01/25,15.891
2013/01/26,16.141
2013/01/27,16.376
2013/01/28,16.637
2013/01/29,16.972
2013/01/30,17.321
2013/01/31,17.724
2013/02/01,18.148
2013/02/02,18.499
2013/02/03,18.804
2013/02/04,19.078
2013/02/05,19.31
2013/02/06,19.557
2013/02/07,19.871
2013/02/08,20.247
2013/02/09,20.681
2013/02/10,21.123
2013/02/11,21.568
2013/02/12,22.009
2013/02/13,22.417
2013/02/14,22.896
2013/02/15,23.483
2013/02/16,24.035
2013/02/17,24.525
2013/02/18,24.951
2013/02/19,25.472
2013/02/20,26.086
2013/02/21,26.665
2013/02/22,27.164
2013/02/23,27.562
2013/02/24,27.868
2013/02/25,28.125
2013/02/26,28.38
2013/02/27,28.681
2013/02/28,29.131
2013/03/01,29.771
2013/03/02,30.33
2013/03/03,30.738
2013/03/04,31.21
2013/03/05,32.053
2013/03/06,33.126
2013/03/07,34.236
2013/03/08,35.418
2013/03/09,36.735
2013/03/10,38.084
2013/03/11,39.378
2013/03/12,40.382
2013/03/13,41.067
2013/03/14,41.698
2013/03/15,42.254
2013/03/16,42.786
2013/03/17,43.183
2013/03/18,43.781
2013/03/19,44.939
2013/03/20,46.807
2013/03/21,49.326
2013/03/22,51.851
2013/03/23,53.86
2013/03/24,55.828
2013/03/25,58.185
2013/03/26,60.655
2013/03/27,63.866
2013/03/28,67.599
2013/03/29,71.039
2013/03/30,74.185
2013/03/31,77.132
2013/04/01,80.404
2013/04/02,84.952
2013/04/03,90.598
2013/04/04,96.125
2013/04/05,101.765
2013/04/06,107.532
2013/04/07,113.691
2013/04/08,121.977
2013/04/09,133.608
2013/04/10,141.809
2013/04/11,140.598
2013/04/12,136.1
2013/04/13,132.346
2013/04/14,127.609
2013/04/15,122.213
2013/04/16,115.281
2013/04/17,109.019
2013/04/18,105.42
2013/04/19,103.698
2013/04/20,103.222
2013/04/21,102.909
2013/04/22,102.759
2013/04/23,104.052
2013/04/24,107.924
2013/04/25,112.872
2013/04/26,116.677
2013/04/27,119.214
2013/04/28,121.182
2013/04/29,123.711
2013/04/30,126.348
2013/05/01,127.112
2013/05/02,125.614
2013/05/03,122.846
2013/05/04,120.428
2013/05/05,119.224
2013/05/06,117.967
2013/05/07,116.364
2013/05/08,114.756
2013/05/09,113.231
2013/05/10,112.288
2013/05/11,111.819
2013/05/12,111.38
2013/05/13,111.126
2013/05/14,110.565
2013/05/15,109.709
2013/05/16,109.367
2013/05/17,109.529
2013/05/18,109.927
2013/05/19,110.263
2013/05/20,110.644
2013/05/21,111.3
2013/05/22,112.097
2013/05/23,113.094
2013/05/24,114.781
2013/05/25,116.751
2013/05/26,118.712
2013/05/27,120.458
2013/05/28,121.7
2013/05/29,122.874
2013/05/30,123.948
2013/05/31,124.719
2013/06/01,125.404
2013/06/02,125.584
2013/06/03,125.151
2013/06/04,124.563
2013/06/05,123.988
2013/06/06,123.287
2013/06/07,121.995
2013/06/08,120.205
2013/06/09,117.957
2013/06/10,115.677
2013/06/11,113.961
2013/06/12,112.627
2013/06/13,111.32
2013/06/14,109.662
2013/06/15,107.88
2013/06/16,106.367
2013/06/17,105.145
2013/06/18,104.485
2013/06/19,104.169
2013/06/20,104.093
2013/06/21,104.178
2013/06/22,104.028
2013/06/23,103.679
2013/06/24,102.943
2013/06/25,102.097
2013/06/26,101.439
2013/06/27,100.691
2013/06/28,99.46
2013/06/29,97.935
2013/06/30,96.588
2013/07/01,94.778
2013/07/02,92.793
2013/07/03,90.765
2013/07/04,88.568
2013/07/05,85.905
2013/07/06,82.622
2013/07/07,80.198
2013/07/08,78.584
2013/07/09,77.067
2013/07/10,76.251
2013/07/11,76.38
2013/07/12,77.12
2013/07/13,78.341
2013/07/14,79.582
2013/07/15,80.99
2013/07/16,82.448
2013/07/17,83.688
2013/07/18,84.552
2013/07/19,84.987
2013/07/20,85.322
2013/07/21,85.491
2013/07/22,85.553
2013/07/23,85.667
2013/07/24,85.818
2013/07/25,86.062
2013/07/26,86.422
2013/07/27,86.65
2013/07/28,86.853
2013/07/29,87.44
2013/07/30,88.25
2013/07/31,89.423
2013/08/01,90.511
2013/08/02,91.458
2013/08/03,92.278
2013/08/04,92.879
2013/08/05,93.5
2013/08/06,94.203
2013/08/07,94.862
2013/08/08,95.222
2013/08/09,95.271
2013/08/10,95.167
2013/08/11,94.97
2013/08/12,94.856
2013/08/13,94.842
2013/08/14,94.99
2013/08/15,95.224
2013/08/16,95.393
2013/08/17,95.586
2013/08/18,95.782
2013/08/19,96.099
2013/08/20,96.805
2013/08/21,98.006
2013/08/22,99.424
2013/08/23,100.577
2013/08/24,101.575
2013/08/25,102.702
2013/08/26,103.828
2013/08/27,105.238
2013/08/28,106.94
2013/08/29,108.529
2013/08/30,110.281
2013/08/31,112.32
2013/09/01,114.464
2013/09/02,116.468
2013/09/03,118.113
2013/09/04,118.983
2013/09/05,119.25
2013/09/06,119.116
2013/09/07,118.892
2013/09/08,118.793
2013/09/09,118.773
2013/09/10,118.948
2013/09/11,119.283
2013/09/12,119.814
2013/09/13,120.323
2013/09/14,120.761
2013/09/15,121.148
2013/09/16,121.558
2013/09/17,122.045
2013/09/18,122.643
2013/09/19,122.865
2013/09/20,122.836
2013/09/21,122.763
2013/09/22,122.689
2013/09/23,122.534
2013/09/24,122.351
2013/09/25,122.265
2013/09/26,122.243
2013/09/27,122.195
2013/09/28,122.272
2013/09/29,122.373
2013/09/30,122.442
2013/10/01,122.56
2013/10/02,121.274
2013/10/03,119.535
2013/10/04,119.066
2013/10/05,118.939
2013/10/06,118.837
2013/10/07,118.894
2013/10/08,119.121
2013/10/09,119.515
2013/10/10,119.983
2013/10/11,120.487
2013/10/12,121.019
2013/10/13,121.899
2013/10/14,123.185
2013/10/15,125.019
2013/10/16,126.943
2013/10/17,128.975
2013/10/18,131.388
2013/10/19,134.902
2013/10/20,138.547
2013/10/21,142.827
2013/10/22,148.751
2013/10/23,155.598
2013/10/24,161.016
2013/10/25,163.692
2013/10/26,166.399
2013/10/27,169.369
2013/10/28,173.13
2013/10/29,177.017
2013/10/30,180.674
2013/10/31,183.786
2013/11/01,186.641
2013/11/02,189.211
2013/11/03,191.74
2013/11/04,195.337
2013/11/05,200.814
2013/11/06,208.056
2013/11/07,218.188
2013/11/08,230.69
2013/11/09,246.883
2013/11/10,255.787
2013/11/11,266.56
2013/11/12,279.149
2013/11/13,294.691
2013/11/14,312.844
2013/11/15,330.476
2013/11/16,346.949
2013/11/17,365.994
2013/11/18,395.617
2013/11/19,428.886
2013/11/20,444.33
2013/11/21,471.412
2013/11/22,505.469
2013/11/23,544.405
2013/11/24,574.685
2013/11/25,603.794
2013/11/26,638.813
2013/11/27,682.072
2013/11/28,726.122
2013/11/29,771.374
2013/11/30,820.615
2013/12/01,845.589
2013/12/02,866.471
2013/12/03,892.754
2013/12/04,922.342
2013/12/05,940.667
2013/12/06,945.295
2013/12/07,921.553
2013/12/08,899.693
2013/12/09,893.909
2013/12/10,894.921
2013/12/11,890.905
2013/12/12,882.38
2013/12/13,876.828
2013/12/14,870.291
2013/12/15,862.932
2013/12/16,848.333
2013/12/17,821.577
2013/12/18,781.993
2013/12/19,755.197
2013/12/20,738.312
2013/12/21,717.269
2013/12/22,699.976
2013/12/23,685.659
2013/12/24,676.059
2013/12/25,668.758
2013/12/26,671.534
2013/12/27,678.497
2013/12/28,684.584
2013/12/29,690.667
2013/12/30,701.876
2013/12/31,712.668
2014/01/01,724.6
2014/01/02,735.621
2014/01/03,746.929
2014/01/04,762.472
2014/01/05,781.649
2014/01/06,809.718
2014/01/07,828.564
2014/01/08,836.222
