Date,price3stdUSD
2010/10/27,0.048
2010/10/28,0.032
2010/10/29,0.013
2010/10/30,0.012
2010/10/31,0.008
2010/11/01,0.001
2010/11/02,0.001
2010/11/03,0.001
2010/11/04,0.02
2010/11/05,0.034
2010/11/06,0.097
2010/11/07,0.139
2010/11/08,0.093
2010/11/09,0.139
2010/11/10,0.061
2010/11/11,0.011
2010/11/12,0.022
2010/11/13,0.045
2010/11/14,0.029
2010/11/15,0.006
2010/11/16,0.028
2010/11/17,0.039
2010/11/18,0.018
2010/11/19,0.039
2010/11/20,0.032
2010/11/21,0.006
2010/11/22,0.004
2010/11/23,0.005
2010/11/24,0.003
2010/11/25,0.002
2010/11/26,0.001
2010/11/27,0.002
2010/11/28,0.006
2010/11/29,0.025
2010/11/30,0.047
2010/12/01,0.034
2010/12/02,0.021
2010/12/03,0.027
2010/12/04,0.017
2010/12/05,0.037
2010/12/06,0.021
2010/12/07,0.008
2010/12/08,0.024
2010/12/09,0.025
2010/12/10,0.031
2010/12/11,0.012
2010/12/12,0.012
2010/12/13,0.005
2010/12/14,0.02
2010/12/15,0.019
2010/12/16,0.005
2010/12/17,0.002
2010/12/18,0.001
2010/12/19,0.001
2010/12/20,0.009
2010/12/21,0.008
2010/12/22,0.005
2010/12/23,0.002
2010/12/24,0.002
2010/12/25,0
2010/12/26,0.008
2010/12/27,0.009
2010/12/28,0.013
2010/12/29,0.022
2010/12/30,0.019
2010/12/31,0.012
2011/01/01,0.004
2011/01/02,0.003
2011/01/03,0.004
2011/01/04,0.005
2011/01/05,0.004
2011/01/06,0.003
2011/01/07,0.012
2011/01/08,0.014
2011/01/09,0.012
2011/01/10,0.008
2011/01/11,0.003
2011/01/12,0.003
2011/01/13,0.007
2011/01/14,0.036
2011/01/15,0.061
2011/01/16,0.032
2011/01/17,0.023
2011/01/18,0.051
2011/01/19,0.046
2011/01/20,0.031
2011/01/21,0.075
2011/01/22,0.063
2011/01/23,0.032
2011/01/24,0.014
2011/01/25,0.023
2011/01/26,0.016
2011/01/27,0.001
2011/01/28,0.018
2011/01/29,0.022
2011/01/30,0.024
2011/01/31,0.048
2011/02/01,0.14
2011/02/02,0.175
2011/02/03,0.079
2011/02/04,0.053
2011/02/05,0.144
2011/02/06,0.124
2011/02/07,0.025
2011/02/08,0.012
2011/02/09,0.093
2011/02/10,0.107
2011/02/11,0.029
2011/02/12,0.017
2011/02/13,0.022
2011/02/14,0.008
2011/02/15,0.004
2011/02/16,0.006
2011/02/17,0.008
2011/02/18,0.076
2011/02/19,0.122
2011/02/20,0.065
2011/02/21,0.06
2011/02/22,0.055
2011/02/23,0.059
2011/02/24,0.089
2011/02/25,0.052
2011/02/26,0.029
2011/02/27,0.014
2011/02/28,0.052
2011/03/01,0.041
2011/03/02,0.046
2011/03/03,0.036
2011/03/04,0.021
2011/03/05,0.017
2011/03/06,0.005
2011/03/07,0.029
2011/03/08,0.026
2011/03/09,0.018
2011/03/10,0.033
2011/03/11,0.034
2011/03/12,0.013
2011/03/13,0.012
2011/03/14,0.004
2011/03/15,0.012
2011/03/16,0.025
2011/03/17,0.039
2011/03/18,0.027
2011/03/19,0.06
2011/03/20,0.069
2011/03/21,0.014
2011/03/22,0.026
2011/03/23,0.058
2011/03/24,0.055
2011/03/25,0.037
2011/03/26,0.022
2011/03/27,0.045
2011/03/28,0.051
2011/03/29,0.024
2011/03/30,0.016
2011/03/31,0.007
2011/04/01,0.014
2011/04/02,0.01
2011/04/03,0.005
2011/04/04,0.048
2011/04/05,0.067
2011/04/06,0.036
2011/04/07,0.045
2011/04/08,0.007
2011/04/09,0.011
2011/04/10,0.01
2011/04/11,0.011
2011/04/12,0.067
2011/04/13,0.113
2011/04/14,0.123
2011/04/15,0.088
2011/04/16,0.039
2011/04/17,0.072
2011/04/18,0.109
2011/04/19,0.084
2011/04/20,0.024
2011/04/21,0.016
2011/04/22,0.133
2011/04/23,0.306
2011/04/24,0.333
2011/04/25,0.143
2011/04/26,0.103
2011/04/27,0.203
2011/04/28,0.294
2011/04/29,0.592
2011/04/30,0.958
2011/05/01,0.657
2011/05/02,0.096
2011/05/03,0.132
2011/05/04,0.238
2011/05/05,0.111
2011/05/06,0.061
2011/05/07,0.158
2011/05/08,0.296
2011/05/09,0.244
2011/05/10,0.96
2011/05/11,1.483
2011/05/12,0.929
2011/05/13,1.416
2011/05/14,1.51
2011/05/15,0.546
2011/05/16,0.57
2011/05/17,0.546
2011/05/18,0.508
2011/05/19,0.72
2011/05/20,0.697
2011/05/21,0.667
2011/05/22,0.372
2011/05/23,0.784
2011/05/24,0.713
2011/05/25,0.848
2011/05/26,1.012
2011/05/27,0.585
2011/05/28,0.143
2011/05/29,0.21
2011/05/30,0.231
2011/05/31,0.349
2011/06/01,0.448
2011/06/02,1.117
2011/06/03,2.766
2011/06/04,5.288
2011/06/05,4.583
2011/06/06,1.171
2011/06/07,3.175
2011/06/08,7.565
2011/06/09,6.95
2011/06/10,2.654
2011/06/11,8.487
2011/06/12,8.265
2011/06/13,2.452
2011/06/14,2.579
2011/06/15,0.283
2011/06/16,1.15
2011/06/17,2.513
2011/06/18,1.753
2011/06/19,0.747
2011/06/20,0.626
2011/06/21,0.17
2011/06/22,0
2011/06/23,0
2011/06/24,0
2011/06/25,0
2011/06/26,0.019
2011/06/27,0.368
2011/06/28,0.315
2011/06/29,0.262
2011/06/30,0.381
2011/07/01,0.962
2011/07/02,0.907
2011/07/03,0.315
2011/07/04,0.71
2011/07/05,1.672
2011/07/06,1.039
2011/07/07,1.116
2011/07/08,0.759
2011/07/09,0.319
2011/07/10,0.242
2011/07/11,0.244
2011/07/12,0.464
2011/07/13,0.486
2011/07/14,0.115
2011/07/15,0.078
2011/07/16,0.182
2011/07/17,0.39
2011/07/18,0.376
2011/07/19,0.282
2011/07/20,0.394
2011/07/21,0.117
2011/07/22,0.121
2011/07/23,0.031
2011/07/24,0.157
2011/07/25,0.265
2011/07/26,0.149
2011/07/27,0.084
2011/07/28,0.232
2011/07/29,0.34
2011/07/30,0.176
2011/07/31,0.061
2011/08/01,0.25
2011/08/02,0.739
2011/08/03,2.18
2011/08/04,2.172
2011/08/05,0.525
2011/08/06,1.888
2011/08/07,2.542
2011/08/08,0.774
2011/08/09,1.383
2011/08/10,1.735
2011/08/11,0.938
2011/08/12,0.423
2011/08/13,0.308
2011/08/14,0.832
2011/08/15,0.958
2011/08/16,0.526
2011/08/17,0.105
2011/08/18,0.135
2011/08/19,0.303
2011/08/20,0.531
2011/08/21,0.257
2011/08/22,0.372
2011/08/23,0.377
2011/08/24,0.184
2011/08/25,0.619
2011/08/26,1.647
2011/08/27,1.572
2011/08/28,0.467
2011/08/29,0.532
2011/08/30,0.16
2011/08/31,0.444
2011/09/01,0.553
2011/09/02,0.253
2011/09/03,0.282
2011/09/04,0.179
2011/09/05,0.565
2011/09/06,0.888
2011/09/07,0.71
2011/09/08,0.306
2011/09/09,1.106
2011/09/10,1.609
2011/09/11,0.721
2011/09/12,0.917
2011/09/13,0.615
2011/09/14,0.243
2011/09/15,0.583
2011/09/16,0.728
2011/09/17,0.394
2011/09/18,0.161
2011/09/19,0.445
2011/09/20,0.661
2011/09/21,0.477
2011/09/22,0.287
2011/09/23,0.345
2011/09/24,0.04
2011/09/25,0.116
2011/09/26,0.339
2011/09/27,0.395
2011/09/28,0.222
2011/09/29,0.093
2011/09/30,0.139
2011/10/01,0.261
2011/10/02,0.124
2011/10/03,0.068
2011/10/04,0.034
2011/10/05,0.093
2011/10/06,0.156
2011/10/07,0.341
2011/10/08,0.529
2011/10/09,0.39
2011/10/10,0.082
2011/10/11,0.085
2011/10/12,0.085
2011/10/13,0.088
2011/10/14,0.069
2011/10/15,0.154
2011/10/16,0.268
2011/10/17,0.727
2011/10/18,0.996
2011/10/19,0.619
2011/10/20,0.154
2011/10/21,0.136
2011/10/22,0.485
2011/10/23,0.547
2011/10/24,0.255
2011/10/25,0.392
2011/10/26,0.155
2011/10/27,0.212
2011/10/28,0.289
2011/10/29,0.384
2011/10/30,0.272
2011/10/31,0.137
2011/11/01,0.188
2011/11/02,0.056
2011/11/03,0.001
2011/11/04,0.059
2011/11/05,0.134
2011/11/06,0.143
2011/11/07,0.064
2011/11/08,0.047
2011/11/09,0.032
2011/11/10,0.101
2011/11/11,0.082
2011/11/12,0.115
2011/11/13,0.073
2011/11/14,0.4
2011/11/15,0.605
2011/11/16,0.272
2011/11/17,0.147
2011/11/18,0.255
2011/11/19,0.264
2011/11/20,0.076
2011/11/21,0.115
2011/11/22,0.089
2011/11/23,0.072
2011/11/24,0.059
2011/11/25,0.117
2011/11/26,0.086
2011/11/27,0.006
2011/11/28,0.041
2011/11/29,0.15
2011/11/30,0.283
2011/12/01,0.309
2011/12/02,0.193
2011/12/03,0.106
2011/12/04,0.225
2011/12/05,0.122
2011/12/06,0.121
2011/12/07,0.129
2011/12/08,0.044
2011/12/09,0.028
2011/12/10,0.029
2011/12/11,0.156
2011/12/12,0.158
2011/12/13,0.047
2011/12/14,0.02
2011/12/15,0.034
2011/12/16,0.024
2011/12/17,0.028
2011/12/18,0.011
2011/12/19,0.154
2011/12/20,0.458
2011/12/21,0.458
2011/12/22,0.151
2011/12/23,0.029
2011/12/24,0.05
2011/12/25,0.144
2011/12/26,0.153
2011/12/27,0.062
2011/12/28,0.074
2011/12/29,0.113
2011/12/30,0.066
2011/12/31,0.274
2012/01/01,0.643
2012/01/02,0.626
2012/01/03,0.217
2012/01/04,0.175
2012/01/05,1.069
2012/01/06,1.321
2012/01/07,0.5
2012/01/08,0.163
2012/01/09,0.212
2012/01/10,0.497
2012/01/11,0.326
2012/01/12,0.419
2012/01/13,0.213
2012/01/14,0.245
2012/01/15,0.269
2012/01/16,0.26
2012/01/17,0.684
2012/01/18,0.915
2012/01/19,0.379
2012/01/20,0.563
2012/01/21,0.236
2012/01/22,0.142
2012/01/23,0.084
2012/01/24,0.077
2012/01/25,0.291
2012/01/26,0.619
2012/01/27,0.582
2012/01/28,0.208
2012/01/29,0.16
2012/01/30,0.056
2012/01/31,0.058
2012/02/01,0.327
2012/02/02,0.485
2012/02/03,0.24
2012/02/04,0.137
2012/02/05,0.203
2012/02/06,0.297
2012/02/07,0.199
2012/02/08,0.074
2012/02/09,0.105
2012/02/10,0.189
2012/02/11,0.133
2012/02/12,0.246
2012/02/13,0.299
2012/02/14,0.602
2012/02/15,0.811
2012/02/16,0.497
2012/02/17,0.087
2012/02/18,0.03
2012/02/19,0.021
2012/02/20,0.055
2012/02/21,0.047
2012/02/22,0.03
2012/02/23,0.376
2012/02/24,0.552
2012/02/25,0.235
2012/02/26,0.146
2012/02/27,0.075
2012/02/28,0.076
2012/02/29,0.062
2012/03/01,0.037
2012/03/02,0.064
2012/03/03,0.182
2012/03/04,0.119
2012/03/05,0.2
2012/03/06,0.227
2012/03/07,0.073
2012/03/08,0.045
2012/03/09,0.056
2012/03/10,0.071
2012/03/11,0.04
2012/03/12,0.043
2012/03/13,0.185
2012/03/14,0.354
2012/03/15,0.251
2012/03/16,0.024
2012/03/17,0.07
2012/03/18,0.082
2012/03/19,0.274
2012/03/20,0.403
2012/03/21,0.183
2012/03/22,0.07
2012/03/23,0.096
2012/03/24,0.056
2012/03/25,0.082
2012/03/26,0.081
2012/03/27,0.115
2012/03/28,0.182
2012/03/29,0.075
2012/03/30,0.041
2012/03/31,0.077
2012/04/01,0.036
2012/04/02,0.027
2012/04/03,0.096
2012/04/04,0.07
2012/04/05,0.036
2012/04/06,0.01
2012/04/07,0.104
2012/04/08,0.16
2012/04/09,0.081
2012/04/10,0.099
2012/04/11,0.042
2012/04/12,0.057
2012/04/13,0.036
2012/04/14,0.029
2012/04/15,0.041
2012/04/16,0.013
2012/04/17,0.015
2012/04/18,0.084
2012/04/19,0.131
2012/04/20,0.162
2012/04/21,0.165
2012/04/22,0.086
2012/04/23,0.203
2012/04/24,0.172
2012/04/25,0.071
2012/04/26,0.081
2012/04/27,0.011
2012/04/28,0.066
2012/04/29,0.133
2012/04/30,0.098
2012/05/01,0.037
2012/05/02,0.087
2012/05/03,0.106
2012/05/04,0.057
2012/05/05,0.026
2012/05/06,0.02
2012/05/07,0.014
2012/05/08,0.011
2012/05/09,0.018
2012/05/10,0.099
2012/05/11,0.118
2012/05/12,0.044
2012/05/13,0.038
2012/05/14,0.033
2012/05/15,0.073
2012/05/16,0.07
2012/05/17,0.053
2012/05/18,0.038
2012/05/19,0.015
2012/05/20,0.007
2012/05/21,0.01
2012/05/22,0.004
2012/05/23,0.018
2012/05/24,0.025
2012/05/25,0.011
2012/05/26,0.02
2012/05/27,0.019
2012/05/28,0.019
2012/05/29,0.02
2012/05/30,0.01
2012/05/31,0.013
2012/06/01,0.083
2012/06/02,0.089
2012/06/03,0.03
2012/06/04,0.029
2012/06/05,0.112
2012/06/06,0.169
2012/06/07,0.144
2012/06/08,0.132
2012/06/09,0.071
2012/06/10,0.086
2012/06/11,0.074
2012/06/12,0.122
2012/06/13,0.253
2012/06/14,0.242
2012/06/15,0.335
2012/06/16,0.416
2012/06/17,0.185
2012/06/18,0.165
2012/06/19,0.124
2012/06/20,0.269
2012/06/21,0.225
2012/06/22,0.076
2012/06/23,0.156
2012/06/24,0.184
2012/06/25,0.132
2012/06/26,0.053
2012/06/27,0.194
2012/06/28,0.211
2012/06/29,0.07
2012/06/30,0.04
2012/07/01,0.036
2012/07/02,0.017
2012/07/03,0.063
2012/07/04,0.165
2012/07/05,0.111
2012/07/06,0.147
2012/07/07,0.115
2012/07/08,0.1
2012/07/09,0.148
2012/07/10,0.272
2012/07/11,0.229
2012/07/12,0.31
2012/07/13,0.411
2012/07/14,0.171
2012/07/15,0.095
2012/07/16,0.485
2012/07/17,0.873
2012/07/18,0.715
2012/07/19,0.305
2012/07/20,0.263
2012/07/21,0.275
2012/07/22,0.061
2012/07/23,0.223
2012/07/24,0.16
2012/07/25,0.195
2012/07/26,0.267
2012/07/27,0.193
2012/07/28,0.045
2012/07/29,0.092
2012/07/30,0.095
2012/07/31,0.353
2012/08/01,0.447
2012/08/02,0.696
2012/08/03,1.103
2012/08/04,0.813
2012/08/05,0.155
2012/08/06,0.098
2012/08/07,0.117
2012/08/08,0.179
2012/08/09,0.07
2012/08/10,0.202
2012/08/11,0.347
2012/08/12,0.235
2012/08/13,0.283
2012/08/14,0.446
2012/08/15,0.742
2012/08/16,1.03
2012/08/17,0.736
2012/08/18,1.36
2012/08/19,2.284
2012/08/20,2.242
2012/08/21,0.807
2012/08/22,0.831
2012/08/23,0.104
2012/08/24,0.44
2012/08/25,0.543
2012/08/26,0.223
2012/08/27,0.179
2012/08/28,0.282
2012/08/29,0.159
2012/08/30,0.147
2012/08/31,0.38
2012/09/01,0.593
2012/09/02,0.368
2012/09/03,0.276
2012/09/04,0.302
2012/09/05,0.272
2012/09/06,0.523
2012/09/07,0.379
2012/09/08,0.026
2012/09/09,0.052
2012/09/10,0.049
2012/09/11,0.173
2012/09/12,0.207
2012/09/13,0.089
2012/09/14,0.227
2012/09/15,0.358
2012/09/16,0.204
2012/09/17,0.106
2012/09/18,0.239
2012/09/19,0.429
2012/09/20,0.31
2012/09/21,0.043
2012/09/22,0.152
2012/09/23,0.144
2012/09/24,0.109
2012/09/25,0.076
2012/09/26,0.092
2012/09/27,0.156
2012/09/28,0.096
2012/09/29,0.068
2012/09/30,0.063
2012/10/01,0.027
2012/10/02,0.242
2012/10/03,0.4
2012/10/04,0.218
2012/10/05,0.109
2012/10/06,0.179
2012/10/07,0.522
2012/10/08,0.666
2012/10/09,0.307
2012/10/10,0.171
2012/10/11,0.222
2012/10/12,0.061
2012/10/13,0.132
2012/10/14,0.212
2012/10/15,0.183
2012/10/16,0.114
2012/10/17,0.118
2012/10/18,0.047
2012/10/19,0.048
2012/10/20,0.114
2012/10/21,0.126
2012/10/22,0.06
2012/10/23,0.022
2012/10/24,0.039
2012/10/25,0.396
2012/10/26,0.944
2012/10/27,0.875
2012/10/28,0.266
2012/10/29,0.357
2012/10/30,0.215
2012/10/31,0.335
2012/11/01,0.247
2012/11/02,0.435
2012/11/03,0.319
2012/11/04,0.179
2012/11/05,0.187
2012/11/06,0.073
2012/11/07,0.114
2012/11/08,0.096
2012/11/09,0.042
2012/11/10,0.058
2012/11/11,0.023
2012/11/12,0.059
2012/11/13,0.082
2012/11/14,0.05
2012/11/15,0.109
2012/11/16,0.427
2012/11/17,0.554
2012/11/18,0.257
2012/11/19,0.041
2012/11/20,0.016
2012/11/21,0.02
2012/11/22,0.342
2012/11/23,0.51
2012/11/24,0.277
2012/11/25,0.073
2012/11/26,0.068
2012/11/27,0.185
2012/11/28,0.117
2012/11/29,0.148
2012/11/30,0.228
2012/12/01,0.15
2012/12/02,0.022
2012/12/03,0.044
2012/12/04,0.442
2012/12/05,0.654
2012/12/06,0.306
2012/12/07,0.09
2012/12/08,0.132
2012/12/09,0.055
2012/12/10,0.05
2012/12/11,0.114
2012/12/12,0.224
2012/12/13,0.155
2012/12/14,0.039
2012/12/15,0.129
2012/12/16,0.212
2012/12/17,0.221
2012/12/18,0.113
2012/12/19,0.164
2012/12/20,0.248
2012/12/21,0.108
2012/12/22,0.12
2012/12/23,0.124
2012/12/24,0.05
2012/12/25,0.013
2012/12/26,0.028
2012/12/27,0.047
2012/12/28,0.028
2012/12/29,0.016
2012/12/30,0.018
2012/12/31,0.018
2013/01/01,0.036
2013/01/02,0.218
2013/01/03,0.189
2013/01/04,0.014
2013/01/05,0.041
2013/01/06,0.079
2013/01/07,0.043
2013/01/08,0.251
2013/01/09,0.36
2013/01/10,0.283
2013/01/11,0.317
2013/01/12,0.22
2013/01/13,0.059
2013/01/14,0.056
2013/01/15,0.051
2013/01/16,0.212
2013/01/17,0.753
2013/01/18,0.906
2013/01/19,0.419
2013/01/20,0.032
2013/01/21,0.478
2013/01/22,1.079
2013/01/23,1.001
2013/01/24,0.326
2013/01/25,0.163
2013/01/26,0.284
2013/01/27,0.39
2013/01/28,0.47
2013/01/29,1.042
2013/01/30,1.046
2013/01/31,0.974
2013/02/01,1.022
2013/02/02,0.412
2013/02/03,0.185
2013/02/04,0.088
2013/02/05,0.09
2013/02/06,0.339
2013/02/07,0.92
2013/02/08,1.24
2013/02/09,1.288
2013/02/10,1.047
2013/02/11,0.743
2013/02/12,0.691
2013/02/13,0.462
2013/02/14,0.936
2013/02/15,1.73
2013/02/16,1.225
2013/02/17,0.17
2013/02/18,0.018
2013/02/19,1.093
2013/02/20,1.973
2013/02/21,1.364
2013/02/22,0.308
2013/02/23,0.244
2013/02/24,0.395
2013/02/25,0.213
2013/02/26,0.336
2013/02/27,0.874
2013/02/28,1.856
2013/03/01,2.771
2013/03/02,1.711
2013/03/03,0.685
2013/03/04,0.758
2013/03/05,3.583
2013/03/06,4.623
2013/03/07,2.82
2013/03/08,1.883
2013/03/09,2.603
2013/03/10,2.57
2013/03/11,1.621
2013/03/12,0.847
2013/03/13,1.911
2013/03/14,1.088
2013/03/15,0.67
2013/03/16,0.71
2013/03/17,0.462
2013/03/18,2.097
2013/03/19,6.225
2013/03/20,9.402
2013/03/21,10.294
2013/03/22,6.856
2013/03/23,1.851
2013/03/24,1.736
2013/03/25,4.763
2013/03/26,5.726
2013/03/27,8.567
2013/03/28,11.48
2013/03/29,6.573
2013/03/30,1.39
2013/03/31,2.037
2013/04/01,6.231
2013/04/02,15.658
2013/04/03,20.65
2013/04/04,13.546
2013/04/05,7.109
2013/04/06,8.617
2013/04/07,11.018
2013/04/08,24.873
2013/04/09,43.806
2013/04/10,26.01
2013/04/11,69.222
2013/04/12,72.866
2013/04/13,19.079
2013/04/14,5.948
2013/04/15,9.29
2013/04/16,14.15
2013/04/17,10.342
2013/04/18,17.384
2013/04/19,23.764
2013/04/20,16.291
2013/04/21,7.249
2013/04/22,0.818
2013/04/23,6.503
2013/04/24,17.654
2013/04/25,16.062
2013/04/26,5.736
2013/04/27,10.961
2013/04/28,7.551
2013/04/29,5.4
2013/04/30,8.596
2013/05/01,8.059
2013/05/02,19.203
2013/05/03,18.107
2013/05/04,7.037
2013/05/05,9.248
2013/05/06,7.734
2013/05/07,2.721
2013/05/08,2.917
2013/05/09,1.607
2013/05/10,1.734
2013/05/11,3.334
2013/05/12,1.616
2013/05/13,0.635
2013/05/14,3.189
2013/05/15,6.263
2013/05/16,3.336
2013/05/17,4.857
2013/05/18,4.78
2013/05/19,2.234
2013/05/20,0.328
2013/05/21,2.114
2013/05/22,2.864
2013/05/23,2.804
2013/05/24,6.722
2013/05/25,7.488
2013/05/26,3.526
2013/05/27,0.845
2013/05/28,2.685
2013/05/29,2.223
2013/05/30,1.242
2013/05/31,0.771
2013/06/01,0.674
2013/06/02,2.419
2013/06/03,5.391
2013/06/04,3.926
2013/06/05,0.535
2013/06/06,0.58
2013/06/07,4.495
2013/06/08,7.188
2013/06/09,7.414
2013/06/10,5.486
2013/06/11,2.122
2013/06/12,3.292
2013/06/13,1.266
2013/06/14,4.469
2013/06/15,5.511
2013/06/16,2.408
2013/06/17,0.519
2013/06/18,2.915
2013/06/19,3.537
2013/06/20,1.799
2013/06/21,0.822
2013/06/22,2.157
2013/06/23,3.592
2013/06/24,4.279
2013/06/25,3.736
2013/06/26,1.013
2013/06/27,1.144
2013/06/28,4.904
2013/06/29,6.011
2013/06/30,2.571
2013/07/01,3.749
2013/07/02,5.476
2013/07/03,3.429
2013/07/04,3.913
2013/07/05,6.963
2013/07/06,10.201
2013/07/07,5.733
2013/07/08,6.164
2013/07/09,3.202
2013/07/10,2.927
2013/07/11,7.415
2013/07/12,7.418
2013/07/13,5.389
2013/07/14,2.948
2013/07/15,1.104
2013/07/16,1.464
2013/07/17,0.94
2013/07/18,2.861
2013/07/19,4.034
2013/07/20,2.485
2013/07/21,0.042
2013/07/22,0.216
2013/07/23,1.187
2013/07/24,1.898
2013/07/25,2.155
2013/07/26,2.261
2013/07/27,1.076
2013/07/28,0.731
2013/07/29,2.653
2013/07/30,3.869
2013/07/31,3.923
2013/08/01,2.724
2013/08/02,0.429
2013/08/03,0.429
2013/08/04,0.838
2013/08/05,0.818
2013/08/06,1.927
2013/08/07,1.636
2013/08/08,1.211
2013/08/09,2.626
2013/08/10,2.131
2013/08/11,0.956
2013/08/12,0.786
2013/08/13,1.551
2013/08/14,1.891
2013/08/15,1.677
2013/08/16,0.543
2013/08/17,0.337
2013/08/18,0.317
2013/08/19,1.076
2013/08/20,3.542
2013/08/21,5.825
2013/08/22,5.128
2013/08/23,1.783
2013/08/24,1.285
2013/08/25,1.626
2013/08/26,2.396
2013/08/27,3.587
2013/08/28,5.378
2013/08/29,3.473
2013/08/30,2.685
2013/08/31,5.157
2013/09/01,5.175
2013/09/02,2.979
2013/09/03,0.803
2013/09/04,4.264
2013/09/05,6.148
2013/09/06,4.68
2013/09/07,2.176
2013/09/08,1.487
2013/09/09,2.309
2013/09/10,2.765
2013/09/11,3.18
2013/09/12,3.029
2013/09/13,2.041
2013/09/14,0.335
2013/09/15,0.314
2013/09/16,0.208
2013/09/17,0.484
2013/09/18,1.022
2013/09/19,2.096
2013/09/20,3.322
2013/09/21,1.387
2013/09/22,0.456
2013/09/23,0.349
2013/09/24,0.224
2013/09/25,0.795
2013/09/26,1.106
2013/09/27,0.418
2013/09/28,0.687
2013/09/29,0.844
2013/09/30,0.224
2013/10/01,0.285
2013/10/02,9.842
2013/10/03,12.501
2013/10/04,6.963
2013/10/05,9.302
2013/10/06,2.176
2013/10/07,1.006
2013/10/08,1.836
2013/10/09,2.031
2013/10/10,1.574
2013/10/11,0.778
2013/10/12,0.527
2013/10/13,2.683
2013/10/14,4.882
2013/10/15,6.494
2013/10/16,5.195
2013/10/17,3.273
2013/10/18,6.246
2013/10/19,12.631
2013/10/20,11.553
2013/10/21,9.12
2013/10/22,19.146
2013/10/23,21.831
2013/10/24,9.075
2013/10/25,18.576
2013/10/26,13.861
2013/10/27,7.373
2013/10/28,12.461
2013/10/29,12.194
2013/10/30,6.273
2013/10/31,2.376
2013/11/01,2.097
2013/11/02,3.166
2013/11/03,3.873
2013/11/04,12.239
2013/11/05,23.74
2013/11/06,28.153
2013/11/07,35.05
2013/11/08,40.694
2013/11/09,50.136
2013/11/10,38.034
2013/11/11,35.188
2013/11/12,36.529
2013/11/13,45.162
2013/11/14,52.553
2013/11/15,36.285
2013/11/16,14.303
2013/11/17,36.417
2013/11/18,111.835
2013/11/19,123.271
2013/11/20,87.569
2013/11/21,100.001
2013/11/22,147.981
2013/11/23,113.712
2013/11/24,52.027
2013/11/25,29.565
2013/11/26,80.791
2013/11/27,137.696
2013/11/28,115.169
2013/11/29,73.809
2013/11/30,96.773
2013/12/01,111.645
2013/12/02,127.81
2013/12/03,64.063
2013/12/04,97.31
2013/12/05,46.432
2013/12/06,99.344
2013/12/07,227.934
2013/12/08,178.625
2013/12/09,122.263
2013/12/10,152.495
2013/12/11,49.397
2013/12/12,51.653
2013/12/13,27.827
2013/12/14,15.05
2013/12/15,29.179
2013/12/16,68.252
2013/12/17,133.303
2013/12/18,179.723
2013/12/19,96.761
2013/12/20,89.246
2013/12/21,45.643
2013/12/22,40.387
2013/12/23,29.33
2013/12/24,29.429
2013/12/25,19.307
2013/12/26,56.463
2013/12/27,69.763
2013/12/28,18.772
2013/12/29,19.271
2013/12/30,26.154
2013/12/31,27.46
2014/01/01,12.232
2014/01/02,19.113
2014/01/03,18.523
2014/01/04,46.637
2014/01/05,68.638
2014/01/06,105.506
2014/01/07,68.767
2014/01/08,93.038
2014/01/09,61.978
2014/01/10,2.969
2014/01/11,48.594
2014/01/12,47.79
