Date,mining_profitability90rsi
2010/11/07,49.914
2010/11/08,49.058
2010/11/09,47.642
2010/11/10,47.579
2010/11/11,47.475
2010/11/12,47.483
2010/11/13,48.197
2010/11/14,48.005
2010/11/15,47.701
2010/11/16,47.74
2010/11/17,47.677
2010/11/18,47.55
2010/11/19,46.965
2010/11/20,47.257
2010/11/21,47.377
2010/11/22,47.427
2010/11/23,47.269
2010/11/24,47.473
2010/11/25,47.553
2010/11/26,47.357
2010/11/27,47.301
2010/11/28,47.391
2010/11/29,47.358
2010/11/30,46.983
2010/12/01,46.964
2010/12/02,46.993
2010/12/03,47.068
2010/12/04,47.06
2010/12/05,46.91
2010/12/06,46.925
2010/12/07,46.959
2010/12/08,47.037
2010/12/09,46.818
2010/12/10,46.498
2010/12/11,46.693
2010/12/12,46.62
2010/12/13,46.577
2010/12/14,46.813
2010/12/15,46.818
2010/12/16,46.706
2010/12/17,46.723
2010/12/18,46.77
2010/12/19,46.842
2010/12/20,46.72
2010/12/21,46.861
2010/12/22,46.602
2010/12/23,46.699
2010/12/24,46.695
2010/12/25,46.753
2010/12/26,46.701
2010/12/27,46.791
2010/12/28,46.758
2010/12/29,46.808
2010/12/30,46.901
2010/12/31,46.857
2011/01/01,46.915
2011/01/02,46.859
2011/01/03,46.708
2011/01/04,46.76
2011/01/05,46.822
2011/01/06,46.714
2011/01/07,46.961
2011/01/08,46.841
2011/01/09,46.946
2011/01/10,46.861
2011/01/11,46.987
2011/01/12,46.913
2011/01/13,46.97
2011/01/14,47.058
2011/01/15,46.962
2011/01/16,47.046
2011/01/17,46.994
2011/01/18,46.736
2011/01/19,46.864
2011/01/20,47.02
2011/01/21,46.999
2011/01/22,47.224
2011/01/23,47.199
2011/01/24,47.302
2011/01/25,47.091
2011/01/26,47.142
2011/01/27,46.957
2011/01/28,47.009
2011/01/29,47.106
2011/01/30,47.045
2011/01/31,47.381
2011/02/01,47.441
2011/02/02,47.8
2011/02/03,47.871
2011/02/04,48.205
2011/02/05,48.17
2011/02/06,48.412
2011/02/07,48.59
2011/02/08,47.859
2011/02/09,48.476
2011/02/10,48.358
2011/02/11,48.347
2011/02/12,48.438
2011/02/13,48.451
2011/02/14,48.421
2011/02/15,48.671
2011/02/16,48.548
2011/02/17,48.259
2011/02/18,47.591
2011/02/19,47.201
2011/02/20,47.561
2011/02/21,47.328
2011/02/22,47.407
2011/02/23,47.624
2011/02/24,47.454
2011/02/25,47.586
2011/02/26,47.758
2011/02/27,47.028
2011/02/28,46.714
2011/03/01,46.825
2011/03/02,47.092
2011/03/03,47.102
2011/03/04,47.078
2011/03/05,47.126
2011/03/06,46.944
2011/03/07,46.743
2011/03/08,46.894
2011/03/09,46.747
2011/03/10,46.508
2011/03/11,46.717
2011/03/12,46.757
2011/03/13,46.596
2011/03/14,46.699
2011/03/15,46.728
2011/03/16,46.688
2011/03/17,46.723
2011/03/18,46.524
2011/03/19,46.596
2011/03/20,46.654
2011/03/21,46.602
2011/03/22,46.509
2011/03/23,46.826
2011/03/24,46.67
2011/03/25,47.031
2011/03/26,46.78
2011/03/27,46.796
2011/03/28,46.931
2011/03/29,46.799
2011/03/30,46.816
2011/03/31,46.893
2011/04/01,46.749
2011/04/02,46.807
2011/04/03,46.826
2011/04/04,46.724
2011/04/05,46.719
2011/04/06,46.516
2011/04/07,46.601
2011/04/08,46.703
2011/04/09,46.585
2011/04/10,46.685
2011/04/11,46.66
2011/04/12,46.72
2011/04/13,46.864
2011/04/14,46.855
2011/04/15,46.885
2011/04/16,47.148
2011/04/17,47.181
2011/04/18,46.978
2011/04/19,47.206
2011/04/20,47.02
2011/04/21,47.029
2011/04/22,47.428
2011/04/23,47.609
2011/04/24,47.728
2011/04/25,47.887
2011/04/26,47.744
2011/04/27,47.896
2011/04/28,48.302
2011/04/29,49.087
2011/04/30,49.188
2011/05/01,49.133
2011/05/02,49.186
2011/05/03,49.251
2011/05/04,49.481
2011/05/05,49.509
2011/05/06,49.468
2011/05/07,49.457
2011/05/08,50.013
2011/05/09,49.7
2011/05/10,48.788
2011/05/11,50.145
2011/05/12,50.031
2011/05/13,51.871
2011/05/14,51.878
2011/05/15,50.781
2011/05/16,51.867
2011/05/17,51.601
2011/05/18,51.134
2011/05/19,48.326
2011/05/20,48.878
2011/05/21,48.691
2011/05/22,48.877
2011/05/23,49.425
2011/05/24,49.37
2011/05/25,49.652
2011/05/26,49.181
2011/05/27,47.454
2011/05/28,47.926
2011/05/29,48.283
2011/05/30,48.005
2011/05/31,48.13
2011/06/01,48.637
2011/06/02,48.541
2011/06/03,49.324
2011/06/04,50.733
2011/06/05,50.702
2011/06/06,50.138
2011/06/07,49.984
2011/06/08,51.686
2011/06/09,52.49
2011/06/10,51.407
2011/06/11,50.3
2011/06/12,49.184
2011/06/13,49.791
2011/06/14,50.133
2011/06/15,49.254
2011/06/16,47.906
2011/06/17,48.16
2011/06/18,48.248
2011/06/19,48.373
2011/06/20,48.286
2011/06/21,48.385
2011/06/22,48.23
2011/06/23,48.219
2011/06/24,47.602
2011/06/25,47.261
2011/06/26,47.421
2011/06/27,47.535
2011/06/28,47.473
2011/06/29,47.462
2011/06/30,47.506
2011/07/01,47.247
2011/07/02,47.279
2011/07/03,47.31
2011/07/04,47.312
2011/07/05,47.003
2011/07/06,47.223
2011/07/07,47.021
2011/07/08,47.346
2011/07/09,47.048
2011/07/10,47.097
2011/07/11,47.219
2011/07/12,47.096
2011/07/13,47.301
2011/07/14,46.994
2011/07/15,47.197
2011/07/16,47.076
2011/07/17,47.221
2011/07/18,47.164
2011/07/19,46.96
2011/07/20,47.171
2011/07/21,47.075
2011/07/22,47.097
2011/07/23,47.062
2011/07/24,47.156
2011/07/25,47.129
2011/07/26,47.204
2011/07/27,47.063
2011/07/28,47.01
2011/07/29,47.142
2011/07/30,47.097
2011/07/31,47.161
2011/08/01,46.931
2011/08/02,46.894
2011/08/03,46.751
2011/08/04,46.599
2011/08/05,46.775
2011/08/06,46.495
2011/08/07,46.469
2011/08/08,46.566
2011/08/09,46.687
2011/08/10,46.697
2011/08/11,46.712
2011/08/12,46.684
2011/08/13,46.68
2011/08/14,46.881
2011/08/15,46.787
2011/08/16,47.073
2011/08/17,46.905
2011/08/18,46.903
2011/08/19,46.912
2011/08/20,47.121
2011/08/21,47.091
2011/08/22,46.941
2011/08/23,46.873
2011/08/24,46.883
2011/08/25,46.909
2011/08/26,46.747
2011/08/27,46.63
2011/08/28,46.732
2011/08/29,46.881
2011/08/30,46.786
2011/08/31,46.75
2011/09/01,46.652
2011/09/02,46.819
2011/09/03,46.749
2011/09/04,46.737
2011/09/05,46.757
2011/09/06,46.617
2011/09/07,46.503
2011/09/08,46.578
2011/09/09,46.52
2011/09/10,46.272
2011/09/11,46.335
2011/09/12,46.562
2011/09/13,46.518
2011/09/14,46.483
2011/09/15,46.467
2011/09/16,46.285
2011/09/17,46.436
2011/09/18,46.41
2011/09/19,46.379
2011/09/20,46.617
2011/09/21,46.555
2011/09/22,46.512
2011/09/23,46.453
2011/09/24,46.537
2011/09/25,46.489
2011/09/26,46.479
2011/09/27,46.405
2011/09/28,46.513
2011/09/29,46.389
2011/09/30,46.446
2011/10/01,46.663
2011/10/02,46.434
2011/10/03,46.626
2011/10/04,46.418
2011/10/05,46.696
2011/10/06,46.474
2011/10/07,46.579
2011/10/08,46.382
2011/10/09,46.498
2011/10/10,46.459
2011/10/11,46.336
2011/10/12,46.523
2011/10/13,46.499
2011/10/14,46.698
2011/10/15,46.536
2011/10/16,46.496
2011/10/17,46.409
2011/10/18,46.279
2011/10/19,46.277
2011/10/20,46.228
2011/10/21,46.252
2011/10/22,46.336
2011/10/23,46.503
2011/10/24,46.481
2011/10/25,46.351
2011/10/26,46.359
2011/10/27,46.344
2011/10/28,46.512
2011/10/29,46.533
2011/10/30,46.65
2011/10/31,46.734
2011/11/01,46.796
2011/11/02,46.737
2011/11/03,46.601
2011/11/04,46.818
2011/11/05,46.648
2011/11/06,46.648
2011/11/07,46.678
2011/11/08,46.772
2011/11/09,46.708
2011/11/10,46.576
2011/11/11,46.62
2011/11/12,46.836
2011/11/13,46.722
2011/11/14,46.602
2011/11/15,46.523
2011/11/16,46.489
2011/11/17,46.54
2011/11/18,46.45
2011/11/19,46.35
2011/11/20,46.659
2011/11/21,46.404
2011/11/22,46.622
2011/11/23,46.566
2011/11/24,46.547
2011/11/25,46.749
2011/11/26,46.622
2011/11/27,46.618
2011/11/28,46.746
2011/11/29,46.814
2011/11/30,47.138
2011/12/01,47.094
2011/12/02,46.861
2011/12/03,47.147
2011/12/04,46.91
2011/12/05,47.069
2011/12/06,47.153
2011/12/07,46.956
2011/12/08,47.291
2011/12/09,47.086
2011/12/10,47.013
2011/12/11,47.402
2011/12/12,47.111
2011/12/13,47.265
2011/12/14,47.285
2011/12/15,46.978
2011/12/16,47.202
2011/12/17,47.45
2011/12/18,47.186
2011/12/19,47.479
2011/12/20,47.401
2011/12/21,47.668
2011/12/22,47.726
2011/12/23,47.542
2011/12/24,47.76
2011/12/25,48.003
2011/12/26,47.738
2011/12/27,47.49
2011/12/28,47.918
2011/12/29,47.668
2011/12/30,48.165
2011/12/31,47.993
2012/01/01,48.389
2012/01/02,48.48
2012/01/03,48.342
2012/01/04,48.288
2012/01/05,49.211
2012/01/06,49.442
2012/01/07,49.463
2012/01/08,49.245
2012/01/09,49.051
2012/01/10,48.618
2012/01/11,49.168
2012/01/12,48.922
2012/01/13,49.113
2012/01/14,49.025
2012/01/15,48.868
2012/01/16,49.709
2012/01/17,48.628
2012/01/18,48.215
2012/01/19,49.22
2012/01/20,49.122
2012/01/21,48.918
2012/01/22,48.492
2012/01/23,49.062
2012/01/24,48.718
2012/01/25,48.599
2012/01/26,48.527
2012/01/27,48.311
2012/01/28,48.34
2012/01/29,48.716
2012/01/30,48.439
2012/01/31,48.164
2012/02/01,48.551
2012/02/02,49.047
2012/02/03,48.54
2012/02/04,48.695
2012/02/05,48.347
2012/02/06,48.349
2012/02/07,48.276
2012/02/08,48.558
2012/02/09,48.566
2012/02/10,48.314
2012/02/11,48.735
2012/02/12,48.41
2012/02/13,48.012
2012/02/14,48.173
2012/02/15,47.798
2012/02/16,47.686
2012/02/17,47.991
2012/02/18,47.876
2012/02/19,47.607
2012/02/20,47.598
2012/02/21,47.816
2012/02/22,47.99
2012/02/23,48.102
2012/02/24,48.285
2012/02/25,48.13
2012/02/26,47.964
2012/02/27,48.226
2012/02/28,48.31
2012/02/29,48.206
2012/03/01,48.039
2012/03/02,47.768
2012/03/03,47.784
2012/03/04,48.066
2012/03/05,48.135
2012/03/06,47.855
2012/03/07,48.248
2012/03/08,47.988
2012/03/09,48.188
2012/03/10,47.827
2012/03/11,47.916
2012/03/12,48.218
2012/03/13,48.159
2012/03/14,48.059
2012/03/15,48.232
2012/03/16,48.703
2012/03/17,48.469
2012/03/18,48.197
2012/03/19,47.864
2012/03/20,48.216
2012/03/21,47.97
2012/03/22,48.022
2012/03/23,47.81
2012/03/24,48.489
2012/03/25,47.682
2012/03/26,47.934
2012/03/27,48.177
2012/03/28,48.068
2012/03/29,47.837
2012/03/30,48.092
2012/03/31,48.1
2012/04/01,47.791
2012/04/02,47.557
2012/04/03,48.219
2012/04/04,47.998
2012/04/05,47.916
2012/04/06,48.407
2012/04/07,47.921
2012/04/08,48.237
2012/04/09,47.912
2012/04/10,48.179
2012/04/11,47.931
2012/04/12,47.865
2012/04/13,48.145
2012/04/14,48.556
2012/04/15,47.899
2012/04/16,48.894
2012/04/17,48.264
2012/04/18,48.461
2012/04/19,48.795
2012/04/20,48.428
2012/04/21,48.792
2012/04/22,48.398
2012/04/23,48.165
2012/04/24,48.698
2012/04/25,48.346
2012/04/26,48.947
2012/04/27,48.666
2012/04/28,48.718
2012/04/29,49.006
2012/04/30,48.771
2012/05/01,48.522
2012/05/02,48.423
2012/05/03,48.82
2012/05/04,48.74
2012/05/05,49.006
2012/05/06,48.653
2012/05/07,48.809
2012/05/08,48.628
2012/05/09,48.442
2012/05/10,47.668
2012/05/11,48.827
2012/05/12,47.891
2012/05/13,48.428
2012/05/14,48.327
2012/05/15,48.173
2012/05/16,48.504
2012/05/17,48.259
2012/05/18,48.693
2012/05/19,48.6
2012/05/20,48.35
2012/05/21,48.125
2012/05/22,48.335
2012/05/23,48.749
2012/05/24,48.451
2012/05/25,48.873
2012/05/26,49.135
2012/05/27,48.944
2012/05/28,48.753
2012/05/29,48.624
2012/05/30,49.058
2012/05/31,48.721
2012/06/01,49.453
2012/06/02,49.078
2012/06/03,48.777
2012/06/04,49.07
2012/06/05,49.322
2012/06/06,49.028
2012/06/07,49.278
2012/06/08,49.294
2012/06/09,49.684
2012/06/10,49.352
2012/06/11,48.582
2012/06/12,50.039
2012/06/13,49.295
2012/06/14,50.06
2012/06/15,49.889
2012/06/16,50.209
2012/06/17,50.06
2012/06/18,50.595
2012/06/19,48.948
2012/06/20,50.543
2012/06/21,49.889
2012/06/22,50.099
2012/06/23,49.84
2012/06/24,48.928
2012/06/25,49.895
2012/06/26,49.684
2012/06/27,49.944
2012/06/28,49.616
2012/06/29,50.023
2012/06/30,49.639
2012/07/01,50.028
2012/07/02,49.928
2012/07/03,50.179
2012/07/04,49.416
2012/07/05,49.686
2012/07/06,50.025
2012/07/07,50.002
2012/07/08,49.581
2012/07/09,50.056
2012/07/10,50.133
2012/07/11,49.794
2012/07/12,50.889
2012/07/13,50.92
2012/07/14,50.533
2012/07/15,49.98
2012/07/16,51.143
2012/07/17,51.602
2012/07/18,51.014
2012/07/19,50.511
2012/07/20,51.374
2012/07/21,50.821
2012/07/22,51.257
2012/07/23,50.437
2012/07/24,51.073
2012/07/25,50.934
2012/07/26,50.962
2012/07/27,51.593
2012/07/28,50.175
2012/07/29,51.792
2012/07/30,50.372
2012/07/31,49.953
2012/08/01,50.817
2012/08/02,51.767
2012/08/03,51.394
2012/08/04,51.729
2012/08/05,51.188
2012/08/06,51.557
2012/08/07,52.487
2012/08/08,52.002
2012/08/09,51.869
2012/08/10,51.534
2012/08/11,52.106
2012/08/12,51.505
2012/08/13,51.808
2012/08/14,51.581
2012/08/15,52.329
2012/08/16,52.167
2012/08/17,51.602
2012/08/18,51.883
2012/08/19,51.223
2012/08/20,49.318
2012/08/21,49.954
2012/08/22,50.437
2012/08/23,50.31
2012/08/24,49.915
2012/08/25,50.063
2012/08/26,50.592
2012/08/27,49.604
2012/08/28,50.4
2012/08/29,50.395
2012/08/30,49.857
2012/08/31,49.727
2012/09/01,49.821
2012/09/02,50.13
2012/09/03,49.427
2012/09/04,50.499
2012/09/05,50.189
2012/09/06,49.854
2012/09/07,49.633
2012/09/08,49.304
2012/09/09,50.18
2012/09/10,49.606
2012/09/11,49.344
2012/09/12,50.404
2012/09/13,49.267
2012/09/14,50.16
2012/09/15,50.03
2012/09/16,50.459
2012/09/17,50.199
2012/09/18,49.996
2012/09/19,49.779
2012/09/20,50.475
2012/09/21,50.325
2012/09/22,49.379
2012/09/23,50.195
2012/09/24,49.873
2012/09/25,49.239
2012/09/26,50.093
2012/09/27,50.714
2012/09/28,49.693
2012/09/29,50.318
2012/09/30,49.887
2012/10/01,49.339
2012/10/02,50.441
2012/10/03,49.497
2012/10/04,49.903
2012/10/05,49.83
2012/10/06,50.4
2012/10/07,48.932
2012/10/08,50.213
2012/10/09,49.053
2012/10/10,49.506
2012/10/11,49.21
2012/10/12,49.612
2012/10/13,49.602
2012/10/14,48.961
2012/10/15,50.038
2012/10/16,49.413
2012/10/17,49.199
2012/10/18,49.804
2012/10/19,48.726
2012/10/20,50.012
2012/10/21,49.349
2012/10/22,49.48
2012/10/23,48.744
2012/10/24,49.9
2012/10/25,49.196
2012/10/26,49.29
2012/10/27,48.702
2012/10/28,49.06
2012/10/29,48.792
2012/10/30,48.501
2012/10/31,48.942
2012/11/01,48.792
2012/11/02,48.677
2012/11/03,48.744
2012/11/04,48.744
2012/11/05,48.974
2012/11/06,48.511
2012/11/07,49.193
2012/11/08,48.66
2012/11/09,48.983
2012/11/10,48.508
2012/11/11,49.036
2012/11/12,48.532
2012/11/13,49.154
2012/11/14,48.776
2012/11/15,48.802
2012/11/16,49.359
2012/11/17,49.063
2012/11/18,48.947
2012/11/19,49.788
2012/11/20,49.071
2012/11/21,49.397
2012/11/22,49.062
2012/11/23,50.238
2012/11/24,49.247
2012/11/25,49.488
2012/11/26,49.495
2012/11/27,49.325
2012/11/28,48.819
2012/11/29,46.874
2012/11/30,46.726
2012/12/01,47.322
2012/12/02,46.85
2012/12/03,47.049
2012/12/04,46.828
2012/12/05,47.419
2012/12/06,47.389
2012/12/07,47.29
2012/12/08,47.262
2012/12/09,47.19
2012/12/10,47.531
2012/12/11,47.48
2012/12/12,47.184
2012/12/13,47.506
2012/12/14,47.188
2012/12/15,47.73
2012/12/16,47.311
2012/12/17,47.865
2012/12/18,47.422
2012/12/19,47.636
2012/12/20,47.305
2012/12/21,47.74
2012/12/22,48.097
2012/12/23,47.029
2012/12/24,47.86
2012/12/25,47.558
2012/12/26,48.452
2012/12/27,48.072
2012/12/28,48.265
2012/12/29,47.997
2012/12/30,48.572
2012/12/31,47.941
2013/01/01,48.18
2013/01/02,48.16
2013/01/03,48.234
2013/01/04,48.206
2013/01/05,47.911
2013/01/06,48.324
2013/01/07,48.561
2013/01/08,47.55
2013/01/09,48.052
2013/01/10,48.345
2013/01/11,47.811
2013/01/12,48.394
2013/01/13,48.408
2013/01/14,48.548
2013/01/15,47.815
2013/01/16,48.605
2013/01/17,47.982
2013/01/18,48.828
2013/01/19,49.212
2013/01/20,48.586
2013/01/21,48.556
2013/01/22,49.389
2013/01/23,48.949
2013/01/24,50.019
2013/01/25,49.291
2013/01/26,50.199
2013/01/27,49.626
2013/01/28,49.665
2013/01/29,50.304
2013/01/30,50.163
2013/01/31,50.987
2013/02/01,49.793
2013/02/02,50.208
2013/02/03,51.371
2013/02/04,49.972
2013/02/05,50.079
2013/02/06,49.734
2013/02/07,50.475
2013/02/08,50.427
2013/02/09,50.558
2013/02/10,50.987
2013/02/11,50.62
2013/02/12,50.71
2013/02/13,51.766
2013/02/14,50.649
2013/02/15,51.968
2013/02/16,51.62
2013/02/17,51.396
2013/02/18,50.182
2013/02/19,51.027
2013/02/20,52.068
2013/02/21,50.841
2013/02/22,51.495
2013/02/23,51.029
2013/02/24,50.845
2013/02/25,51.916
2013/02/26,51.019
2013/02/27,51.48
2013/02/28,51.302
2013/03/01,51.277
2013/03/02,50.727
2013/03/03,51.089
2013/03/04,51.099
2013/03/05,50.681
2013/03/06,52.083
2013/03/07,52.639
2013/03/08,52.274
2013/03/09,52.837
2013/03/10,52.981
2013/03/11,52.234
2013/03/12,52.845
2013/03/13,52.517
2013/03/14,52.36
2013/03/15,51.58
2013/03/16,51.999
2013/03/17,52.294
2013/03/18,51.779
2013/03/19,52.134
2013/03/20,55.109
2013/03/21,54.799
2013/03/22,55.192
2013/03/23,54.659
2013/03/24,52.13
2013/03/25,51.678
2013/03/26,52.575
2013/03/27,53.045
2013/03/28,55.293
2013/03/29,53.767
2013/03/30,53.953
2013/03/31,54.437
2013/04/01,54.763
2013/04/02,55.757
2013/04/03,56.831
2013/04/04,56.71
2013/04/05,58.121
2013/04/06,56.491
2013/04/07,57.07
2013/04/08,57.897
2013/04/09,61.31
2013/04/10,59.722
2013/04/11,52.832
2013/04/12,51.98
2013/04/13,52.23
2013/04/14,51.293
2013/04/15,51.386
2013/04/16,50.336
2013/04/17,50.413
2013/04/18,50.269
2013/04/19,51.711
2013/04/20,52.44
2013/04/21,52.127
2013/04/22,51.492
2013/04/23,52.541
2013/04/24,52.969
2013/04/25,54.052
2013/04/26,52.574
2013/04/27,51.67
2013/04/28,53.012
2013/04/29,52.453
2013/04/30,51.514
2013/05/01,51.457
2013/05/02,50.411
2013/05/03,50.091
2013/05/04,50.722
2013/05/05,51.336
2013/05/06,50.489
2013/05/07,50.602
2013/05/08,50.378
2013/05/09,50.469
2013/05/10,50.811
2013/05/11,50.975
2013/05/12,50.19
2013/05/13,50.168
2013/05/14,49.622
2013/05/15,49.533
2013/05/16,49.965
2013/05/17,50.236
2013/05/18,50.208
2013/05/19,49.906
2013/05/20,49.638
2013/05/21,50.68
2013/05/22,50.21
2013/05/23,50.839
2013/05/24,50.618
2013/05/25,50.64
2013/05/26,50.3
2013/05/27,50.458
2013/05/28,50.2
2013/05/29,50.333
2013/05/30,50.592
2013/05/31,50.01
2013/06/01,50.924
2013/06/02,49.806
2013/06/03,50.159
2013/06/04,50.078
2013/06/05,48.809
2013/06/06,48.589
2013/06/07,48.482
2013/06/08,48.603
2013/06/09,47.811
2013/06/10,48.086
2013/06/11,48.489
2013/06/12,48.476
2013/06/13,47.97
2013/06/14,48.173
2013/06/15,47.91
2013/06/16,47.918
2013/06/17,46.938
2013/06/18,47.214
2013/06/19,47.757
2013/06/20,47.672
2013/06/21,47.761
2013/06/22,47.485
2013/06/23,47.223
2013/06/24,47.262
2013/06/25,47.322
2013/06/26,47.291
2013/06/27,47.41
2013/06/28,47.073
2013/06/29,46.971
2013/06/30,46.576
2013/07/01,46.662
2013/07/02,46.531
2013/07/03,46.789
2013/07/04,46.33
2013/07/05,46.455
2013/07/06,46.215
2013/07/07,46.126
2013/07/08,46.445
2013/07/09,46.274
2013/07/10,46.635
2013/07/11,46.101
2013/07/12,46.053
2013/07/13,46.638
2013/07/14,46.505
2013/07/15,46.46
2013/07/16,46.454
2013/07/17,46.784
2013/07/18,46.289
2013/07/19,46.448
2013/07/20,46.45
2013/07/21,46.591
2013/07/22,46.035
2013/07/23,45.922
2013/07/24,46.411
2013/07/25,46.139
2013/07/26,46.289
2013/07/27,46.453
2013/07/28,46.127
2013/07/29,46.596
2013/07/30,46.586
2013/07/31,46.487
2013/08/01,46.352
2013/08/02,46.653
2013/08/03,46.136
2013/08/04,46.276
2013/08/05,46.172
2013/08/06,46.32
2013/08/07,46.217
2013/08/08,46.38
2013/08/09,46.047
2013/08/10,46.35
2013/08/11,46.232
2013/08/12,46.178
2013/08/13,46.01
2013/08/14,45.708
2013/08/15,45.792
2013/08/16,45.734
2013/08/17,45.814
2013/08/18,45.8
2013/08/19,45.731
2013/08/20,45.922
2013/08/21,45.897
2013/08/22,46.132
2013/08/23,45.828
2013/08/24,45.742
2013/08/25,45.515
2013/08/26,45.668
2013/08/27,45.684
2013/08/28,45.911
2013/08/29,45.74
2013/08/30,45.88
2013/08/31,46.016
2013/09/01,45.848
2013/09/02,45.892
2013/09/03,45.945
2013/09/04,45.359
2013/09/05,45.51
2013/09/06,45.42
2013/09/07,45.255
2013/09/08,45.488
2013/09/09,45.649
2013/09/10,45.502
2013/09/11,45.625
2013/09/12,45.601
2013/09/13,45.573
2013/09/14,45.634
2013/09/15,45.143
2013/09/16,45.13
2013/09/17,45.479
2013/09/18,45.432
2013/09/19,45.316
2013/09/20,45.347
2013/09/21,45.281
2013/09/22,45.31
2013/09/23,45.282
2013/09/24,45.31
2013/09/25,45.164
2013/09/26,44.883
2013/09/27,45.09
2013/09/28,45.107
2013/09/29,45.026
2013/09/30,45.059
2013/10/01,45.082
2013/10/02,45.051
2013/10/03,44.934
2013/10/04,44.978
2013/10/05,45.192
2013/10/06,44.876
2013/10/07,44.852
2013/10/08,44.899
2013/10/09,44.892
2013/10/10,44.961
2013/10/11,44.914
2013/10/12,45.033
2013/10/13,44.941
2013/10/14,45.038
2013/10/15,45.064
2013/10/16,44.81
2013/10/17,44.72
2013/10/18,44.901
2013/10/19,44.922
2013/10/20,44.872
2013/10/21,44.977
2013/10/22,45.122
2013/10/23,45.148
2013/10/24,45.108
2013/10/25,45.035
2013/10/26,44.649
2013/10/27,44.807
2013/10/28,44.79
2013/10/29,44.834
2013/10/30,44.928
2013/10/31,44.896
2013/11/01,44.933
2013/11/02,44.848
2013/11/03,44.895
2013/11/04,44.969
2013/11/05,44.982
2013/11/06,44.896
2013/11/07,44.899
2013/11/08,45.071
2013/11/09,45.362
2013/11/10,45.176
2013/11/11,45.179
2013/11/12,45.34
2013/11/13,45.25
2013/11/14,45.68
2013/11/15,45.638
2013/11/16,45.672
2013/11/17,45.644
2013/11/18,45.708
2013/11/19,46.16
2013/11/20,45.725
2013/11/21,46.053
2013/11/22,46.57
2013/11/23,46.616
2013/11/24,46.527
2013/11/25,46.571
2013/11/26,46.601
2013/11/27,47.532
2013/11/28,47.475
2013/11/29,47.242
2013/11/30,47.674
2013/12/01,46.944
2013/12/02,46.684
2013/12/03,47.607
2013/12/04,47.177
2013/12/05,47.284
2013/12/06,47.325
2013/12/07,46.418
2013/12/08,46.658
2013/12/09,46.634
2013/12/10,46.883
2013/12/11,46.42
2013/12/12,46.31
2013/12/13,46.487
2013/12/14,46.59
2013/12/15,46.188
2013/12/16,46.4
2013/12/17,46.002
2013/12/18,45.666
2013/12/19,45.936
2013/12/20,45.774
2013/12/21,45.648
2013/12/22,45.625
2013/12/23,45.618
2013/12/24,45.636
2013/12/25,45.606
2013/12/26,45.898
2013/12/27,45.887
2013/12/28,45.669
2013/12/29,45.963
2013/12/30,45.886
2013/12/31,45.958
2014/01/01,46.07
2014/01/02,45.447
2014/01/03,45.929
2014/01/04,45.769
2014/01/05,46.276
2014/01/06,46.176
2014/01/07,46.021
2014/01/08,46.025
2014/01/09,46.155
2014/01/10,45.871
2014/01/11,46.193
2014/01/12,46.232
2014/01/13,45.541
2014/01/14,45.753
2014/01/15,45.913
2014/01/16,45.74
2014/01/17,45.599
2014/01/18,45.92
2014/01/19,45.779
2014/01/20,46.056
2014/01/21,45.755
2014/01/22,46.004
