Date,fee_to_reward3wmaUSD
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,0
2010/11/07,0
2010/11/08,0.006
2010/11/09,0.004
2010/11/10,0.002
2010/11/11,0
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,0.003
2010/11/16,0.002
2010/11/17,0.001
2010/11/18,0
2010/11/19,0.001
2010/11/20,0.009
2010/11/21,0.014
2010/11/22,0.014
2010/11/23,0.013
2010/11/24,0.007
2010/11/25,0.003
2010/11/26,0.003
2010/11/27,0.002
2010/11/28,0.001
2010/11/29,0
2010/11/30,0
2010/12/01,0
2010/12/02,0.001
2010/12/03,0.001
2010/12/04,0
2010/12/05,0
2010/12/06,0.001
2010/12/07,0.001
2010/12/08,0.001
2010/12/09,0.001
2010/12/10,0.001
2010/12/11,0.002
2010/12/12,0.002
2010/12/13,0.004
2010/12/14,0.003
2010/12/15,0.002
2010/12/16,0.001
2010/12/17,0.003
2010/12/18,0.002
2010/12/19,0.002
2010/12/20,0.001
2010/12/21,0.001
2010/12/22,0.002
2010/12/23,0.002
2010/12/24,0.002
2010/12/25,0.001
2010/12/26,0.001
2010/12/27,0.001
2010/12/28,0.002
2010/12/29,0.002
2010/12/30,0.002
2010/12/31,0.001
2011/01/01,0.001
2011/01/02,0.001
2011/01/03,0.006
2011/01/04,0.004
2011/01/05,0.003
2011/01/06,0.001
2011/01/07,0.001
2011/01/08,0.001
2011/01/09,0.001
2011/01/10,0.001
2011/01/11,0.001
2011/01/12,0.002
2011/01/13,0.002
2011/01/14,0.001
2011/01/15,0.001
2011/01/16,0.001
2011/01/17,0.002
2011/01/18,0.001
2011/01/19,0.001
2011/01/20,0.001
2011/01/21,0.001
2011/01/22,0.004
2011/01/23,0.005
2011/01/24,0.004
2011/01/25,0.003
2011/01/26,0.002
2011/01/27,0.005
2011/01/28,0.004
2011/01/29,0.005
2011/01/30,0.021
2011/01/31,0.019
2011/02/01,0.016
2011/02/02,0.006
2011/02/03,0.003
2011/02/04,0.002
2011/02/05,0.002
2011/02/06,0.002
2011/02/07,0.003
2011/02/08,0.003
2011/02/09,0.002
2011/02/10,0.006
2011/02/11,0.006
2011/02/12,0.008
2011/02/13,0.005
2011/02/14,0.018
2011/02/15,0.012
2011/02/16,0.009
2011/02/17,0.003
2011/02/18,0.004
2011/02/19,0.006
2011/02/20,0.005
2011/02/21,0.004
2011/02/22,0.003
2011/02/23,0.003
2011/02/24,0.002
2011/02/25,0.003
2011/02/26,0.004
2011/02/27,0.007
2011/02/28,0.008
2011/03/01,0.008
2011/03/02,0.006
2011/03/03,0.043
2011/03/04,0.031
2011/03/05,0.026
2011/03/06,0.03
2011/03/07,0.05
2011/03/08,0.051
2011/03/09,0.048
2011/03/10,0.044
2011/03/11,0.076
2011/03/12,0.055
2011/03/13,0.042
2011/03/14,0.031
2011/03/15,0.033
2011/03/16,0.031
2011/03/17,0.025
2011/03/18,0.023
2011/03/19,0.022
2011/03/20,0.03
2011/03/21,0.076
2011/03/22,0.14
2011/03/23,0.201
2011/03/24,0.169
2011/03/25,0.111
2011/03/26,0.076
2011/03/27,0.081
2011/03/28,0.07
2011/03/29,0.056
2011/03/30,0.053
2011/03/31,0.048
2011/04/01,0.046
2011/04/02,0.039
2011/04/03,0.045
2011/04/04,0.058
2011/04/05,0.062
2011/04/06,0.067
2011/04/07,0.056
2011/04/08,0.054
2011/04/09,0.055
2011/04/10,0.063
2011/04/11,0.062
2011/04/12,0.062
2011/04/13,0.053
2011/04/14,0.119
2011/04/15,0.09
2011/04/16,0.067
2011/04/17,0.035
2011/04/18,0.04
2011/04/19,0.058
2011/04/20,0.085
2011/04/21,0.072
2011/04/22,0.067
2011/04/23,0.063
2011/04/24,0.077
2011/04/25,0.089
2011/04/26,0.075
2011/04/27,0.087
2011/04/28,0.087
2011/04/29,0.085
2011/04/30,0.097
2011/05/01,0.117
2011/05/02,0.089
2011/05/03,0.066
2011/05/04,0.061
2011/05/05,0.078
2011/05/06,0.08
2011/05/07,0.073
2011/05/08,0.071
2011/05/09,0.084
2011/05/10,0.092
2011/05/11,0.092
2011/05/12,0.091
2011/05/13,0.104
2011/05/14,0.117
2011/05/15,0.134
2011/05/16,0.132
2011/05/17,0.123
2011/05/18,0.131
2011/05/19,0.165
2011/05/20,0.172
2011/05/21,0.188
2011/05/22,0.173
2011/05/23,0.151
2011/05/24,0.144
2011/05/25,0.143
2011/05/26,0.147
2011/05/27,0.159
2011/05/28,0.175
2011/05/29,0.17
2011/05/30,0.209
2011/05/31,0.246
2011/06/01,0.264
2011/06/02,0.261
2011/06/03,0.262
2011/06/04,0.278
2011/06/05,0.259
2011/06/06,0.255
2011/06/07,0.298
2011/06/08,0.401
2011/06/09,0.418
2011/06/10,0.388
2011/06/11,0.326
2011/06/12,0.347
2011/06/13,0.34
2011/06/14,0.322
2011/06/15,0.3
2011/06/16,0.326
2011/06/17,0.337
2011/06/18,0.318
2011/06/19,0.272
2011/06/20,0.216
2011/06/21,0.171
2011/06/22,0.147
2011/06/23,0.133
2011/06/24,0.142
2011/06/25,0.238
2011/06/26,0.308
2011/06/27,0.328
2011/06/28,0.289
2011/06/29,0.255
2011/06/30,0.215
2011/07/01,0.212
2011/07/02,0.193
2011/07/03,0.178
2011/07/04,0.18
2011/07/05,0.228
2011/07/06,0.233
2011/07/07,0.227
2011/07/08,0.19
2011/07/09,0.179
2011/07/10,0.179
2011/07/11,0.187
2011/07/12,0.187
2011/07/13,0.173
2011/07/14,0.178
2011/07/15,0.192
2011/07/16,0.172
2011/07/17,0.155
2011/07/18,0.15
2011/07/19,0.182
2011/07/20,0.169
2011/07/21,0.144
2011/07/22,0.155
2011/07/23,0.135
2011/07/24,0.129
2011/07/25,0.134
2011/07/26,0.116
2011/07/27,0.107
2011/07/28,0.099
2011/07/29,0.095
2011/07/30,0.085
2011/07/31,0.08
2011/08/01,0.087
2011/08/02,0.094
2011/08/03,0.102
2011/08/04,0.113
2011/08/05,0.105
2011/08/06,0.252
2011/08/07,0.202
2011/08/08,0.161
2011/08/09,0.138
2011/08/10,0.146
2011/08/11,0.128
2011/08/12,0.106
2011/08/13,0.103
2011/08/14,0.131
2011/08/15,0.148
2011/08/16,0.146
2011/08/17,0.122
2011/08/18,0.098
2011/08/19,0.105
2011/08/20,0.091
2011/08/21,0.081
2011/08/22,0.082
2011/08/23,0.088
2011/08/24,0.112
2011/08/25,0.105
2011/08/26,0.085
2011/08/27,0.079
2011/08/28,0.079
2011/08/29,0.08
2011/08/30,0.108
2011/08/31,0.098
2011/09/01,0.093
2011/09/02,0.087
2011/09/03,0.072
2011/09/04,0.108
2011/09/05,0.106
2011/09/06,0.1
2011/09/07,0.106
2011/09/08,0.092
2011/09/09,0.096
2011/09/10,0.087
2011/09/11,0.086
2011/09/12,0.083
2011/09/13,0.071
2011/09/14,0.06
2011/09/15,0.076
2011/09/16,0.083
2011/09/17,0.084
2011/09/18,0.075
2011/09/19,0.084
2011/09/20,0.091
2011/09/21,0.084
2011/09/22,0.066
2011/09/23,0.062
2011/09/24,0.084
2011/09/25,0.071
2011/09/26,0.057
2011/09/27,0.059
2011/09/28,0.062
2011/09/29,0.06
2011/09/30,0.059
2011/10/01,0.056
2011/10/02,0.054
2011/10/03,0.09
2011/10/04,0.085
2011/10/05,0.072
2011/10/06,0.094
2011/10/07,0.084
2011/10/08,0.071
2011/10/09,0.053
2011/10/10,0.053
2011/10/11,0.084
2011/10/12,0.087
2011/10/13,0.089
2011/10/14,0.067
2011/10/15,0.057
2011/10/16,0.053
2011/10/17,0.064
2011/10/18,0.059
2011/10/19,0.054
2011/10/20,0.079
2011/10/21,0.067
2011/10/22,0.062
2011/10/23,0.056
2011/10/24,0.057
2011/10/25,0.05
2011/10/26,0.051
2011/10/27,0.053
2011/10/28,0.057
2011/10/29,0.06
2011/10/30,0.061
2011/10/31,0.055
2011/11/01,0.06
2011/11/02,0.052
2011/11/03,0.05
2011/11/04,0.045
2011/11/05,0.048
2011/11/06,0.041
2011/11/07,0.047
2011/11/08,0.052
2011/11/09,0.049
2011/11/10,0.048
2011/11/11,0.041
2011/11/12,0.038
2011/11/13,0.038
2011/11/14,0.039
2011/11/15,0.038
2011/11/16,0.047
2011/11/17,0.046
2011/11/18,0.049
2011/11/19,0.05
2011/11/20,0.054
2011/11/21,0.052
2011/11/22,0.047
2011/11/23,0.049
2011/11/24,0.061
2011/11/25,0.066
2011/11/26,0.058
2011/11/27,0.05
2011/11/28,0.048
2011/11/29,0.056
2011/11/30,0.053
2011/12/01,0.052
2011/12/02,0.057
2011/12/03,0.061
2011/12/04,0.053
2011/12/05,0.044
2011/12/06,0.046
2011/12/07,0.052
2011/12/08,0.045
2011/12/09,0.042
2011/12/10,0.04
2011/12/11,1.469
2011/12/12,2.366
2011/12/13,1.443
2011/12/14,0.511
2011/12/15,0.099
2011/12/16,0.08
2011/12/17,0.064
2011/12/18,0.047
2011/12/19,0.05
2011/12/20,0.07
2011/12/21,0.068
2011/12/22,0.059
2011/12/23,0.045
2011/12/24,0.037
2011/12/25,0.034
2011/12/26,0.036
2011/12/27,0.04
2011/12/28,0.041
2011/12/29,0.052
2011/12/30,0.052
2011/12/31,0.053
2012/01/01,0.05
2012/01/02,0.063
2012/01/03,0.068
2012/01/04,0.133
2012/01/05,0.116
2012/01/06,0.098
2012/01/07,0.064
2012/01/08,0.053
2012/01/09,0.064
2012/01/10,0.07
2012/01/11,0.075
2012/01/12,0.308
2012/01/13,0.264
2012/01/14,0.225
2012/01/15,0.18
2012/01/16,0.322
2012/01/17,0.234
2012/01/18,0.195
2012/01/19,0.261
2012/01/20,0.327
2012/01/21,0.208
2012/01/22,0.101
2012/01/23,0.055
2012/01/24,0.099
2012/01/25,0.11
2012/01/26,0.125
2012/01/27,0.228
2012/01/28,0.197
2012/01/29,1.418
2012/01/30,1.075
2012/01/31,0.605
2012/02/01,0.125
2012/02/02,0.114
2012/02/03,0.106
2012/02/04,0.111
2012/02/05,0.083
2012/02/06,0.069
2012/02/07,0.08
2012/02/08,0.079
2012/02/09,0.093
2012/02/10,0.077
2012/02/11,0.064
2012/02/12,0.053
2012/02/13,0.065
2012/02/14,0.148
2012/02/15,0.135
2012/02/16,0.142
2012/02/17,0.089
2012/02/18,0.061
2012/02/19,0.039
2012/02/20,0.048
2012/02/21,0.053
2012/02/22,0.05
2012/02/23,0.054
2012/02/24,0.058
2012/02/25,0.05
2012/02/26,0.046
2012/02/27,0.06
2012/02/28,0.057
2012/02/29,0.048
2012/03/01,0.067
2012/03/02,0.071
2012/03/03,0.06
2012/03/04,0.062
2012/03/05,0.068
2012/03/06,0.072
2012/03/07,0.063
2012/03/08,0.057
2012/03/09,0.052
2012/03/10,0.053
2012/03/11,0.049
2012/03/12,0.047
2012/03/13,0.095
2012/03/14,0.094
2012/03/15,0.08
2012/03/16,0.092
2012/03/17,0.071
2012/03/18,0.055
2012/03/19,0.051
2012/03/20,0.058
2012/03/21,0.052
2012/03/22,0.047
2012/03/23,0.056
2012/03/24,0.113
2012/03/25,0.112
2012/03/26,0.081
2012/03/27,0.059
2012/03/28,0.06
2012/03/29,0.064
2012/03/30,0.062
2012/03/31,0.058
2012/04/01,0.056
2012/04/02,0.064
2012/04/03,0.073
2012/04/04,0.075
2012/04/05,0.08
2012/04/06,0.077
2012/04/07,0.068
2012/04/08,0.058
2012/04/09,0.054
2012/04/10,0.075
2012/04/11,0.079
2012/04/12,0.091
2012/04/13,0.08
2012/04/14,0.084
2012/04/15,0.076
2012/04/16,0.079
2012/04/17,0.089
2012/04/18,0.096
2012/04/19,0.087
2012/04/20,0.089
2012/04/21,0.077
2012/04/22,0.073
2012/04/23,0.067
2012/04/24,0.082
2012/04/25,0.087
2012/04/26,0.127
2012/04/27,0.121
2012/04/28,0.108
2012/04/29,0.071
2012/04/30,0.06
2012/05/01,0.067
2012/05/02,0.083
2012/05/03,0.117
2012/05/04,0.13
2012/05/05,0.116
2012/05/06,0.099
2012/05/07,0.126
2012/05/08,0.139
2012/05/09,0.16
2012/05/10,0.15
2012/05/11,0.161
2012/05/12,0.167
2012/05/13,0.171
2012/05/14,0.286
2012/05/15,0.319
2012/05/16,0.28
2012/05/17,0.226
2012/05/18,0.222
2012/05/19,0.327
2012/05/20,0.327
2012/05/21,0.323
2012/05/22,0.263
2012/05/23,0.273
2012/05/24,0.291
2012/05/25,0.312
2012/05/26,0.268
2012/05/27,0.238
2012/05/28,0.248
2012/05/29,0.264
2012/05/30,0.28
2012/05/31,0.232
2012/06/01,0.217
2012/06/02,0.148
2012/06/03,0.192
2012/06/04,0.285
2012/06/05,0.371
2012/06/06,0.273
2012/06/07,0.272
2012/06/08,0.245
2012/06/09,0.263
2012/06/10,0.281
2012/06/11,0.277
2012/06/12,0.211
2012/06/13,0.344
2012/06/14,0.44
2012/06/15,0.46
2012/06/16,0.4
2012/06/17,0.35
2012/06/18,0.326
2012/06/19,0.332
2012/06/20,0.318
2012/06/21,0.389
2012/06/22,0.355
2012/06/23,0.286
2012/06/24,0.235
2012/06/25,0.216
2012/06/26,0.23
2012/06/27,0.229
2012/06/28,0.231
2012/06/29,0.196
2012/06/30,0.199
2012/07/01,0.166
2012/07/02,0.202
2012/07/03,0.181
2012/07/04,0.181
2012/07/05,0.174
2012/07/06,0.195
2012/07/07,0.359
2012/07/08,0.283
2012/07/09,0.235
2012/07/10,0.251
2012/07/11,0.283
2012/07/12,0.24
2012/07/13,0.197
2012/07/14,0.185
2012/07/15,0.219
2012/07/16,0.258
2012/07/17,0.254
2012/07/18,0.296
2012/07/19,0.303
2012/07/20,0.41
2012/07/21,0.361
2012/07/22,0.296
2012/07/23,0.28
2012/07/24,0.242
2012/07/25,0.213
2012/07/26,0.204
2012/07/27,0.201
2012/07/28,0.235
2012/07/29,0.234
2012/07/30,0.233
2012/07/31,0.275
2012/08/01,0.296
2012/08/02,0.274
2012/08/03,0.284
2012/08/04,0.248
2012/08/05,0.306
2012/08/06,0.337
2012/08/07,0.297
2012/08/08,0.453
2012/08/09,0.352
2012/08/10,0.459
2012/08/11,0.339
2012/08/12,0.28
2012/08/13,0.27
2012/08/14,0.275
2012/08/15,0.344
2012/08/16,0.364
2012/08/17,0.414
2012/08/18,0.331
2012/08/19,0.275
2012/08/20,0.279
2012/08/21,0.288
2012/08/22,0.294
2012/08/23,0.272
2012/08/24,0.264
2012/08/25,0.302
2012/08/26,0.274
2012/08/27,0.334
2012/08/28,0.338
2012/08/29,0.321
2012/08/30,0.341
2012/08/31,0.392
2012/09/01,0.427
2012/09/02,0.405
2012/09/03,0.413
2012/09/04,0.4
2012/09/05,0.347
2012/09/06,0.311
2012/09/07,0.267
2012/09/08,0.283
2012/09/09,0.281
2012/09/10,0.305
2012/09/11,0.366
2012/09/12,0.328
2012/09/13,0.311
2012/09/14,0.27
2012/09/15,0.237
2012/09/16,0.202
2012/09/17,0.183
2012/09/18,0.223
2012/09/19,0.271
2012/09/20,0.265
2012/09/21,0.304
2012/09/22,0.253
2012/09/23,0.238
2012/09/24,0.294
2012/09/25,0.265
2012/09/26,0.271
2012/09/27,0.228
2012/09/28,0.488
2012/09/29,0.369
2012/09/30,0.255
2012/10/01,0.204
2012/10/02,0.318
2012/10/03,0.32
2012/10/04,1.149
2012/10/05,0.907
2012/10/06,0.609
2012/10/07,0.375
2012/10/08,0.342
2012/10/09,0.354
2012/10/10,0.33
2012/10/11,0.329
2012/10/12,0.299
2012/10/13,0.289
2012/10/14,0.276
2012/10/15,0.266
2012/10/16,0.293
2012/10/17,0.619
2012/10/18,0.475
2012/10/19,0.346
2012/10/20,0.228
2012/10/21,0.269
2012/10/22,0.301
2012/10/23,0.32
2012/10/24,0.293
2012/10/25,0.259
2012/10/26,0.233
2012/10/27,0.185
2012/10/28,0.162
2012/10/29,0.186
2012/10/30,0.265
2012/10/31,0.307
2012/11/01,0.31
2012/11/02,0.341
2012/11/03,0.305
2012/11/04,0.274
2012/11/05,0.287
2012/11/06,0.339
2012/11/07,0.367
2012/11/08,0.352
2012/11/09,0.3
2012/11/10,0.29
2012/11/11,0.262
2012/11/12,0.265
2012/11/13,0.277
2012/11/14,0.304
2012/11/15,0.389
2012/11/16,0.429
2012/11/17,0.407
2012/11/18,0.382
2012/11/19,0.377
2012/11/20,0.381
2012/11/21,0.394
2012/11/22,0.351
2012/11/23,0.332
2012/11/24,0.304
2012/11/25,0.353
2012/11/26,0.352
2012/11/27,0.731
2012/11/28,0.729
2012/11/29,0.744
2012/11/30,0.699
2012/12/01,0.675
2012/12/02,0.544
2012/12/03,0.497
2012/12/04,0.737
2012/12/05,0.86
2012/12/06,0.915
2012/12/07,0.825
2012/12/08,0.774
2012/12/09,0.758
2012/12/10,0.809
2012/12/11,0.849
2012/12/12,0.871
2012/12/13,1.119
2012/12/14,1.201
2012/12/15,1.045
2012/12/16,0.976
2012/12/17,0.964
2012/12/18,1.128
2012/12/19,1.076
2012/12/20,1.121
2012/12/21,1.133
2012/12/22,1.113
2012/12/23,1.059
2012/12/24,0.941
2012/12/25,0.827
2012/12/26,0.769
2012/12/27,0.848
2012/12/28,0.88
2012/12/29,0.864
2012/12/30,0.842
2012/12/31,0.727
2013/01/01,0.659
2013/01/02,0.729
2013/01/03,0.845
2013/01/04,0.947
2013/01/05,0.93
2013/01/06,0.94
2013/01/07,0.892
2013/01/08,0.928
2013/01/09,0.966
2013/01/10,2.504
2013/01/11,2.224
2013/01/12,1.744
2013/01/13,1.22
2013/01/14,1.03
2013/01/15,1.039
2013/01/16,1.137
2013/01/17,1.274
2013/01/18,1.273
2013/01/19,1.449
2013/01/20,1.252
2013/01/21,1.053
2013/01/22,0.923
2013/01/23,1.151
2013/01/24,1.177
2013/01/25,1.205
2013/01/26,1.195
2013/01/27,1.231
2013/01/28,1.202
2013/01/29,1.219
2013/01/30,1.062
2013/01/31,1.002
2013/02/01,1.183
2013/02/02,1.583
2013/02/03,1.423
2013/02/04,1.234
2013/02/05,1.054
2013/02/06,0.958
2013/02/07,1.085
2013/02/08,1.208
2013/02/09,1.264
2013/02/10,1.189
2013/02/11,1.188
2013/02/12,1.28
2013/02/13,1.312
2013/02/14,1.234
2013/02/15,1.231
2013/02/16,1.147
2013/02/17,1.062
2013/02/18,1.064
2013/02/19,1.114
2013/02/20,1.085
2013/02/21,1.116
2013/02/22,1.178
2013/02/23,1.189
2013/02/24,1.167
2013/02/25,1.222
2013/02/26,1.3
2013/02/27,1.228
2013/02/28,1.314
2013/03/01,1.544
2013/03/02,1.523
2013/03/03,1.313
2013/03/04,1.213
2013/03/05,1.323
2013/03/06,2.645
2013/03/07,2.308
2013/03/08,1.749
2013/03/09,1.258
2013/03/10,1.267
2013/03/11,1.249
2013/03/12,1.594
2013/03/13,1.513
2013/03/14,1.349
2013/03/15,1.357
2013/03/16,1.051
2013/03/17,0.791
2013/03/18,0.719
2013/03/19,0.968
2013/03/20,0.885
2013/03/21,0.897
2013/03/22,1.012
2013/03/23,1.027
2013/03/24,0.945
2013/03/25,1.056
2013/03/26,1.145
2013/03/27,1.502
2013/03/28,1.461
2013/03/29,1.432
2013/03/30,1.413
2013/03/31,1.257
2013/04/01,1.037
2013/04/02,1.138
2013/04/03,1.389
2013/04/04,1.729
2013/04/05,1.631
2013/04/06,1.276
2013/04/07,1.206
2013/04/08,1.183
2013/04/09,1.166
2013/04/10,1.237
2013/04/11,1.413
2013/04/12,1.39
2013/04/13,1.17
2013/04/14,1.225
2013/04/15,1.512
2013/04/16,1.407
2013/04/17,1.624
2013/04/18,1.393
2013/04/19,1.492
2013/04/20,1.318
2013/04/21,1.035
2013/04/22,1.049
2013/04/23,1.246
2013/04/24,1.443
2013/04/25,1.444
2013/04/26,1.19
2013/04/27,1.074
2013/04/28,0.878
2013/04/29,0.944
2013/04/30,1.08
2013/05/01,1.117
2013/05/02,1.335
2013/05/03,1.352
2013/05/04,1.266
2013/05/05,1.039
2013/05/06,1.116
2013/05/07,1.12
2013/05/08,1.203
2013/05/09,1.393
2013/05/10,1.475
2013/05/11,1.427
2013/05/12,1.359
2013/05/13,1.333
2013/05/14,1.402
2013/05/15,1.558
2013/05/16,1.835
2013/05/17,1.647
2013/05/18,1.323
2013/05/19,1.177
2013/05/20,1.242
2013/05/21,1.254
2013/05/22,1.262
2013/05/23,1.268
2013/05/24,1.207
2013/05/25,1.161
2013/05/26,0.953
2013/05/27,0.998
2013/05/28,1.182
2013/05/29,1.256
2013/05/30,1.165
2013/05/31,1.067
2013/06/01,0.902
2013/06/02,0.916
2013/06/03,1.003
2013/06/04,1.034
2013/06/05,1.167
2013/06/06,1.053
2013/06/07,1.001
2013/06/08,0.979
2013/06/09,0.949
2013/06/10,0.864
2013/06/11,0.939
2013/06/12,0.9
2013/06/13,0.891
2013/06/14,0.833
2013/06/15,0.794
2013/06/16,0.725
2013/06/17,0.857
2013/06/18,0.984
2013/06/19,1.071
2013/06/20,1.436
2013/06/21,1.286
2013/06/22,1.263
2013/06/23,0.984
2013/06/24,0.992
2013/06/25,0.907
2013/06/26,0.919
2013/06/27,0.817
2013/06/28,0.963
2013/06/29,0.787
2013/06/30,0.76
2013/07/01,0.656
2013/07/02,0.794
2013/07/03,0.717
2013/07/04,0.641
2013/07/05,0.639
2013/07/06,0.645
2013/07/07,0.527
2013/07/08,0.58
2013/07/09,0.668
2013/07/10,0.634
2013/07/11,0.71
2013/07/12,0.758
2013/07/13,0.826
2013/07/14,0.683
2013/07/15,0.592
2013/07/16,0.706
2013/07/17,0.746
2013/07/18,0.851
2013/07/19,0.677
2013/07/20,0.566
2013/07/21,0.494
2013/07/22,0.643
2013/07/23,0.65
2013/07/24,0.78
2013/07/25,0.858
2013/07/26,0.703
2013/07/27,0.673
2013/07/28,0.602
2013/07/29,0.648
2013/07/30,0.703
2013/07/31,0.883
2013/08/01,0.901
2013/08/02,0.762
2013/08/03,0.656
2013/08/04,0.659
2013/08/05,0.631
2013/08/06,0.749
2013/08/07,0.727
2013/08/08,0.847
2013/08/09,0.878
2013/08/10,0.739
2013/08/11,0.641
2013/08/12,0.531
2013/08/13,0.582
2013/08/14,0.817
2013/08/15,1.192
2013/08/16,1.219
2013/08/17,0.918
2013/08/18,0.858
2013/08/19,0.96
2013/08/20,0.879
2013/08/21,0.747
2013/08/22,0.695
2013/08/23,0.692
2013/08/24,0.651
2013/08/25,0.715
2013/08/26,0.855
2013/08/27,0.927
2013/08/28,3.251
2013/08/29,2.292
2013/08/30,1.542
2013/08/31,0.659
2013/09/01,0.554
2013/09/02,0.683
2013/09/03,0.689
2013/09/04,0.691
2013/09/05,0.691
2013/09/06,0.713
2013/09/07,0.698
2013/09/08,0.677
2013/09/09,0.634
2013/09/10,0.577
2013/09/11,0.503
2013/09/12,0.524
2013/09/13,0.47
2013/09/14,0.418
2013/09/15,0.497
2013/09/16,0.796
2013/09/17,3.632
2013/09/18,3.568
2013/09/19,2.858
2013/09/20,1.328
2013/09/21,0.779
2013/09/22,0.537
2013/09/23,0.641
2013/09/24,0.624
2013/09/25,0.618
2013/09/26,0.632
2013/09/27,1.238
2013/09/28,1.016
2013/09/29,0.805
2013/09/30,0.615
2013/10/01,0.728
2013/10/02,0.799
2013/10/03,0.782
2013/10/04,0.658
2013/10/05,0.543
2013/10/06,0.479
2013/10/07,0.647
2013/10/08,0.566
2013/10/09,0.619
2013/10/10,0.619
2013/10/11,0.574
2013/10/12,0.571
2013/10/13,0.56
2013/10/14,0.55
2013/10/15,0.566
2013/10/16,0.733
2013/10/17,0.832
2013/10/18,0.837
2013/10/19,0.735
2013/10/20,0.635
2013/10/21,0.654
2013/10/22,0.672
2013/10/23,0.757
2013/10/24,0.857
2013/10/25,0.883
2013/10/26,0.832
2013/10/27,1.042
2013/10/28,0.91
2013/10/29,0.878
2013/10/30,0.708
2013/10/31,0.629
2013/11/01,0.626
2013/11/02,0.552
2013/11/03,0.692
2013/11/04,0.889
2013/11/05,1.033
2013/11/06,2.266
2013/11/07,3.06
2013/11/08,3.277
2013/11/09,2.356
2013/11/10,1.547
2013/11/11,1.263
2013/11/12,0.84
2013/11/13,0.642
2013/11/14,0.509
2013/11/15,0.468
2013/11/16,0.37
2013/11/17,0.351
2013/11/18,0.519
2013/11/19,0.683
2013/11/20,0.683
2013/11/21,0.687
2013/11/22,0.607
2013/11/23,0.544
2013/11/24,0.463
2013/11/25,0.447
2013/11/26,0.536
2013/11/27,0.636
2013/11/28,0.677
2013/11/29,0.642
2013/11/30,0.542
2013/12/01,0.446
2013/12/02,0.47
2013/12/03,0.445
2013/12/04,0.467
2013/12/05,0.494
2013/12/06,0.442
2013/12/07,0.594
2013/12/08,0.434
2013/12/09,0.399
2013/12/10,0.35
2013/12/11,0.397
2013/12/12,0.377
2013/12/13,0.361
2013/12/14,0.3
2013/12/15,0.272
2013/12/16,0.285
2013/12/17,0.297
2013/12/18,0.339
2013/12/19,0.321
2013/12/20,0.342
2013/12/21,0.325
2013/12/22,0.299
2013/12/23,0.284
2013/12/24,0.283
2013/12/25,0.295
2013/12/26,0.298
2013/12/27,0.283
2013/12/28,0.294
2013/12/29,0.321
2013/12/30,0.303
2013/12/31,0.268
2014/01/01,0.217
2014/01/02,0.307
2014/01/03,0.339
2014/01/04,0.357
2014/01/05,0.318
2014/01/06,0.471
2014/01/07,0.434
2014/01/08,0.369
2014/01/09,0.28
2014/01/10,0.266
2014/01/11,0.248
2014/01/12,0.237
2014/01/13,0.257
2014/01/14,0.331
2014/01/15,0.363
2014/01/16,0.331
2014/01/17,0.349
2014/01/18,0.323
2014/01/19,0.297
