Date,mediantransactionvalue90smaUSD
2010/11/07,12.417
2010/11/08,12.735
2010/11/09,12.832
2010/11/10,13.043
2010/11/11,13.217
2010/11/12,13.489
2010/11/13,13.609
2010/11/14,13.638
2010/11/15,13.68
2010/11/16,13.778
2010/11/17,13.948
2010/11/18,13.912
2010/11/19,13.875
2010/11/20,13.839
2010/11/21,13.803
2010/11/22,13.932
2010/11/23,14.058
2010/11/24,14.055
2010/11/25,14.02
2010/11/26,14.028
2010/11/27,14.051
2010/11/28,14.095
2010/11/29,14.097
2010/11/30,14.114
2010/12/01,14.123
2010/12/02,14.096
2010/12/03,14.059
2010/12/04,14.047
2010/12/05,14.028
2010/12/06,14.001
2010/12/07,14.023
2010/12/08,14.001
2010/12/09,14.069
2010/12/10,14.124
2010/12/11,14.176
2010/12/12,14.195
2010/12/13,14.283
2010/12/14,14.669
2010/12/15,15.307
2010/12/16,15.748
2010/12/17,15.85
2010/12/18,16.067
2010/12/19,16.096
2010/12/20,16.153
2010/12/21,16.291
2010/12/22,16.398
2010/12/23,16.523
2010/12/24,16.653
2010/12/25,17.359
2010/12/26,17.8
2010/12/27,17.917
2010/12/28,17.939
2010/12/29,18.085
2010/12/30,18.24
2010/12/31,18.381
2011/01/01,18.479
2011/01/02,18.45
2011/01/03,18.286
2011/01/04,18.254
2011/01/05,18.114
2011/01/06,17.99
2011/01/07,17.903
2011/01/08,17.806
2011/01/09,17.754
2011/01/10,17.712
2011/01/11,17.678
2011/01/12,16.649
2011/01/13,15.984
2011/01/14,14.674
2011/01/15,14.574
2011/01/16,14.527
2011/01/17,14.662
2011/01/18,14.655
2011/01/19,14.693
2011/01/20,14.746
2011/01/21,14.758
2011/01/22,14.754
2011/01/23,13.976
2011/01/24,12.948
2011/01/25,11.983
2011/01/26,11.101
2011/01/27,11.164
2011/01/28,11.054
2011/01/29,11.002
2011/01/30,12.195
2011/01/31,11.883
2011/02/01,12.099
2011/02/02,12.077
2011/02/03,12.333
2011/02/04,12.523
2011/02/05,12.74
2011/02/06,12.839
2011/02/07,13.16
2011/02/08,13.356
2011/02/09,13.636
2011/02/10,13.885
2011/02/11,14.637
2011/02/12,15.131
2011/02/13,15.528
2011/02/14,15.693
2011/02/15,15.729
2011/02/16,15.919
2011/02/17,16.169
2011/02/18,16.347
2011/02/19,16.795
2011/02/20,17.091
2011/02/21,17.369
2011/02/22,17.819
2011/02/23,18.252
2011/02/24,18.681
2011/02/25,19.125
2011/02/26,19.598
2011/02/27,19.79
2011/02/28,19.961
2011/03/01,20.054
2011/03/02,20.111
2011/03/03,20.23
2011/03/04,20.34
2011/03/05,20.721
2011/03/06,21.129
2011/03/07,21.364
2011/03/08,21.567
2011/03/09,21.904
2011/03/10,22.012
2011/03/11,22.123
2011/03/12,22.101
2011/03/13,21.987
2011/03/14,21.577
2011/03/15,20.923
2011/03/16,20.449
2011/03/17,20.314
2011/03/18,20.111
2011/03/19,20.079
2011/03/20,20.1
2011/03/21,19.961
2011/03/22,20.19
2011/03/23,20.263
2011/03/24,20.332
2011/03/25,19.968
2011/03/26,19.687
2011/03/27,19.635
2011/03/28,19.699
2011/03/29,19.613
2011/03/30,19.601
2011/03/31,19.646
2011/04/01,19.671
2011/04/02,19.655
2011/04/03,19.829
2011/04/04,20.121
2011/04/05,20.321
2011/04/06,20.443
2011/04/07,20.537
2011/04/08,20.694
2011/04/09,20.841
2011/04/10,20.936
2011/04/11,21.049
2011/04/12,21.239
2011/04/13,21.364
2011/04/14,21.47
2011/04/15,21.533
2011/04/16,21.72
2011/04/17,21.694
2011/04/18,21.691
2011/04/19,21.942
2011/04/20,22.175
2011/04/21,22.379
2011/04/22,22.592
2011/04/23,22.742
2011/04/24,22.886
2011/04/25,23.022
2011/04/26,23.319
2011/04/27,23.554
2011/04/28,23.733
2011/04/29,24.228
2011/04/30,23.454
2011/05/01,23.55
2011/05/02,23.774
2011/05/03,24.21
2011/05/04,24.954
2011/05/05,25.328
2011/05/06,25.597
2011/05/07,25.732
2011/05/08,25.698
2011/05/09,25.847
2011/05/10,26.311
2011/05/11,26.906
2011/05/12,26.715
2011/05/13,27.008
2011/05/14,27.493
2011/05/15,28.374
2011/05/16,29.382
2011/05/17,30.507
2011/05/18,31.164
2011/05/19,31.811
2011/05/20,33.018
2011/05/21,34.63
2011/05/22,35.617
2011/05/23,36.309
2011/05/24,37.47
2011/05/25,38.58
2011/05/26,39.759
2011/05/27,40.872
2011/05/28,42.327
2011/05/29,43.87
2011/05/30,45.543
2011/05/31,47.061
2011/06/01,48.742
2011/06/02,50.35
2011/06/03,52.422
2011/06/04,55.359
2011/06/05,59.338
2011/06/06,62.648
2011/06/07,66.923
2011/06/08,71.722
2011/06/09,77.535
2011/06/10,83.403
2011/06/11,89.947
2011/06/12,94.088
2011/06/13,99.091
2011/06/14,104.986
2011/06/15,109.84
2011/06/16,115.446
2011/06/17,119.035
2011/06/18,121.232
2011/06/19,125.05
2011/06/20,128.659
2011/06/21,131.426
2011/06/22,134.863
2011/06/23,137.541
2011/06/24,141.32
2011/06/25,143.784
2011/06/26,146.241
2011/06/27,148.081
2011/06/28,150.313
2011/06/29,153.1
2011/06/30,155.844
2011/07/01,157.303
2011/07/02,160.287
2011/07/03,162.214
2011/07/04,164.462
2011/07/05,166.672
2011/07/06,168.365
2011/07/07,170.258
2011/07/08,172.005
2011/07/09,174.138
2011/07/10,176.199
2011/07/11,177.655
2011/07/12,179.406
2011/07/13,181.358
2011/07/14,183.16
2011/07/15,185.31
2011/07/16,186.8
2011/07/17,188.535
2011/07/18,190.749
2011/07/19,192.709
2011/07/20,194.613
2011/07/21,196.492
2011/07/22,198.471
2011/07/23,200.587
2011/07/24,202.571
2011/07/25,204.38
2011/07/26,206.329
2011/07/27,209.26
2011/07/28,212.438
2011/07/29,214.363
2011/07/30,216.995
2011/07/31,218.774
2011/08/01,220.464
2011/08/02,221.32
2011/08/03,222.945
2011/08/04,223.435
2011/08/05,224.448
2011/08/06,225.339
2011/08/07,226.102
2011/08/08,226.705
2011/08/09,226.962
2011/08/10,227.787
2011/08/11,228.341
2011/08/12,228.799
2011/08/13,228.707
2011/08/14,228.823
2011/08/15,228.363
2011/08/16,228.274
2011/08/17,228.734
2011/08/18,228.623
2011/08/19,227.907
2011/08/20,228.073
2011/08/21,228.228
2011/08/22,228.446
2011/08/23,228.594
2011/08/24,228.524
2011/08/25,228.486
2011/08/26,228.441
2011/08/27,228.348
2011/08/28,228.057
2011/08/29,227.445
2011/08/30,226.899
2011/08/31,226.867
2011/09/01,226.007
2011/09/02,224.223
2011/09/03,221.763
2011/09/04,219.255
2011/09/05,216.196
2011/09/06,213.238
2011/09/07,208.434
2011/09/08,203.746
2011/09/09,198.473
2011/09/10,195.268
2011/09/11,191.134
2011/09/12,186.305
2011/09/13,182.636
2011/09/14,178.316
2011/09/15,175.884
2011/09/16,174.682
2011/09/17,172.003
2011/09/18,169.152
2011/09/19,166.938
2011/09/20,163.752
2011/09/21,161.381
2011/09/22,158.363
2011/09/23,157.146
2011/09/24,155.807
2011/09/25,154.776
2011/09/26,153.292
2011/09/27,151.406
2011/09/28,149.288
2011/09/29,148.77
2011/09/30,146.688
2011/10/01,145.529
2011/10/02,144.22
2011/10/03,142.682
2011/10/04,142.062
2011/10/05,141.23
2011/10/06,140.402
2011/10/07,139.41
2011/10/08,138.199
2011/10/09,137.496
2011/10/10,136.363
2011/10/11,134.942
2011/10/12,133.715
2011/10/13,131.973
2011/10/14,131.25
2011/10/15,130.331
2011/10/16,128.614
2011/10/17,127.034
2011/10/18,125.44
2011/10/19,123.797
2011/10/20,122.012
2011/10/21,120.271
2011/10/22,118.682
2011/10/23,117.079
2011/10/24,115.421
2011/10/25,112.796
2011/10/26,109.578
2011/10/27,107.829
2011/10/28,105.518
2011/10/29,103.941
2011/10/30,102.068
2011/10/31,100.675
2011/11/01,98.979
2011/11/02,98.49
2011/11/03,97.518
2011/11/04,96.888
2011/11/05,96.187
2011/11/06,95.291
2011/11/07,94.545
2011/11/08,93.684
2011/11/09,92.83
2011/11/10,91.915
2011/11/11,91.483
2011/11/12,90.842
2011/11/13,90.47
2011/11/14,90.233
2011/11/15,89.479
2011/11/16,88.494
2011/11/17,87.886
2011/11/18,86.773
2011/11/19,85.973
2011/11/20,84.651
2011/11/21,83.49
2011/11/22,82.433
2011/11/23,81.267
2011/11/24,80.093
2011/11/25,78.979
2011/11/26,78.061
2011/11/27,77.554
2011/11/28,76.718
2011/11/29,75.382
2011/11/30,74.281
2011/12/01,73.245
2011/12/02,72.05
2011/12/03,71.593
2011/12/04,70.421
2011/12/05,68.791
2011/12/06,67.867
2011/12/07,67.231
2011/12/08,66.549
2011/12/09,66.277
2011/12/10,66.225
2011/12/11,65.861
2011/12/12,65.385
2011/12/13,64.66
2011/12/14,64.248
2011/12/15,63.878
2011/12/16,63.465
2011/12/17,62.991
2011/12/18,62.785
2011/12/19,63.038
2011/12/20,63.216
2011/12/21,63.033
2011/12/22,62.43
2011/12/23,61.698
2011/12/24,61.401
2011/12/25,61.137
2011/12/26,60.725
2011/12/27,60.548
2011/12/28,60.283
2011/12/29,59.904
2011/12/30,59.59
2011/12/31,59.212
2012/01/01,59.26
2012/01/02,58.764
2012/01/03,58.3
2012/01/04,58.098
2012/01/05,57.855
2012/01/06,58.175
2012/01/07,58.384
2012/01/08,58.714
2012/01/09,59.12
2012/01/10,59.078
2012/01/11,59.168
2012/01/12,59.041
2012/01/13,58.985
2012/01/14,58.937
2012/01/15,58.984
2012/01/16,59.195
2012/01/17,59.595
2012/01/18,60.128
2012/01/19,60.571
2012/01/20,60.848
2012/01/21,61.23
2012/01/22,61.646
2012/01/23,62.093
2012/01/24,62.428
2012/01/25,62.614
2012/01/26,62.756
2012/01/27,62.79
2012/01/28,62.985
2012/01/29,63.142
2012/01/30,63.564
2012/01/31,63.834
2012/02/01,64.131
2012/02/02,64.247
2012/02/03,64.698
2012/02/04,64.894
2012/02/05,65.03
2012/02/06,65.15
2012/02/07,65.317
2012/02/08,65.609
2012/02/09,65.585
2012/02/10,65.313
2012/02/11,65.367
2012/02/12,65.427
2012/02/13,65.513
2012/02/14,65.425
2012/02/15,64.945
2012/02/16,64.712
2012/02/17,65.049
2012/02/18,65.304
2012/02/19,65.354
2012/02/20,65.389
2012/02/21,65.676
2012/02/22,65.984
2012/02/23,66.013
2012/02/24,66.216
2012/02/25,66.612
2012/02/26,66.993
2012/02/27,67.379
2012/02/28,67.721
2012/02/29,67.975
2012/03/01,68.238
2012/03/02,68.474
2012/03/03,68.787
2012/03/04,69.167
2012/03/05,69.613
2012/03/06,69.797
2012/03/07,70.015
2012/03/08,70.161
2012/03/09,70.164
2012/03/10,70.217
2012/03/11,70.212
2012/03/12,70.492
2012/03/13,70.523
2012/03/14,70.794
2012/03/15,70.887
2012/03/16,71.174
2012/03/17,71.216
2012/03/18,71.21
2012/03/19,71.144
2012/03/20,71.204
2012/03/21,71.337
2012/03/22,71.647
2012/03/23,71.776
2012/03/24,71.97
2012/03/25,71.969
2012/03/26,72.024
2012/03/27,71.911
2012/03/28,71.977
2012/03/29,72.065
2012/03/30,72.34
2012/03/31,72.416
2012/04/01,72.526
2012/04/02,72.454
2012/04/03,72.345
2012/04/04,72.125
2012/04/05,71.585
2012/04/06,71.289
2012/04/07,70.882
2012/04/08,70.479
2012/04/09,70.476
2012/04/10,70.1
2012/04/11,70.01
2012/04/12,70.046
2012/04/13,70.253
2012/04/14,70.192
2012/04/15,69.97
2012/04/16,69.918
2012/04/17,69.922
2012/04/18,69.719
2012/04/19,69.619
2012/04/20,69.752
2012/04/21,69.475
2012/04/22,69.096
2012/04/23,68.892
2012/04/24,68.945
2012/04/25,68.639
2012/04/26,68.272
2012/04/27,68.222
2012/04/28,68.103
2012/04/29,67.352
2012/04/30,66.738
2012/05/01,66.08
2012/05/02,65.65
2012/05/03,64.707
2012/05/04,63.967
2012/05/05,63.287
2012/05/06,62.652
2012/05/07,62.032
2012/05/08,61.346
2012/05/09,60.848
2012/05/10,60.558
2012/05/11,60.086
2012/05/12,59.514
2012/05/13,58.985
2012/05/14,58.587
2012/05/15,58.4
2012/05/16,58.234
2012/05/17,57.464
2012/05/18,56.754
2012/05/19,56.191
2012/05/20,55.682
2012/05/21,55
2012/05/22,54.288
2012/05/23,53.785
2012/05/24,53.033
2012/05/25,52.198
2012/05/26,51.412
2012/05/27,50.711
2012/05/28,49.908
2012/05/29,49.202
2012/05/30,48.425
2012/05/31,47.746
2012/06/01,47.039
2012/06/02,46.449
2012/06/03,45.801
2012/06/04,45.091
2012/06/05,44.313
2012/06/06,43.711
2012/06/07,42.942
2012/06/08,42.25
2012/06/09,41.589
2012/06/10,40.707
2012/06/11,39.959
2012/06/12,39.047
2012/06/13,38.26
2012/06/14,37.356
2012/06/15,36.783
2012/06/16,36.129
2012/06/17,35.398
2012/06/18,34.638
2012/06/19,33.825
2012/06/20,33.019
2012/06/21,32.361
2012/06/22,31.593
2012/06/23,30.987
2012/06/24,30.36
2012/06/25,29.7
2012/06/26,28.994
2012/06/27,28.24
2012/06/28,27.285
2012/06/29,26.433
2012/06/30,25.679
2012/07/01,25.062
2012/07/02,24.382
2012/07/03,23.82
2012/07/04,23.234
2012/07/05,22.47
2012/07/06,21.882
2012/07/07,21.337
2012/07/08,20.651
2012/07/09,20.386
2012/07/10,19.783
2012/07/11,19.027
2012/07/12,18.193
2012/07/13,17.698
2012/07/14,17.422
2012/07/15,16.761
2012/07/16,15.902
2012/07/17,15.219
2012/07/18,14.452
2012/07/19,13.378
2012/07/20,12.643
2012/07/21,12.09
2012/07/22,11.516
2012/07/23,10.835
2012/07/24,10.436
2012/07/25,10.213
2012/07/26,9.62
2012/07/27,9.376
2012/07/28,9.197
2012/07/29,9.017
2012/07/30,8.965
2012/07/31,8.881
2012/08/01,8.967
2012/08/02,9.076
2012/08/03,9.678
2012/08/04,9.973
2012/08/05,10.216
2012/08/06,10.36
2012/08/07,10.743
2012/08/08,10.776
2012/08/09,10.947
2012/08/10,11.2
2012/08/11,11.307
2012/08/12,11.38
2012/08/13,11.396
2012/08/14,11.529
2012/08/15,11.607
2012/08/16,12.062
2012/08/17,12.589
2012/08/18,12.991
2012/08/19,13.245
2012/08/20,13.586
2012/08/21,14.004
2012/08/22,14.483
2012/08/23,15.175
2012/08/24,15.617
2012/08/25,15.851
2012/08/26,16.162
2012/08/27,16.374
2012/08/28,16.501
2012/08/29,16.626
2012/08/30,16.71
2012/08/31,16.719
2012/09/01,16.802
2012/09/02,17.002
2012/09/03,17.081
2012/09/04,17.015
2012/09/05,17.094
2012/09/06,17.179
2012/09/07,17.407
2012/09/08,17.86
2012/09/09,18.314
2012/09/10,18.384
2012/09/11,18.452
2012/09/12,18.565
2012/09/13,18.648
2012/09/14,18.731
2012/09/15,18.816
2012/09/16,18.881
2012/09/17,18.991
2012/09/18,19.126
2012/09/19,19.347
2012/09/20,19.56
2012/09/21,19.642
2012/09/22,19.794
2012/09/23,19.877
2012/09/24,19.956
2012/09/25,20.203
2012/09/26,20.262
2012/09/27,20.356
2012/09/28,20.418
2012/09/29,20.539
2012/09/30,20.641
2012/10/01,20.589
2012/10/02,20.691
2012/10/03,20.966
2012/10/04,21.091
2012/10/05,21.126
2012/10/06,21.125
2012/10/07,21.074
2012/10/08,21.075
2012/10/09,21.122
2012/10/10,21.089
2012/10/11,21.06
2012/10/12,20.97
2012/10/13,20.957
2012/10/14,20.927
2012/10/15,21.008
2012/10/16,21.029
2012/10/17,21.164
2012/10/18,21.332
2012/10/19,21.478
2012/10/20,21.544
2012/10/21,21.463
2012/10/22,21.436
2012/10/23,21.379
2012/10/24,21.461
2012/10/25,21.447
2012/10/26,21.843
2012/10/27,22.3
2012/10/28,22.449
2012/10/29,22.416
2012/10/30,22.324
2012/10/31,22.345
2012/11/01,21.94
2012/11/02,21.647
2012/11/03,21.526
2012/11/04,21.449
2012/11/05,21.061
2012/11/06,20.996
2012/11/07,20.91
2012/11/08,20.825
2012/11/09,20.951
2012/11/10,20.924
2012/11/11,21.057
2012/11/12,21.004
2012/11/13,20.997
2012/11/14,20.628
2012/11/15,20.199
2012/11/16,19.884
2012/11/17,19.745
2012/11/18,19.484
2012/11/19,19.136
2012/11/20,18.746
2012/11/21,18.106
2012/11/22,17.764
2012/11/23,17.597
2012/11/24,17.477
2012/11/25,17.322
2012/11/26,17.27
2012/11/27,17.339
2012/11/28,17.391
2012/11/29,17.336
2012/11/30,17.375
2012/12/01,17.301
2012/12/02,17.422
2012/12/03,17.613
2012/12/04,17.68
2012/12/05,17.758
2012/12/06,17.968
2012/12/07,17.698
2012/12/08,17.406
2012/12/09,17.42
2012/12/10,17.538
2012/12/11,17.621
2012/12/12,17.749
2012/12/13,17.81
2012/12/14,17.853
2012/12/15,17.914
2012/12/16,17.86
2012/12/17,17.814
2012/12/18,17.685
2012/12/19,17.558
2012/12/20,17.559
2012/12/21,17.485
2012/12/22,17.478
2012/12/23,17.463
2012/12/24,17.414
2012/12/25,17.47
2012/12/26,17.441
2012/12/27,17.42
2012/12/28,17.353
2012/12/29,17.292
2012/12/30,17.231
2012/12/31,17.103
2013/01/01,16.894
2013/01/02,16.826
2013/01/03,16.908
2013/01/04,16.946
2013/01/05,16.981
2013/01/06,17.078
2013/01/07,17.124
2013/01/08,17.195
2013/01/09,17.282
2013/01/10,17.251
2013/01/11,17.27
2013/01/12,17.274
2013/01/13,17.177
2013/01/14,17.166
2013/01/15,17.087
2013/01/16,16.986
2013/01/17,16.923
2013/01/18,16.987
2013/01/19,17.05
2013/01/20,17.169
2013/01/21,17.27
2013/01/22,17.417
2013/01/23,17.442
2013/01/24,17.165
2013/01/25,16.766
2013/01/26,16.607
2013/01/27,16.549
2013/01/28,16.653
2013/01/29,16.686
2013/01/30,16.75
2013/01/31,16.799
2013/02/01,16.744
2013/02/02,16.788
2013/02/03,16.833
2013/02/04,16.924
2013/02/05,17.115
2013/02/06,17.249
2013/02/07,17.119
2013/02/08,17.237
2013/02/09,17.26
2013/02/10,17.304
2013/02/11,17.406
2013/02/12,17.54
2013/02/13,17.611
2013/02/14,17.757
2013/02/15,17.841
2013/02/16,17.897
2013/02/17,17.974
2013/02/18,18.069
2013/02/19,18.17
2013/02/20,18.229
2013/02/21,18.313
2013/02/22,18.28
2013/02/23,18.348
2013/02/24,18.371
2013/02/25,18.221
2013/02/26,18.232
2013/02/27,18.31
2013/02/28,18.358
2013/03/01,18.431
2013/03/02,18.378
2013/03/03,18.205
2013/03/04,18.196
2013/03/05,18.289
2013/03/06,18.107
2013/03/07,18.179
2013/03/08,18.291
2013/03/09,18.427
2013/03/10,18.451
2013/03/11,18.53
2013/03/12,18.666
2013/03/13,18.821
2013/03/14,18.975
2013/03/15,19.101
2013/03/16,19.472
2013/03/17,19.776
2013/03/18,20.245
2013/03/19,20.775
2013/03/20,21.265
2013/03/21,21.678
2013/03/22,22.139
2013/03/23,22.482
2013/03/24,22.644
2013/03/25,22.981
2013/03/26,23.59
2013/03/27,24.171
2013/03/28,24.709
2013/03/29,25.292
2013/03/30,25.708
2013/03/31,26.123
2013/04/01,26.683
2013/04/02,27.577
2013/04/03,28.497
2013/04/04,29.741
2013/04/05,30.977
2013/04/06,31.783
2013/04/07,32.319
2013/04/08,33.565
2013/04/09,35.483
2013/04/10,39.108
2013/04/11,40.236
2013/04/12,41.177
2013/04/13,41.856
2013/04/14,42.28
2013/04/15,42.878
2013/04/16,43.324
2013/04/17,43.924
2013/04/18,44.725
2013/04/19,45.596
2013/04/20,46.078
2013/04/21,46.657
2013/04/22,47.236
2013/04/23,47.712
2013/04/24,48.291
2013/04/25,49.059
2013/04/26,49.865
2013/04/27,50.627
2013/04/28,51.17
2013/04/29,51.905
2013/04/30,52.366
2013/05/01,53.126
2013/05/02,53.737
2013/05/03,54.306
2013/05/04,54.645
2013/05/05,55.081
2013/05/06,55.453
2013/05/07,55.86
2013/05/08,56.516
2013/05/09,56.944
2013/05/10,57.357
2013/05/11,57.664
2013/05/12,58.016
2013/05/13,58.5
2013/05/14,58.934
2013/05/15,59.34
2013/05/16,59.854
2013/05/17,60.416
2013/05/18,61.101
2013/05/19,61.499
2013/05/20,62.131
2013/05/21,62.912
2013/05/22,63.727
2013/05/23,64.525
2013/05/24,65.427
2013/05/25,66.099
2013/05/26,66.876
2013/05/27,67.483
2013/05/28,68.289
2013/05/29,69.183
2013/05/30,69.977
2013/05/31,70.96
2013/06/01,71.605
2013/06/02,72.267
2013/06/03,72.919
2013/06/04,73.703
2013/06/05,74.33
2013/06/06,74.898
2013/06/07,75.711
2013/06/08,76.336
2013/06/09,76.844
2013/06/10,77.361
2013/06/11,77.929
2013/06/12,78.588
2013/06/13,79.484
2013/06/14,80.077
2013/06/15,80.649
2013/06/16,80.662
2013/06/17,80.712
2013/06/18,80.989
2013/06/19,81.275
2013/06/20,81.406
2013/06/21,82.027
2013/06/22,82.394
2013/06/23,82.588
2013/06/24,82.721
2013/06/25,82.883
2013/06/26,83.149
2013/06/27,83.331
2013/06/28,83.694
2013/06/29,83.968
2013/06/30,83.961
2013/07/01,84.074
2013/07/02,84.035
2013/07/03,84.099
2013/07/04,83.65
2013/07/05,83.468
2013/07/06,83.342
2013/07/07,82.518
2013/07/08,81.196
2013/07/09,78.46
2013/07/10,78.39
2013/07/11,78.932
2013/07/12,79.272
2013/07/13,79.731
2013/07/14,79.619
2013/07/15,79.894
2013/07/16,80.248
2013/07/17,80.224
2013/07/18,80.3
2013/07/19,80.532
2013/07/20,80.279
2013/07/21,80.032
2013/07/22,80.108
2013/07/23,80.215
2013/07/24,80.166
2013/07/25,80.107
2013/07/26,80.167
2013/07/27,79.968
2013/07/28,79.523
2013/07/29,79.696
2013/07/30,79.79
2013/07/31,79.901
2013/08/01,79.948
2013/08/02,80.246
2013/08/03,80.128
2013/08/04,79.903
2013/08/05,79.973
2013/08/06,79.704
2013/08/07,79.58
2013/08/08,79.331
2013/08/09,79.387
2013/08/10,79.318
2013/08/11,79.116
2013/08/12,79.09
2013/08/13,79.09
2013/08/14,79.236
2013/08/15,79.052
2013/08/16,78.463
2013/08/17,78.045
2013/08/18,77.487
2013/08/19,76.802
2013/08/20,76.208
2013/08/21,75.818
2013/08/22,75.202
2013/08/23,74.924
2013/08/24,74.382
2013/08/25,74.05
2013/08/26,73.648
2013/08/27,73.354
2013/08/28,72.875
2013/08/29,72.15
2013/08/30,72.027
2013/08/31,71.949
2013/09/01,71.447
2013/09/02,70.943
2013/09/03,70.749
2013/09/04,70.651
2013/09/05,69.894
2013/09/06,69.464
2013/09/07,68.975
2013/09/08,68.337
2013/09/09,67.688
2013/09/10,67.112
2013/09/11,66.694
2013/09/12,66.354
2013/09/13,66.386
2013/09/14,66.24
2013/09/15,65.717
2013/09/16,65.363
2013/09/17,64.843
2013/09/18,64.555
2013/09/19,64.02
2013/09/20,63.88
2013/09/21,63.603
2013/09/22,63.076
2013/09/23,62.795
2013/09/24,62.547
2013/09/25,62.421
2013/09/26,62.211
2013/09/27,62.487
2013/09/28,62.716
2013/09/29,62.449
2013/09/30,62.714
2013/10/01,62.258
2013/10/02,62.323
2013/10/03,62.195
2013/10/04,62.312
2013/10/05,62.21
2013/10/06,61.865
2013/10/07,61.635
2013/10/08,61.069
2013/10/09,60.152
2013/10/10,59.613
2013/10/11,59.29
2013/10/12,59.083
2013/10/13,58.712
2013/10/14,58.154
2013/10/15,58.008
2013/10/16,58.06
2013/10/17,57.975
2013/10/18,58.047
2013/10/19,58.319
2013/10/20,58.102
2013/10/21,58.064
2013/10/22,58.374
2013/10/23,58.918
2013/10/24,59.008
2013/10/25,59.201
2013/10/26,59.178
2013/10/27,58.759
2013/10/28,58.536
2013/10/29,58.621
2013/10/30,59.121
2013/10/31,58.971
2013/11/01,60.12
2013/11/02,60.771
2013/11/03,61.259
2013/11/04,62.875
2013/11/05,64.903
2013/11/06,66.901
2013/11/07,69.384
2013/11/08,72.297
2013/11/09,75.595
2013/11/10,76.4
2013/11/11,76.829
2013/11/12,77.835
2013/11/13,79.131
2013/11/14,81.058
2013/11/15,83.182
2013/11/16,86.134
2013/11/17,88.568
2013/11/18,94.214
2013/11/19,100.291
2013/11/20,104.348
2013/11/21,107.782
2013/11/22,111.578
2013/11/23,115.263
2013/11/24,117.158
2013/11/25,118.78
2013/11/26,123.11
2013/11/27,130.285
2013/11/28,137.638
2013/11/29,144.369
2013/11/30,149.911
2013/12/01,155.034
2013/12/02,159.699
2013/12/03,163.655
2013/12/04,168.532
2013/12/05,175.065
2013/12/06,179.848
2013/12/07,185.362
2013/12/08,188.477
2013/12/09,191.612
2013/12/10,194.377
2013/12/11,196.867
2013/12/12,198.757
2013/12/13,201.391
2013/12/14,204.203
2013/12/15,206.156
2013/12/16,209.287
2013/12/17,212.173
2013/12/18,215.482
2013/12/19,217.849
2013/12/20,220.171
2013/12/21,221.596
2013/12/22,222.605
2013/12/23,223.592
2013/12/24,224.786
2013/12/25,226.941
2013/12/26,228.321
2013/12/27,229.545
2013/12/28,230.32
2013/12/29,230.402
2013/12/30,231.657
2013/12/31,232.667
2014/01/01,233.712
2014/01/02,235.588
2014/01/03,238.091
2014/01/04,240.188
2014/01/05,242.373
2014/01/06,245.071
2014/01/07,247.035
2014/01/08,248.808
2014/01/09,250.521
2014/01/10,252.392
2014/01/11,254.188
2014/01/12,255.557
2014/01/13,257
2014/01/14,258.255
2014/01/15,259.69
2014/01/16,261.275
2014/01/17,262.466
2014/01/18,263.713
2014/01/19,264.718
2014/01/20,265.874
2014/01/21,266.466
