Date,fee_to_reward14smaUSD
2010/10/25,0.001
2010/10/26,0.001
2010/10/27,0
2010/10/28,0
2010/10/29,0
2010/10/30,0
2010/10/31,0
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,0
2010/11/07,0
2010/11/08,0.001
2010/11/09,0.001
2010/11/10,0.001
2010/11/11,0.001
2010/11/12,0.001
2010/11/13,0.001
2010/11/14,0.001
2010/11/15,0.001
2010/11/16,0.001
2010/11/17,0.001
2010/11/18,0.001
2010/11/19,0.001
2010/11/20,0.003
2010/11/21,0.004
2010/11/22,0.004
2010/11/23,0.005
2010/11/24,0.005
2010/11/25,0.005
2010/11/26,0.005
2010/11/27,0.005
2010/11/28,0.005
2010/11/29,0.005
2010/11/30,0.005
2010/12/01,0.005
2010/12/02,0.005
2010/12/03,0.005
2010/12/04,0.004
2010/12/05,0.003
2010/12/06,0.002
2010/12/07,0.001
2010/12/08,0.001
2010/12/09,0.001
2010/12/10,0.001
2010/12/11,0.001
2010/12/12,0.001
2010/12/13,0.001
2010/12/14,0.001
2010/12/15,0.001
2010/12/16,0.001
2010/12/17,0.002
2010/12/18,0.002
2010/12/19,0.002
2010/12/20,0.002
2010/12/21,0.002
2010/12/22,0.002
2010/12/23,0.002
2010/12/24,0.002
2010/12/25,0.002
2010/12/26,0.002
2010/12/27,0.002
2010/12/28,0.002
2010/12/29,0.002
2010/12/30,0.002
2010/12/31,0.002
2011/01/01,0.002
2011/01/02,0.002
2011/01/03,0.002
2011/01/04,0.002
2011/01/05,0.002
2011/01/06,0.002
2011/01/07,0.002
2011/01/08,0.002
2011/01/09,0.002
2011/01/10,0.002
2011/01/11,0.002
2011/01/12,0.002
2011/01/13,0.002
2011/01/14,0.002
2011/01/15,0.002
2011/01/16,0.002
2011/01/17,0.001
2011/01/18,0.001
2011/01/19,0.001
2011/01/20,0.001
2011/01/21,0.001
2011/01/22,0.002
2011/01/23,0.002
2011/01/24,0.002
2011/01/25,0.002
2011/01/26,0.002
2011/01/27,0.003
2011/01/28,0.003
2011/01/29,0.003
2011/01/30,0.006
2011/01/31,0.006
2011/02/01,0.007
2011/02/02,0.007
2011/02/03,0.007
2011/02/04,0.007
2011/02/05,0.007
2011/02/06,0.007
2011/02/07,0.007
2011/02/08,0.007
2011/02/09,0.007
2011/02/10,0.007
2011/02/11,0.007
2011/02/12,0.007
2011/02/13,0.005
2011/02/14,0.006
2011/02/15,0.006
2011/02/16,0.006
2011/02/17,0.006
2011/02/18,0.006
2011/02/19,0.006
2011/02/20,0.006
2011/02/21,0.007
2011/02/22,0.006
2011/02/23,0.007
2011/02/24,0.006
2011/02/25,0.006
2011/02/26,0.006
2011/02/27,0.006
2011/02/28,0.005
2011/03/01,0.005
2011/03/02,0.005
2011/03/03,0.01
2011/03/04,0.011
2011/03/05,0.012
2011/03/06,0.014
2011/03/07,0.019
2011/03/08,0.022
2011/03/09,0.025
2011/03/10,0.028
2011/03/11,0.035
2011/03/12,0.036
2011/03/13,0.038
2011/03/14,0.04
2011/03/15,0.042
2011/03/16,0.043
2011/03/17,0.039
2011/03/18,0.04
2011/03/19,0.04
2011/03/20,0.04
2011/03/21,0.044
2011/03/22,0.054
2011/03/23,0.068
2011/03/24,0.073
2011/03/25,0.07
2011/03/26,0.073
2011/03/27,0.078
2011/03/28,0.079
2011/03/29,0.08
2011/03/30,0.082
2011/03/31,0.084
2011/04/01,0.085
2011/04/02,0.086
2011/04/03,0.087
2011/04/04,0.084
2011/04/05,0.075
2011/04/06,0.063
2011/04/07,0.058
2011/04/08,0.057
2011/04/09,0.056
2011/04/10,0.054
2011/04/11,0.054
2011/04/12,0.056
2011/04/13,0.055
2011/04/14,0.065
2011/04/15,0.065
2011/04/16,0.066
2011/04/17,0.064
2011/04/18,0.062
2011/04/19,0.063
2011/04/20,0.066
2011/04/21,0.066
2011/04/22,0.067
2011/04/23,0.067
2011/04/24,0.069
2011/04/25,0.072
2011/04/26,0.071
2011/04/27,0.075
2011/04/28,0.068
2011/04/29,0.071
2011/04/30,0.076
2011/05/01,0.083
2011/05/02,0.084
2011/05/03,0.082
2011/05/04,0.079
2011/05/05,0.083
2011/05/06,0.083
2011/05/07,0.083
2011/05/08,0.082
2011/05/09,0.082
2011/05/10,0.085
2011/05/11,0.084
2011/05/12,0.084
2011/05/13,0.087
2011/05/14,0.088
2011/05/15,0.089
2011/05/16,0.094
2011/05/17,0.098
2011/05/18,0.103
2011/05/19,0.111
2011/05/20,0.117
2011/05/21,0.127
2011/05/22,0.133
2011/05/23,0.135
2011/05/24,0.139
2011/05/25,0.143
2011/05/26,0.147
2011/05/27,0.151
2011/05/28,0.155
2011/05/29,0.156
2011/05/30,0.165
2011/05/31,0.177
2011/06/01,0.185
2011/06/02,0.189
2011/06/03,0.196
2011/06/04,0.203
2011/06/05,0.209
2011/06/06,0.218
2011/06/07,0.232
2011/06/08,0.256
2011/06/09,0.274
2011/06/10,0.287
2011/06/11,0.294
2011/06/12,0.31
2011/06/13,0.316
2011/06/14,0.317
2011/06/15,0.32
2011/06/16,0.327
2011/06/17,0.332
2011/06/18,0.332
2011/06/19,0.332
2011/06/20,0.326
2011/06/21,0.312
2011/06/22,0.287
2011/06/23,0.268
2011/06/24,0.254
2011/06/25,0.257
2011/06/26,0.254
2011/06/27,0.253
2011/06/28,0.25
2011/06/29,0.246
2011/06/30,0.234
2011/07/01,0.225
2011/07/02,0.217
2011/07/03,0.212
2011/07/04,0.213
2011/07/05,0.222
2011/07/06,0.228
2011/07/07,0.235
2011/07/08,0.235
2011/07/09,0.224
2011/07/10,0.213
2011/07/11,0.204
2011/07/12,0.199
2011/07/13,0.194
2011/07/14,0.194
2011/07/15,0.193
2011/07/16,0.19
2011/07/17,0.189
2011/07/18,0.186
2011/07/19,0.182
2011/07/20,0.177
2011/07/21,0.17
2011/07/22,0.171
2011/07/23,0.166
2011/07/24,0.162
2011/07/25,0.159
2011/07/26,0.152
2011/07/27,0.148
2011/07/28,0.142
2011/07/29,0.133
2011/07/30,0.129
2011/07/31,0.124
2011/08/01,0.12
2011/08/02,0.112
2011/08/03,0.109
2011/08/04,0.109
2011/08/05,0.103
2011/08/06,0.124
2011/08/07,0.122
2011/08/08,0.12
2011/08/09,0.125
2011/08/10,0.128
2011/08/11,0.128
2011/08/12,0.129
2011/08/13,0.131
2011/08/14,0.137
2011/08/15,0.141
2011/08/16,0.144
2011/08/17,0.143
2011/08/18,0.14
2011/08/19,0.142
2011/08/20,0.119
2011/08/21,0.117
2011/08/22,0.115
2011/08/23,0.11
2011/08/24,0.109
2011/08/25,0.108
2011/08/26,0.106
2011/08/27,0.104
2011/08/28,0.098
2011/08/29,0.093
2011/08/30,0.093
2011/08/31,0.091
2011/09/01,0.092
2011/09/02,0.089
2011/09/03,0.088
2011/09/04,0.094
2011/09/05,0.094
2011/09/06,0.093
2011/09/07,0.093
2011/09/08,0.092
2011/09/09,0.094
2011/09/10,0.094
2011/09/11,0.094
2011/09/12,0.095
2011/09/13,0.089
2011/09/14,0.087
2011/09/15,0.088
2011/09/16,0.088
2011/09/17,0.089
2011/09/18,0.084
2011/09/19,0.084
2011/09/20,0.084
2011/09/21,0.081
2011/09/22,0.079
2011/09/23,0.076
2011/09/24,0.078
2011/09/25,0.076
2011/09/26,0.073
2011/09/27,0.074
2011/09/28,0.075
2011/09/29,0.072
2011/09/30,0.07
2011/10/01,0.068
2011/10/02,0.067
2011/10/03,0.069
2011/10/04,0.067
2011/10/05,0.066
2011/10/06,0.071
2011/10/07,0.071
2011/10/08,0.068
2011/10/09,0.068
2011/10/10,0.068
2011/10/11,0.071
2011/10/12,0.073
2011/10/13,0.075
2011/10/14,0.074
2011/10/15,0.074
2011/10/16,0.074
2011/10/17,0.071
2011/10/18,0.069
2011/10/19,0.069
2011/10/20,0.067
2011/10/21,0.066
2011/10/22,0.066
2011/10/23,0.067
2011/10/24,0.067
2011/10/25,0.062
2011/10/26,0.06
2011/10/27,0.058
2011/10/28,0.058
2011/10/29,0.059
2011/10/30,0.06
2011/10/31,0.058
2011/11/01,0.059
2011/11/02,0.059
2011/11/03,0.054
2011/11/04,0.054
2011/11/05,0.054
2011/11/06,0.052
2011/11/07,0.052
2011/11/08,0.053
2011/11/09,0.052
2011/11/10,0.051
2011/11/11,0.05
2011/11/12,0.048
2011/11/13,0.046
2011/11/14,0.046
2011/11/15,0.043
2011/11/16,0.044
2011/11/17,0.044
2011/11/18,0.045
2011/11/19,0.045
2011/11/20,0.046
2011/11/21,0.046
2011/11/22,0.045
2011/11/23,0.046
2011/11/24,0.047
2011/11/25,0.05
2011/11/26,0.05
2011/11/27,0.051
2011/11/28,0.052
2011/11/29,0.054
2011/11/30,0.053
2011/12/01,0.053
2011/12/02,0.054
2011/12/03,0.055
2011/12/04,0.054
2011/12/05,0.053
2011/12/06,0.054
2011/12/07,0.054
2011/12/08,0.052
2011/12/09,0.05
2011/12/10,0.049
2011/12/11,0.253
2011/12/12,0.449
2011/12/13,0.449
2011/12/14,0.449
2011/12/15,0.456
2011/12/16,0.454
2011/12/17,0.453
2011/12/18,0.453
2011/12/19,0.454
2011/12/20,0.457
2011/12/21,0.457
2011/12/22,0.458
2011/12/23,0.458
2011/12/24,0.457
2011/12/25,0.253
2011/12/26,0.057
2011/12/27,0.055
2011/12/28,0.054
2011/12/29,0.049
2011/12/30,0.049
2011/12/31,0.049
2012/01/01,0.049
2012/01/02,0.051
2012/01/03,0.049
2012/01/04,0.059
2012/01/05,0.061
2012/01/06,0.064
2012/01/07,0.065
2012/01/08,0.066
2012/01/09,0.069
2012/01/10,0.071
2012/01/11,0.074
2012/01/12,0.108
2012/01/13,0.115
2012/01/14,0.123
2012/01/15,0.134
2012/01/16,0.161
2012/01/17,0.163
2012/01/18,0.162
2012/01/19,0.183
2012/01/20,0.202
2012/01/21,0.203
2012/01/22,0.203
2012/01/23,0.201
2012/01/24,0.206
2012/01/25,0.208
2012/01/26,0.179
2012/01/27,0.193
2012/01/28,0.19
2012/01/29,0.364
2012/01/30,0.356
2012/01/31,0.356
2012/02/01,0.349
2012/02/02,0.333
2012/02/03,0.314
2012/02/04,0.318
2012/02/05,0.319
2012/02/06,0.319
2012/02/07,0.316
2012/02/08,0.314
2012/02/09,0.312
2012/02/10,0.292
2012/02/11,0.287
2012/02/12,0.102
2012/02/13,0.083
2012/02/14,0.092
2012/02/15,0.094
2012/02/16,0.093
2012/02/17,0.091
2012/02/18,0.085
2012/02/19,0.083
2012/02/20,0.083
2012/02/21,0.08
2012/02/22,0.078
2012/02/23,0.075
2012/02/24,0.075
2012/02/25,0.074
2012/02/26,0.074
2012/02/27,0.074
2012/02/28,0.061
2012/02/29,0.057
2012/03/01,0.053
2012/03/02,0.055
2012/03/03,0.055
2012/03/04,0.058
2012/03/05,0.058
2012/03/06,0.06
2012/03/07,0.06
2012/03/08,0.06
2012/03/09,0.059
2012/03/10,0.06
2012/03/11,0.06
2012/03/12,0.058
2012/03/13,0.065
2012/03/14,0.068
2012/03/15,0.065
2012/03/16,0.069
2012/03/17,0.069
2012/03/18,0.067
2012/03/19,0.066
2012/03/20,0.065
2012/03/21,0.064
2012/03/22,0.064
2012/03/23,0.065
2012/03/24,0.073
2012/03/25,0.076
2012/03/26,0.076
2012/03/27,0.07
2012/03/28,0.069
2012/03/29,0.069
2012/03/30,0.065
2012/03/31,0.066
2012/04/01,0.067
2012/04/02,0.068
2012/04/03,0.069
2012/04/04,0.071
2012/04/05,0.074
2012/04/06,0.074
2012/04/07,0.067
2012/04/08,0.064
2012/04/09,0.065
2012/04/10,0.067
2012/04/11,0.068
2012/04/12,0.071
2012/04/13,0.071
2012/04/14,0.074
2012/04/15,0.075
2012/04/16,0.075
2012/04/17,0.077
2012/04/18,0.079
2012/04/19,0.078
2012/04/20,0.08
2012/04/21,0.08
2012/04/22,0.081
2012/04/23,0.082
2012/04/24,0.082
2012/04/25,0.083
2012/04/26,0.088
2012/04/27,0.09
2012/04/28,0.09
2012/04/29,0.089
2012/04/30,0.087
2012/05/01,0.086
2012/05/02,0.085
2012/05/03,0.09
2012/05/04,0.093
2012/05/05,0.095
2012/05/06,0.096
2012/05/07,0.103
2012/05/08,0.106
2012/05/09,0.112
2012/05/10,0.111
2012/05/11,0.116
2012/05/12,0.121
2012/05/13,0.13
2012/05/14,0.155
2012/05/15,0.171
2012/05/16,0.18
2012/05/17,0.184
2012/05/18,0.192
2012/05/19,0.215
2012/05/20,0.23
2012/05/21,0.24
2012/05/22,0.246
2012/05/23,0.255
2012/05/24,0.267
2012/05/25,0.278
2012/05/26,0.281
2012/05/27,0.285
2012/05/28,0.276
2012/05/29,0.273
2012/05/30,0.278
2012/05/31,0.277
2012/06/01,0.275
2012/06/02,0.251
2012/06/03,0.248
2012/06/04,0.253
2012/06/05,0.266
2012/06/06,0.256
2012/06/07,0.255
2012/06/08,0.249
2012/06/09,0.253
2012/06/10,0.259
2012/06/11,0.258
2012/06/12,0.249
2012/06/13,0.264
2012/06/14,0.286
2012/06/15,0.301
2012/06/16,0.32
2012/06/17,0.325
2012/06/18,0.321
2012/06/19,0.317
2012/06/20,0.327
2012/06/21,0.338
2012/06/22,0.343
2012/06/23,0.34
2012/06/24,0.334
2012/06/25,0.33
2012/06/26,0.337
2012/06/27,0.317
2012/06/28,0.298
2012/06/29,0.28
2012/06/30,0.27
2012/07/01,0.256
2012/07/02,0.251
2012/07/03,0.238
2012/07/04,0.229
2012/07/05,0.208
2012/07/06,0.202
2012/07/07,0.223
2012/07/08,0.218
2012/07/09,0.217
2012/07/10,0.223
2012/07/11,0.227
2012/07/12,0.224
2012/07/13,0.225
2012/07/14,0.223
2012/07/15,0.231
2012/07/16,0.234
2012/07/17,0.24
2012/07/18,0.252
2012/07/19,0.26
2012/07/20,0.281
2012/07/21,0.265
2012/07/22,0.271
2012/07/23,0.279
2012/07/24,0.27
2012/07/25,0.263
2012/07/26,0.266
2012/07/27,0.267
2012/07/28,0.272
2012/07/29,0.27
2012/07/30,0.266
2012/07/31,0.273
2012/08/01,0.27
2012/08/02,0.265
2012/08/03,0.251
2012/08/04,0.246
2012/08/05,0.256
2012/08/06,0.259
2012/08/07,0.261
2012/08/08,0.293
2012/08/09,0.292
2012/08/10,0.319
2012/08/11,0.316
2012/08/12,0.316
2012/08/13,0.322
2012/08/14,0.318
2012/08/15,0.326
2012/08/16,0.335
2012/08/17,0.345
2012/08/18,0.347
2012/08/19,0.338
2012/08/20,0.335
2012/08/21,0.339
2012/08/22,0.314
2012/08/23,0.318
2012/08/24,0.296
2012/08/25,0.304
2012/08/26,0.305
2012/08/27,0.311
2012/08/28,0.316
2012/08/29,0.307
2012/08/30,0.308
2012/08/31,0.307
2012/09/01,0.321
2012/09/02,0.331
2012/09/03,0.339
2012/09/04,0.346
2012/09/05,0.346
2012/09/06,0.349
2012/09/07,0.348
2012/09/08,0.345
2012/09/09,0.348
2012/09/10,0.343
2012/09/11,0.349
2012/09/12,0.348
2012/09/13,0.342
2012/09/14,0.329
2012/09/15,0.313
2012/09/16,0.299
2012/09/17,0.281
2012/09/18,0.272
2012/09/19,0.273
2012/09/20,0.269
2012/09/21,0.277
2012/09/22,0.269
2012/09/23,0.265
2012/09/24,0.269
2012/09/25,0.253
2012/09/26,0.254
2012/09/27,0.247
2012/09/28,0.283
2012/09/29,0.28
2012/09/30,0.277
2012/10/01,0.283
2012/10/02,0.294
2012/10/03,0.292
2012/10/04,0.416
2012/10/05,0.42
2012/10/06,0.427
2012/10/07,0.44
2012/10/08,0.436
2012/10/09,0.447
2012/10/10,0.449
2012/10/11,0.458
2012/10/12,0.424
2012/10/13,0.433
2012/10/14,0.441
2012/10/15,0.442
2012/10/16,0.435
2012/10/17,0.482
2012/10/18,0.357
2012/10/19,0.344
2012/10/20,0.34
2012/10/21,0.332
2012/10/22,0.333
2012/10/23,0.33
2012/10/24,0.326
2012/10/25,0.32
2012/10/26,0.316
2012/10/27,0.306
2012/10/28,0.298
2012/10/29,0.295
2012/10/30,0.296
2012/10/31,0.252
2012/11/01,0.257
2012/11/02,0.268
2012/11/03,0.27
2012/11/04,0.266
2012/11/05,0.266
2012/11/06,0.27
2012/11/07,0.278
2012/11/08,0.284
2012/11/09,0.287
2012/11/10,0.298
2012/11/11,0.304
2012/11/12,0.307
2012/11/13,0.305
2012/11/14,0.305
2012/11/15,0.317
2012/11/16,0.321
2012/11/17,0.329
2012/11/18,0.338
2012/11/19,0.342
2012/11/20,0.342
2012/11/21,0.345
2012/11/22,0.343
2012/11/23,0.348
2012/11/24,0.347
2012/11/25,0.359
2012/11/26,0.364
2012/11/27,0.422
2012/11/28,0.442
2012/11/29,0.46
2012/11/30,0.48
2012/12/01,0.499
2012/12/02,0.503
2012/12/03,0.511
2012/12/04,0.555
2012/12/05,0.589
2012/12/06,0.632
2012/12/07,0.663
2012/12/08,0.695
2012/12/09,0.721
2012/12/10,0.758
2012/12/11,0.742
2012/12/12,0.761
2012/12/13,0.807
2012/12/14,0.842
2012/12/15,0.856
2012/12/16,0.897
2012/12/17,0.932
2012/12/18,0.951
2012/12/19,0.957
2012/12/20,0.976
2012/12/21,1.005
2012/12/22,1.028
2012/12/23,1.046
2012/12/24,1.045
2012/12/25,1.037
2012/12/26,1.028
2012/12/27,0.998
2012/12/28,0.975
2012/12/29,0.974
2012/12/30,0.963
2012/12/31,0.937
2013/01/01,0.891
2013/01/02,0.881
2013/01/03,0.864
2013/01/04,0.852
2013/01/05,0.84
2013/01/06,0.835
2013/01/07,0.835
2013/01/08,0.851
2013/01/09,0.868
2013/01/10,1.088
2013/01/11,1.128
2013/01/12,1.154
2013/01/13,1.177
2013/01/14,1.196
2013/01/15,1.23
2013/01/16,1.259
2013/01/17,1.29
2013/01/18,1.306
2013/01/19,1.359
2013/01/20,1.363
2013/01/21,1.366
2013/01/22,1.362
2013/01/23,1.39
2013/01/24,1.183
2013/01/25,1.166
2013/01/26,1.168
2013/01/27,1.174
2013/01/28,1.194
2013/01/29,1.204
2013/01/30,1.18
2013/01/31,1.154
2013/02/01,1.167
2013/02/02,1.186
2013/02/03,1.193
2013/02/04,1.208
2013/02/05,1.214
2013/02/06,1.177
2013/02/07,1.187
2013/02/08,1.193
2013/02/09,1.196
2013/02/10,1.186
2013/02/11,1.19
2013/02/12,1.199
2013/02/13,1.227
2013/02/14,1.238
2013/02/15,1.229
2013/02/16,1.169
2013/02/17,1.16
2013/02/18,1.162
2013/02/19,1.172
2013/02/20,1.183
2013/02/21,1.177
2013/02/22,1.173
2013/02/23,1.167
2013/02/24,1.169
2013/02/25,1.175
2013/02/26,1.173
2013/02/27,1.16
2013/02/28,1.181
2013/03/01,1.216
2013/03/02,1.24
2013/03/03,1.248
2013/03/04,1.256
2013/03/05,1.278
2013/03/06,1.484
2013/03/07,1.509
2013/03/08,1.505
2013/03/09,1.509
2013/03/10,1.522
2013/03/11,1.516
2013/03/12,1.558
2013/03/13,1.572
2013/03/14,1.554
2013/03/15,1.534
2013/03/16,1.486
2013/03/17,1.45
2013/03/18,1.419
2013/03/19,1.401
2013/03/20,1.172
2013/03/21,1.129
2013/03/22,1.129
2013/03/23,1.11
2013/03/24,1.077
2013/03/25,1.078
2013/03/26,1.024
2013/03/27,1.058
2013/03/28,1.07
2013/03/29,1.062
2013/03/30,1.115
2013/03/31,1.149
2013/04/01,1.154
2013/04/02,1.163
2013/04/03,1.227
2013/04/04,1.3
2013/04/05,1.319
2013/04/06,1.318
2013/04/07,1.349
2013/04/08,1.347
2013/04/09,1.341
2013/04/10,1.308
2013/04/11,1.325
2013/04/12,1.319
2013/04/13,1.283
2013/04/14,1.304
2013/04/15,1.37
2013/04/16,1.357
2013/04/17,1.377
2013/04/18,1.32
2013/04/19,1.332
2013/04/20,1.349
2013/04/21,1.309
2013/04/22,1.311
2013/04/23,1.334
2013/04/24,1.347
2013/04/25,1.335
2013/04/26,1.31
2013/04/27,1.317
2013/04/28,1.271
2013/04/29,1.219
2013/04/30,1.222
2013/05/01,1.165
2013/05/02,1.194
2013/05/03,1.174
2013/05/04,1.17
2013/05/05,1.18
2013/05/06,1.184
2013/05/07,1.16
2013/05/08,1.14
2013/05/09,1.154
2013/05/10,1.192
2013/05/11,1.213
2013/05/12,1.255
2013/05/13,1.275
2013/05/14,1.294
2013/05/15,1.338
2013/05/16,1.374
2013/05/17,1.377
2013/05/18,1.371
2013/05/19,1.394
2013/05/20,1.399
2013/05/21,1.407
2013/05/22,1.408
2013/05/23,1.387
2013/05/24,1.362
2013/05/25,1.348
2013/05/26,1.308
2013/05/27,1.291
2013/05/28,1.284
2013/05/29,1.251
2013/05/30,1.18
2013/05/31,1.156
2013/06/01,1.136
2013/06/02,1.12
2013/06/03,1.103
2013/06/04,1.088
2013/06/05,1.09
2013/06/06,1.063
2013/06/07,1.051
2013/06/08,1.042
2013/06/09,1.051
2013/06/10,1.029
2013/06/11,1.006
2013/06/12,0.978
2013/06/13,0.965
2013/06/14,0.95
2013/06/15,0.949
2013/06/16,0.927
2013/06/17,0.921
2013/06/18,0.925
2013/06/19,0.911
2013/06/20,0.974
2013/06/21,0.977
2013/06/22,0.994
2013/06/23,0.987
2013/06/24,1.005
2013/06/25,0.991
2013/06/26,0.997
2013/06/27,0.987
2013/06/28,1.01
2013/06/29,0.997
2013/06/30,1.003
2013/07/01,0.974
2013/07/02,0.964
2013/07/03,0.93
2013/07/04,0.842
2013/07/05,0.82
2013/07/06,0.776
2013/07/07,0.747
2013/07/08,0.722
2013/07/09,0.714
2013/07/10,0.687
2013/07/11,0.692
2013/07/12,0.668
2013/07/13,0.688
2013/07/14,0.672
2013/07/15,0.667
2013/07/16,0.663
2013/07/17,0.672
2013/07/18,0.697
2013/07/19,0.683
2013/07/20,0.673
2013/07/21,0.68
2013/07/22,0.687
2013/07/23,0.677
2013/07/24,0.702
2013/07/25,0.71
2013/07/26,0.689
2013/07/27,0.678
2013/07/28,0.681
2013/07/29,0.691
2013/07/30,0.683
2013/07/31,0.704
2013/08/01,0.7
2013/08/02,0.708
2013/08/03,0.717
2013/08/04,0.732
2013/08/05,0.717
2013/08/06,0.736
2013/08/07,0.721
2013/08/08,0.723
2013/08/09,0.752
2013/08/10,0.741
2013/08/11,0.744
2013/08/12,0.729
2013/08/13,0.721
2013/08/14,0.722
2013/08/15,0.766
2013/08/16,0.802
2013/08/17,0.801
2013/08/18,0.818
2013/08/19,0.854
2013/08/20,0.842
2013/08/21,0.841
2013/08/22,0.824
2013/08/23,0.809
2013/08/24,0.812
2013/08/25,0.826
2013/08/26,0.862
2013/08/27,0.882
2013/08/28,1.204
2013/08/29,1.14
2013/08/30,1.122
2013/08/31,1.118
2013/09/01,1.083
2013/09/02,1.068
2013/09/03,1.063
2013/09/04,1.063
2013/09/05,1.064
2013/09/06,1.066
2013/09/07,1.071
2013/09/08,1.062
2013/09/09,1.035
2013/09/10,1.006
2013/09/11,0.642
2013/09/12,0.642
2013/09/13,0.61
2013/09/14,0.597
2013/09/15,0.608
2013/09/16,0.621
2013/09/17,1.029
2013/09/18,1.164
2013/09/19,1.248
2013/09/20,1.235
2013/09/21,1.227
2013/09/22,1.216
2013/09/23,1.227
2013/09/24,1.23
2013/09/25,1.241
2013/09/26,1.248
2013/09/27,1.349
2013/09/28,1.365
2013/09/29,1.365
2013/09/30,1.334
2013/10/01,0.94
2013/10/02,0.817
2013/10/03,0.734
2013/10/04,0.734
2013/10/05,0.728
2013/10/06,0.724
2013/10/07,0.73
2013/10/08,0.719
2013/10/09,0.724
2013/10/10,0.722
2013/10/11,0.627
2013/10/12,0.628
2013/10/13,0.624
2013/10/14,0.617
2013/10/15,0.6
2013/10/16,0.604
2013/10/17,0.614
2013/10/18,0.632
2013/10/19,0.644
2013/10/20,0.652
2013/10/21,0.644
2013/10/22,0.662
2013/10/23,0.672
2013/10/24,0.693
2013/10/25,0.72
2013/10/26,0.732
2013/10/27,0.784
2013/10/28,0.797
2013/10/29,0.816
2013/10/30,0.795
2013/10/31,0.774
2013/11/01,0.765
2013/11/02,0.752
2013/11/03,0.772
2013/11/04,0.796
2013/11/05,0.825
2013/11/06,1.013
2013/11/07,1.193
2013/11/08,1.352
2013/11/09,1.404
2013/11/10,1.388
2013/11/11,1.432
2013/11/12,1.402
2013/11/13,1.398
2013/11/14,1.394
2013/11/15,1.375
2013/11/16,1.363
2013/11/17,1.329
2013/11/18,1.303
2013/11/19,1.282
2013/11/20,1.078
2013/11/21,0.882
2013/11/22,0.699
2013/11/23,0.628
2013/11/24,0.581
2013/11/25,0.52
2013/11/26,0.533
2013/11/27,0.544
2013/11/28,0.556
2013/11/29,0.569
2013/11/30,0.581
2013/12/01,0.582
2013/12/02,0.57
2013/12/03,0.544
2013/12/04,0.535
2013/12/05,0.522
2013/12/06,0.51
2013/12/07,0.529
2013/12/08,0.516
2013/12/09,0.511
2013/12/10,0.492
2013/12/11,0.473
2013/12/12,0.449
2013/12/13,0.431
2013/12/14,0.417
2013/12/15,0.407
2013/12/16,0.392
2013/12/17,0.384
2013/12/18,0.376
2013/12/19,0.359
2013/12/20,0.359
2013/12/21,0.326
2013/12/22,0.329
2013/12/23,0.322
2013/12/24,0.316
2013/12/25,0.308
2013/12/26,0.304
2013/12/27,0.298
2013/12/28,0.302
2013/12/29,0.308
2013/12/30,0.306
2013/12/31,0.301
2014/01/01,0.288
2014/01/02,0.296
2014/01/03,0.295
2014/01/04,0.297
2014/01/05,0.299
2014/01/06,0.324
2014/01/07,0.328
2014/01/08,0.327
2014/01/09,0.324
2014/01/10,0.324
2014/01/11,0.318
