Date,price30momUSD
2010/10/26,0.08
2010/10/27,0.107
2010/10/28,0.117
2010/10/29,0.123
2010/10/30,0.131
2010/10/31,0.131
2010/11/01,0.132
2010/11/02,0.132
2010/11/03,0.132
2010/11/04,0.153
2010/11/05,0.173
2010/11/06,0.261
2010/11/07,0.328
2010/11/08,0.206
2010/11/09,0.142
2010/11/10,0.132
2010/11/11,0.132
2010/11/12,0.15
2010/11/13,0.178
2010/11/14,0.175
2010/11/15,0.173
2010/11/16,0.144
2010/11/17,0.124
2010/11/18,0.146
2010/11/19,0.175
2010/11/20,0.179
2010/11/21,0.171
2010/11/22,0.173
2010/11/23,0.171
2010/11/24,0.172
2010/11/25,0.14
2010/11/26,0.112
2010/11/27,0.105
2010/11/28,0.092
2010/11/29,0.061
2010/11/30,0.026
2010/12/01,0.024
2010/12/02,0.049
2010/12/03,0.057
2010/12/04,0.016
2010/12/05,-0.03
2010/12/06,-0.111
2010/12/07,-0.192
2010/12/08,-0.055
2010/12/09,-0.024
2010/12/10,-0.023
2010/12/11,-0.011
2010/12/12,-0.035
2010/12/13,-0.061
2010/12/14,-0.04
2010/12/15,-0.032
2010/12/16,-0.002
2010/12/17,0.018
2010/12/18,0
2010/12/19,-0.03
2010/12/20,-0.028
2010/12/21,-0.027
2010/12/22,-0.033
2010/12/23,-0.034
2010/12/24,-0.034
2010/12/25,-0.033
2010/12/26,-0.024
2010/12/27,-0.026
2010/12/28,-0.004
2010/12/29,0.031
2010/12/30,0.076
2010/12/31,0.081
2011/01/01,0.054
2011/01/02,0.047
2011/01/03,0.062
2011/01/04,0.092
2011/01/05,0.08
2011/01/06,0.085
2011/01/07,0.069
2011/01/08,0.103
2011/01/09,0.121
2011/01/10,0.109
2011/01/11,0.113
2011/01/12,0.103
2011/01/13,0.08
2011/01/14,0.117
2011/01/15,0.149
2011/01/16,0.149
2011/01/17,0.123
2011/01/18,0.087
2011/01/19,0.059
2011/01/20,0.101
2011/01/21,0.158
2011/01/22,0.178
2011/01/23,0.194
2011/01/24,0.182
2011/01/25,0.157
2011/01/26,0.156
2011/01/27,0.143
2011/01/28,0.149
2011/01/29,0.146
2011/01/30,0.162
2011/01/31,0.204
2011/02/01,0.329
2011/02/02,0.42
2011/02/03,0.408
2011/02/04,0.471
2011/02/05,0.581
2011/02/06,0.601
2011/02/07,0.579
2011/02/08,0.581
2011/02/09,0.673
2011/02/10,0.704
2011/02/11,0.702
2011/02/12,0.727
2011/02/13,0.692
2011/02/14,0.662
2011/02/15,0.659
2011/02/16,0.679
2011/02/17,0.711
2011/02/18,0.652
2011/02/19,0.542
2011/02/20,0.495
2011/02/21,0.406
2011/02/22,0.417
2011/02/23,0.474
2011/02/24,0.553
2011/02/25,0.526
2011/02/26,0.519
2011/02/27,0.49
2011/02/28,0.433
2011/03/01,0.428
2011/03/02,0.43
2011/03/03,0.299
2011/03/04,0.192
2011/03/05,0.204
2011/03/06,0.139
2011/03/07,-0.002
2011/03/08,-0.032
2011/03/09,-0.037
2011/03/10,-0.005
2011/03/11,-0.112
2011/03/12,-0.131
2011/03/13,-0.129
2011/03/14,-0.151
2011/03/15,-0.168
2011/03/16,-0.192
2011/03/17,-0.217
2011/03/18,-0.214
2011/03/19,-0.272
2011/03/20,-0.212
2011/03/21,-0.133
2011/03/22,-0.115
2011/03/23,-0.003
2011/03/24,-0.011
2011/03/25,-0.03
2011/03/26,-0.099
2011/03/27,-0.116
2011/03/28,-0.125
2011/03/29,-0.128
2011/03/30,-0.084
2011/03/31,-0.103
2011/04/01,-0.155
2011/04/02,-0.147
2011/04/03,-0.125
2011/04/04,-0.182
2011/04/05,-0.205
2011/04/06,-0.134
2011/04/07,-0.127
2011/04/08,-0.106
2011/04/09,-0.159
2011/04/10,-0.142
2011/04/11,-0.146
2011/04/12,-0.077
2011/04/13,-0.002
2011/04/14,0.087
2011/04/15,0.132
2011/04/16,0.182
2011/04/17,0.247
2011/04/18,0.38
2011/04/19,0.427
2011/04/20,0.401
2011/04/21,0.392
2011/04/22,0.48
2011/04/23,0.696
2011/04/24,0.84
2011/04/25,0.726
2011/04/26,0.862
2011/04/27,1.031
2011/04/28,1.25
2011/04/29,1.754
2011/04/30,2.427
2011/05/01,2.492
2011/05/02,2.371
2011/05/03,2.525
2011/05/04,2.712
2011/05/05,2.667
2011/05/06,2.649
2011/05/07,2.795
2011/05/08,3.002
2011/05/09,3.095
2011/05/10,4.067
2011/05/11,4.897
2011/05/12,5.076
2011/05/13,6.368
2011/05/14,6.689
2011/05/15,6
2011/05/16,6.495
2011/05/17,6.54
2011/05/18,5.885
2011/05/19,5.576
2011/05/20,5.036
2011/05/21,4.784
2011/05/22,5.106
2011/05/23,5.374
2011/05/24,5.569
2011/05/25,6.35
2011/05/26,6.838
2011/05/27,6.76
2011/05/28,6.379
2011/05/29,5.805
2011/05/30,5.41
2011/05/31,5.504
2011/06/01,6.006
2011/06/02,6.795
2011/06/03,9.005
2011/06/04,13.133
2011/06/05,14.44
2011/06/06,14.079
2011/06/07,17.338
2011/06/08,22.965
2011/06/09,24.604
2011/06/10,20.784
2011/06/11,13.406
2011/06/12,9.389
2011/06/13,11.535
2011/06/14,12.545
2011/06/15,11.873
2011/06/16,10.63
2011/06/17,9.305
2011/06/18,9.689
2011/06/19,10.982
2011/06/20,11.04
2011/06/21,10.585
2011/06/22,10.08
2011/06/23,9.715
2011/06/24,9.055
2011/06/25,8.476
2011/06/26,8.38
2011/06/27,8.175
2011/06/28,8.5
2011/06/29,8.276
2011/06/30,7.703
2011/07/01,6.58
2011/07/02,5.285
2011/07/03,2.975
2011/07/04,-1.85
2011/07/05,-4.441
2011/07/06,-3.771
2011/07/07,-6.355
2011/07/08,-12.255
2011/07/09,-15.068
2011/07/10,-11.797
2011/07/11,-4.746
2011/07/12,-2.539
2011/07/13,-5.205
2011/07/14,-5.555
2011/07/15,-5.48
2011/07/16,-4.485
2011/07/17,-2.901
2011/07/18,-3.125
2011/07/19,-3.52
2011/07/20,-3.213
2011/07/21,-3.335
2011/07/22,-3.347
2011/07/23,-3.31
2011/07/24,-3.165
2011/07/25,-2.986
2011/07/26,-3.024
2011/07/27,-2.689
2011/07/28,-3.159
2011/07/29,-3.406
2011/07/30,-2.958
2011/07/31,-2.292
2011/08/01,-2.163
2011/08/02,-2.847
2011/08/03,-3.995
2011/08/04,-3.374
2011/08/05,-3.598
2011/08/06,-6.592
2011/08/07,-7.328
2011/08/08,-6.497
2011/08/09,-5.743
2011/08/10,-4.58
2011/08/11,-4.334
2011/08/12,-4.528
2011/08/13,-4.184
2011/08/14,-3.442
2011/08/15,-2.794
2011/08/16,-2.38
2011/08/17,-2.386
2011/08/18,-2.756
2011/08/19,-2.547
2011/08/20,-2.11
2011/08/21,-2.271
2011/08/22,-2.587
2011/08/23,-2.911
2011/08/24,-3.119
2011/08/25,-3.702
2011/08/26,-4.993
2011/08/27,-5.306
2011/08/28,-4.664
2011/08/29,-4.496
2011/08/30,-4.563
2011/08/31,-4.728
2011/09/01,-4.368
2011/09/02,-2.211
2011/09/03,-1.479
2011/09/04,-1.935
2011/09/05,-0.284
2011/09/06,0.019
2011/09/07,-0.825
2011/09/08,-2.031
2011/09/09,-4.195
2011/09/10,-4.878
2011/09/11,-4.142
2011/09/12,-3.792
2011/09/13,-4.538
2011/09/14,-5.251
2011/09/15,-5.83
2011/09/16,-6.104
2011/09/17,-6.109
2011/09/18,-6.26
2011/09/19,-6.224
2011/09/20,-5.595
2011/09/21,-5.228
2011/09/22,-5.389
2011/09/23,-5.408
2011/09/24,-4.747
2011/09/25,-3.543
2011/09/26,-3.285
2011/09/27,-3.938
2011/09/28,-4.176
2011/09/29,-4.101
2011/09/30,-3.546
2011/10/01,-3.105
2011/10/02,-3.414
2011/10/03,-3.514
2011/10/04,-3.329
2011/10/05,-2.946
2011/10/06,-2.435
2011/10/07,-2.515
2011/10/08,-2.709
2011/10/09,-1.725
2011/10/10,-0.797
2011/10/11,-1.323
2011/10/12,-1.969
2011/10/13,-1.822
2011/10/14,-1.697
2011/10/15,-1.315
2011/10/16,-1.13
2011/10/17,-1.736
2011/10/18,-2.5
2011/10/19,-2.986
2011/10/20,-3.488
2011/10/21,-3.415
2011/10/22,-2.661
2011/10/23,-2.364
2011/10/24,-2.671
2011/10/25,-2.728
2011/10/26,-2.336
2011/10/27,-1.986
2011/10/28,-1.729
2011/10/29,-1.404
2011/10/30,-1.523
2011/10/31,-1.838
2011/11/01,-1.827
2011/11/02,-1.823
2011/11/03,-1.79
2011/11/04,-1.776
2011/11/05,-1.763
2011/11/06,-1.545
2011/11/07,-1.172
2011/11/08,-1.034
2011/11/09,-1.089
2011/11/10,-1.086
2011/11/11,-1.08
2011/11/12,-1.054
2011/11/13,-1.008
2011/11/14,-1.307
2011/11/15,-1.425
2011/11/16,-0.613
2011/11/17,-0.071
2011/11/18,-0.186
2011/11/19,-0.192
2011/11/20,-0.26
2011/11/21,-0.629
2011/11/22,-0.815
2011/11/23,-0.505
2011/11/24,-0.268
2011/11/25,-0.291
2011/11/26,-0.438
2011/11/27,-0.64
2011/11/28,-0.861
2011/11/29,-0.775
2011/11/30,-0.403
2011/12/01,-0.175
2011/12/02,-0.116
2011/12/03,-0.246
2011/12/04,-0.329
2011/12/05,-0.186
2011/12/06,-0.01
2011/12/07,0.026
2011/12/08,-0.036
2011/12/09,-0.036
2011/12/10,0.1
2011/12/11,0.195
2011/12/12,0.144
2011/12/13,0.198
2011/12/14,0.581
2011/12/15,0.895
2011/12/16,0.753
2011/12/17,0.791
2011/12/18,1.029
2011/12/19,1.249
2011/12/20,1.535
2011/12/21,1.659
2011/12/22,1.574
2011/12/23,1.588
2011/12/24,1.564
2011/12/25,1.61
2011/12/26,1.653
2011/12/27,1.571
2011/12/28,1.613
2011/12/29,1.533
2011/12/30,1.348
2011/12/31,1.457
2012/01/01,1.897
2012/01/02,2.283
2012/01/03,2.238
2012/01/04,2.373
2012/01/05,3.306
2012/01/06,3.813
2012/01/07,3.768
2012/01/08,3.975
2012/01/09,3.695
2012/01/10,3.189
2012/01/11,3.482
2012/01/12,3.638
2012/01/13,3.406
2012/01/14,3.415
2012/01/15,3.678
2012/01/16,3.642
2012/01/17,2.947
2012/01/18,2.379
2012/01/19,2.405
2012/01/20,2.516
2012/01/21,2.456
2012/01/22,2.328
2012/01/23,2.39
2012/01/24,2.24
2012/01/25,1.898
2012/01/26,1.524
2012/01/27,1.188
2012/01/28,1.276
2012/01/29,1.296
2012/01/30,0.95
2012/01/31,0.503
2012/02/01,0.566
2012/02/02,1.032
2012/02/03,0.802
2012/02/04,-0.344
2012/02/05,-1.041
2012/02/06,-1.197
2012/02/07,-1.364
2012/02/08,-1.06
2012/02/09,-0.629
2012/02/10,-0.803
2012/02/11,-1.096
2012/02/12,-1.023
2012/02/13,-1.198
2012/02/14,-2.014
2012/02/15,-2.448
2012/02/16,-1.844
2012/02/17,-1.409
2012/02/18,-1.838
2012/02/19,-2.117
2012/02/20,-1.978
2012/02/21,-1.921
2012/02/22,-1.984
2012/02/23,-1.588
2012/02/24,-0.998
2012/02/25,-0.669
2012/02/26,-0.468
2012/02/27,-0.52
2012/02/28,-0.594
2012/02/29,-0.571
2012/03/01,-0.597
2012/03/02,-0.992
2012/03/03,-1.41
2012/03/04,-1.313
2012/03/05,-1.015
2012/03/06,-0.792
2012/03/07,-0.592
2012/03/08,-0.653
2012/03/09,-0.749
2012/03/10,-0.868
2012/03/11,-1
2012/03/12,-0.854
2012/03/13,-0.492
2012/03/14,-0.056
2012/03/15,0.498
2012/03/16,0.952
2012/03/17,0.99
2012/03/18,0.922
2012/03/19,0.672
2012/03/20,0.451
2012/03/21,0.465
2012/03/22,0.424
2012/03/23,0.362
2012/03/24,-0.054
2012/03/25,-0.409
2012/03/26,-0.316
2012/03/27,-0.129
2012/03/28,-0.133
2012/03/29,-0.124
2012/03/30,-0.03
2012/03/31,-0.012
2012/04/01,0.036
2012/04/02,0.207
2012/04/03,0.246
2012/04/04,0.028
2012/04/05,-0.068
2012/04/06,-0.029
2012/04/07,-0.115
2012/04/08,-0.156
2012/04/09,-0.016
2012/04/10,-0.017
2012/04/11,-0.017
2012/04/12,-0.156
2012/04/13,-0.415
2012/04/14,-0.41
2012/04/15,-0.382
2012/04/16,-0.329
2012/04/17,-0.28
2012/04/18,0.072
2012/04/19,0.373
2012/04/20,0.418
2012/04/21,0.58
2012/04/22,0.521
2012/04/23,0.401
2012/04/24,0.416
2012/04/25,0.531
2012/04/26,0.397
2012/04/27,0.298
2012/04/28,0.255
2012/04/29,0.107
2012/04/30,0.053
2012/05/01,0.125
2012/05/02,0.159
2012/05/03,0.141
2012/05/04,0.158
2012/05/05,0.15
2012/05/06,0.129
2012/05/07,0.236
2012/05/08,0.329
2012/05/09,0.216
2012/05/10,0.101
2012/05/11,0.023
2012/05/12,0.024
2012/05/13,0.024
2012/05/14,0.029
2012/05/15,0.065
2012/05/16,0.113
2012/05/17,0.127
2012/05/18,0.062
2012/05/19,-0.016
2012/05/20,-0.14
2012/05/21,-0.229
2012/05/22,-0.133
2012/05/23,0.037
2012/05/24,0.1
2012/05/25,0.016
2012/05/26,-0.005
2012/05/27,0.017
2012/05/28,0.093
2012/05/29,0.203
2012/05/30,0.211
2012/05/31,0.183
2012/06/01,0.201
2012/06/02,0.158
2012/06/03,0.138
2012/06/04,0.171
2012/06/05,0.289
2012/06/06,0.395
2012/06/07,0.461
2012/06/08,0.565
2012/06/09,0.642
2012/06/10,0.609
2012/06/11,0.573
2012/06/12,0.708
2012/06/13,0.851
2012/06/14,0.913
2012/06/15,1.164
2012/06/16,1.356
2012/06/17,1.197
2012/06/18,1.143
2012/06/19,1.3
2012/06/20,1.484
2012/06/21,1.576
2012/06/22,1.495
2012/06/23,1.359
2012/06/24,1.257
2012/06/25,1.218
2012/06/26,1.254
2012/06/27,1.42
2012/06/28,1.481
2012/06/29,1.485
2012/06/30,1.512
2012/07/01,1.422
2012/07/02,1.418
2012/07/03,1.378
2012/07/04,1.237
2012/07/05,1.237
2012/07/06,1.209
2012/07/07,1.202
2012/07/08,1.169
2012/07/09,1.31
2012/07/10,1.597
2012/07/11,1.653
2012/07/12,1.82
2012/07/13,1.847
2012/07/14,1.63
2012/07/15,1.354
2012/07/16,1.641
2012/07/17,2.344
2012/07/18,2.7
2012/07/19,2.586
2012/07/20,2.111
2012/07/21,2.027
2012/07/22,2.02
2012/07/23,1.951
2012/07/24,2.134
2012/07/25,2.347
2012/07/26,2.475
2012/07/27,2.347
2012/07/28,2.268
2012/07/29,2.171
2012/07/30,2.234
2012/07/31,2.555
2012/08/01,2.77
2012/08/02,3.437
2012/08/03,4.317
2012/08/04,4.392
2012/08/05,4.268
2012/08/06,4.131
2012/08/07,4.224
2012/08/08,4.171
2012/08/09,3.969
2012/08/10,4.118
2012/08/11,4.037
2012/08/12,3.891
2012/08/13,4.26
2012/08/14,4.532
2012/08/15,4.629
2012/08/16,4.725
2012/08/17,3.557
2012/08/18,2.72
2012/08/19,1.095
2012/08/20,0.348
2012/08/21,1.354
2012/08/22,1.422
2012/08/23,1.387
2012/08/24,1.675
2012/08/25,1.712
2012/08/26,1.705
2012/08/27,1.876
2012/08/28,2.151
2012/08/29,2.019
2012/08/30,1.568
2012/08/31,1.018
2012/09/01,0.016
2012/09/02,-0.695
2012/09/03,-0.612
2012/09/04,-0.47
2012/09/05,-0.17
2012/09/06,0.085
2012/09/07,0.021
2012/09/08,-0.012
2012/09/09,-0.258
2012/09/10,-0.41
2012/09/11,-0.326
2012/09/12,-0.483
2012/09/13,-0.8
2012/09/14,-1.15
2012/09/15,-1.625
2012/09/16,-0.702
2012/09/17,0.17
2012/09/18,2.302
2012/09/19,3.352
2012/09/20,2.449
2012/09/21,2.523
2012/09/22,2.346
2012/09/23,1.866
2012/09/24,1.564
2012/09/25,1.543
2012/09/26,1.463
2012/09/27,1.389
2012/09/28,1.407
2012/09/29,1.624
2012/09/30,1.913
2012/10/01,2.317
2012/10/02,2.533
2012/10/03,2.495
2012/10/04,2.409
2012/10/05,2.058
2012/10/06,1.557
2012/10/07,1.054
2012/10/08,0.771
2012/10/09,0.782
2012/10/10,0.913
2012/10/11,0.839
2012/10/12,0.711
2012/10/13,0.617
2012/10/14,0.23
2012/10/15,-0.043
2012/10/16,0.034
2012/10/17,-0.063
2012/10/18,-0.216
2012/10/19,-0.564
2012/10/20,-0.696
2012/10/21,-0.698
2012/10/22,-0.585
2012/10/23,-0.518
2012/10/24,-0.475
2012/10/25,-0.893
2012/10/26,-1.721
2012/10/27,-2.124
2012/10/28,-1.85
2012/10/29,-1.757
2012/10/30,-1.643
2012/10/31,-1.334
2012/11/01,-1.76
2012/11/02,-2.346
2012/11/03,-2.311
2012/11/04,-2.025
2012/11/05,-1.873
2012/11/06,-1.339
2012/11/07,-0.929
2012/11/08,-0.895
2012/11/09,-1.135
2012/11/10,-1.228
2012/11/11,-1.18
2012/11/12,-1.006
2012/11/13,-0.82
2012/11/14,-0.732
2012/11/15,-0.751
2012/11/16,-0.342
2012/11/17,-0.106
2012/11/18,-0.117
2012/11/19,-0.008
2012/11/20,0.027
2012/11/21,0.064
2012/11/22,0.389
2012/11/23,0.707
2012/11/24,1.143
2012/11/25,1.935
2012/11/26,2.148
2012/11/27,1.743
2012/11/28,1.624
2012/11/29,1.66
2012/11/30,1.511
2012/12/01,1.689
2012/12/02,2.017
2012/12/03,2.035
2012/12/04,2.305
2012/12/05,2.616
2012/12/06,2.485
2012/12/07,2.49
2012/12/08,2.538
2012/12/09,2.532
2012/12/10,2.558
2012/12/11,2.649
2012/12/12,2.76
2012/12/13,2.72
2012/12/14,2.678
2012/12/15,2.452
2012/12/16,1.92
2012/12/17,1.506
2012/12/18,1.554
2012/12/19,1.717
2012/12/20,1.865
2012/12/21,1.805
2012/12/22,1.35
2012/12/23,1.035
2012/12/24,0.978
2012/12/25,0.938
2012/12/26,1.045
2012/12/27,1.22
2012/12/28,1.157
2012/12/29,1.051
2012/12/30,0.879
2012/12/31,0.887
2013/01/01,0.871
2013/01/02,0.61
2013/01/03,0.182
2013/01/04,-0.172
2013/01/05,-0.127
2013/01/06,-0.277
2013/01/07,-0.298
2013/01/08,0.002
2013/01/09,0.191
2013/01/10,0.222
2013/01/11,0.303
2013/01/12,0.281
2013/01/13,0.268
2013/01/14,0.436
2013/01/15,0.571
2013/01/16,0.923
2013/01/17,1.581
2013/01/18,1.853
2013/01/19,1.721
2013/01/20,1.795
2013/01/21,2.387
2013/01/22,3.25
2013/01/23,3.646
2013/01/24,3.553
2013/01/25,3.415
2013/01/26,3.723
2013/01/27,3.853
2013/01/28,4.263
2013/01/29,5.108
2013/01/30,5.524
2013/01/31,6.311
2013/02/01,7.017
2013/02/02,6.813
2013/02/03,6.801
2013/02/04,6.943
2013/02/05,6.991
2013/02/06,7.313
2013/02/07,7.812
2013/02/08,8.391
2013/02/09,9.044
2013/02/10,9.273
2013/02/11,9.724
2013/02/12,10.185
2013/02/13,10.27
2013/02/14,11.197
2013/02/15,12.165
2013/02/16,11.688
2013/02/17,11.242
2013/02/18,11.226
2013/02/19,12.359
2013/02/20,13.117
2013/02/21,12.637
2013/02/22,12.232
2013/02/23,12.072
2013/02/24,11.947
2013/02/25,11.633
2013/02/26,11.857
2013/02/27,12.135
2013/02/28,12.826
2013/03/01,14.261
2013/03/02,13.4
2013/03/03,12.24
2013/03/04,13.328
2013/03/05,16.607
2013/03/06,18.874
2013/03/07,19.876
2013/03/08,20.815
2013/03/09,21.942
2013/03/10,22.425
2013/03/11,22.324
2013/03/12,20.847
2013/03/13,19.081
2013/03/14,19.196
2013/03/15,19.344
2013/03/16,18.994
2013/03/17,17.567
2013/03/18,19.716
2013/03/19,24.837
2013/03/20,31.227
2013/03/21,36.295
2013/03/22,36.799
2013/03/23,34.337
2013/03/24,35.514
2013/03/25,40.135
2013/03/26,42.932
2013/03/27,50.437
2013/03/28,56.61
2013/03/29,56.742
2013/03/30,56.088
2013/03/31,55.813
2013/04/01,61.597
2013/04/02,75.291
2013/04/03,86.649
2013/04/04,86.935
2013/04/05,89.674
2013/04/06,94.124
2013/04/07,100.79
2013/04/08,120.4
2013/04/09,150.978
2013/04/10,133.379
2013/04/11,70.892
2013/04/12,49.659
2013/04/13,55.132
2013/04/14,48.253
2013/04/15,42.949
2013/04/16,31.112
2013/04/17,31.474
2013/04/18,43.297
2013/04/19,48.948
2013/04/20,50.491
2013/04/21,48.555
2013/04/22,49.918
2013/04/23,56.01
2013/04/24,65.655
2013/04/25,68.036
2013/04/26,53.707
2013/04/27,40.564
2013/04/28,37.454
2013/04/29,43.106
2013/04/30,45.415
2013/05/01,29.947
2013/05/02,3.3
2013/05/03,-17.308
2013/05/04,-18.521
2013/05/05,-15.2
2013/05/06,-21.109
2013/05/07,-31.705
2013/05/08,-53.966
2013/05/09,-86.976
2013/05/10,-67.96
2013/05/11,-2.497
2013/05/12,19.292
2013/05/13,13.806
2013/05/14,16.786
2013/05/15,17.467
2013/05/16,31.957
2013/05/17,32.757
2013/05/18,18.136
2013/05/19,6.205
2013/05/20,-1.28
2013/05/21,0.986
2013/05/22,3.151
2013/05/23,-2.084
2013/05/24,-10.195
2013/05/25,-12.015
2013/05/26,-4.194
2013/05/27,2.039
2013/05/28,1.68
2013/05/29,-4.13
2013/05/30,-7.22
2013/05/31,1.761
2013/06/01,15.859
2013/06/02,21.441
2013/06/03,15.293
2013/06/04,6.222
2013/06/05,7.091
2013/06/06,9.013
2013/06/07,5.42
2013/06/08,2.165
2013/06/09,-4.604
2013/06/10,-8.443
2013/06/11,-5.182
2013/06/12,-4.191
2013/06/13,-1.69
2013/06/14,-1.72
2013/06/15,-6.75
2013/06/16,-10.136
2013/06/17,-11.969
2013/06/18,-9.243
2013/06/19,-8.095
2013/06/20,-9.454
2013/06/21,-10.613
2013/06/22,-15.025
2013/06/23,-22.925
2013/06/24,-29.247
2013/06/25,-31.503
2013/06/26,-30.355
2013/06/27,-29.125
2013/06/28,-34.188
2013/06/29,-37.962
2013/06/30,-36.595
2013/07/01,-41.301
2013/07/02,-40.931
2013/07/03,-38.909
2013/07/04,-41.224
2013/07/05,-47.079
2013/07/06,-53.388
2013/07/07,-45.263
2013/07/08,-37.036
2013/07/09,-33.441
2013/07/10,-28.071
2013/07/11,-25.055
2013/07/12,-23.051
2013/07/13,-18.85
2013/07/14,-14.699
2013/07/15,-10.955
2013/07/16,-10.43
2013/07/17,-12.07
2013/07/18,-17.179
2013/07/19,-21.266
2013/07/20,-21.968
2013/07/21,-22.183
2013/07/22,-19.571
2013/07/23,-16.439
2013/07/24,-12.053
2013/07/25,-9.372
2013/07/26,-8.806
2013/07/27,-8.094
2013/07/28,-3.889
2013/07/29,1.958
2013/07/30,3.222
2013/07/31,10.392
2013/08/01,12.671
2013/08/02,14.071
2013/08/03,16.91
2013/08/04,21.534
2013/08/05,29.46
2013/08/06,27.141
2013/08/07,23.841
2013/08/08,23.438
2013/08/09,18.19
2013/08/10,11.881
2013/08/11,8.039
2013/08/12,5.894
2013/08/13,6.781
2013/08/14,6.997
2013/08/15,7.027
2013/08/16,7.768
2013/08/17,10.312
2013/08/18,13.086
2013/08/19,14.138
2013/08/20,17.212
2013/08/21,21.01
2013/08/22,22.051
2013/08/23,19.69
2013/08/24,17.924
2013/08/25,18.467
2013/08/26,20.189
2013/08/27,23.522
2013/08/28,24.039
2013/08/29,22.735
2013/08/30,22.347
2013/08/31,26.191
2013/09/01,29.156
2013/09/02,30.216
2013/09/03,30.311
2013/09/04,25.286
2013/09/05,20.452
2013/09/06,17.66
2013/09/07,19.091
2013/09/08,22.434
2013/09/09,24.462
2013/09/10,26.922
2013/09/11,27.743
2013/09/12,28.732
2013/09/13,27.777
2013/09/14,26.995
2013/09/15,27.15
2013/09/16,27.004
2013/09/17,27.326
2013/09/18,27.04
2013/09/19,21.426
2013/09/20,15.897
2013/09/21,13.816
2013/09/22,15.419
2013/09/23,15.486
2013/09/24,13.649
2013/09/25,13.445
2013/09/26,10.776
2013/09/27,7.094
2013/09/28,7.416
2013/09/29,4.978
2013/09/30,0.984
2013/10/01,-1.277
2013/10/02,-12.811
2013/10/03,-16.358
2013/10/04,-3.715
2013/10/05,1.966
2013/10/06,4.318
2013/10/07,5.382
2013/10/08,5.001
2013/10/09,5.049
2013/10/10,3.542
2013/10/11,2.099
2013/10/12,0.479
2013/10/13,2.752
2013/10/14,6.169
2013/10/15,11.046
2013/10/16,12.414
2013/10/17,14.453
2013/10/18,18.687
2013/10/19,31.359
2013/10/20,36.322
2013/10/21,43.702
2013/10/22,58.782
2013/10/23,70.141
2013/10/24,64.296
2013/10/25,47.329
2013/10/26,50.318
2013/10/27,56.054
2013/10/28,64.841
2013/10/29,69.809
2013/10/30,72.52
2013/10/31,72.357
2013/11/01,85.093
2013/11/02,91.096
2013/11/03,85.529
2013/11/04,94.495
2013/11/05,112.036
2013/11/06,127.879
2013/11/07,152.41
2013/11/08,175.222
2013/11/09,211.48
2013/11/10,168.061
2013/11/11,189.862
2013/11/12,209.808
2013/11/13,238.917
2013/11/14,266.255
2013/11/15,275.541
2013/11/16,279.64
2013/11/17,309.529
2013/11/18,396.614
2013/11/19,444.558
2013/11/20,329.858
2013/11/21,419.229
2013/11/22,483.69
2013/11/23,553.034
2013/11/24,533.076
2013/11/25,550.126
2013/11/26,618.216
2013/11/27,703.256
2013/11/28,741.406
2013/11/29,786.097
2013/11/30,856.553
2013/12/01,717.701
2013/12/02,718.298
2013/12/03,782.094
2013/12/04,822.972
2013/12/05,759.622
